	TCGA.ZG.A9KY.01	TCGA.CH.5765.01	TCGA.KK.A8I5.01	TCGA.KK.A7B3.01	TCGA.YL.A8HJ.01	TCGA.CH.5746.01	TCGA.EJ.5508.01	TCGA.CH.5794.01	TCGA.J4.A67S.01	TCGA.HC.A6AN.01	TCGA.J4.A67K.01	TCGA.EJ.7321.01	TCGA.VN.A88O.01	TCGA.XK.AAIR.01	TCGA.CH.5740.01	TCGA.V1.A8X3.01	TCGA.EJ.5505.01	TCGA.HC.7210.01	TCGA.J4.8200.01	TCGA.EJ.5512.01	TCGA.HI.7169.01	TCGA.VN.A88R.01	TCGA.EJ.A65E.01	TCGA.V1.A9ZG.01	TCGA.KC.A7F5.01	TCGA.HC.7737.01	TCGA.J4.A83K.01	TCGA.CH.5744.01	TCGA.Y6.A9XI.01	TCGA.EJ.A65D.01	TCGA.KC.A7FA.01	TCGA.YL.A8SA.01	TCGA.J9.A8CK.01	TCGA.EJ.5531.01	TCGA.YL.A8HL.01	TCGA.HC.7736.01	TCGA.HC.7231.01	TCGA.G9.6339.01	TCGA.EJ.A8FS.01	TCGA.KK.A8IL.01	TCGA.YL.A9WL.01	TCGA.VP.A87K.01	TCGA.2A.A8VO.01	TCGA.M7.A71Z.01	TCGA.G9.6369.01	TCGA.CH.5737.01	TCGA.J4.A6M7.01	TCGA.V1.A9OT.01	TCGA.G9.6336.01	TCGA.TP.A8TT.01	TCGA.KK.A59X.01	TCGA.HC.A76X.01	TCGA.HC.8257.01	TCGA.G9.6363.01	TCGA.EJ.7785.01	TCGA.KK.A8I6.01	TCGA.EJ.A65B.01	TCGA.X4.A8KS.01	TCGA.G9.7522.01	TCGA.G9.6347.01	TCGA.HC.7744.01	TCGA.VP.A876.01	TCGA.EJ.5510.01	TCGA.QU.A6IN.01	TCGA.KK.A6E5.01	TCGA.HC.7211.01	TCGA.ZG.A9L2.01	TCGA.EJ.8470.01	TCGA.EJ.7315.01	TCGA.EJ.7792.01	TCGA.HC.A6HY.01	TCGA.VN.A88K.01	TCGA.EJ.7783.01	TCGA.HC.7821.01	TCGA.G9.6329.01	TCGA.2A.AAYU.01	TCGA.M7.A722.01	TCGA.EJ.5497.01	TCGA.G9.6379.01	TCGA.WW.A8ZI.01	TCGA.EJ.5519.01	TCGA.YL.A8SC.01	TCGA.ZG.A8QY.01	TCGA.V1.A9OQ.01	TCGA.HC.7749.01	TCGA.EJ.7218.01	TCGA.2A.AAYO.01	TCGA.J4.A67O.01	TCGA.EJ.7318.01	TCGA.HC.7740.01	TCGA.KK.A8IM.01	TCGA.KK.A8II.01	TCGA.H9.A6BY.01	TCGA.YL.A8HK.01	TCGA.J9.A52C.01	TCGA.EJ.7788.01	TCGA.2A.A8W3.01	TCGA.HC.7232.01	TCGA.HC.7077.01	TCGA.YL.A9WX.01	TCGA.SU.A7E7.01	TCGA.HC.7747.01	TCGA.HC.8264.01	TCGA.HC.7819.01	TCGA.XK.AAK1.01	TCGA.XJ.A83F.01	TCGA.KC.A7F3.01	TCGA.V1.A9O9.01	TCGA.VN.A88Q.01	TCGA.HC.8213.01	TCGA.EJ.5501.01	TCGA.G9.6362.01	TCGA.KK.A6E2.01	TCGA.HC.8262.01	TCGA.EJ.8474.01	TCGA.V1.A9OF.01	TCGA.EJ.5496.01	TCGA.VP.A87C.01	TCGA.VP.A87J.01	TCGA.MG.AAMC.01	TCGA.EJ.7317.01	TCGA.XK.AAJR.01	TCGA.EJ.5524.01	TCGA.KK.A6E7.01	TCGA.G9.6364.01	TCGA.HC.8259.01	TCGA.G9.6342.01	TCGA.HC.A8D1.01	TCGA.ZG.A8QW.01	TCGA.HC.7075.01	TCGA.G9.7525.01	TCGA.XK.AAIW.01	TCGA.EJ.7115.01	TCGA.CH.5790.01	TCGA.HC.A6HX.01	TCGA.V1.A8WS.01	TCGA.J4.A67L.01	TCGA.TK.A8OK.01	TCGA.KK.A8IH.01	TCGA.FC.A5OB.01	TCGA.QU.A6IP.01	TCGA.YL.A8SL.01	TCGA.HC.7230.01	TCGA.CH.5741.01	TCGA.CH.5752.01	TCGA.YL.A8SJ.01	TCGA.HC.A8D0.01	TCGA.EJ.5498.01	TCGA.EJ.A7NF.01	TCGA.J4.A83I.01	TCGA.KK.A6E4.01	TCGA.EJ.8472.01	TCGA.KK.A6E0.01	TCGA.HC.A9TH.01	TCGA.HC.7209.01	TCGA.V1.A8MJ.01	TCGA.VN.A88N.01	TCGA.ZG.A8QZ.01	TCGA.KC.A7F6.01	TCGA.FC.A6HD.01	TCGA.EJ.7328.01	TCGA.YL.A8SP.01	TCGA.CH.5766.01	TCGA.G9.6354.01	TCGA.HC.7738.01	TCGA.HC.A48F.01	TCGA.EJ.8468.01	TCGA.CH.5764.01	TCGA.KK.A5A1.01	TCGA.KK.A8IC.01	TCGA.V1.A9ZR.01	TCGA.J9.A8CP.01	TCGA.KC.A7FD.01	TCGA.2A.AAYF.01	TCGA.J4.A67T.01	TCGA.XQ.A8TB.01	TCGA.EJ.7325.01	TCGA.KK.A6E6.01	TCGA.2A.A8VL.01	TCGA.HC.A6AS.01	TCGA.VN.A88L.01	TCGA.KK.A8IJ.01
Adipocytes	1134.58377110941	619.714301203055	647.559732052805	444.955339250326	734.2250881514	618.393881109754	549.158994729088	723.813866083865	482.555402503977	420.483189414318	437.668094194314	331.000970339408	448.958722971836	907.615459291095	357.1350412598	703.45333714689	377.081813102114	439.686251420778	1005.46539235621	741.496306755149	1337.39638352355	461.042714365189	385.602888772348	271.0001166411	516.990332222687	485.061545034178	735.376418840493	465.475677467979	408.275620714776	298.526322462874	986.83591698897	221.946087100765	565.639826041826	728.657281630234	266.887957168101	162.05588908799	298.081085541778	376.729526202096	409.291579621118	342.746134884845	426.383922438141	314.077361545185	704.25424472516	258.124950132253	444.923466575049	263.089541505319	628.602016113697	449.641895761596	431.424396322721	611.807009479099	116.898881361072	445.782379872806	259.60042587163	462.795988355514	859.352450625595	346.270965684686	520.368930968088	625.297731310383	594.128701020699	1152.2717091541	434.509879798941	450.320056952535	509.307666028307	476.596496925057	399.09280156987	596.12713754021	667.655885455628	488.787793908708	295.43112166289	965.136479894547	460.37503602616	418.61472261221	504.704436503709	473.780927124874	785.042008955008	643.642565054712	620.014852743097	666.872641570836	579.641761748224	550.034796974366	399.678647961407	305.337345633798	770.782392644765	483.380375148254	187.018188986445	263.729358347949	662.128562403917	2084.47585652685	691.811822639361	555.676067284568	493.06354335343	174.762654785003	358.222169563162	566.065811667525	502.989139857261	512.831672010604	670.212478833775	496.192324941112	296.601475952595	748.343900364596	221.290181169267	486.757816899226	690.010398893127	414.855338729472	413.471930381586	650.077451961372	473.315189622256	296.603118804085	265.555665127574	639.600393880225	386.734592092934	293.816979809687	305.265892290918	375.085146243701	526.165423251775	141.295524900592	503.38901499788	193.859989441708	557.891605855088	455.505332907604	544.73944206468	548.202135930204	430.589585340606	309.3041336944	1020.94371273563	661.828663662626	473.672500605772	461.515518116516	551.171950648073	447.87243472161	418.407995411789	313.359486002048	611.135714166516	338.109593139348	414.559485492755	521.464514882083	710.139771818294	933.141861093651	629.154751387536	305.918637408479	649.364240089792	366.861316958256	512.998675706422	367.518777075475	375.606191808218	546.81496246335	557.938411904018	755.606028631669	510.811951322704	332.849801276598	392.852467545233	473.497718467103	304.174143316794	233.910035952854	390.109246604329	465.545491689557	545.288551149995	450.626075182415	528.946645381319	440.778349517976	485.863432367347	284.97604544661	353.990218919336	458.229565637792	645.158903431557	704.947233449961	502.244710825232	407.912152525375	346.6590275425	486.603644503771	580.545244639706	388.59459523374	216.990058127071	596.621393266199	265.937883204165	411.169783083131	349.022988560253	403.890970593813	395.106637990407	575.361831694671	1170.60813064266	432.556746831856
Astrocytes	498.858302697481	693.508025719818	1371.55364730078	1386.93161044608	1805.53574772292	969.144926541613	1107.24350278609	850.934451485956	805.013156763517	955.654498614006	923.75833213496	718.858789414816	751.651411431492	1331.60296565586	853.279049158083	1218.70371887989	759.084294627664	1493.22847546032	1276.13597448764	1186.79725077172	2010.01019481986	795.541692854873	523.395267522268	1214.34562850807	336.295075291345	1333.49510317167	1242.11364038802	759.298511497634	527.113117145967	387.117689293592	1204.44590721552	301.687418922658	1787.12853502859	1197.7510552048	621.485773680102	1178.92549144376	873.820218449296	950.782669177347	228.423582993541	1168.07234424659	618.582892281152	416.693413915696	1185.01763700725	398.616787636862	924.253771883851	601.799681953331	1005.27176819293	1246.76376572014	1234.94587004778	1284.75762563549	1138.00254345864	615.683169857325	860.557729949631	1104.8748123107	1436.19685465429	829.645798489082	1356.72936983535	1268.2280577891	1326.05438155384	1924.35185459558	626.185621531369	604.85512530478	1203.75200465273	642.815444374299	1013.24852942779	743.352533854996	1788.64452177711	634.101403737035	1457.60091541817	1875.02241229665	731.323975762423	962.332773240027	1232.55853982254	1394.66806023323	1352.7167165659	994.70454055031	457.52921397867	1155.04972613558	1476.98428284185	684.625360106919	891.270856523528	798.399729843244	1312.46948978879	1052.61797102252	1054.73044619122	761.425055468269	1314.70640365973	1512.83638268939	1162.43215429648	1582.88835550445	1285.91735663786	25.9183700566092	860.229336481212	1560.55312601858	1840.09697777798	1325.34039472487	1034.86449685464	1076.7065349938	376.694291162701	1395.87706497088	1121.77885735119	1171.77154844282	1672.66352177451	439.036821498367	413.763790871416	1096.43851946916	990.841762415657	1076.59692692003	476.117758036268	305.60024395998	1217.38422783097	757.913741139874	392.960237523449	833.824742593369	1373.25371614428	401.72494962222	722.870684279261	1603.30211839644	753.316725661132	555.900159710231	955.577413438933	1146.38184213964	1414.23711888069	738.835323042114	1577.62850364742	773.250018919352	945.081020065404	1451.08973981986	1329.86814301618	654.66190830755	1434.19908499542	356.572609789176	1328.5781676188	676.733062516106	1478.34189342068	736.106543080987	1233.07641479177	2131.82847500425	1071.62944109473	124.059274839215	1168.58366505496	567.024709789923	494.158047898619	311.192046804206	861.026201097443	1680.83854842165	1440.2909139687	1538.81850192257	530.385667719032	1118.09662977185	678.447424024132	1096.04325860503	551.586380111725	1486.12167899851	883.667825876045	1087.76107100963	592.977683446396	1544.24894548816	1035.2643161003	186.660552518943	1456.92146171982	942.002300943475	668.10310478801	660.433795987178	804.019583354849	955.578987739503	1367.94525154333	983.175027446717	1054.64060926683	1450.6701078769	1800.26321093408	1268.68801739419	503.558074946453	798.502003084965	1113.69602025349	1540.67161736641	870.521223076612	1403.35400514536	1062.75555854256	1578.29191281449	1410.37223378596	783.900354426523
B-cells	1165.72458416898	637.551570433868	322.587464342385	476.572876932976	683.944672936447	490.445552637507	817.240206981121	325.078715843062	398.36326267954	411.860860340626	595.861889038351	839.878874036319	551.881818399938	685.016378599095	596.187484412257	472.074028719693	579.333402598218	679.969998162688	584.585100871223	490.191726124272	233.559424899089	361.230757185425	468.936678622636	409.02141770338	126.590279623349	773.727063715743	375.236321439713	326.545932805107	457.398364234228	240.37567282265	227.184234325166	411.985154281395	280.398058454017	685.954565577583	327.010850186594	432.354842810483	631.672688414875	307.85709102694	528.282131833804	611.81799039629	271.793460334675	451.841497231945	463.803651567852	247.960226069183	184.836277843684	457.558082624923	354.261060382042	518.559104671367	297.582623932915	671.830085550657	347.548364110838	322.602921053784	546.775648709207	582.439216578181	769.163816465384	479.875869995515	250.085636745745	461.939948866447	382.390777382113	870.092378063728	426.707346580365	385.76405122996	556.772039934287	174.865027631482	621.811654466173	550.361492378045	1217.53921422893	1226.34427128668	1462.0413523346	792.900509399929	248.232067840477	327.114071827317	663.997486510113	972.291923588309	397.504151392003	370.475363362804	520.79038892622	574.051904037913	715.741132854643	625.242614191539	437.15855134461	588.29882598618	266.56162560787	625.64902411011	524.12634342206	596.370881541893	1478.89768315591	370.53884506594	299.133168559534	476.909339770681	493.532319712859	394.864862718375	156.226129202726	517.81390659423	387.798374644656	638.540332158456	529.375852276222	411.360130337296	433.500200358932	888.975552177645	653.774172757928	716.894852256159	573.773000902839	431.450771064176	473.567662642327	179.690739777099	302.263263188794	1578.49239050875	356.268368758678	378.290972704634	320.137348954634	228.584980505606	797.786803841529	512.401720648253	502.829730015128	540.944975575736	516.757740597495	1966.51515572765	490.404305317651	200.074099636615	376.303490563574	331.644235523594	702.667981536998	252.725650425117	264.782599203814	453.316850157909	313.611767247774	520.627041238223	454.348498729446	1014.34182266478	229.215370040994	736.571428440593	454.33178057231	540.9366991422	249.227664048026	555.861706268456	478.391906578295	441.14037052057	806.603059928118	550.218116115785	283.743251277155	449.989264065174	423.473615280257	380.588691697424	581.988687982385	376.964703733004	683.002589710301	541.404498972424	325.779087753032	631.552663734437	430.16124102755	477.707392453462	418.217356088529	450.050376117784	425.37982325715	891.505340519644	377.994358227734	672.987546220088	382.688190965915	565.546312649239	796.361241789987	381.744504972554	777.142567831576	276.33452714803	699.051151213186	329.501538268612	722.328010288331	517.715740136793	686.024735151356	565.323546566399	803.436908629155	615.644830300706	437.70034593799	409.009110288975	417.223889063683	399.76866177259	304.272586041325	380.492137069132	423.083157477013	362.23217920385	174.076262596512	449.070491384118
Basophils	722.86446718898	373.829578792678	273.176282363145	385.146846423222	343.160043242979	345.077193648345	273.487761317101	493.281694060476	468.74319045768	406.798118293244	457.343533043286	379.445183526221	434.826685314588	410.406045252753	347.67451546866	375.949644178365	374.216318620663	446.964221924937	262.052047496176	366.489065880514	472.714474239719	464.943800440566	330.485969354611	318.990492062647	436.602765396987	389.730351029185	355.922509690054	487.063529081817	500.45480471506	524.442523544284	461.116282899568	370.145784960836	294.737371241565	371.526318300799	424.20724721669	474.633879310925	349.647708358472	314.219621246071	328.967661852791	384.616945808616	425.955544582072	410.795534549293	411.36477447635	404.972907477835	428.200423746782	431.068303591774	487.993856835045	418.936057088777	327.994920166012	403.010782847707	490.015199517272	418.515047213651	449.953885428789	150.834337530628	361.840139469241	324.584266238431	406.601868805541	367.380779809648	296.947738800847	573.243111973824	391.054931888526	417.02844459518	401.316166047084	678.341353932093	380.743540916382	407.768194520894	388.051359815415	374.257558558454	254.285152429764	232.155033003211	483.420169417277	613.029242181147	377.192141981116	396.111073701788	425.663275777792	470.879614838718	601.443894668516	314.47907370529	496.856839743524	421.297374101565	502.246627992833	424.816642929954	480.143162105995	332.441742361964	407.931691303439	382.509810448441	492.248874320767	545.534917672055	435.19601477614	388.6413124599	308.266315528214	412.950529001793	468.754056136091	312.271117574247	440.947173232826	294.070528080432	486.074832607114	373.952158413097	403.447868531884	363.264348565225	420.205623168951	275.176402101521	478.997310312041	409.896021792481	574.894301671934	449.29869684947	360.119069851399	470.288221142605	460.061629023306	317.527415804335	303.527149708866	534.518879511625	438.169663961649	335.595085363806	252.677525426757	450.34260861989	410.833076238941	367.89195011409	347.165782293887	410.956740857691	492.406751162783	432.762127460618	287.440992483833	504.672480694109	384.699672004268	439.276923320569	328.872572590209	254.692834259827	471.105682141286	498.295218560113	377.162464207787	529.213610491856	394.402082598042	452.169805728306	578.024242993302	389.418762519654	340.599816402644	373.82807469587	463.559936728728	521.605618911018	417.024329325378	435.053014989673	460.0969716181	446.962029770309	454.020773772908	276.184594262167	284.833147378204	343.196037229725	415.814253872462	324.951503726181	597.430010411062	380.120118646766	404.780385896647	347.016276628105	239.364659275899	177.672015574003	535.817850507715	351.37180924282	389.714388657646	516.105788926526	327.909383819847	262.918876936567	457.44923774573	416.464410253644	347.144840433444	532.465030052614	346.416918494144	386.344206658516	499.331431072497	245.489548522234	329.648977862144	519.763031096883	450.938311227302	485.146816077818	426.275074666858	209.450774207662	619.436926530019	368.806308256522	336.363794584007	399.835893677443	333.530775819962	489.903171518689
CD4+ T-cells	891.121152752947	384.289580611861	295.267376108067	482.973548121002	639.376892330498	491.074235376791	552.258547165678	400.235147778077	382.572045308397	165.73514445899	415.303854256726	627.803961593491	565.326709533665	487.051825717923	430.029530992042	552.460886846524	443.433395669333	551.369324541632	510.687888684205	454.921315793478	531.782406255155	308.299976378556	404.94878257553	344.814369040124	330.350943855949	667.321757750269	448.446055447584	416.584925133904	558.529258972864	271.365662435684	483.471216020053	467.573026307346	332.383939916439	431.507367594332	471.479982919225	512.783838537204	557.732946598457	355.038806267566	635.196323179712	723.064007404246	418.519921795401	600.41246674546	496.788193908557	295.930853795341	248.405294716055	472.786887918767	497.164596715957	473.552716932649	289.93453277738	673.480549627568	266.103602463209	392.67818177739	529.442077364339	323.294698612924	630.091381671177	401.481049743704	209.335461345253	459.298093726422	428.2553259084	490.331388095107	331.217436337035	532.837998485415	473.489848023177	215.510732843809	449.761428713715	552.588461746156	564.579483509423	947.406765484635	710.10145744819	769.741755864912	347.182874157037	481.089507813285	583.153833949634	604.053085074071	440.047009519172	364.85050399519	285.721217707363	503.890890610728	370.459176493259	605.98975204481	520.500914356733	665.416996869601	314.365723658082	506.722291474453	431.734573496783	430.076857656696	673.571415611947	197.476298493358	319.745171862746	440.052138879839	566.561907281405	479.707751928034	250.481830898489	511.396485253928	444.288872111612	526.993004031777	489.944916768967	432.646503304928	430.874625311746	598.152845118212	585.315841447693	425.284514153757	372.845015605078	460.628368634982	358.809884443436	306.531604450321	363.506294097368	905.976028890821	547.71326998578	443.406874447316	376.750211040338	460.190816240739	612.607603279314	419.217222163963	444.626014166698	482.501109641875	460.24009033379	1189.85033267209	407.504116427346	355.306076550028	359.258545752311	373.501230075729	603.736006786523	184.602792187349	334.471607999906	474.005777398254	402.600621495385	474.985977199578	451.302296995317	663.025865812896	206.033303214525	825.212214368166	398.053280705861	461.032308628677	276.929301427742	541.98844319618	356.473581455982	491.869656401583	491.409274911915	487.802692757156	381.178596715884	483.420246737408	494.50158696567	383.259012955359	581.406993947095	430.750060530879	510.241495856867	511.283365884466	477.097454213372	530.026093607158	276.378901053179	402.157323175369	340.279858453964	423.132079205417	386.980122878805	552.160540630765	484.813011118542	456.768551300944	397.645446395499	398.721778910848	668.729774356343	549.529087856341	594.222818306151	334.971090385794	508.406080155854	357.454911867621	771.687800531204	508.755457714952	505.709805959712	426.594375617043	565.227579945055	469.578231666381	531.42529803692	444.746826051916	481.368627359255	453.595457254167	233.592287629807	399.932825661711	444.56427758354	335.174009825576	350.6032274083	390.958131322472
CD4+ Tcm	820.44703612173	415.274749898541	423.008175754611	663.23363558948	688.280150377123	507.607668374766	309.881989438735	441.071137665594	804.830658485269	435.5777471472	648.785613689854	557.834357400097	607.37348027955	460.648912483569	335.315862878447	506.28033801597	270.866061994217	357.136763895477	504.355164223471	314.740099114739	616.693586722259	406.880982311788	436.624584613843	342.061504283382	570.185687927544	538.607861414374	556.134323399181	627.150420330055	652.021125874827	855.034546777576	705.37526251545	779.105451823328	443.349623802326	304.118930694277	602.602339176259	553.799849537995	489.881406934611	413.411490742728	633.103529330968	602.510911717114	620.199285808392	682.266014621667	605.793891448061	559.283886773671	238.077377916602	380.423874207168	477.531353281016	787.677536677389	260.010791345355	594.394780750069	256.148723622964	484.87364346705	459.032450595106	120.645139969778	467.802007138079	534.328523039598	493.856040490363	675.190492793211	315.673259518402	738.897095867552	374.324873575011	558.574950498235	343.904406571601	756.032880366294	457.435751185341	459.272632151804	384.692261827056	637.778528933858	452.181365487869	520.414346625407	452.880735169385	703.779715884533	537.587191904722	694.928014961228	295.02003477503	461.586016932494	558.753614895832	338.286227150906	782.875638363801	680.941455662208	556.578038183257	615.422603942522	316.381008527866	410.117583023966	496.73154645672	577.708926366789	591.707260844674	575.73442086312	465.022493085462	398.210751502826	570.65066197291	633.613393768309	531.915581497454	653.103564435829	427.207338496291	430.837485999683	568.092540570523	265.393085422344	475.920850712431	680.144337975381	594.470642959795	399.10462256797	432.912972944555	503.73072543694	533.909596293401	657.261323220073	423.075392741812	764.113518449369	588.998645389182	458.728403170312	472.297694373098	367.917376772994	575.649252299983	463.274846384772	402.62588476692	477.398556318743	360.2977351749	901.223563918948	416.86684144569	551.892960121661	364.449526753469	372.064982373075	371.612799218269	225.095492835613	233.905557004488	503.077835840195	416.402664367532	521.05323770011	444.412920015927	586.78450054986	229.085807014289	817.354006288141	426.89253707791	496.19827275718	703.473850386053	601.22644343855	508.931559604968	394.827269058792	769.626961995308	176.028300102427	608.431994614151	608.809304973937	463.499888874577	409.613415493763	416.89348767225	533.376397544106	465.935069255274	182.78332806782	568.758220168095	589.496231532727	573.953958591866	438.297531575556	277.607428073164	516.168549472393	412.428006653859	517.72174175076	558.012364363719	465.932655919219	576.87162836035	560.646425533687	600.319829819282	614.049300784502	656.012527527828	560.257525621788	510.063429205206	501.306566856836	459.763421832251	435.172132685804	405.930922009015	554.479098041956	621.60560642647	349.124058438703	584.729007270274	533.1240911906	504.879122345437	518.907253577493	759.289417333025	272.391496941011	537.232899822743	552.246979248518	439.24774934207	466.458958281067
CD4+ Tem	803.053700138862	327.936585832312	475.924142495302	649.005884344532	528.900867804099	340.343059853618	340.116500725353	442.749416398557	732.365134585274	590.953126077672	723.141643570845	542.1492544859	537.712098932868	376.372180499887	406.318733448192	397.89162284693	296.713822605558	416.287152928329	294.775970255831	301.47924154051	364.467694322526	467.512071929078	384.43983979207	333.899914779541	565.284683394344	550.188362225639	442.140017794444	536.725059517523	539.115407967025	566.543460450797	537.637660512261	603.782840275253	399.358954046118	470.547086842338	507.447721282306	443.252184137189	553.976770502041	461.933991268551	533.875067224765	553.915638178094	511.990698531583	492.791803074335	539.168149875214	403.457802245867	429.452883484963	448.310991247673	377.75863284318	583.915039372424	357.690314202802	692.354812666448	397.150755583641	436.957225445127	471.838230256587	359.867114793216	315.875683532003	509.74765020798	559.836646369127	518.986497854742	395.972361443467	887.966796009171	355.952500076611	428.123257432069	486.021542814196	622.391481616592	479.182784707572	402.762811017075	609.47480589213	624.23901416362	775.384910910248	488.602441297068	401.309568668169	474.520250140994	366.204720217248	512.169940078591	384.376790868457	420.101165889454	563.600748132169	349.432666370828	803.323089753308	548.257275914945	564.320030310348	534.795190007724	374.896896637877	511.914207544656	399.670469853536	642.97215599392	687.821347683008	625.39807233897	511.504105279526	377.662141887426	438.128116267857	463.298145849452	519.54652805251	468.244126895086	484.802519693218	435.705721248134	514.356692773732	388.606571526625	462.879471293889	468.382821391963	498.584709227245	521.70132241691	414.985974770634	408.874314366865	573.500609197243	509.618557165227	353.591419902681	827.184629086708	317.840717458824	388.772194908224	453.299198441356	238.419279102903	548.111157539805	398.278249396488	483.912194635326	468.577412035747	282.699195198042	948.204585785357	470.044385516359	506.964764471281	452.541492514868	346.177101598662	477.354827446808	370.342751281141	300.416585894421	419.139145658539	350.82533495677	468.370195512681	551.312878728059	646.106685579137	332.089319602435	630.783723849364	417.787350807133	426.056825701905	512.185696054003	410.29295338358	760.124433142997	255.848602944105	736.34482667868	294.558894784815	527.527891784037	475.584922975449	388.55738342696	383.909664895894	329.185191987587	317.222780241363	432.041483026121	252.181264256034	440.809906321007	530.458371775133	571.79315712008	231.653516696389	471.323382343758	579.935627507655	405.256711126704	537.905270024396	500.290577412837	481.332804268774	434.79217324524	550.454915234582	550.12497264308	319.003507446664	492.213210163519	518.081380974164	464.125352703309	356.57854833287	488.916882173108	331.557559358979	437.579815314894	462.024581554272	591.501199178144	313.176993702197	480.171243150136	517.967227010335	390.374568890298	412.082158893727	742.448792498098	417.926115748149	479.971438747512	680.888446103569	386.591230497183	401.953552627074
CD4+ memory T-cells	1035.12370961112	592.845297012938	550.114895736159	476.526251069046	486.406465747545	570.184269937938	742.333144296763	485.036224283741	438.226617678625	322.335902682563	624.442156452497	923.052298420791	517.554377472482	545.260459551749	703.429823856218	518.767939349734	585.001688866764	491.151975213078	687.260000324805	599.504130506326	266.888139913221	406.210707217428	628.653420083154	481.237538461176	353.868108539623	657.314605774298	393.656062724761	429.936651802755	544.446137320782	363.06202100237	455.640576542969	460.114019324592	490.128218860054	558.479440243884	465.627154335209	521.71471267402	718.498967979372	485.325528047508	675.598208824019	756.114264073074	616.912725942251	617.971359347083	570.786264774331	407.628053902065	394.525547517615	445.858480082956	532.97018924499	431.61002457529	402.106333225446	770.26609258571	588.641473858924	468.22274022916	651.38619081648	901.177353575832	498.316054116243	488.56309741187	300.786961093503	532.640817668326	472.309254768022	249.529255590205	531.514276204152	722.566488715794	548.116212492821	185.292523850833	529.363815747614	617.434440149921	699.558939452865	1070.2004426194	816.390837164947	688.297929777762	469.332518052916	693.431564979039	477.307230686374	696.465130590928	515.949760223627	427.408825202342	405.824395912401	650.860601358141	312.820597136081	651.090383565458	451.700152326027	745.154365131971	461.504626441221	539.172880249486	581.557852533439	406.813245949952	747.270917365876	140.579030397261	344.893415870048	383.948958210523	670.336871529345	582.690232004726	385.185338737442	518.655405170981	499.856551324679	656.292576944032	652.941917880459	555.436396242901	462.795793979411	563.382695662881	611.013842686083	644.107341219843	476.952700607262	594.435882664266	563.2610320815	416.392565402336	460.698822479297	927.271501928062	412.0488502033	706.95527511043	390.319230276424	641.422305821541	749.353112089347	652.266193514298	628.133264349427	645.047158746791	683.203853268342	1179.25405992349	500.424351024481	567.64329574645	341.1865502721	417.008842958665	819.359994280247	365.712068418371	377.855455993741	495.98201937258	399.082354891131	622.652939899271	579.736525722619	717.239206880411	393.977563927653	986.01394811322	455.239157789457	616.474443304597	88.7180945963125	656.369644968935	488.546526894652	431.390625841502	631.124259958055	685.744594648692	407.32813352539	543.251561931554	515.024192323304	608.255341123007	737.0977588539	570.079150824282	673.808592488926	553.185934163989	579.04836473376	612.393623537481	487.258241719269	629.108885653476	472.516481108236	626.73275665965	458.930546461721	558.68824645121	639.101516608141	607.623867165257	461.501156926546	670.653163666759	775.553085200035	733.522934416059	730.587568469739	515.80276092616	565.603613507887	466.209755036689	716.731515404442	755.121957904763	824.476614968052	633.086766172438	607.499636590965	470.510980357311	599.556026235252	599.095582144789	391.728237982579	607.857716193555	486.763063154997	566.685781217796	504.82967894283	393.60989061883	456.195779765483	548.280302060868
