Unnamed: 0	mean	norm_mean
Keratinocytes	1215.4582603145284	0.20804082618809824
Epithelial cells	1183.5805990100284	0.2025845672516405
ly Endothelial cells	1004.4846808401488	0.17193006927378637
Endothelial cells	961.6669445139742	0.1646012801811059
Sebocytes	907.9226462313883	0.15540227386169891
HSC	892.9834453984994	0.1528452434927088
aDC	831.2323059692602	0.14227576654366822
Megakaryocytes	830.9654119513316	0.14223008430692885
Skeletal muscle	826.9017681882796	0.14153454104279348
Myocytes	822.0518303519071	0.14070441375057471
Astrocytes	804.1636973754624	0.13764263690073117
Pericytes	728.8336484154551	0.12474896038865219
MEP	714.2797416968523	0.12225787790818994
DC	711.4449402900722	0.12177266632503521
Chondrocytes	710.3041999356473	0.12157741439944522
Tregs	671.4995708174531	0.1149355186098006
iDC	637.1343253601373	0.109053478649624
Th1 cells	623.4795791516914	0.10671629869425575
mv Endothelial cells	617.39655981516	0.10567511413875923
Class-switched memory B-cells	611.7316940117885	0.10470550177076796
MSC	592.6486221173394	0.10143919623584921
Fibroblasts	592.0465219629951	0.1013361392921041
B-cells	588.9098698853929	0.100799262205498
Th2 cells	588.6419046515435	0.10075339661680614
Hepatocytes	583.8381652108513	0.09993117675565241
Adipocytes	572.9895015199246	0.09807429278769683
cDC	569.9001630930441	0.09754551402195251
Osteoblast	565.0908854897617	0.09672234623526449
CD8+ Tcm	562.6183725007725	0.09629914482902532
Mesangial cells	560.4600590098718	0.09592972258189385
naive B-cells	552.905099258275	0.0946365970835873
Plasma cells	547.0109793261271	0.09362774501488816
Melanocytes	545.7959086627595	0.0934197705307471
Eosinophils	542.8432888947078	0.0929143928670124
Neutrophils	523.4789960008242	0.08959995285395149
Smooth muscle	502.4863337185855	0.08600679713015517
pDC	499.31059272570246	0.08546322948864042
NKT	497.9334860452571	0.08522752052116435
CD4+ naive T-cells	486.0157918793615	0.08318765866701197
CMP	471.2924717002628	0.0806675789618488
Preadipocytes	464.3239820496618	0.07947483512890213
Monocytes	454.9759319814521	0.07787479988052198
CD4+ T-cells	454.7661505043075	0.07783889316677532
Macrophages M1	451.094677976874	0.07721047489617464
Erythrocytes	443.79030239020005	0.07596024000004041
NK cells	440.996977022136	0.07548212755771447
Macrophages M2	438.45805805979546	0.07504755994170002
GMP	431.2086336974413	0.07380673063231509
Mast cells	431.12670588510156	0.07379270766639068
Neurons	423.45335854468215	0.0724793186571161
Macrophages	421.6052022174926	0.07216298367319507
Platelets	412.9153001158279	0.07067559864998893
Memory B-cells	412.27532301204917	0.07056605859439119
CLP	412.24201367318693	0.07056035728600164
MPP	412.199690902949	0.07055311321652237
CD4+ Tem	412.0290532534538	0.07052390645662047
CD4+ memory T-cells	392.772241442937	0.06722786317022088
CD8+ T-cells	389.31669179526085	0.06663640279094754
pro B-cells	385.8650551977638	0.06604561217897001
CD4+ Tcm	366.5408803471125	0.06273803886888987
CD8+ Tem	348.1171490433029	0.05958458769161932
Basophils	320.3350019725771	0.05482932704747562
CD8+ naive T-cells	292.36132044662526	0.05004128289474939
Tgd cells	192.7965742721394	0.032999535983598186
