Unnamed: 0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110	V111	V112	V113	V114	V115	V116	V117	V118	V119	V120	V121	V122	V123	V124	V125	V126	V127	V128	V129	V130	V131	V132	V133	V134	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	mean
Adipocytes	1.0	0.05525	0.52706	0.291373333333333	1.0	0.12019	0.15755	1.0	0.0	0.219223333333333	0.0301633333333333	1.0	0.790423333333333	1.0	0.483093333333333	1.0	1.0	0.873233333333333	1.0	0.0	0.0091133333333333	0.71355	1.0	1.0	1.0	1.0	0.0	1.0	0.868086666666667	0.226856666666667	1.0	1.0	0.1315	1.0	0.542313333333333	0.61682	1.0	0.0	1.0	1.0	0.538476666666667	1.0	1.0	9.9999999999989e-05	1.0	1.0	0.367923333333333	1.0	0.726653333333333	1.0	0.809056666666667	0.03866	0.0	0.868086666666667	1.0	0.0	1.0	1.0	1.0	0.735706666666667	0.94626	1.0	9.99999999995449e-06	1.0	1.0	0.04206	0.534636666666667	1.0	1.0	0.255136666666667	0.0	0.0	0.0906833333333333	1.0	1.0	1.0	0.722183333333333	0.0016466666666666	1.0	1.0	0.0	1.0	0.717943333333333	1.0	0.10471	0.89996	0.01149	1.0	1.0	0.183563333333333	0.0291166666666667	0.0	0.6668	0.799566666666667	1.0	0.31194	0.0249733333333333	1.0	0.828286666666667	1.0	0.0	0.0375133333333333	1.0	1.0	1.0	1.0	0.744523333333333	0.620876666666667	0.83799	0.42417	0.988523333333333	0.305926666666667	0.03507	0.0	0.604336666666667	0.31505	0.444303333333333	1.0	1.0	0.0	0.6456	0.75357	0.00207	1.0	0.01847	0.06636	0.308926666666667	0.20216	0.0024899999999999	1.0	0.512276666666667	0.33339	1.0	1.0	0.25771	0.0	1.0	0.629253333333333	1.0	1.0	0.0296166666666666	0.0	0.696303333333333	1.0	0.13553	1.0	0.0	0.0180966666666666	0.0306766666666667	1.0	0.5994147555555556
Astrocytes	1.0	0.319816666666667	0.09375	0.0	0.0	0.0057133333333333	0.0	0.06808	0.0	1.0	0.0	1.0	0.0132566666666667	1.0	0.0	0.08317	1.0	0.03513	0.0104366666666666	0.00622	0.54972	0.0	0.0	0.0	1.0	1.0	0.0002733333333333	0.23858	1.0	0.0205933333333334	0.0	0.19221	0.0	0.0	0.0	0.0046533333333332	0.0	1.0	0.00058	0.0	0.0	0.0	0.0105533333333333	0.104033333333333	0.09695	1.0	0.0031866666666666	0.274706666666667	0.0	0.0029599999999999	1.0	0.153623333333333	0.09235	1.0	0.0009099999999999	1.0	0.0525666666666667	1.0	1.0	0.0184866666666667	0.0550533333333333	1.0	0.0	0.0601	0.02366	1.0	0.0	0.0038099999999999	0.0	0.07219	0.0	1.0	0.03486	0.0	1.0	0.0312733333333334	0.0001133333333332	0.0	1.0	0.0	0.230826666666667	0.0	0.249586666666667	4.000000000004e-05	0.0	1.0	0.0	0.0689333333333333	0.0031866666666666	1.0	0.0022266666666667	0.118423333333333	0.32967	1.0	1.0	1.0	0.0	0.0368033333333333	0.0	0.182923333333333	0.0	0.0	0.2483	1.0	0.0063133333333332	1.0	0.0	0.0	0.0	0.0	0.0187033333333333	0.00273	0.0	0.28764	0.109383333333333	1.0	1.0	0.0085633333333333	1.0	0.397386666666667	0.04112	0.0124633333333334	0.116856666666667	1.0	0.0664133333333333	1.0	0.0	0.0001333333333333	1.0	1.0	1.0	1.0	0.0488566666666667	1.0	0.0092366666666666	0.00475	0.0	0.234126666666667	0.08827	0.0	1.0	0.0635066666666667	1.0	0.21836	0.0	1.0	0.0038966666666666	0.161886666666667	0.0087166666666667	0.0	0.3074253555555556
B-cells	0.86529	0.0082033333333333	0.613263333333333	0.0480233333333333	0.0255333333333333	0.24579	0.03338	0.146986666666667	0.38149	1.0	0.0118533333333334	0.016	0.235806666666667	0.451693333333333	0.0256433333333334	0.0	0.06801	0.329363333333333	0.0	0.0101066666666667	0.235806666666667	0.0	0.0003633333333333	0.0	0.0	0.235806666666667	0.0042966666666666	0.0215366666666666	0.72924	0.10143	0.0	0.39974	0.0	0.0	0.515406666666667	0.110286666666667	0.348266666666667	0.127153333333333	0.545916666666667	0.0014566666666666	0.00604	0.0	1.0	0.01462	0.41885	0.0019866666666666	0.0664333333333333	0.0311933333333333	0.149173333333333	0.0111733333333334	1.0	1.0	1.0	1.0	1.0	0.57187	0.03369	0.271083333333333	0.294643333333333	0.309426666666667	0.0	1.0	0.0	1.0	0.411476666666667	1.0	0.13607	1.0	0.451693333333333	0.0253733333333334	0.276243333333333	0.234223333333333	0.0285533333333333	0.02403	1.0	0.235806666666667	0.2162	0.0	0.0418666666666667	0.0006433333333333	0.0144366666666667	0.0208633333333333	0.205813333333333	0.179833333333333	0.0728066666666667	1.0	0.0	0.61689	1.0	0.201483333333333	0.02403	0.15386	0.15386	0.0063566666666666	0.561766666666667	0.411476666666667	0.0	0.363666666666667	0.0	0.48345	1.0	0.536343333333333	0.0122133333333333	1.0	0.0	0.0061133333333333	0.0595366666666667	0.19151	0.00768	0.0	0.0	0.489186666666667	0.383753333333333	0.333363333333333	0.0044766666666666	0.35269	0.346166666666667	0.0	1.0	0.335533333333333	0.01912	0.01201	0.179833333333333	0.38149	0.0113533333333333	0.00068	0.117593333333333	0.388253333333333	0.436473333333333	1.0	0.0011566666666666	0.294643333333333	0.0003233333333333	1.0	0.0940633333333334	1.0	1.0	1.0	0.182346666666667	0.0	0.289083333333333	1.0	0.894046666666667	0.0625233333333334	0.0005899999999999	0.0	1.0	1.0	0.144706666666667	0.0	0.3079663777777778
Basophils	0.0605866666666667	0.22061	0.53183	1.0	0.32323	0.807426666666667	0.374226666666667	0.5104	0.512223333333333	0.145393333333333	1.0	0.30767	0.18059	0.144266666666667	0.36507	1.0	0.151196666666667	0.223036666666667	1.0	0.36737	1.0	0.1155	1.0	0.242583333333333	0.161916666666667	0.245133333333333	0.371133333333333	0.388353333333333	0.12708	0.297966666666667	1.0	0.20551	1.0	1.0	1.0	1.0	0.17428	0.15962	0.19388	0.407313333333333	1.0	0.192636666666667	0.797646666666667	0.247883333333333	0.695313333333333	0.09421	0.247883333333333	1.0	0.395986666666667	0.576716666666667	0.42807	0.636003333333333	1.0	0.123406666666667	0.0946399999999999	0.136236666666667	0.580036666666667	0.0799533333333333	0.236433333333333	0.30812	0.140873333333333	0.0902433333333333	0.161056666666667	0.403166666666667	1.0	0.0973133333333334	0.756023333333333	1.0	1.0	0.239923333333333	0.561676666666667	0.361636666666667	1.0	1.0	0.05105	0.127803333333333	0.240736666666667	0.28821	0.35617	0.77848	0.21097	1.0	0.32526	0.337	1.0	0.225786666666667	0.2495	0.297966666666667	1.0	0.33911	1.0	0.169693333333333	0.221313333333333	0.32882	0.0558733333333333	0.188313333333333	0.15892	0.255056666666667	0.156083333333333	1.0	1.0	0.92875	1.0	0.152526666666667	1.0	0.206486666666667	0.399236666666667	0.517583333333333	0.596466666666667	1.0	0.176936666666667	0.279826666666667	1.0	0.122426666666667	0.227816666666667	0.11183	0.269073333333333	0.653393333333333	0.109573333333333	0.135606666666667	0.677033333333333	1.0	0.514823333333333	1.0	0.219396666666667	0.116423333333333	1.0	1.0	0.20946	0.0249533333333334	1.0	0.0968433333333333	0.114333333333333	0.0975133333333333	0.286066666666667	0.0843533333333333	0.0702866666666667	0.111616666666667	1.0	0.85086	0.19284	0.848463333333333	0.170146666666667	0.42807	1.0	0.19001	0.666246666666667	0.127803333333333	0.345486666666667	1.0	0.4712744444444445
CD4+ T-cells	0.22854	0.271593333333333	1.0	0.237236666666667	0.219153333333333	0.614816666666667	0.0309966666666667	0.351886666666667	0.57801	1.0	0.309546666666667	0.311576666666667	0.16391	0.236503333333333	0.176053333333333	0.0156266666666667	0.118	0.29696	0.163343333333333	0.63928	0.653106666666667	0.0	1.0	0.03823	0.327953333333333	0.47934	0.174863333333333	1.0	0.296176666666667	0.601406666666667	0.09144	0.29107	0.06398	0.0955866666666667	0.560916666666667	0.542686666666667	0.264366666666667	0.99946	0.421723333333333	0.229123333333333	0.471276666666667	0.641176666666667	0.214333333333333	0.291756666666667	0.445686666666667	1.0	0.22404	0.445686666666667	0.398306666666667	0.558883333333333	0.664753333333333	0.607513333333333	1.0	1.0	0.13032	0.458256666666667	0.545913333333333	0.476256666666667	0.230823333333333	1.0	0.0	0.145003333333333	0.0471666666666667	0.586556666666667	1.0	0.457513333333333	0.604536666666667	0.662803333333333	1.0	0.254103333333333	0.43255	1.0	0.621073333333333	0.36467	0.530606666666667	0.455593333333333	0.411626666666667	0.348003333333333	0.398306666666667	0.208203333333333	0.26504	0.0327066666666667	0.582303333333333	0.514826666666667	0.539263333333333	1.0	0.0066333333333333	1.0	1.0	1.0	1.0	0.31947	0.51252	0.663096666666667	1.0	0.35923	0.0011766666666667	1.0	0.0509666666666667	1.0	1.0	0.661926666666667	0.551703333333333	1.0	0.09518	0.59706	0.382093333333333	0.999893333333333	0.211133333333333	0.35724	0.482373333333333	0.53442	0.32149	0.451916666666667	0.0527733333333333	0.489	1.0	0.0446566666666667	1.0	0.19536	0.476256666666667	0.604973333333333	0.638046666666667	1.0	0.33173	0.0426033333333333	0.562556666666667	0.665193333333333	0.633413333333333	0.56146	1.0	0.363913333333333	0.16767	1.0	0.547336666666667	0.337033333333333	0.574126666666667	1.0	0.16448	0.0	0.145003333333333	1.0	0.62843	0.243976666666667	0.0879266666666667	0.12467	1.0	0.59745	0.20882	0.631343333333333	0.4869441999999999
CD4+ Tcm	0.0	0.234226666666667	1.0	0.01163	1.0	0.485306666666667	1.0	0.58831	0.0323	0.09677	0.507756666666667	0.205553333333333	0.0025166666666666	0.00748	0.188026666666667	0.0405166666666666	0.01576	0.0	0.0952	1.0	0.0	0.11479	0.0001466666666666	1.0	1.0	0.0041166666666666	1.0	1.0	0.05764	1.0	1.0	1.0	1.0	0.0886266666666666	0.0579333333333333	0.0263233333333334	0.61785	0.0121066666666667	1.0	1.0	0.650733333333333	2.99999999999745e-05	0.328046666666667	1.0	0.66083	0.0034666666666666	0.0053433333333333	0.0002433333333333	6.66666666671034e-06	0.0407933333333333	0.0	1.0	1.0	0.02585	0.0	0.362213333333333	0.08557	0.191433333333333	0.0	0.0709133333333334	0.138473333333333	0.00046	1.0	0.15553	0.95148	0.0061033333333333	0.357726666666667	0.174396666666667	1.0	0.00112	0.0024566666666666	0.205553333333333	0.02495	0.0046266666666666	0.0189433333333333	0.111876666666667	0.0020766666666666	1.0	0.0125466666666667	1.0	0.0	0.10712	0.531393333333333	1.0	0.0016966666666666	0.0601366666666666	0.349166666666667	0.143566666666667	0.0561366666666666	0.0489266666666667	1.0	0.0	0.0047899999999999	0.0156066666666667	0.0672133333333333	0.0	1.0	0.01085	1.0	0.75222	1.0	0.14882	0.104903333333333	0.0	0.0001333333333333	0.205553333333333	1.0	0.37877	1.0	0.260373333333333	0.08601	1.0	0.0	0.237146666666667	0.0274933333333334	0.0989466666666666	0.00148	0.0002633333333332	0.10712	0.225573333333333	0.0449966666666667	1.0	0.446533333333333	0.427013333333333	0.69788	0.0001499999999999	0.0338466666666667	0.0196233333333333	0.146273333333333	0.131546666666667	0.13312	0.0038966666666666	0.0	0.0	0.0804166666666667	1.0	0.0	0.0911233333333333	0.0058966666666666	0.0443333333333333	0.0202133333333333	0.121646666666667	0.143566666666667	0.470243333333333	0.0127066666666666	0.11792	1.0	1.0	0.34281	1.0	0.3310123111111112
CD4+ Tem	1.0	0.550593333333333	0.550593333333333	0.92469	1.0	0.77388	1.0	0.867973333333333	0.40738	0.409043333333333	0.75877	0.753613333333333	0.479213333333333	0.148936666666667	1.0	0.0635766666666666	0.0055366666666666	0.591703333333333	0.418756666666667	1.0	0.64413	0.567653333333333	1.0	0.616043333333333	1.0	1.0	1.0	0.12704	0.568706666666667	0.5781	0.374403333333333	1.0	0.30251	0.0254533333333333	1.0	1.0	1.0	1.0	0.592733333333333	1.0	0.445656666666667	0.401386666666667	1.0	0.43252	0.367716666666667	0.0	0.502873333333333	0.567653333333333	0.59713	0.09609	0.397156666666667	1.0	1.0	0.04877	0.353706666666667	1.0	1.0	0.78593	0.68315	0.871573333333333	0.0	0.159796666666667	0.37686	0.560643333333333	0.412546666666667	1.0	0.454866666666667	0.82959	1.0	0.0361266666666666	1.0	0.102513333333333	1.0	0.4931	0.528183333333333	0.585373333333333	1.0	1.0	1.0	1.0	0.80517	0.4231	1.0	0.66518	0.3719	0.616043333333333	0.75877	0.0	1.0	0.620696666666667	0.418756666666667	1.0	0.09771	1.0	0.170183333333333	0.246576666666667	0.00936	0.270296666666667	1.0	0.184396666666667	1.0	0.470523333333333	0.560643333333333	1.0	0.31692	0.276503333333333	0.555493333333333	0.404813333333333	1.0	0.10831	0.671403333333333	0.26331	1.0	1.0	1.0	0.92469	0.44995	0.129366666666667	0.367716666666667	0.277326666666667	0.691596666666667	0.500093333333333	0.775836666666667	1.0	0.687303333333333	0.211376666666667	0.6491	0.78798	0.35209	1.0	1.0	0.819376666666667	0.542603333333333	0.141496666666667	0.638206666666667	1.0	0.508453333333333	0.433456666666667	0.320193333333333	0.228166666666667	0.619563333333333	0.606886666666667	1.0	0.6985	0.781823333333333	0.166843333333333	1.0	0.260216666666667	0.565426666666667	1.0	0.6174243111111111
CD4+ memory T-cells	0.475843333333333	0.138776666666667	0.800143333333333	0.325986666666667	0.08729	0.278006666666667	0.169333333333333	0.178733333333333	0.848183333333333	0.865226666666667	0.61798	0.10635	0.180973333333333	0.20857	0.0651433333333333	0.01568	0.04054	0.41801	0.107486666666667	0.28895	0.243913333333333	0.0	0.534943333333333	0.0443266666666666	0.0005699999999999	0.26639	0.0140633333333333	0.271643333333333	0.0814566666666666	0.47749	0.0497133333333334	0.184163333333333	0.11377	0.130116666666667	0.45292	0.714816666666667	0.0395666666666666	0.160606666666667	0.452246666666667	0.02427	0.11992	0.267856666666667	0.463766666666667	0.2426	0.326966666666667	1.0	0.22356	0.154586666666667	0.367196666666667	0.48328	0.423676666666667	0.3703	0.667363333333333	1.0	0.164513333333333	0.506533333333333	0.201773333333333	0.386806666666667	0.283783333333333	0.534943333333333	0.0	0.43912	0.018	0.69102	0.592233333333333	0.418596666666667	0.324913333333333	0.833683333333333	0.529803333333333	0.127723333333333	0.4845	0.555763333333333	0.688686666666667	0.284266666666667	0.387903333333333	0.39478	0.54455	0.1395	0.10063	0.0636100000000001	0.163526666666667	0.100093333333333	0.665066666666667	0.231053333333333	0.60869	0.26444	0.0487833333333333	0.80755	0.77181	0.416916666666667	0.504036666666667	0.0893	0.48503	0.4694	0.276103333333333	0.254176666666667	0.02639	0.26639	0.0588366666666666	0.486126666666667	0.675883333333333	0.374313333333333	0.15666	0.90608	0.344356666666667	0.202436666666667	0.09468	0.694613333333333	0.0743033333333334	0.298443333333333	0.05672	0.3731	0.58559	0.249813333333333	0.05642	0.109686666666667	0.50176	0.144886666666667	0.792863333333333	0.05785	0.202753333333333	0.210856666666667	0.298943333333333	0.60749	0.0880233333333333	0.0598533333333333	0.49822	0.300996666666667	0.3925	0.27387	0.517836666666667	0.19841	0.2593	1.0	0.601023333333333	0.78957	0.591623333333333	0.481053333333333	0.29482	0.01975	0.0638366666666667	0.346943333333333	0.561183333333333	0.15546	0.0696433333333333	0.0931999999999999	0.783413333333333	0.391366666666667	0.453476666666667	0.17324	0.33870493333333346
CD4+ naive T-cells	0.79243	0.9103	1.0	0.43987	0.6098	1.0	0.455693333333333	1.0	0.757946666666667	1.0	0.101136666666667	1.0	0.368213333333333	1.0	0.457003333333333	0.0272733333333334	1.0	1.0	0.31256	0.435933333333333	1.0	0.0	0.753773333333333	0.319403333333333	1.0	1.0	1.0	1.0	0.45974	1.0	0.0295800000000001	0.458363333333333	0.06402	0.0	0.576843333333333	1.0	1.0	1.0	0.739973333333333	0.20464	0.369436666666667	0.70214	0.26656	0.248023333333333	1.0	0.899666666666667	0.22768	1.0	0.689386666666667	1.0	1.0	1.0	1.0	1.0	0.645073333333333	0.926973333333333	1.0	0.61306	0.76178	1.0	0.0	0.755843333333333	0.84894	0.587783333333333	1.0	1.0	1.0	0.92991	1.0	1.0	1.0	1.0	1.0	0.332786666666667	1.0	0.521466666666667	1.0	0.539286666666667	1.0	0.332786666666667	0.755843333333333	0.0404099999999999	0.81387	0.728293333333333	1.0	1.0	0.0889233333333334	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.123676666666667	1.0	1.0	0.855846666666667	0.639983333333333	1.0	0.0175633333333334	1.0	0.551633333333333	1.0	0.551633333333333	0.0737433333333334	0.578426666666667	1.0	0.349566666666667	1.0	1.0	1.0	1.0	0.0428833333333334	1.0	1.0	0.62308	1.0	0.672873333333333	1.0	0.599433333333333	0.476206666666667	0.839803333333333	1.0	1.0	1.0	1.0	1.0	0.455693333333333	1.0	0.276083333333333	0.262776666666667	0.736066666666667	1.0	0.421323333333333	0.0	1.0	1.0	1.0	1.0	0.22171	1.0	1.0	1.0	0.59096	1.0	0.739075911111111
CD8+ T-cells	1.0	0.134543333333333	1.0	0.31989	0.0083233333333333	0.697143333333333	1.0	0.377733333333333	0.756243333333333	1.0	1.0	1.0	0.51046	0.231853333333333	1.0	0.121566666666667	0.324466666666667	0.277786666666667	0.0402	0.223913333333333	0.108166666666667	0.0	0.321063333333333	0.0156166666666666	0.229793333333333	0.40715	0.606146666666667	0.71834	0.0140866666666667	1.0	0.0012699999999999	0.265923333333333	0.0308466666666667	0.05041	0.44847	0.4437	0.310456666666667	0.224936666666667	1.0	0.787433333333333	0.271393333333333	0.667683333333333	0.155373333333333	1.0	1.0	0.154613333333333	1.0	0.371126666666667	0.4437	1.0	0.32952	0.7732	1.0	1.0	1.0	1.0	0.64947	1.0	0.0159833333333333	1.0	0.0	0.491073333333333	0.470973333333333	1.0	1.0	0.0327433333333333	0.840223333333333	1.0	1.0	0.16277	0.16187	0.387316666666667	0.869303333333333	0.355596666666667	0.240643333333333	0.0985533333333334	1.0	1.0	0.0734966666666667	0.59692	0.42986	0.2118	1.0	1.0	0.973556666666667	0.0836333333333333	0.0866	0.858993333333333	1.0	0.156216666666667	1.0	0.45164	0.24771	0.721406666666667	0.472583333333333	0.0776766666666666	0.0	1.0	0.634513333333333	0.32219	1.0	0.392913333333333	0.02318	1.0	0.0407933333333333	0.27338	0.0414099999999999	1.0	0.425176666666667	0.840223333333333	0.0335133333333333	0.365703333333333	0.252856666666667	1.0	1.0	1.0	0.568423333333333	0.201943333333333	0.139526666666667	0.225873333333333	0.185776666666667	0.0380433333333333	0.52703	0.166836666666667	0.585736666666667	0.156216666666667	0.165233333333333	0.296773333333333	0.494803333333333	0.32219	1.0	0.03592	0.4437	0.802676666666667	0.74353	1.0	0.259843333333333	0.48592	0.204563333333333	0.0	0.445256666666667	0.56019	0.610796666666667	0.15155	0.37245	0.0035266666666666	1.0	0.446823333333333	0.109623333333333	0.672906666666667	0.5030846222222225
