	TCGA.XJ.A9DX.01	TCGA.HC.8256.01	TCGA.EJ.5521.01	TCGA.KK.A6DY.01	TCGA.J9.A52E.01	TCGA.V1.A9OH.01	TCGA.FC.7961.01	TCGA.ZG.A9LZ.01	TCGA.XK.AAJT.01	TCGA.XJ.A83G.01	TCGA.ZG.A9L6.01	TCGA.EJ.7789.01	TCGA.J4.A83J.01	TCGA.VN.A943.01	TCGA.CH.5739.01	TCGA.HC.A632.01	TCGA.KK.A8ID.01	TCGA.HC.8265.01	TCGA.CH.5754.01	TCGA.V1.A9Z7.01	TCGA.KK.A7AZ.01	TCGA.CH.5751.01	TCGA.V1.A8WV.01	TCGA.G9.7521.01	TCGA.FC.A4JI.01	TCGA.KK.A7AP.01	TCGA.HC.8216.01	TCGA.EJ.A65J.01	TCGA.EJ.A65F.01	TCGA.G9.6499.01	TCGA.XK.AAIV.01	TCGA.HC.7212.01	TCGA.YL.A9WY.01	TCGA.ZG.A9LS.01	TCGA.V1.A9OA.01	TCGA.EJ.5511.01	TCGA.CH.5761.01	TCGA.XQ.A8TA.01	TCGA.V1.A9ZK.01	TCGA.EJ.5525.01	TCGA.ZG.A9L0.01	TCGA.J9.A8CL.01	TCGA.J9.A52B.01	TCGA.EJ.7125.01	TCGA.G9.6494.01	TCGA.KK.A7AW.01	TCGA.HC.7078.01	TCGA.G9.A9S7.01	TCGA.V1.A8MG.01	TCGA.KK.A8IB.01	TCGA.VN.A88M.01	TCGA.M7.A725.01	TCGA.G9.6361.01	TCGA.KK.A7AQ.01	TCGA.EJ.A46G.01	TCGA.YL.A8SR.01	TCGA.YJ.A8SW.01	TCGA.XK.AAJP.01	TCGA.2A.A8VT.01	TCGA.V1.A9ZI.01	TCGA.KK.A59V.01	TCGA.HC.7080.01	TCGA.EJ.5517.01	TCGA.KK.A8I9.01	TCGA.VP.AA1N.01	TCGA.KK.A7AU.01	TCGA.ZG.A9LB.01	TCGA.KK.A59Z.01	TCGA.HC.7213.01	TCGA.V1.A8MF.01	TCGA.V1.A9O7.01	TCGA.HC.A6AL.01	TCGA.YL.A8SO.01	TCGA.HC.7745.01	TCGA.ZG.A9ND.01	TCGA.EJ.5518.01	TCGA.XJ.A83H.01	TCGA.ZG.A9N3.01	TCGA.KK.A8I8.01	TCGA.EJ.5527.01	TCGA.YL.A9WK.01	TCGA.V1.A9O5.01	TCGA.EJ.7123.01	TCGA.EJ.5504.01	TCGA.YL.A9WJ.01	TCGA.G9.6332.01	TCGA.CH.5762.01	TCGA.J4.A67M.01	TCGA.X4.A8KQ.01	TCGA.KK.A8IA.01	TCGA.V1.A9Z8.01	TCGA.2A.A8VX.01	TCGA.V1.A8MM.01	TCGA.KK.A8IF.01	TCGA.HC.A6AO.01	TCGA.VP.A875.01	TCGA.ZG.A9LN.01	TCGA.VP.A87H.01	TCGA.EJ.5514.01	TCGA.YL.A9WH.01	TCGA.HC.7742.01	TCGA.J9.A8CM.01	TCGA.KK.A7B4.01	TCGA.QU.A6IL.01	TCGA.KK.A8I4.01	TCGA.YL.A9WI.01	TCGA.EJ.5507.01	TCGA.G9.7510.01	TCGA.EJ.5526.01	TCGA.YL.A8HO.01	TCGA.HC.A4ZV.01	TCGA.ZG.A9L9.01	TCGA.YL.A8SK.01	TCGA.CH.5767.01	TCGA.CH.5753.01	TCGA.YL.A8S9.01	TCGA.KK.A59Y.01	TCGA.KK.A7AV.01	TCGA.J4.A67N.01	TCGA.ZG.A9L5.01	TCGA.V1.A9OL.01	TCGA.G9.A9S0.01	TCGA.G9.6373.01	TCGA.EJ.A46F.01	TCGA.EJ.5532.01	TCGA.HC.A8CY.01	TCGA.ZG.A9LY.01	TCGA.YL.A8S8.01	TCGA.KK.A6E8.01	TCGA.M7.A724.01	TCGA.KK.A8IK.01	TCGA.VP.A87D.01	TCGA.YL.A8SQ.01	TCGA.QU.A6IO.01	TCGA.KK.A8I7.01	TCGA.ZG.A9L1.01	TCGA.ZG.A9LU.01	TCGA.J4.AATZ.01	TCGA.EJ.7784.01	TCGA.HC.8266.01	TCGA.2A.A8W1.01	TCGA.2A.A8VV.01	TCGA.EJ.7312.01	TCGA.HI.7171.01	TCGA.EJ.7781.01	TCGA.YL.A8HM.01	TCGA.HI.7168.01	TCGA.G9.6366.01	TCGA.KC.A4BV.01	TCGA.ZG.A9LM.01
NKT	701.380528204223	204.492010551259	736.225022075607	536.058491480173	517.607839896738	635.082851060909	428.626980029274	565.427947957338	705.580829644789	591.802008049793	520.783004614522	458.185439792708	468.933945639576	207.819752933636	339.056430146887	285.071953693029	267.467554215448	435.835770113754	402.466207602068	656.114368509366	507.924574344181	405.91211027785	1117.25276147998	530.251192077003	416.49552593347	422.278440374072	278.028805783947	641.524895616991	268.852927724842	578.008735926233	639.522063580716	236.547389405018	679.743907223705	799.39633225544	560.33563137665	560.859066121556	246.940707424254	794.249854638141	381.360442296255	202.905723635564	448.781708123195	700.620429425936	429.12106693782	479.856116854976	352.741066073484	983.480137759464	250.200352605971	457.335351652611	599.376469986068	959.269935498517	645.119783021814	484.311711261995	826.911473226207	1043.780182195	281.851856324552	359.693940425665	292.511867154952	318.738089397583	188.32434212425	743.128876933172	573.414152285719	221.151020310945	130.782610125418	718.671032264745	844.141832887223	422.614522469705	682.886828655262	839.787097778629	748.011152376599	418.198967182191	770.732654703322	800.10524083943	685.058082505641	593.019678682908	333.596839060452	437.419022174088	490.73861921254	920.556586025046	460.079093086639	212.864582042203	627.873902925647	580.923865762716	475.3209285893	275.958050455777	677.419494708054	511.089346292297	221.67229476663	990.351128320699	920.188680361483	583.395847868758	740.141283591148	380.306537357866	646.782127213915	605.947752869743	700.440509057101	488.94591452242	534.475677419832	730.041261103827	216.296380511295	618.740682389894	776.861530648121	641.835052147822	654.454432950434	801.600767590808	769.5076329224	590.798305285531	205.618776575348	683.253119033796	71.7807589494561	603.286803713906	583.177197907426	879.434494142207	631.947214742433	321.656838994514	302.729357361956	249.372385909865	709.386061154079	551.816713351346	868.665298912008	256.746729979242	673.58684064197	822.155635844657	785.56884479779	595.007070649218	190.42609284549	256.527466400502	619.769147421081	673.952105112636	321.310103497054	494.48160852789	681.567862937511	231.66667382237	410.570167158202	848.350929679581	510.429484287248	578.111209179501	607.666457624052	539.749399063766	395.997938563301	435.047610829353	177.942266774624	499.829408981645	627.96594592549	514.215661749695	286.283339612101	276.56455547168	758.656096195537	467.152105399636	362.205175739393	468.684185698797
Neurons	521.411409798061	565.551928268124	721.434519312244	593.195359542485	962.396974226412	644.328120723017	732.477140033177	585.801285990641	772.280431933103	448.953468420374	871.132295184952	552.304525519235	600.30676603999	381.07837608715	658.370348907102	728.668911528023	591.455038617011	632.764578118601	488.958472940071	790.391141833981	479.038292838989	588.711144574065	442.587760268703	668.209961313713	34.7849180716103	914.629480879896	561.526452045129	369.184220702804	790.331375729201	589.169540890526	245.158689981359	794.802188528092	500.796759887985	687.470434642908	835.412836846877	610.706904602864	451.648996479156	760.64591080546	640.059796105484	693.055873630761	593.114690174862	593.619878536609	1906.41620875825	649.765419466686	800.104060050454	525.91705693808	541.490744691516	607.991972191214	699.577070306396	455.33309446006	732.955329901582	401.748422624149	954.102701077034	532.482919532517	656.990273443939	592.808761966406	677.68176259453	471.585417045996	645.113851572513	925.644683544989	408.995097603671	618.198557643775	799.661076857457	608.672525314226	451.046021483377	635.14893275059	887.086218083091	754.283544216803	562.444847804828	490.518188797045	601.514232724091	674.238222394435	497.820656748225	694.357925571326	471.927087803786	613.108848654333	543.870234926246	493.640139311613	543.214243426478	982.784353996079	802.517949617345	418.511177250337	573.177668456378	821.320889937812	434.232141892417	725.916188844526	662.789034735247	723.378161039106	794.18267635546	663.814488324836	691.493536300758	546.174533709961	622.703784982565	481.965085067586	422.222761160681	567.046803829316	686.90384002348	454.839234767686	724.48822780044	662.703926871892	620.390804216142	727.70870228331	468.27104181569	611.18480280761	827.348130400369	531.054723128045	763.189806476437	595.214198069577	872.7843617373	770.75647285973	482.229060529046	704.166639726241	604.023937307299	513.543778282183	610.448354149767	426.953213950064	653.947657521676	458.859078565759	744.401296937701	822.824819610649	419.220214453737	459.664552746438	794.949374372019	834.668595056864	697.007867712108	652.81457225027	648.321599437682	608.717628339959	566.880743424686	369.061461862609	434.432093254385	691.757772226931	609.87410212771	534.830540679332	551.53374038362	1032.72421000496	568.273568672977	670.862375946988	703.975864821231	675.371633961615	514.119196636811	798.886648891266	711.079583738258	784.441527649418	604.364698976313	521.206880459143	1025.34119681043	633.535332299685	918.347769681506	601.724703796818
Neutrophils	582.79584764169	464.217138315658	535.163887697279	587.667342584714	376.857349488716	392.992543180127	337.368336187565	380.294163131273	418.147313754256	351.323547324104	472.095692507875	681.304202174435	807.788691424441	408.146642291167	747.834882496716	641.222965152598	567.775887974675	596.979643733078	846.049120511794	338.371737470211	301.893535417542	698.739599505354	399.721096357984	545.961508464365	980.780905995939	445.854492254998	435.509786541109	616.404541461843	533.551870571474	447.577607232304	652.92885451914	760.024398668359	479.886388854421	395.298481759804	550.460633101653	570.714774874295	581.621338138604	530.867259920221	447.425565645141	515.455942140265	468.876124492834	451.464039749337	754.144655539094	601.432540666155	508.732935267343	566.749107655584	640.591930319056	440.37106981602	434.25836508436	457.545870491314	487.168157594786	469.906280198896	289.232823496806	309.140503040483	391.250802689588	802.159244186278	428.18303613753	535.7931532548	664.719844961354	535.237528312177	540.862307160474	747.015866701251	541.733480331239	701.668041133097	433.465925582216	521.459950312243	435.553187658433	444.584629191392	746.020571610524	596.254976906779	456.102718621379	646.736039432841	527.596439806033	490.234644784631	517.725051308178	615.637281814607	638.710271592247	306.556478204793	465.100930461292	655.561699397723	747.766270066128	496.74244599719	591.864147085175	556.87555267098	536.060035146822	389.75891999458	572.676220818451	618.680517311128	457.440226837995	363.2902157818	463.517865450125	518.281845648276	397.497072219965	291.846879164531	967.107003013953	379.945107193329	463.02967021589	523.624020400444	518.293870266303	413.128415399223	429.54071358966	341.856678390789	439.587481337215	554.625722908429	559.512110306424	383.877657906056	535.663003725813	493.861012069232	692.995397457302	387.629380865283	438.032433459444	483.273470062823	431.239786111029	670.998046429306	797.234706674504	592.657454531588	505.479172946279	565.014767375285	564.136975997466	778.721735176993	405.803559974961	333.04962353763	528.747037787808	540.066632484979	636.885288074029	642.147040141856	558.564272504155	516.45687480538	346.11946518462	682.701295308326	509.945782350258	462.33315737401	554.861703861868	521.182069027063	645.828478977349	509.463459315126	497.055536399715	436.933959117632	600.157699340842	795.390329182574	954.684035900216	337.13386644527	448.718436624277	488.995985772972	925.163553819538	483.720354811799	392.856348390694	357.887293207826	542.701663297513	330.682507033197
Osteoblast	512.310335865663	670.572426327401	603.389784703299	403.870624658091	601.61488710181	663.686006708084	668.296547449147	547.311701478996	544.439171264645	649.579015720023	644.784539631042	574.954872152772	394.627299218602	634.219542435103	430.888354902814	638.798227906314	414.217234358242	531.800336994311	310.702608658829	721.393070434241	622.954474166669	169.962726075013	423.689445641088	488.255217209333	560.371839206579	601.562640527158	552.774816505665	537.164486898748	555.741547346309	653.468087529887	490.534561580917	436.856892280007	417.139440429672	509.440140325031	551.510869054772	512.040812994131	469.050935352747	467.249878045314	595.412324896736	541.818805670463	626.623833654214	701.295623489696	574.661224819672	606.639180343769	738.965878879006	715.807670732184	566.160866874581	556.468922181224	602.232510307401	543.171766636877	546.536590310904	487.210828821625	604.28711137159	765.952121735198	485.576077056151	538.087514759679	533.523602458493	723.989205602814	479.481634445454	632.495727143706	439.64431741328	550.761056969821	550.756380290729	531.850575057851	627.483001911187	672.193670164423	537.030352541911	618.661500465453	366.805737025072	595.12902371842	519.73665982385	704.399123663597	568.137697739701	458.868195818982	654.668122653576	610.368411446788	414.671726144025	489.11917892055	739.696346134497	381.63715499451	629.387750670078	449.302945721233	612.068642007405	630.984557684162	400.92494521089	689.815516273504	390.81906621249	722.494144939291	572.163196473052	623.887578663459	735.657774577818	542.079091451685	625.273229707308	579.256509814404	682.213301281801	504.400906415234	466.266270351876	545.92608656834	421.255292457259	572.660380624499	558.604499024536	640.019895493043	579.13491603301	684.039449559997	453.027129113266	640.793310883987	398.133692858086	627.276372884518	358.997385351548	523.162034974884	534.530132770236	670.24188878286	393.897774847698	568.296720702384	254.665738581232	536.06533119845	652.062792220052	577.515977975096	624.29645363824	576.834996041831	605.347577859563	610.953363383763	705.971162058788	723.761785187573	659.250964193376	504.558334087496	578.394919657245	587.413237971206	675.128505993883	678.612625516182	493.791321500455	570.315381395697	606.866283889	743.367524965883	573.334991498873	680.74258727237	489.993867969863	461.434600609731	365.772639132615	416.455907061152	544.583420876371	532.318015781348	787.38024746324	512.132267062072	439.100886296137	571.266518256343	551.16564346392	678.297254088128	521.997204093925	602.852681892843
Pericytes	627.633114494291	512.154285882385	744.804832607399	555.592392571588	962.79363663356	803.929163978583	914.235927071793	746.60015004843	1058.24266950978	613.197937914781	1387.71436606265	695.173799841019	462.885250808363	456.317518530174	589.208028921269	774.516889783979	611.855038352025	726.355387813015	859.902246780483	888.603936487279	622.990389446439	413.921145148448	851.633486261703	705.6900683794	385.456611596416	609.355784674678	448.649065806943	605.06686722145	755.684261113777	639.328869780939	653.468114912137	744.266822966994	1050.17085997699	1114.34051441582	1140.07154444576	945.209171006356	889.514684517006	604.656072628329	890.220400371441	938.105118612524	813.333986671044	873.665322102603	880.048875450864	1061.55479515264	1002.32304968715	719.092352023425	803.195440718862	396.789920418306	1135.97820953809	761.750768891954	591.211083590783	620.547286569767	942.486147757501	1011.80395064941	886.022310117111	1075.86383668218	480.055487759703	653.29016894478	589.389618935664	918.78415625612	326.45189377495	944.249101932866	862.952268801931	1012.40069166296	892.550177463234	803.145660703029	825.116144354421	1092.25958534004	736.185243578547	1052.04449759479	1069.57031433634	762.773311445659	898.629926811476	903.697483883023	784.841668310114	1151.69161131979	501.820608176425	575.71262807584	610.793923087866	578.677635751174	996.619778955759	658.687660116715	666.289778656002	1036.96264331223	892.471389775942	481.405600951051	648.44324773177	1059.60351661288	894.986098095094	605.471950887517	1285.61057451648	520.37867743608	894.059548937247	512.725231882646	674.002164546149	416.041388168029	1015.96433676526	695.495141669972	674.596440186138	700.694047494711	877.632144870861	939.55627558918	709.147168092139	618.749056333292	1037.62556991724	640.066697118491	612.863348467314	1004.18456362856	733.485055354651	1233.50660551472	743.541141750933	1170.88049744479	1013.69821832136	554.891219533483	224.553491084907	485.572448724549	605.412960072521	787.430010756741	718.536782265394	781.003095607576	720.701230677211	517.124998822818	824.330695845749	553.49869093797	911.064165084601	424.479154457016	753.83621669486	836.961725631294	607.272065000657	724.413688104505	575.961639276448	550.724866497819	905.525351621526	843.714173266003	1315.4347049271	837.435647734906	887.476881866282	550.756415252835	439.671624581601	787.412078726789	401.121325242434	751.84484552465	871.398985956484	604.66836860648	608.936819339111	477.988352359175	1182.60566255821	743.651531326123	1103.34466327906	623.251335617593
Plasma cells	716.62478683368	665.858884296144	556.728796588504	367.823817444642	212.556228321967	544.138120944728	696.851709626093	513.208991029646	406.969639283447	717.348043986611	384.041118562847	654.970027693329	604.88048866676	845.76360594299	467.122939301649	683.119803062791	828.267831195246	625.718930083056	479.311900556136	482.674440581171	636.679663676448	483.313725321905	561.133484165341	588.402241207355	608.752183292624	589.415938171067	435.302223937238	837.100605009649	418.723770890564	710.115524838298	482.039872312864	428.844421438035	445.866206202733	368.907110881303	280.515442086379	527.629188930847	394.091950969739	577.116823487527	570.086117607307	196.22902611714	606.889816996317	507.3350093175	354.23570604759	603.066752382863	552.296290944292	813.286553952074	459.885386154005	545.808685635963	459.262123977404	608.053965264693	706.506740773142	510.011551783443	406.274692116662	786.487162133649	500.928251537368	831.427169315121	453.64154879567	707.491825947191	437.559875304388	542.590445661409	749.87745000576	735.362829402984	675.287368195371	580.941000932414	461.831717244988	686.976636539598	409.022150915077	486.312470045	234.869678066754	617.438863783462	259.924035617687	678.218606722758	542.908585434093	322.212808228588	722.649054891074	490.52605727221	625.604809154079	753.263207427838	495.971191238689	307.251531586638	441.181943999931	394.278832178678	686.602073883524	567.256508100568	436.924129793079	628.962349367343	347.407569306224	585.74827598065	301.186714698786	623.806060093975	508.769138101784	731.245997943491	678.564254889577	810.177759632797	832.334200727061	446.693936908524	473.438605117438	479.397019654882	426.41585478257	443.525569885567	485.981175953153	329.213149203936	554.361383880375	709.583827886652	383.21823698142	734.238791639157	544.409237715429	562.16879002713	420.318429743515	467.942541225456	425.41846170073	496.458972140519	167.809278351718	813.422939322589	473.293492110257	912.293013858293	717.444033177001	695.663681972205	553.021536904508	620.839024178408	747.352770124623	646.37481716147	412.828388367907	620.770173714349	675.067030660369	545.721681436401	330.689914227436	579.440320517584	878.313268180471	763.097454083162	910.695246695753	592.649493944272	589.734930614284	664.732274833586	437.295453846747	306.50680139723	328.742071057064	799.96254291171	365.514343345754	412.556022445214	698.493640867148	565.661784985807	898.104894605525	552.52079061589	507.622404522955	627.134205497261	208.508482987939	842.769728437893	273.24191815403	443.297810085177
Platelets	433.887891235643	561.820012628373	314.253437839601	390.51190243753	61.9522152362824	448.347842093095	394.7805346171	374.464998635423	461.818857708393	447.384798871032	498.170218396706	584.080723918134	361.325562762541	690.075465373419	604.312889604347	546.977793000057	484.618693822769	357.379973459127	323.435518727295	509.480775454903	468.7227502486	453.562423905896	271.800835611279	371.328777959186	492.956128471475	628.868877562402	444.237784626146	519.604097740977	552.515852547493	355.038900510141	116.428364231047	564.535104413329	354.480013312482	378.357951692029	430.609017662098	515.057543772905	202.017724135237	577.941876499833	541.449868223843	327.694142159713	564.079917139443	449.716527035747	351.442153497275	550.306281469926	464.813852922591	265.730307619609	454.941983175556	522.189759025301	446.951370436941	322.974812374049	448.623353012901	383.809038898066	538.737254343174	321.680812429867	322.124496955295	653.264101986776	676.598516673305	606.744194707386	489.626664049918	432.538226446144	395.525875967502	654.719190589347	613.282695980598	437.96784465304	406.678826253911	490.84622762539	352.977468438325	490.682976924879	280.328069262323	334.641180360136	546.21233614274	324.474622475324	394.081462799598	425.276545951423	554.508436405852	511.865494744739	328.700487533632	277.052363499077	673.781115888283	509.436839260206	501.505865685577	288.327004281091	529.413741956669	502.873999533426	419.965411205133	530.17756372324	483.97500377944	334.986794796166	338.286479077565	496.194853217016	535.551509067891	571.118802450665	527.306167539351	536.689410577757	275.114498250747	531.132484909152	500.469895682039	368.139356958837	362.718379112605	150.349542656498	430.528511984616	372.373116248807	423.577229393375	471.793701382937	370.052968447946	391.137586589252	448.933182988857	411.129731582032	505.045830566147	363.045959629629	420.326209334214	299.456812710454	393.579548316678	580.479313764322	613.887343660634	586.08200764911	471.146904502681	504.294640957423	329.956913202387	427.539119126196	462.265179086304	297.492293053722	462.504663229877	334.41836404128	446.725464591987	733.671255206391	354.563931148398	540.711688673369	494.624345656713	411.26298172701	520.960697833795	557.629502365871	518.040837903186	303.790199355354	483.976591687441	498.082407755247	179.462195639324	516.132744849321	489.527376702932	529.493639925551	574.303228845353	584.132692902112	470.716089960262	362.081976549632	524.828536847008	332.76793555081	436.393195940726	392.243529577285	426.00762573999	429.460932876249
Preadipocytes	443.021543255468	649.909189562361	528.579157236194	445.499751505355	484.066033748505	462.62353836558	528.044403285115	458.099784826176	494.140770134314	453.756958821293	663.146243683709	611.716756526633	418.563232936903	613.362442238544	779.643475550821	452.386093923689	469.025455419621	494.367032321915	506.292243720428	758.258763507938	605.85784337459	567.314074964399	458.232121089621	654.443519129278	580.446280815401	467.509023723138	547.305573409885	596.271602576759	600.878038281187	515.554855687189	480.453546746492	570.565233606542	441.955163362227	643.061693219097	559.097125280383	714.265246439839	462.475404915199	334.88465190039	591.330313056387	544.313320267627	499.858781092959	509.037569634304	399.509993911943	596.342107228155	697.104983072988	373.75741056011	537.387446831982	505.569606788938	671.585964010507	607.989175414442	562.847751148382	470.573684153259	652.700743693756	436.770777158299	472.182081810645	743.243858481567	416.944359246556	516.894230101373	491.586635258639	553.179973668032	418.607356003028	485.780016496854	751.03957389506	666.617543936275	431.12331239592	632.400045293947	390.110477013098	758.778614513211	498.042055378048	595.332976949783	540.586960769138	562.246683615837	490.333285364067	560.447381988364	602.331013265332	721.072486974646	586.964986590073	415.149016372267	522.74477226793	633.341519330653	749.063478594974	313.757968796599	714.430649762296	647.747585826982	692.042276268311	652.333922369304	627.217974017848	559.114964913121	574.456983868028	456.27799601853	602.816972195208	728.80082994453	550.526531228028	619.231128278617	478.103426168628	560.204142044982	425.062363774474	488.601209040594	522.623302689061	337.284984032564	617.803877411488	493.74052641947	478.405043060182	392.399117873536	672.525804037086	857.313216194715	488.568895409659	591.189538361464	576.281869761531	500.108791067063	502.42952554231	554.314372767177	537.970932219589	798.27641183816	580.503161362189	602.627514215917	594.080699656133	495.47456841353	304.322930112292	382.465506301662	511.425000435175	414.820377262641	589.726064816355	188.585395971146	632.192770388586	613.79990819954	508.478832105026	635.205916310684	531.415499283711	420.266165580089	527.450580603093	472.942904980541	557.298543825659	291.579864787047	674.600296477416	740.81629890305	313.804950661633	601.169631081082	549.361875573925	438.967618261061	775.96310259149	570.60592422072	533.003094299438	600.194918130619	773.036442333728	368.222055566211	782.641201454118	630.575355773582	560.180435979679	544.933884998711
Sebocytes	755.761555428388	1061.87373773093	1336.54662016905	1301.70136208725	1316.20538660586	1221.06966600524	1040.61859669436	1144.297269956	1412.91560887185	1470.49174528149	1176.12119455612	382.947527556919	1256.94399636971	449.068382358967	537.415731769909	603.31179194842	554.263825498673	1290.3346326257	906.652317572795	126.057713807137	1391.36434086184	294.314483803662	1220.62670257174	1057.7865619105	959.341199706013	751.711409460228	981.010375671879	813.483651608595	958.763811934056	1125.81488504016	1462.47428856021	731.850606895643	872.035363205568	1004.35915679694	1247.88175322937	966.953796026763	820.486658967865	361.70772623813	1301.98252775258	33.9891269534419	1190.84059099704	205.58855500776	998.098378516304	89.9606387648987	933.477827735625	1557.50430502108	1093.61675553062	1404.75183973537	1105.12203084855	1126.88384403143	1141.08351543994	1415.920754358	764.040584326337	1306.70452518435	212.917188959855	205.782094644431	857.06327607793	734.862821647428	997.543399985215	605.43225527818	958.936299111033	318.238904777386	872.445863203691	1251.71889869921	1092.71839805645	940.955995260459	1443.54653438179	950.063309288056	1399.73107783638	878.030312684292	992.215264133774	1243.48172680513	1199.35405197473	1628.98728877832	1004.41678660922	863.930990813172	1869.37048658066	1339.78242519466	982.458774485318	962.926417375134	525.070082938257	1329.47073183664	1187.81380926423	766.293115808009	1260.8900670011	1131.19756549258	946.088321236574	1656.92269364794	1341.58737988531	939.293152277569	1287.40662947411	689.764310908186	241.829643009118	872.583375702908	1512.09085496302	893.059475354059	443.158257030495	1159.2675159331	764.109128330112	1546.28188295253	1158.74172187714	1342.64120277085	998.596554443362	1707.34550168365	1196.84472425724	413.919977556388	987.418672006243	1493.57766940052	736.851171099182	1276.28065725733	963.958822303881	815.629395921857	1518.68753750404	632.698866388083	923.07452691859	657.509958951292	1361.11358996745	1449.49075567917	1611.58069399519	209.312021171042	671.336510155468	1228.9857850208	1242.98904389047	1003.16615045399	625.243832686818	749.75564965381	1467.55688124699	456.371293334514	392.168551717234	735.105678816023	975.088679828518	895.615141881297	439.875166603698	1930.55738826758	1263.78720089361	356.752995038121	2322.04657844469	1192.69985553957	895.804639933054	1230.37327313368	762.601762133098	554.968851256855	618.174366020124	692.868124217811	1008.59001347295	1178.0016790018	795.443809069404	1016.37806667101	654.65589625206	1231.21973121934
Skeletal muscle	472.198137585916	321.925104758553	406.462733297373	365.431840730764	416.541200367416	326.672394160643	379.456637227138	338.528053244782	521.120454458071	401.395671749621	378.086505605952	673.975943240794	285.199402784918	384.439954220752	396.535646199999	409.132440120256	1075.86566526377	376.484421742649	408.099852200637	497.831310012513	411.786882708326	484.386783844983	492.855264863983	1194.66411073037	643.107146637517	375.39116745263	339.630569321962	310.686633322537	196.848206981939	342.480574375874	298.360618763584	267.583765835181	323.695844627011	393.134485814363	465.782511256154	1085.8503258134	660.466913902584	807.591330938036	443.527904090627	307.544877160075	359.973039678712	336.554759587464	340.198859978449	550.764248489561	257.564803000702	537.371948409726	334.995599838741	421.629662262416	365.284281363872	409.697247749834	445.688961796658	404.939654627905	545.120483220608	512.340777264058	342.778421553116	425.30503339529	372.439706021141	463.245005467954	394.852361955932	464.129885372675	495.167909814535	406.437250084517	670.770959928825	275.794745560786	1114.16690904827	492.733991124148	423.553600912626	428.352133509335	328.444522290851	318.204925555574	3616.64866657496	440.965346257685	485.112353235627	267.822341646171	441.261424269244	2362.77156334822	331.967031591692	668.397808230156	384.517232214707	228.873456754514	426.784591468027	356.567540617424	390.664124336307	294.272054405133	351.932307799354	399.601569938633	315.235154035011	412.364116904315	403.662241603401	395.199158559564	368.307628794872	615.469198310828	417.15841004412	595.017503712516	385.478494839929	506.49283706442	423.9494919099	383.285573763163	822.732855903237	355.210181001083	612.864088560613	468.789194163896	491.446941008893	596.694642549441	421.988186671323	629.169727802687	318.967875314132	360.759636354095	320.422486988088	373.844112776993	497.175784025065	595.114163296851	373.582147864501	464.369530863521	259.752691528245	468.532733849653	305.778122211793	214.47127256032	356.410224154831	362.326679477471	363.912745136713	401.3183391818	384.7349313358	524.860284523591	420.360099101404	250.009928594499	294.884920029079	1114.59238943745	1557.20070781111	629.464532708482	639.214612984913	353.457130327399	1389.1773093443	660.428363368705	381.991806117533	2763.85385389481	511.77937465583	193.486832595905	437.982271217685	234.069512622976	404.512870780901	563.503867674127	375.370965193447	396.109931148697	405.915829217843	600.847442499744	639.919519935235	206.605860935043	292.226706321469	305.631331497139
Smooth muscle	303.599292569813	580.56263957421	704.503530618314	546.334511516929	700.44805245758	736.582913012047	823.363384112711	653.005304385335	763.800992550195	556.743548138708	827.20598331305	463.280716439268	373.910333386848	386.039937738366	560.938919992092	730.689498891616	370.563735302366	494.575187622085	409.062183090546	915.259541171333	555.574477813651	259.989603843035	473.710262900583	657.336532917239	334.680578723864	559.183093178607	646.786506535024	568.383891152262	658.767485650562	633.275776298719	567.225536375762	480.493421618933	767.515689762851	846.410570203657	797.833640332819	482.871523275375	398.275140640906	458.084747237883	591.942616985488	614.459759123745	687.33169606209	751.688445092284	453.307633046051	642.716973266709	685.1178129263	423.696118169174	661.957499807243	531.149196879765	697.645949685115	507.074742249385	540.747265312122	454.053770734277	887.042267542947	405.244729135348	430.634569588756	592.402986064395	336.461803016835	361.849358013073	318.03774360763	572.817511098795	327.438179525839	372.992014683676	893.376454057799	499.238955246435	680.154871446649	358.586313482537	696.580701097593	689.981265446478	485.602173681759	623.340928313723	742.049616806464	593.925237968145	458.934763086637	728.82943752318	511.522475112359	714.707803021672	451.536511931693	426.476544875462	576.352837163475	760.239067615666	778.71165409138	532.909646705662	457.403756994758	869.500320146521	575.271817784701	667.28913449432	660.411912434425	636.037068299768	682.096239864601	571.452418248165	870.079265574539	665.821288117263	616.024738812726	327.350274263497	511.103581302487	483.8026088121	706.503799799498	431.505253405811	634.88168385056	595.798039187328	700.252033989593	839.604709718472	488.209714112407	370.879883441773	618.066773251102	377.92315849745	633.062256872828	709.246162290271	710.969498900058	752.078948638245	629.761480684876	827.542359001507	643.493019315075	633.221196311735	496.677506767085	344.369209079041	634.901358504972	521.570743019077	468.187185762921	817.35545149251	542.296072987385	573.974628473348	850.298686568535	574.970552008502	677.676040103774	469.555149945799	765.802903752829	536.807460758226	598.655163574787	328.178600647379	539.57204492264	468.760839237028	650.321099161607	297.25208132829	605.744996345258	663.330131020759	558.237264755744	403.541189952716	394.506371929509	557.904619423711	510.612731608275	760.858581476247	710.439066899736	632.926168253101	512.38510683987	550.367098502584	813.513368326635	624.749187002302	708.257408827456	837.367850998281
