	TCGA.XJ.A9DX.01	TCGA.HC.8256.01	TCGA.EJ.5521.01	TCGA.KK.A6DY.01	TCGA.J9.A52E.01	TCGA.V1.A9OH.01	TCGA.FC.7961.01	TCGA.ZG.A9LZ.01	TCGA.XK.AAJT.01	TCGA.XJ.A83G.01	TCGA.ZG.A9L6.01	TCGA.EJ.7789.01	TCGA.J4.A83J.01	TCGA.VN.A943.01	TCGA.CH.5739.01	TCGA.HC.A632.01	TCGA.KK.A8ID.01	TCGA.HC.8265.01	TCGA.CH.5754.01	TCGA.V1.A9Z7.01	TCGA.KK.A7AZ.01	TCGA.CH.5751.01	TCGA.V1.A8WV.01	TCGA.G9.7521.01	TCGA.FC.A4JI.01	TCGA.KK.A7AP.01	TCGA.HC.8216.01	TCGA.EJ.A65J.01	TCGA.EJ.A65F.01	TCGA.G9.6499.01	TCGA.XK.AAIV.01	TCGA.HC.7212.01	TCGA.YL.A9WY.01	TCGA.ZG.A9LS.01	TCGA.V1.A9OA.01	TCGA.EJ.5511.01	TCGA.CH.5761.01	TCGA.XQ.A8TA.01	TCGA.V1.A9ZK.01	TCGA.EJ.5525.01	TCGA.ZG.A9L0.01	TCGA.J9.A8CL.01	TCGA.J9.A52B.01	TCGA.EJ.7125.01	TCGA.G9.6494.01	TCGA.KK.A7AW.01	TCGA.HC.7078.01	TCGA.G9.A9S7.01	TCGA.V1.A8MG.01	TCGA.KK.A8IB.01	TCGA.VN.A88M.01	TCGA.M7.A725.01	TCGA.G9.6361.01	TCGA.KK.A7AQ.01	TCGA.EJ.A46G.01	TCGA.YL.A8SR.01	TCGA.YJ.A8SW.01	TCGA.XK.AAJP.01	TCGA.2A.A8VT.01	TCGA.V1.A9ZI.01	TCGA.KK.A59V.01	TCGA.HC.7080.01	TCGA.EJ.5517.01	TCGA.KK.A8I9.01	TCGA.VP.AA1N.01	TCGA.KK.A7AU.01	TCGA.ZG.A9LB.01	TCGA.KK.A59Z.01	TCGA.HC.7213.01	TCGA.V1.A8MF.01	TCGA.V1.A9O7.01	TCGA.HC.A6AL.01	TCGA.YL.A8SO.01	TCGA.HC.7745.01	TCGA.ZG.A9ND.01	TCGA.EJ.5518.01	TCGA.XJ.A83H.01	TCGA.ZG.A9N3.01	TCGA.KK.A8I8.01	TCGA.EJ.5527.01	TCGA.YL.A9WK.01	TCGA.V1.A9O5.01	TCGA.EJ.7123.01	TCGA.EJ.5504.01	TCGA.YL.A9WJ.01	TCGA.G9.6332.01	TCGA.CH.5762.01	TCGA.J4.A67M.01	TCGA.X4.A8KQ.01	TCGA.KK.A8IA.01	TCGA.V1.A9Z8.01	TCGA.2A.A8VX.01	TCGA.V1.A8MM.01	TCGA.KK.A8IF.01	TCGA.HC.A6AO.01	TCGA.VP.A875.01	TCGA.ZG.A9LN.01	TCGA.VP.A87H.01	TCGA.EJ.5514.01	TCGA.YL.A9WH.01	TCGA.HC.7742.01	TCGA.J9.A8CM.01	TCGA.KK.A7B4.01	TCGA.QU.A6IL.01	TCGA.KK.A8I4.01	TCGA.YL.A9WI.01	TCGA.EJ.5507.01	TCGA.G9.7510.01	TCGA.EJ.5526.01	TCGA.YL.A8HO.01	TCGA.HC.A4ZV.01	TCGA.ZG.A9L9.01	TCGA.YL.A8SK.01	TCGA.CH.5767.01	TCGA.CH.5753.01	TCGA.YL.A8S9.01	TCGA.KK.A59Y.01	TCGA.KK.A7AV.01	TCGA.J4.A67N.01	TCGA.ZG.A9L5.01	TCGA.V1.A9OL.01	TCGA.G9.A9S0.01	TCGA.G9.6373.01	TCGA.EJ.A46F.01	TCGA.EJ.5532.01	TCGA.HC.A8CY.01	TCGA.ZG.A9LY.01	TCGA.YL.A8S8.01	TCGA.KK.A6E8.01	TCGA.M7.A724.01	TCGA.KK.A8IK.01	TCGA.VP.A87D.01	TCGA.YL.A8SQ.01	TCGA.QU.A6IO.01	TCGA.KK.A8I7.01	TCGA.ZG.A9L1.01	TCGA.ZG.A9LU.01	TCGA.J4.AATZ.01	TCGA.EJ.7784.01	TCGA.HC.8266.01	TCGA.2A.A8W1.01	TCGA.2A.A8VV.01	TCGA.EJ.7312.01	TCGA.HI.7171.01	TCGA.EJ.7781.01	TCGA.YL.A8HM.01	TCGA.HI.7168.01	TCGA.G9.6366.01	TCGA.KC.A4BV.01	TCGA.ZG.A9LM.01
Epithelial cells	1321.79252343494	1290.2522371681	2172.8840316076	1955.00810364605	1604.05312545991	1671.31894928478	1158.88799781049	1876.73590560947	1910.66334009436	1800.0326186598	1412.40362059163	577.320898657749	1805.91227108842	1268.71987822579	1045.34682353921	1071.60313909724	1584.49263690745	1811.39603476172	1803.38706999	526.201582695812	1685.5491128749	49.06150250707	1613.55462467805	1233.43370536155	1139.11847638286	1476.0989280299	1455.27209560737	1255.56194333961	1475.09810655787	1819.41697615579	1434.34201692064	1417.88280372796	1248.85703958053	1467.94919238086	1714.54821618048	1480.27610150188	965.170604912885	749.701731889042	1773.0798165989	141.390196125389	1719.14732352681	504.424364073631	1552.73452217442	956.232849786958	1447.41687422527	2307.07879447825	1481.65237215568	2043.88650264197	1429.34952541594	1946.18860093721	1999.45028430869	1897.87146219268	1651.25301104446	2079.10540876283	1030.42571904409	762.872530090158	1418.2194375469	1330.72583828389	1831.6281308471	674.692635851094	1501.17420284185	1229.77208207472	864.618096008006	2200.85984382033	1592.93811588623	1906.64884506025	1740.72252803364	1295.04181972528	1911.58376468256	1334.95509880404	1523.15920907732	1878.91437932801	1770.23615257391	1875.79257479454	1587.41209834874	1332.62029891156	2151.91191905786	1589.23636480936	1536.60469863956	1277.33803950626	552.963265233407	1181.6129162793	1378.89407445678	1342.12569787292	1863.03231085135	2049.75052284369	1370.31534829086	2033.63660135332	2223.8510396261	1649.21360410771	1659.94176269375	852.26301460422	1249.36484210646	1129.12115725145	1847.9401339372	1519.70132464881	1251.74972649628	1724.31522653238	1135.16526921823	1828.50140815393	1351.30684504198	1784.75873557985	1648.7760579136	2137.98361848688	1994.4528903533	1169.1167473031	1498.42850552737	1954.06700410985	1250.80598563424	1537.78668387278	782.809006167601	1147.4702215675	2302.01739340773	1053.11362923137	1522.27504810215	1325.11780959427	1993.81112386927	1971.24219016383	2124.61984982312	461.633946625797	1156.99443966199	1794.53135484541	1891.94603025407	2156.06216703796	875.358705083596	1059.00057738533	1947.83507109782	1191.61548184781	1193.05491763348	1034.02877339591	1240.03695175543	1695.88535758612	975.857567193928	2411.80419647523	1606.13244532743	617.091755493853	2631.07186356266	1748.64297470405	1415.23060313162	1495.39690736374	1177.19627368939	1499.91034404708	1200.76541346099	1659.87888048495	1158.87660315421	1020.8838529291	1087.86706251066	1456.31790704773	1456.09829185628	1652.83801838324
Erythrocytes	441.888985555048	494.032693304019	534.523714610498	299.527593506098	501.016424547928	407.117656401203	577.143824525017	335.326252070134	255.625210284489	617.539486461687	278.842037527268	1011.62375964805	539.901937528	700.727511064988	198.381273171972	268.017939100661	676.589264217361	499.484470968303	608.479297962654	544.373433624864	528.05594137191	575.778992481303	632.291948122886	409.387668400712	1284.03456080376	459.41897659749	637.728308536639	540.513086810045	325.976920632021	470.75796393546	716.573215088599	388.543171975904	425.794127502391	119.232512471655	220.165505772756	301.392463184296	907.690864627269	1111.5962054069	310.550442684475	596.849465295311	551.095816357079	378.23068011535	539.519954224335	497.780891858163	370.826632357034	762.456601324505	508.267016982653	514.952100248455	339.040215026745	441.885563251001	464.192036289738	581.23841238805	295.741963442262	548.709683128643	350.921200843179	482.792003454431	427.398676931627	706.081144394618	273.953883417601	452.496377330418	796.404626770665	698.60883656771	328.07191049375	389.281323976962	553.12067185942	532.0024327979	552.033721198289	355.792645957911	880.345117967068	516.038561887864	311.486921192767	582.218996324012	422.015059654993	157.038866939196	643.046099587666	561.487939445887	305.896854206442	1180.56925043312	371.049589914837	185.99578287258	454.498192081229	771.314157315625	510.925937030598	534.005930635254	262.758807041585	413.684351580843	200.827841218694	454.203656838517	420.837725894184	599.78241323846	471.169919194154	788.632139135037	516.428514597962	733.533021101068	799.525832082434	564.897531296428	293.714267842518	465.83857379105	545.889242478128	769.592041017254	542.308558413949	339.92102917422	577.661335882408	602.615657692225	246.400053285787	942.605280610449	568.322093860724	278.563972785711	245.314432896593	536.367434918581	855.556116091711	573.353056026883	149.562190591878	416.814638138803	383.245984499887	695.836093197115	403.759523570103	378.583363202983	518.025475161467	465.153335319368	639.934101805805	679.603698553097	343.274232413462	839.830158193145	464.844209005854	433.023559149427	290.897296043359	479.725770685846	653.368079087637	1209.45035987408	1158.31076629833	340.379926973263	436.320889672632	595.403499855007	313.797854635295	689.863963962667	372.254495752263	393.949657366036	480.737421239156	269.958142163932	621.744386941773	538.672758506379	412.041609693442	565.342381960631	293.303767261988	920.615568837367	460.708599944724	581.816196970401	290.34989881945	389.155608515783
Fibroblasts	588.225568874178	535.478996132624	572.946936001906	518.594449920878	892.945248092317	758.302825062636	898.182768158725	587.682452749634	847.499379953806	530.892936022735	1093.14918091263	491.990159963079	512.807623414732	508.99735942032	738.667418282707	931.332992030363	407.016384867411	631.147460118519	399.701913320184	989.61806175265	619.77579015243	507.492579646599	645.10213268524	638.348551657346	290.973196841086	545.903428923469	683.610663921504	549.144060083091	862.614352237827	570.999322331016	518.096990009299	434.26878191827	870.35697094563	989.798965903389	885.394894555231	727.839541420194	458.885479922469	370.125997627168	699.786636583164	698.954968587697	794.893336114957	872.015775195587	503.434794171931	783.112439582565	921.409623039516	634.387359842788	679.932693001828	422.069948164029	868.727287455198	827.999481176847	582.205460442932	471.474694479631	1025.62054435766	754.431513380128	657.48280788429	618.070814166194	503.032396162538	536.091066678352	378.155638963433	789.378449983863	510.403457726034	342.055652518639	995.011229217545	771.151075106437	834.878127995292	511.784164234596	742.935374874925	981.039589972101	608.12588303239	676.380482248132	944.597502777188	783.90821081411	728.741081200589	869.858342780705	542.377418232783	763.235440162237	488.97155807987	512.258034893282	575.199274310727	833.050845401832	985.267383751309	411.72195799458	600.417029567608	909.824433526497	657.466520277853	650.144675057443	740.456337570681	900.945776339682	965.907524330263	568.538603316172	1043.91257032632	689.893319298224	816.114698340612	504.815391899091	442.453686697406	485.618737373694	932.749501696405	582.608274468927	650.718510580879	598.747213883609	772.089693881654	994.504439497973	588.138632522281	682.69274872248	986.234352096208	700.969183406562	588.174562687102	806.530291905035	796.904050866558	1046.20480558658	891.203646866657	1022.45402555908	838.152163582126	731.394640977903	477.459375080367	472.800212884366	565.336695877907	650.479914263461	589.486796190689	625.6040946727	602.751103352888	493.486936027988	907.446764010775	395.536637686259	807.556066741111	562.646061953421	751.82892546681	704.400437539283	670.673991291085	254.414123758106	490.80591332751	582.626757472775	793.01512290082	630.06326081272	667.89275649167	848.70695226463	619.04805127376	410.380529137792	469.48378202931	610.828157456874	501.509543091473	724.770223316161	786.311922574769	613.468644656058	764.515842738197	455.702718617572	1099.92253484049	586.370018332757	1069.81943167236	864.544141462284
GMP	333.55160208731	468.99420026958	304.973204487023	465.481444730565	420.129133694498	418.918079737632	479.072532582272	429.078774809244	295.53789064915	476.014913163523	456.451299872232	611.474644149492	530.269398586384	249.6003002988	494.951468879229	673.831104845261	485.86729585304	353.128441217491	494.356337760093	624.610897664251	440.192508966849	648.486911912416	460.203899038328	716.258469797472	580.607834279686	387.938968592867	560.721260844608	456.23237494775	644.833516872787	336.765834693745	621.789326627153	514.072521653372	527.952725630693	462.651533389997	295.948660968805	446.806065497215	523.91680210591	474.710348487715	260.063759389354	580.402710345475	541.122146910482	437.56014185844	379.338524497303	619.289533552643	383.111157344018	447.590527623136	504.299921455879	401.045930752912	271.13349668273	481.095502130024	404.041797580527	343.906321788604	256.295836163973	196.383596693325	339.148040992466	655.462345367029	260.38790613485	385.590623786068	323.574032803838	360.307601583966	561.12224715033	609.912460671015	659.110536960914	572.832882922344	371.222471550804	303.453571927548	599.108574327751	303.570315596341	493.085574391871	814.990995379415	607.369398786491	480.669276019586	274.679020260095	413.964296694577	487.112301033507	487.885280866327	337.075621923349	401.650212316511	534.771557028402	570.018383670458	451.756132160687	520.244853460742	297.209938788222	485.637712622868	499.282399162411	437.122676073575	564.629334298068	448.140926301678	303.628282673356	453.718751938862	635.200098725534	291.767376944201	381.482944069475	292.296748627917	720.271697901774	309.027901328936	536.471024374321	279.564704776111	562.660931526766	328.643216562147	342.733933745901	628.167832226482	467.150834333481	298.263974515942	623.344830793817	410.247403644677	460.144786989801	302.592879428173	564.114885186346	618.466332409652	520.006554572143	568.226130702833	283.905013451787	291.597596248244	475.449097560318	390.12772168955	285.312597461304	620.599416592851	436.117588449083	445.329979829835	381.048177087279	448.30953160987	312.490190140283	453.948948910104	417.016399730837	524.089274511332	665.540166004803	365.255624121496	383.590221568027	518.749196015026	614.255894703888	358.967993002848	561.574123606521	255.13481782859	614.533090248298	305.208309491511	306.549471135054	253.443222007513	406.540557903672	492.163481383251	485.819507245324	368.287080350208	485.7961561967	461.071954283699	552.338967369189	496.201594789199	207.570539160261	321.730139633794	539.587906126503	334.741345085149
HSC	898.626102806782	446.05310779618	1148.29356174095	1023.5471198395	1535.31361995341	972.318178652573	1346.21840553295	1131.00517851982	1532.06455817551	546.351907127094	1977.87002170168	896.959635176094	431.76730286348	185.766069951289	1345.2218487618	1703.83793319863	457.365478275236	887.407845978497	1127.45801116857	1797.98345245997	530.097535677643	1343.54898451117	1297.89833959099	1109.56105044803	118.112071041115	623.093364480252	1091.58586909924	912.15615856798	1559.78289123385	513.761728667381	993.385701828123	1160.04779344844	1252.90918611563	1650.00357735254	1444.89992450805	1121.44160564785	1122.89606764769	386.373523666022	1098.9327786934	1696.74611206086	1637.76799970259	1171.63401612372	1333.72721460016	1149.36312319677	1162.59139892509	786.00845128328	1309.30226239472	803.128162796465	1332.01525578382	1018.13551262831	868.254532440446	540.310810897856	1590.51110040932	1038.6829631537	936.150171962148	1628.53704876207	641.536290770705	613.131075133252	1039.43606420501	1364.0928784791	533.25838208887	529.11078033242	1244.72330079523	1483.2228942052	1026.40751999355	418.880833094252	1214.09358642259	1454.9087399284	1202.80334369319	1436.45932893869	1673.85718883461	1005.05515718493	1178.26117607229	1728.07570251513	593.042021141172	1648.66351424542	683.220133982837	970.014671182191	1127.0355981453	1496.14988350332	1714.14674905589	1031.23471905138	571.085936742578	1437.33640741618	1059.32110332269	727.079398415549	1012.44041413698	1497.88109385088	1544.95722896257	815.269913892183	1884.73295235228	750.167039094373	1261.41979085821	737.090188536394	367.241311515414	809.587851777754	1494.45243597549	898.966172498437	1288.50816729668	751.833404902436	963.225176382147	1635.95462447887	1015.23755287204	645.8299554764	1686.40592076822	798.948396906022	1165.73093959202	1359.54621910525	1438.1629728563	1896.26035624721	1168.83830876265	1674.77731235127	1425.38880046953	419.985816390541	473.951601711178	426.487483789577	784.784144056759	1162.45354857976	852.393643052482	1144.67221664161	887.056444319133	624.817017600742	1300.88024796285	789.302422802478	1084.87091099747	718.998875060188	1268.42018656175	1096.89104589062	825.333151916992	265.944441934173	532.958840179975	779.484167935	1389.22583595847	895.449508705846	1574.93078814241	1567.35296466396	873.831438558191	373.636765360953	871.277995088359	1080.47608188862	224.585958408182	1096.89144504532	1060.15068372646	1233.6501703778	723.19073090405	712.088192573803	1579.90920879452	630.545364096151	1385.99791530371	1104.48985231072
Hepatocytes	202.260934121125	643.742690322854	964.826492219466	590.737554679367	520.910246031072	548.633038297074	803.205832717332	539.196554241676	726.904749548686	838.355693123337	814.22114955768	117.732965845292	834.028377991555	416.486577807191	739.574491470194	345.366432360088	99.7956282436505	508.098319970389	551.52984399619	920.142031188159	872.248346494878	327.49965680375	954.317078060713	333.385770620702	308.472497158735	51.4939958774481	780.349675267694	594.117528978848	338.553466145532	1160.10654966458	813.730268508329	380.618236836257	426.999075438184	737.103735045072	520.510153930038	493.462618405438	298.250458655485	270.403227803542	710.33724805139	303.648036730704	695.998286391301	624.87652692996	488.726765599379	661.676746047916	583.456441194733	987.234205942861	830.266858879465	356.880236334878	688.416266964117	817.683898900223	568.126459483669	513.07523386059	594.818287809217	1048.34635477484	1018.62634427663	499.894362941819	451.812190186488	709.498509246368	209.007975048562	625.771101248723	403.809115652019	593.589375174154	841.578865915317	840.147637902141	704.796705254598	514.642744999383	1055.68042568026	875.936610221411	451.336452631606	860.327207632792	565.873600444486	697.729748259799	897.395202209898	776.279366019233	555.239013612308	853.635320108337	556.090201929016	130.350185974799	264.88765475491	541.48941927658	834.839597529785	804.477120879374	938.044912260983	711.802810172235	619.563472167235	495.433749717879	532.764251080148	937.891356207017	592.24888421348	254.807534734292	820.548547992739	561.852382599191	494.427418554397	677.863069522276	1034.99207789193	392.10552031541	650.253891101749	1053.72007663407	473.727265240156	434.957238601911	561.168065634454	489.738714551351	382.643722231089	636.426688782218	652.207797255476	776.47264437791	648.861149997962	859.862399702607	592.088961853909	981.343319450954	223.761335010622	516.572029399926	771.369867719379	748.124951801469	363.298333862437	257.817531856027	507.318890581467	832.300674091844	743.085873140608	404.418771244763	293.798099925669	773.130601326762	578.460857973156	402.551450050517	686.129197372588	351.864194291493	462.881847364773	514.620870914001	685.196276559947	131.295265378759	331.821055109929	212.711096787249	670.274179421336	994.548475564518	609.633657071884	243.908698191992	596.970352664356	398.820475499289	469.146403482048	843.382639949666	479.397055164227	533.574225894061	948.440925464078	341.384809548243	596.807108483442	919.717365937928	503.796480876446	637.130865526152	293.496296175923	569.288883022936
Keratinocytes	1168.87459383251	1302.95868626751	1755.48005074908	1745.26998011276	1181.79240957999	1608.2808994458	955.196800683645	1476.0104352155	1981.37164852112	1864.21885337226	1703.93580658145	389.623494062037	1526.19999393201	718.342654879673	699.236433693442	830.257779253415	867.700915387499	1638.21554785015	1473.0271511419	210.770091559539	1226.25209299048	125.388813258948	1518.3558544462	977.858801244038	687.129545125937	1082.19878278904	1405.36554946726	702.170824775515	1115.1457468996	1484.71723956573	1406.49648841408	903.96189224739	1218.66917681726	1178.26848186449	1890.86747995166	1118.01437162831	902.734660741482	519.549473484187	1778.17441552668	35.6850794270452	1580.10832397563	443.191320073846	1386.23180263518	506.364631964731	1333.78467482146	1920.16022234998	1546.02195991596	1566.7227542147	1446.74077803805	1671.97624827798	1646.48864048539	1719.81325493577	1077.06533300644	1523.41918339801	565.648167469947	559.699324818848	969.961178388462	1042.16987664153	1529.6712950721	844.284683989488	1219.13907090882	867.361076594004	617.615452281955	1789.91721298337	1100.78520639413	1397.88598425618	1643.21303360828	1320.35412995798	1554.59323116586	1397.75632942817	1439.3189321035	1412.58867382481	1622.6761606634	2009.00785045044	1431.66274800725	998.800350687032	2480.75627129573	1121.32914820943	1312.5510176487	1397.03378556477	443.321079714354	1212.45818875238	1123.7931371454	1009.57945387639	1674.79739656119	1392.65954954009	1456.04844011116	1949.79502094585	1850.76345733281	1300.59569483146	1620.18072565092	649.057249293653	829.512654522806	656.302370354663	1576.23812048075	1000.21556413389	978.404022579875	1427.46287887336	928.86098137236	1253.5930155825	1243.64183844886	1310.33226286251	1262.57894107317	1720.12950900134	1644.30868802059	659.973038606241	1246.41830118202	1864.25198237331	1280.5320600654	1651.28707669711	1006.49589604651	722.821029264277	2186.33712290635	691.32199810046	1305.68900498976	879.608306553146	1535.81756696797	1851.90040076579	1921.90764779319	601.548578570371	919.622041899724	1392.85258911779	1353.86811749386	1388.14034844269	963.119106258967	987.339764886862	1834.11416627286	852.402762540559	802.482201302746	809.503744035645	912.004159114293	1151.65436722232	642.112281032421	2289.57500519335	1756.76047541205	310.746022016706	2807.01458282607	1595.1054826673	1147.34250620246	1733.45304109708	1003.55311025381	976.140107306437	1112.54196413606	1047.29031110055	1182.56478888424	791.825547033114	1054.88504796262	1279.77579764394	1038.4849666104	1410.75173899147
MEP	563.480028183901	710.716370540518	915.775055213979	554.135141743435	1003.75856994723	692.174978587518	581.690172903003	853.892688659489	731.022243238665	978.160857202676	563.586620902798	853.161535478881	696.668493989549	755.134079625287	535.880649094217	741.710576148341	735.03639239577	695.799913366065	806.802537566617	995.599697398044	1129.98791521849	384.482838965487	1013.57767495154	423.953034859301	916.041861373734	820.261326913037	536.547588616738	685.110572022491	942.150156829193	863.103146296924	915.791244172559	713.599065139188	468.536566666771	628.325999914322	471.593067135395	489.518945348556	807.5714660189	1177.5855272424	428.923050769966	799.488207177297	649.389490033815	453.567993678284	970.456942112331	651.40159490258	590.521133691686	1433.52266257881	590.350890528793	975.268915037088	624.900445115282	966.823358690508	1114.75928512823	653.946176404607	881.89749110448	1051.9521458362	534.014581226642	622.473635428718	499.693842066503	696.301845061491	675.4444664956	874.909181178968	630.702748217341	970.459480920615	504.795199523165	887.187360259696	752.730806310062	964.961292529535	1172.47067497824	565.468245692486	726.437206448446	1230.03546293161	774.361930502429	1194.46453418185	727.534660709663	499.251484202873	923.867310879163	717.07529143555	498.993982657647	1116.39244749569	1129.70492622819	415.514967390145	800.96370097018	726.910451133754	588.497391073909	593.024973802727	619.329642198703	1080.48988221935	334.009044330915	1110.78099726161	782.268722438497	868.741959949339	969.133211091352	835.084646888513	845.145591689836	925.685004937412	1336.07117265123	928.118690017907	649.016623401853	799.60137382352	448.793285052294	1013.58589739817	383.021964851115	1038.40552295238	909.427530608996	1227.77840966505	641.873338443218	852.339370682422	570.37341454822	591.886168586128	279.918146505728	734.466714964789	626.372941794995	1010.06585445494	314.047658830408	466.840826957659	290.055156918262	772.668947548106	1008.5671589426	659.330168148417	1345.39028877916	810.119514979443	722.375392015682	1102.5100845595	1035.55742726388	1374.22518290858	626.174202952584	539.4345785558	753.629667692923	624.644761220379	1056.44765252065	1383.28917736674	1044.93171828919	776.047414176167	610.444891328917	1196.83914525466	758.158004117385	589.992068444574	809.066503061966	504.357646439271	555.133530061708	310.939409505691	839.291241583703	844.857610839065	798.711397028017	914.851703049226	288.216585267052	994.025686121567	513.205750774823	801.691182730703	577.30726192779	568.443178466774
MPP	319.82428466616	386.711503735035	304.787430357204	381.315995269596	303.977962936863	351.483967915809	327.570175540393	431.245108779188	460.813857155022	368.676066065984	493.66627496841	406.957691546044	375.850933149239	392.278667656506	468.193971781817	947.489849025178	437.713618157348	304.048504460989	578.21583340697	570.920476139972	290.199471307939	1141.75912010022	534.50226531641	527.532587497254	582.891801477767	314.892546936942	374.489482228442	366.673137587473	488.973289096516	400.22251005465	806.05714756107	314.571009589696	634.596091884244	804.499853094555	299.928784377672	286.405872868586	181.808653234412	272.37545370952	276.544067556273	390.418043600877	478.652875389708	527.482753924194	383.231656335513	648.294043073708	331.020168668552	883.258270052327	413.748749432571	353.61155791127	363.711830150295	547.014699144128	360.49192936936	167.181103415126	332.039669800559	259.331574909677	285.137545827603	437.517251563543	281.651955492466	293.618086933622	334.341491411299	452.220089451146	1214.43202263541	354.12520240328	591.019615213684	347.173637026704	445.331204603822	265.127465588716	528.702617922963	398.240325306017	420.685385383104	643.186153819581	391.223096727976	487.37791792228	252.639186317762	423.162590934678	379.973821805305	338.31939362295	301.798080474185	759.737949433621	536.504465495101	499.085382186418	505.283373048172	568.427075827573	269.992096305257	382.977163360922	440.510505589628	312.542837116089	617.525520129842	611.491664706894	325.233709923603	332.468915541323	493.134735565543	269.922850952921	511.719762842792	285.289459498584	571.663548567942	363.801763744462	960.076450260725	248.513688754574	434.88935655899	247.488639719763	259.566751776046	431.543616914039	539.716935001718	477.009818833409	718.346571317847	277.070316623727	363.008134865247	355.669252366301	365.033546841538	816.924773408642	680.38147984204	567.383618781662	342.119164269803	269.668604247391	268.548786088438	305.648092645581	403.662955603054	805.91249927305	519.651255923628	321.695498136129	396.488801189163	427.081985812192	489.222080324175	440.570427753466	373.942674368713	649.314688541139	380.362794735566	309.231300832247	419.044697528079	326.247256285196	493.498048229735	378.43079008811	560.456946772368	643.589548895211	511.512996852393	267.777611152948	400.223493151777	204.098158373951	335.214532663173	815.665272521038	304.868478687355	269.286784045829	442.27985835055	396.085640131369	502.204852751221	636.708091873006	133.831495069559	300.69660442328	436.47387903682	420.001811047383
MSC	581.974643260448	597.523393974367	807.792239105756	421.807223441354	695.57364579209	744.11780300764	677.509122570724	616.08563014065	729.652436046905	851.084350687923	582.38864442126	698.363109456492	566.991555973356	713.574921944966	432.72533742982	659.53891441947	543.610219366925	624.898046914337	478.724723653711	714.735580522887	792.883321907287	259.761352995362	591.80094012283	604.840908032066	367.096396161362	671.723264826321	581.766126364736	705.636991496674	467.4996562376	700.068235132782	665.598789253101	507.061197215379	657.560204911381	857.839690840495	490.453117684959	558.508594117946	620.606731081329	422.099183728655	554.409489230197	575.180034899719	565.99037216385	711.89143867123	645.244757744626	621.283720320005	646.075277533317	1198.4986955918	563.432939201425	628.654864964259	627.691615296783	666.830427873182	754.196843175479	552.773608420369	726.200990023064	1213.58536093988	632.777191686429	638.807619200491	487.161119231649	754.519650282687	486.488160282377	787.813936924595	547.527001664351	702.09634721446	408.836931274063	651.035410810748	710.636748065709	715.848090668184	604.077999519995	579.198886521248	596.575763469107	667.245313087637	430.899548431708	912.854512622418	742.645877968052	491.558748740314	712.898230061168	648.784783466372	471.840431352049	484.10975620633	741.114343480793	224.499286414139	695.880893272269	594.249366846282	630.584860433681	537.042130193717	600.002583468664	685.18437683696	246.448662331559	977.863068050025	745.412498375738	717.92347715169	575.278505584925	788.921701930609	976.872230260892	687.547738194783	942.435651491646	597.080622822103	478.864637876471	544.647750495504	411.398040680681	797.963653397954	692.3066311458	767.222003204713	758.622127855928	1154.24330126222	540.383137030822	784.114454271211	420.92618658771	648.092463295283	143.684678343675	667.753132335456	590.905420803721	1005.87137611095	389.135951714496	651.114532488683	194.970381077213	572.537811557578	678.718906919647	627.851755053747	1052.57032983648	512.554839847164	648.930304147195	677.688052483664	854.402142879053	903.075458997276	605.091801256786	664.935526616886	499.126529397338	495.336378376746	733.606628547798	965.369134531319	731.393035406236	703.761257427559	614.031273671702	1092.79775942962	707.832037799383	594.697127488558	726.239753185483	554.656009887054	462.248925387857	390.402062996426	601.345785053886	685.237605136554	980.336752576857	600.025617357195	398.014320320143	718.69902228885	659.957263868233	676.526645162158	516.169014832881	562.435374456616
