Unnamed: 0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	mean
CD8+ Tcm	0.16049	0.0749433333333334	0.0	0.0269066666666666	0.0257666666666667	0.0	0.04799	1.0	1.0	0.35935	0.0355766666666667	0.0720033333333333	0.598513333333333	0.04097	0.04799	1.0	0.115473333333333	0.0	0.07522	0.126906666666667	0.08815	1.0	0.0278633333333334	0.11595	0.0726666666666667	0.194486666666667	0.0	0.0874333333333334	0.0294166666666666	0.139343333333333	0.0508166666666666	0.0305833333333333	0.03309	0.33175	0.0	0.218163333333333	0.07522	0.0055466666666667	0.0830966666666667	0.0569733333333333	0.125	1.0	0.115013333333333	0.04294	0.139343333333333	0.431936666666667	0.0779	0.251156666666667	0.0043633333333333	0.0618133333333334	0.0	0.297053333333333	0.01342	0.0763933333333333	0.0054699999999999	0.13407	0.0	0.0	0.0596033333333333	0.0	1.0	0.0468	0.1178	0.0590966666666667	0.01093	0.228126666666667	0.0532766666666666	1.0	0.02199	0.0229333333333334	0.0127733333333333	0.3052	0.354726666666667	0.0	0.26807	0.47108	0.0024333333333332	0.125493333333333	0.354726666666667	0.0061433333333332	0.0	0.0654366666666667	0.124556666666667	0.157673333333333	0.31034	0.00768	0.0183266666666667	0.251156666666667	0.0013366666666666	0.0	0.312546666666667	0.129973333333333	1.0	0.0172566666666667	0.06271	0.18110231578947367
CD8+ Tem	1.0	1.0	1.0	1.0	0.467353333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.31769	1.0	0.36411	1.0	1.0	1.0	1.0	1.0	1.0	0.66729	0.44452	1.0	1.0	1.0	1.0	0.92952	1.0	1.0	1.0	1.0	1.0	0.882843333333333	1.0	1.0	1.0	1.0	0.42943	1.0	1.0	1.0	1.0	1.0	1.0	0.18017	1.0	1.0	1.0	1.0	1.0	1.0	0.964836666666667	1.0	1.0	0.769973333333333	0.635563333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.915366666666667	1.0	0.946653333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9464770526315789
CD8+ naive T-cells	0.0073066666666666	0.0150433333333333	1.0	0.0096	0.0	0.0065166666666666	0.0040566666666667	0.0	0.0	0.0	0.0607566666666667	0.0	0.0	0.0	0.0	0.0	0.0010799999999999	0.775	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.03895	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.286163333333333	0.0007633333333333	0.0164	0.0020466666666666	0.0	0.0	0.59773	0.0145233333333333	0.189736666666667	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0224366666666667	1.0	0.0	1.0	0.0	1.0	0.0	0.104763333333333	0.0003833333333332	0.0	0.0107266666666667	0.0	0.0	0.0	0.0067899999999999	0.0	0.0	0.0	0.0689033333333333	0.0	1.0	0.0	0.0	0.0842533333333333	0.0058666666666666	1.0	0.0	0.0	0.0	0.51872	0.0	0.0	0.359856666666667	0.0202033333333334	0.0	0.0	0.0	0.0	0.0	0.16030080701754387
CLP	0.0	0.0072166666666666	0.22289	0.0013433333333333	0.0	0.0054433333333333	0.0	0.0	0.106243333333333	0.0013433333333333	0.6026	0.124563333333333	0.0	0.03976	0.34978	0.0525233333333334	0.353183333333333	0.0283666666666667	0.0	0.0	0.0298366666666666	0.0	0.258566666666667	0.0678466666666667	0.0	0.0	0.0187333333333334	0.0	0.0	1.0	0.0	0.0093966666666667	0.0	0.0	0.0686133333333333	0.01086	1.0	0.580586666666667	0.0	0.62635	1.0	0.0	0.0	0.0	0.276376666666667	0.0	0.10822	0.0489266666666667	0.496033333333333	0.0051233333333333	0.178203333333333	0.13231	0.0	0.0	0.4344	0.0	0.0	0.839203333333333	0.0	0.0068066666666666	0.0	0.0020366666666666	6.66666666671034e-06	0.25696	0.173083333333333	0.0	0.0005366666666666	0.0	0.0	0.0	0.0	0.0001766666666667	0.0	0.0	0.0	0.850366666666667	0.0031633333333333	0.0	0.0	0.0	0.03274	0.180993333333333	0.0	0.0	0.0035333333333333	0.19171	0.0	0.0	1.0	0.0	0.0111333333333333	0.0	0.0	0.0	0.0	0.12419042105263157
CMP	0.47235	0.31725	0.256283333333333	1.0	1.0	1.0	1.0	1.0	0.20383	0.321343333333333	0.569646666666667	0.0943233333333333	1.0	0.14894	0.256283333333333	1.0	0.296636666666667	1.0	0.11574	1.0	0.40399	1.0	0.83197	0.23034	0.33575	1.0	1.0	0.213613333333333	1.0	0.134556666666667	0.800836666666667	1.0	0.775703333333333	1.0	1.0	0.296636666666667	0.0899533333333333	0.622233333333333	0.5085	0.0249166666666667	1.0	1.0	0.106933333333333	0.759743333333333	0.466006666666667	1.0	1.0	1.0	1.0	0.337256666666667	1.0	0.347663333333333	1.0	1.0	0.0889366666666667	1.0	0.315956666666667	1.0	1.0	1.0	0.501476666666667	1.0	1.0	1.0	1.0	1.0	0.62835	1.0	1.0	1.0	0.122213333333333	1.0	0.818433333333333	0.39686	0.14486	0.441506666666667	1.0	1.0	0.851166666666667	1.0	1.0	0.59954	1.0	0.201736666666667	0.155636666666667	0.56188	1.0	0.112366666666667	0.106006666666667	0.420626666666667	0.0	1.0	1.0	1.0	0.372176666666667	0.6755679999999998
Chondrocytes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.167053333333333	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0206666666666667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0300266666666666	0.0	0.0	0.0	0.0	0.0	0.0002633333333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0243133333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0100133333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0033533333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0763756842105263
Class-switched memory B-cells	0.0	0.06865	0.0	0.0	0.0	0.0	0.0127366666666666	1.0	0.147126666666667	0.0019633333333333	0.868193333333333	0.468536666666667	0.499363333333333	0.45566	0.845106666666667	0.389203333333333	0.102386666666667	0.0	0.0103666666666666	0.223796666666667	0.0026199999999999	0.331333333333333	0.0	3.33333333333297e-05	0.0	1.0	0.195216666666667	0.0567066666666667	1.0	0.0	0.0388633333333334	0.323783333333333	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.78145	1.33333333333097e-05	0.423873333333333	0.860186666666667	0.0	0.0463966666666666	0.0	0.149726666666667	0.0	0.0520033333333333	0.243093333333333	1.0	0.0	0.0336933333333334	0.0194866666666667	0.0	1.0	0.0597466666666666	1.0	1.0	0.11416	0.25775	0.0199033333333334	1.0	0.0022066666666666	1.0	0.0394333333333333	0.0	1.0	0.0567066666666667	0.249666666666667	0.0178533333333334	0.297066666666667	1.0	0.41959	0.228546666666667	0.583336666666667	1.0	0.0	0.0669133333333334	0.0	0.0190866666666667	0.0	0.0019633333333333	1.0	0.01144	0.0	0.192233333333333	0.449266666666667	1.0	0.321956666666667	1.0	0.863993333333333	0.3360462105263157
DC	0.0825466666666667	0.0955333333333334	0.0	0.0305533333333333	0.0	0.0	0.0522033333333334	0.338423333333333	0.0	0.04878	0.0	0.05367	0.684486666666667	0.0	0.48494	0.0028666666666666	0.22136	0.0	0.773263333333333	0.694943333333333	0.0439633333333334	1.0	1.0	0.302556666666667	0.568643333333333	0.0	0.0	0.596983333333333	0.0	0.0	0.0013233333333333	0.0	1.0	0.409483333333333	0.0	0.47638	0.09221	0.0018333333333333	0.0041133333333333	0.228726666666667	0.649926666666667	0.519203333333333	0.0	0.0	0.0590966666666667	0.753736666666667	0.0	0.0	0.543813333333333	0.424886666666667	0.0	0.41199	0.112426666666667	0.00195	0.0	0.0096166666666667	0.0	0.0	0.0018799999999999	0.0	1.0	0.0	0.0	0.24982	0.0	0.0	0.199736666666667	0.816703333333333	0.0	0.35257	0.74257	0.543813333333333	0.97922	0.04066	0.192896666666667	1.0	0.0	0.07745	0.0	0.629796666666667	0.0	0.0013733333333333	0.0	0.50188	1.0	0.0	0.150333333333333	0.0979100000000001	0.0	7.66666666666138e-05	1.0	0.04756	0.626406666666667	0.0	0.516366666666667	0.24784691228070171
Endothelial cells	0.0	6.66666666671034e-06	0.0	0.0	1.0	0.02584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0689833333333333	0.0	0.0	0.0	1.0	0.0	0.0430966666666667	0.20775	0.0	0.0	0.0	0.0069099999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.312036666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0006133333333333	0.0	0.0	1.0	0.180676666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01642	0.0	0.0	0.0	0.0	0.0	0.0	0.25105	0.0	0.0	0.0854040350877193
Eosinophils	0.0240166666666667	0.0695733333333334	0.159166666666667	0.0	0.125246666666667	0.01356	0.488356666666667	0.04544	0.0036833333333333	0.0003733333333333	0.0	0.11171	0.20084	0.0802466666666667	0.0	0.0	0.17966	0.0009833333333333	0.06442	0.0306866666666666	0.129453333333333	0.0273600000000001	0.179036666666667	0.0635	0.0	0.0158166666666667	0.0	0.16591	0.36801	0.0194033333333333	0.0029133333333333	0.0	0.681206666666667	0.2178	0.172733333333333	0.177973333333333	0.0134300000000001	0.0224166666666666	0.0335466666666666	0.255416666666667	0.0035633333333333	0.158083333333333	0.08548	0.0045933333333333	0.0423433333333333	0.167363333333333	0.0	0.0	0.0	0.168196666666667	0.0	0.0732	0.0252133333333333	1.0	0.294396666666667	0.04518	0.213036666666667	0.0	0.0463866666666667	0.0	0.160623333333333	0.0	0.173606666666667	0.0225133333333334	0.0	0.0422066666666666	0.0420933333333333	0.0400033333333333	0.01691	0.0400833333333334	1.0	0.02963	0.02096	0.455763333333333	1.0	0.0	0.08827	0.132443333333333	0.0191633333333333	0.0397066666666667	0.0523933333333333	0.0	0.0327466666666667	0.258136666666667	0.151253333333333	0.0	0.0304933333333334	0.1346	0.0616233333333334	0.0896733333333334	0.0	0.0730233333333333	0.0371066666666666	0.0022333333333333	0.0535733333333334	0.11338694736842106
Epithelial cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0262533333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003233333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.588903333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038059438596491225
Erythrocytes	1.0	1.0	1.0	0.199656666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0321033333333334	0.109033333333333	1.0	1.0	0.02444	1.0	1.0	0.190586666666667	1.0	1.0	1.0	1.0	0.137686666666667	1.0	0.135623333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.112163333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.177146666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0168033333333333	1.0	0.0175133333333334	1.0	0.03977	1.0	1.0	1.0	0.0377466666666667	0.0619866666666666	0.005	1.0	1.0	0.0467533333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8457264561403508
Fibroblasts	0.01928	0.02341	0.0115833333333333	1.0	0.353453333333333	0.697206666666667	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.335816666666667	0.08303	1.0	1.0	1.0	1.0	0.0	0.0	0.0040366666666666	0.0	0.677643333333333	0.0	0.0	1.0	0.0	1.0	1.0	0.124516666666667	0.13241	0.0159266666666666	0.0	0.0	0.0	0.0980066666666667	0.0	0.0	0.0	1.0	0.0	0.00136	0.460776666666667	1.0	1.0	1.0	1.0	0.528783333333333	0.0044533333333333	0.0145633333333334	1.0	0.18221	0.0	1.0	0.0	1.0	0.0	0.436273333333333	0.123913333333333	0.0	0.0	0.16313	0.0278833333333334	0.0012533333333333	0.237996666666667	0.383163333333333	0.0	1.0	0.253323333333333	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0597566666666667	0.0390533333333334	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.36309698245614036
GMP	0.7371	1.0	0.28789	1.0	1.0	0.733983333333333	0.905323333333333	1.0	0.204966666666667	1.0	0.84956	0.56981	1.0	0.721916666666667	1.0	1.0	0.865373333333333	0.67714	1.0	1.0	1.0	1.0	1.0	0.719996666666667	1.0	1.0	0.679056666666667	0.812873333333333	1.0	0.319843333333333	0.9721	0.77647	0.782286666666667	1.0	0.498376666666667	0.403256666666667	1.0	0.829696666666667	0.650283333333333	1.0	1.0	0.846896666666667	0.26811	0.794016666666667	1.0	1.0	0.57721	0.846896666666667	1.0	0.807633333333333	0.723016666666667	0.846896666666667	1.0	1.0	0.491636666666667	1.0	0.78933	1.0	1.0	0.385176666666667	0.524043333333333	1.0	1.0	1.0	0.668506666666667	0.984093333333333	0.882863333333333	1.0	1.0	1.0	0.50899	1.0	1.0	0.73939	0.750506666666667	1.0	0.67053	1.0	0.89624	1.0	0.40405	1.0	0.595403333333333	1.0	0.782286666666667	0.905323333333333	1.0	0.771843333333333	0.359913333333333	0.579013333333333	0.0274133333333333	1.0	1.0	0.56417	1.0	0.8209337192982457
