Unnamed: 0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	mean
CD8+ Tcm	1.0	1.0	0.826613333333333	0.92968	1.0	1.0	0.305376666666667	1.0	1.0	1.0	0.734203333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.195153333333333	1.0	1.0	1.0	1.0	0.560363333333333	1.0	1.0	1.0	0.208453333333333	1.0	1.0	1.0	0.425466666666667	1.0	1.0	0.86615	0.92527	0.653846666666667	0.762866666666667	0.859763333333333	0.14492	1.0	0.82369	1.0	0.40923	1.0	1.0	0.709126666666667	1.0	0.27295	1.0	1.0	1.0	0.214393333333333	1.0	1.0	0.434916666666667	0.8411351515151516
CD8+ Tem	0.321433333333333	1.0	1.0	1.0	0.5952	1.0	1.0	0.82912	1.0	1.0	1.0	0.42131	1.0	1.0	1.0	1.0	1.0	0.707143333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.579983333333333	1.0	1.0	1.0	0.27463	0.94991	1.0	1.0	0.37946	0.85443	1.0	0.01875	1.0	0.78941	1.0	1.0	1.0	0.779963333333333	1.0	1.0	1.0	0.9000135151515152
CD8+ naive T-cells	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.00305	0.0	0.0034066666666666	0.0	0.0	0.0	0.0	0.0	0.0086166666666667	0.00714	0.0044433333333333	1.0	0.0004766666666666	0.0	0.0	1.0	0.0	0.0	0.01638	0.0	0.0002133333333332	0.0	0.0	1.0	0.0	0.533446666666667	0.0	0.0007766666666666	1.0	0.0	0.0357533333333333	0.0	0.0	0.0	0.0	1.0	0.0	0.02205	0.0	0.0	0.0002166666666666	0.0	0.0	0.0624833333333333	0.0	0.0032133333333332	0.198976666666667	0.00949	0.1256387878787879
CLP	0.0	0.0012333333333333	0.0	0.27878	0.0048599999999999	0.0	0.0	0.08094	1.66666666666648e-05	0.0	0.0	0.0	0.262383333333333	0.0	0.0079166666666666	0.0	0.0	0.101766666666667	1.0	0.31921	0.0120333333333333	0.0	0.0832166666666667	0.0	0.298933333333333	0.45122	0.0	0.0	0.0095966666666667	0.0027766666666666	0.0	0.0356566666666667	0.0178433333333333	0.0	0.0	0.11214	0.0	0.0	0.0251533333333334	0.0	0.0	0.348583333333333	0.0	0.961586666666667	0.0013633333333333	0.0	0.0	0.0036766666666666	0.0	0.0	0.0637133333333333	0.0039266666666666	0.07935	0.0928133333333333	0.0	0.08473981818181815
CMP	0.346703333333333	1.0	1.0	0.73052	0.08747	0.16557	1.0	1.0	1.0	1.0	0.315666666666667	0.112736666666667	0.17644	1.0	0.170226666666667	0.12803	0.55173	1.0	0.0864766666666666	1.0	0.153463333333333	1.0	0.915113333333333	0.797816666666667	0.768893333333333	0.0622533333333334	1.0	1.0	0.20624	1.0	1.0	0.19711	0.108796666666667	0.631743333333333	0.37644	0.276513333333333	1.0	0.625753333333333	1.0	0.662	0.167453333333333	0.0488733333333333	1.0	0.112996666666667	1.0	1.0	0.828856666666667	0.36061	1.0	0.354276666666667	0.745616666666667	1.0	0.60842	1.0	0.15894	0.6189045454545454
Chondrocytes	0.312333333333333	1.0	0.0	0.0	0.170366666666667	0.0	0.0	0.0	0.15986	0.0165766666666667	1.0	0.0	0.0	0.01049	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01049	0.0115633333333334	0.0127766666666667	0.0	0.0	1.0	0.0	0.0	0.408646666666667	0.0	0.0	0.0	0.0	1.0	0.0061799999999999	1.0	1.0	1.0	1.0	0.0	0.0235333333333333	0.0	1.0	1.0	0.01252	0.0	0.0	0.0012933333333333	0.0	6.66666666671034e-06	0.0	0.0001799999999999	0.2210330303030303
Class-switched memory B-cells	0.0	0.0	0.03676	0.0350133333333333	0.0	0.437653333333333	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.00616	0.0	0.0	0.0055166666666666	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.485376666666667	0.0	0.0	1.0	0.0148066666666666	0.16986	0.0	0.0	0.0	0.0	0.0	0.0	0.60182	0.0	0.0	0.082	0.0943966666666667	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0399966666666667	1.0	0.18198836363636364
DC	0.0	0.295193333333333	0.0	0.101686666666667	0.0097866666666667	0.0604666666666667	0.538246666666667	0.01053	0.373743333333333	0.0131966666666666	0.160146666666667	0.01954	0.0429133333333334	0.06211	0.0	0.00221	0.02949	0.0	0.0046766666666666	0.0	0.0	0.0	0.0	0.0	0.31041	0.0036266666666666	0.0	0.843296666666667	1.0	0.12038	0.0	0.895193333333333	0.0	0.17964	0.0	0.0	0.0	0.0002433333333333	0.0	0.0	1.0	0.90888	0.0	0.54149	0.0	0.0	0.0128966666666667	0.0	0.0969066666666667	0.0711266666666667	0.0299233333333333	0.0	0.0	0.0	0.21459	0.14459163636363637
Endothelial cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002133333333332	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07273115151515151
Eosinophils	0.02976	0.400566666666667	0.0085066666666666	0.10844	0.120413333333333	0.2949	1.0	0.0491166666666667	1.0	0.142493333333333	0.62572	0.378706666666667	0.0510766666666667	0.101443333333333	1.0	0.542626666666667	0.760046666666667	0.0293099999999999	0.125993333333333	0.017	0.457	0.20982	0.158623333333333	0.314616666666667	0.11481	0.369726666666667	0.10263	0.36843	0.499666666666667	0.0391066666666666	0.17093	0.0979233333333334	0.224776666666667	0.2857	0.286656666666667	0.110696666666667	0.675383333333333	0.290306666666667	0.47895	0.09972	0.27046	0.11504	0.28979	0.137346666666667	4.66666666666393e-05	0.23036	0.245293333333333	0.391403333333333	0.31356	1.0	0.17783	0.06229	0.0546466666666666	0.0216766666666667	1.0	0.29911521212121217
Epithelial cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357373333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27019	0.029592060606060597
Erythrocytes	1.0	0.09539	1.0	1.0	1.0	1.0	0.0	0.0010333333333333	0.0104833333333333	0.0022266666666667	0.0292166666666667	1.0	1.0	0.136363333333333	0.430573333333333	0.322753333333333	0.0015033333333333	1.0	0.0001566666666666	0.0382166666666667	1.0	0.01447	1.0	0.0118933333333333	1.0	1.0	1.0	6.66666666671034e-06	0.0199266666666666	1.0	0.524186666666667	0.0578633333333334	1.0	0.0133233333333334	1.0	0.292406666666667	0.0060233333333333	0.0162099999999999	0.09539	0.0128866666666667	1.0	1.0	0.197673333333333	1.0	0.0212866666666667	0.0106066666666667	0.0324366666666667	1.0	0.00629	1.0	0.0243100000000001	0.598486666666667	0.889206666666667	1.0	1.0	0.48932363636363646
Fibroblasts	1.0	1.0	0.16238	0.0003199999999999	0.575523333333333	0.0	1.0	1.0	0.0038466666666666	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.336306666666667	0.0	1.0	0.0183866666666667	1.0	1.0	0.0	0.0	0.108216666666667	1.0	0.0	0.0045766666666666	1.0	0.23763	0.02819	0.0174166666666666	0.0	1.0	1.0	1.0	0.18348	1.0	1.0	0.0	0.0052966666666666	0.0	1.0	1.0	0.0	0.0030033333333333	0.0	0.211716666666667	0.26762	0.0	0.0	0.0	0.43934381818181817
GMP	0.956693333333333	1.0	1.0	0.735066666666667	1.0	0.322626666666667	0.60096	1.0	0.724173333333333	1.0	0.731853333333333	0.355616666666667	0.495656666666667	1.0	0.21303	0.274746666666667	0.331213333333333	1.0	0.893426666666667	1.0	0.0089833333333333	0.488846666666667	0.175393333333333	0.616516666666667	0.52614	0.178906666666667	0.708216666666667	1.0	1.0	0.815523333333333	0.257533333333333	1.0	0.424403333333333	1.0	0.713373333333333	0.677043333333333	0.48307	0.493193333333333	1.0	0.877066666666667	0.453246666666667	0.524303333333333	0.678956666666667	0.544106666666667	0.638083333333333	1.0	0.597053333333333	0.281276666666667	0.83367	0.134616666666667	0.802993333333333	0.462583333333333	0.62716	0.885153333333333	0.129726666666667	0.6485855151515154
HSC	0.208736666666667	0.717733333333333	0.187916666666667	0.0649166666666666	1.0	0.0	0.617653333333333	0.225946666666667	0.446503333333333	0.937213333333333	1.0	0.0	0.0004833333333332	0.454446666666667	0.252926666666667	0.0	1.0	0.0592966666666667	0.28305	0.06276	0.0	0.0081966666666666	0.0	0.0606	0.499046666666667	0.130883333333333	0.0	0.114043333333333	1.0	0.0132866666666667	0.0040366666666666	0.47058	0.18717	0.205703333333333	0.0	1.0	0.747623333333333	1.0	0.685736666666667	0.33467	0.439933333333333	1.0	0.0	0.47403	0.0287333333333334	1.0	0.515946666666667	0.109536666666667	0.0035066666666666	0.13857	0.445423333333333	1.0	0.185253333333333	0.117566666666667	0.01009	0.35363181818181827
Hepatocytes	0.0	0.0	0.0	0.0	0.0	0.0	0.0280166666666667	0.0059933333333332	0.0	0.319603333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0014033333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049233333333332	0.0	0.0	0.0	0.385976666666667	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0315	1.0	0.0	0.236296666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.311336666666667	0.0	0.0968190909090909
Keratinocytes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0458633333333334	0.01901569696969697
MEP	0.0018399999999999	0.0924033333333333	0.11342	1.0	0.10168	1.0	0.137003333333333	0.297883333333333	0.13812	0.0127766666666667	0.0840033333333333	0.0612466666666667	1.0	0.0	1.0	1.0	0.0658300000000001	1.0	1.0	0.120333333333333	1.0	0.36847	1.0	0.0	1.0	1.0	1.0	0.123503333333333	0.0236466666666667	1.0	1.0	0.09604	0.242373333333333	0.1446	1.0	1.0	0.0175466666666667	0.0797333333333333	1.0	0.315643333333333	0.1446	1.0	1.0	1.0	0.0979100000000001	0.0088366666666667	0.148233333333333	1.0	0.161046666666667	0.181556666666667	1.0	0.357633333333333	1.0	1.0	1.0	0.5225075151515152
MPP	0.0097933333333333	1.0	0.60047	1.0	0.463753333333333	1.0	1.0	1.0	0.853483333333333	1.0	0.695006666666667	0.343036666666667	1.0	0.88167	0.50607	1.0	0.959213333333333	0.03818	0.77397	0.3885	0.73057	1.0	1.0	0.381306666666667	1.0	0.806563333333333	0.0898766666666667	1.0	1.0	1.0	1.0	1.0	0.804806666666667	1.0	0.12804	0.33464	0.375336666666667	0.897356666666667	0.294533333333333	0.657876666666667	1.0	1.0	0.378566666666667	1.0	1.0	0.415166666666667	0.719533333333333	0.562086666666667	1.0	0.80819	1.0	0.07255	1.0	0.373016666666667	0.834136666666667	0.7304963636363634
MSC	0.0	0.00034	0.0654966666666666	0.686163333333333	0.0	0.161706666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.108426666666667	0.0	0.0110833333333333	0.173056666666667	0.0240433333333333	1.0	0.0243233333333334	0.0	0.0006966666666666	0.00072	1.0	0.0	0.0	0.0073733333333333	0.0	0.0	0.0	0.0465100000000001	1.0	0.0	0.09305	0.0	0.12002	0.0	0.0	0.15812	0.182193333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067199999999999	7.9999999999969e-05	0.0	0.0	0.0	0.18643	0.0291733333333334	0.09246775757575756
Macrophages	0.0	1.0	0.03799	1.0	0.545293333333333	0.0376533333333333	0.0235300000000001	0.02489	0.0256466666666667	0.0247933333333333	0.0250166666666667	1.0	1.0	0.0014933333333333	0.0001566666666666	0.132053333333333	0.05179	0.0100233333333334	0.33575	0.05744	0.0024166666666666	0.684143333333333	0.0548966666666667	0.0	0.306603333333333	0.384143333333333	0.117483333333333	0.00905	0.287203333333333	0.03944	0.210213333333333	0.15526	0.2238	0.0125866666666666	0.0372066666666667	8.33333333333242e-05	0.0	0.0470566666666666	0.261366666666667	0.0339866666666667	0.0445733333333334	0.430696666666667	0.0	0.751896666666667	0.865186666666667	0.154546666666667	0.0002033333333333	0.07326	0.00905	0.0079033333333333	0.0316333333333333	0.67547	0.0601033333333333	0.0880366666666667	0.0474233333333334	0.2080080606060607
Macrophages M1	0.0	1.0	1.0	1.0	0.699	0.422486666666667	0.659436666666667	1.0	0.69228	0.54278	1.0	0.825296666666667	1.0	1.0	0.152716666666667	0.17188	0.987493333333333	0.0	0.877113333333333	0.397456666666667	0.0	1.0	0.37831	0.00173	0.293573333333333	0.05153	0.112516666666667	0.114603333333333	0.41229	1.0	1.0	0.12103	1.0	0.0169733333333333	0.110396666666667	0.0002433333333333	0.0092033333333333	1.0	0.646693333333333	0.218806666666667	1.0	1.0	0.0197066666666667	0.732756666666667	1.0	0.0929233333333334	0.0012433333333333	0.12318	0.336816666666667	0.02884	0.502926666666667	0.924773333333333	1.0	0.06697	1.0	0.5226541212121213
Macrophages M2	0.0	0.0494466666666666	0.0	1.0	0.0005433333333333	0.0383333333333333	0.0	0.0	0.0	0.0	0.0	0.314993333333333	0.400093333333333	0.0	0.0	0.120583333333333	0.0003066666666666	0.0732633333333333	0.877393333333333	0.0257733333333333	0.0042633333333332	0.185903333333333	0.28353	0.0	1.0	0.420466666666667	0.04527	0.0	0.0441233333333333	0.0	0.05065	0.0383333333333333	0.0781166666666666	0.0185	0.10421	0.0	0.0	0.0039433333333333	1.0	0.0032799999999999	0.0	0.0032799999999999	0.0	0.122976666666667	0.856303333333333	0.0042633333333332	0.0008099999999999	0.299643333333333	0.0	0.0	0.0	0.1165	0.0	0.01244	0.0066366666666666	0.13825769696969692
Mast cells	0.35192	0.0	0.109203333333333	0.0	0.0023966666666667	0.0014666666666666	0.0	0.0072766666666667	0.0062633333333332	6.33333333333042e-05	0.0	0.00029	0.0	0.0055966666666666	0.0	0.0	0.0	0.264666666666667	0.0	0.382976666666667	0.0062633333333332	0.0	0.0051666666666666	0.269616666666667	1.66666666666648e-05	0.0	0.0018233333333332	0.0345933333333334	0.0	0.0	0.0006899999999999	0.0001766666666667	0.0	0.0	0.0	7.00000000000145e-05	0.0	0.0	0.0	0.0038466666666666	0.0	0.0	0.0575599999999999	0.0	0.0105133333333334	1.0	0.0	0.0	0.376463333333333	0.0	0.0007633333333333	0.0	0.0	0.0152833333333333	0.0	0.052999393939393936
Megakaryocytes	1.0	0.223533333333333	0.629783333333333	0.174373333333333	0.691963333333333	0.0075366666666666	1.0	0.972013333333333	0.958206666666667	1.0	0.369146666666667	1.0	0.185366666666667	1.0	0.0274433333333334	0.39196	1.0	0.3146	1.0	1.0	0.0143166666666666	0.315963333333333	0.15433	0.92701	0.0312733333333334	0.30521	0.220186666666667	0.443096666666667	0.102846666666667	0.0259733333333333	0.0932433333333333	0.29058	0.242726666666667	0.641216666666667	0.151393333333333	0.0701166666666667	1.0	1.0	0.223533333333333	0.252106666666667	0.0045833333333333	0.0003366666666666	0.699693333333333	0.280283333333333	0.248526666666667	1.0	0.10813	0.16033	0.0	0.425526666666667	0.184413333333333	1.0	0.137126666666667	0.07452	0.0	0.43226399999999987
Melanocytes	0.400646666666667	0.16947	0.0031299999999999	0.0	0.0302	0.901533333333333	0.464566666666667	0.0	0.815246666666667	0.0	0.0	0.945293333333333	0.0013166666666666	0.0	0.973313333333333	0.819796666666667	0.0	0.0009266666666666	0.0504833333333333	0.0104633333333334	0.744316666666667	0.0601666666666667	0.905486666666667	0.0	0.439666666666667	0.20212	1.0	0.391293333333333	0.0096466666666666	1.0	0.0	0.0207666666666667	0.0	0.0046933333333333	0.0029099999999999	0.0	0.643916666666667	0.229633333333333	0.0	0.136933333333333	0.79222	0.0	0.0	0.0056833333333333	0.59766	0.0	0.654193333333333	0.0006066666666666	0.602653333333333	1.0	0.0	0.110173333333333	0.0	0.123256666666667	1.0	0.2957160606060606
Memory B-cells	0.0001766666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0660933333333333	1.0	1.0	1.0	1.0	1.0	0.07154	1.0	1.0	0.0	1.0	0.0006599999999999	0.00282	1.0	1.0	1.0	1.0	1.0	0.0001366666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00355	0.723253333333333	1.0	1.0	0.0562166666666667	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0013266666666667	1.0	1.0	1.0	0.0016199999999999	1.0	1.0	1.0	0.7804980606060606
Mesangial cells	0.02019	0.0	1.0	0.0	1.0	0.0748933333333334	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0617033333333333	1.0	0.768986666666667	0.26526	0.0	0.178516666666667	0.111756666666667	0.0	0.397796666666667	0.0	1.0	1.0	1.0	0.102613333333333	0.58762	1.0	0.0	0.0093666666666666	0.124453333333333	0.0730433333333333	1.0	0.0	0.01228	1.0	1.0	0.0	0.0514666666666667	1.0	0.0018599999999999	0.0	0.137956666666667	0.94811	0.0364966666666666	1.0	1.0	0.0150633333333333	1.0	0.0679033333333333	0.04293	0.127106666666667	0.0	1.0	0.45849769696969694
Monocytes	1.0	1.0	1.0	1.0	1.0	0.349473333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.333073333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.250856666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.363093333333333	0.805053333333333	0.531363333333333	1.0	1.0	1.0	1.0	1.0	0.141263333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.306736666666667	1.0	0.9105620606060606
Myocytes	1.0	0.5359	1.0	0.0228733333333333	1.0	0.0	0.0196033333333333	1.0	0.0	0.80339	0.0368133333333334	0.0159966666666667	0.0	1.0	0.0	0.0	0.107653333333333	0.0	0.07823	1.0	0.0	0.154996666666667	1.0	1.0	0.0	0.166623333333333	1.0	0.390523333333333	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.28364	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.723786666666667	1.0	1.0	1.0	0.0739933333333334	0.0	0.0	0.515456666666667	0.69833	0.0571333333333334	0.0512066666666666	0.0	0.46792999999999985
NK cells	1.0	0.781046666666667	1.0	0.84117	1.0	1.0	0.428166666666667	1.0	1.0	0.782863333333333	0.614236666666667	1.0	0.903243333333333	0.919056666666667	1.0	0.84527	0.781046666666667	1.0	0.95906	1.0	1.0	1.0	0.489296666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.483946666666667	1.0	0.696223333333333	1.0	1.0	1.0	0.730376666666667	0.413463333333333	0.293966666666667	1.0	0.703936666666667	1.0	1.0	1.0	1.0	0.589433333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.160416666666667	0.880294909090909
