driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.2
EIF2S2;3.0;16.0;16.0;3.0;3.0;16.0
EIF2S3;2.0;14.0;14.0;2.0;2.0;14.0
EIF3A;1.0;13.0;13.0;1.0;1.0;13.0
EIF3B;3.0;16.0;16.0;3.0;3.0;16.0
EIF3C;2.0;7.0;7.0;2.0;2.0;7.0
EIF3D;3.0;13.0;13.0;3.0;3.0;13.0
EIF3E;2.0;11.0;11.0;2.0;2.0;11.0
EIF3F;3.0;7.0;7.0;3.0;3.0;7.0
EIF3G;3.0;12.0;12.0;3.0;3.0;12.0
EIF3H;3.0;13.0;13.0;3.0;3.0;13.0
EIF3I;3.0;9.0;9.0;3.0;3.0;9.0
EIF3J;2.0;12.0;12.0;2.0;2.0;12.0
EIF3K;0.0;6.0;6.0;0.0;0.0;6.0
EIF4A1;1.0;11.0;11.0;1.0;1.0;11.0
EIF4A3;2.0;14.0;14.0;2.0;2.0;14.0
EIF4B;1.0;4.0;4.0;1.0;1.0;4.0
EIF4E;2.0;10.0;10.0;2.0;2.0;10.0
EIF4E1B;0.0;1.0;1.0;0.0;0.0;1.0
EIF4E2;1.0;4.0;4.0;1.0;1.0;4.0
EIF4EBP1;2.0;6.0;6.0;2.0;2.0;6.0
EIF4EBP3;0.0;1.0;1.0;0.0;0.0;1.0
EIF4G1;2.0;9.0;9.0;2.0;2.0;9.0
EIF4G2;1.0;1.0;1.0;1.0;1.0;1.0
EIF4G3;2.0;5.0;5.0;2.0;2.0;5.0
EIF4H;0.0;7.0;7.0;0.0;0.0;7.0
EIF5;2.0;8.0;8.0;2.0;2.0;8.0
EIF5A;2.0;6.0;6.0;2.0;2.0;6.0
EIF5A2;3.0;5.0;5.0;3.0;3.0;5.0
EIF5B;3.0;10.0;10.0;3.0;3.0;10.0
EIF6;0.0;2.0;2.0;0.0;0.0;2.0
ELANE;1.0;6.0;6.0;1.0;1.0;6.0
ELAVL1;2.0;10.0;10.0;2.0;2.0;10.0
ELAVL2;0.0;1.0;1.0;0.0;0.0;1.0
ELAVL3;3.0;16.0;16.0;3.0;3.0;16.0
ELAVL4;3.0;21.0;21.0;3.0;3.0;21.0
ELF1;0.0;3.0;3.0;0.0;0.0;3.0
ELF2;0.0;2.0;2.0;0.0;0.0;2.0
ELF3;0.0;3.0;3.0;0.0;0.0;3.0
ELK1;1.0;4.0;4.0;1.0;1.0;4.0
ELK3;0.0;1.0;1.0;0.0;0.0;1.0
ELL;0.0;12.0;12.0;0.0;0.0;12.0
ELL2;0.0;2.0;2.0;0.0;0.0;2.0
ELN;0.0;5.0;5.0;0.0;0.0;5.0
EMILIN1;0.0;7.0;7.0;0.0;0.0;7.0
EMILIN2;0.0;1.0;1.0;0.0;0.0;1.0
EMP3;0.0;1.0;1.0;0.0;0.0;1.0
EN1;0.0;1.0;1.0;0.0;0.0;1.0
ENO1;1.0;2.0;2.0;1.0;1.0;2.0
ENO2;1.0;2.0;2.0;1.0;1.0;2.0
ENPP1;3.0;4.0;4.0;3.0;3.0;4.0
EOMES;0.0;1.0;1.0;0.0;0.0;1.0
EP400;1.0;6.0;6.0;1.0;1.0;6.0
EPAS1;3.0;23.0;23.0;3.0;3.0;23.0
EPB41;1.0;5.0;5.0;1.0;1.0;5.0
EPB41L3;3.0;7.0;7.0;3.0;3.0;7.0
EPB42;0.0;2.0;2.0;0.0;0.0;2.0
EPC1;0.0;1.0;1.0;0.0;0.0;1.0
EPC2;1.0;2.0;2.0;1.0;1.0;2.0
EPHA1;0.0;3.0;3.0;0.0;0.0;3.0
EPHA2;1.0;10.0;10.0;1.0;1.0;10.0
EPHA3;0.0;8.0;8.0;0.0;0.0;8.0
EPHA4;0.0;3.0;3.0;0.0;0.0;3.0
EPHA5;2.0;13.0;13.0;2.0;2.0;13.0
EPHA7;0.0;14.0;14.0;0.0;0.0;14.0
EPHA8;1.0;0.0;0.0;1.0;1.0;0.0
EPHB1;1.0;4.0;4.0;1.0;1.0;4.0
EPHB2;1.0;2.0;2.0;1.0;1.0;2.0
EPHB3;1.0;0.0;0.0;1.0;1.0;0.0
EPHB4;2.0;2.0;2.0;2.0;2.0;2.0
EPHB6;0.0;3.0;3.0;0.0;0.0;3.0
EPN1;1.0;2.0;2.0;1.0;1.0;2.0
EPO;0.0;2.0;2.0;0.0;0.0;2.0
EPOR;2.0;5.0;5.0;2.0;2.0;5.0
EPRS;2.0;5.0;5.0;2.0;2.0;5.0
EPS15;1.0;14.0;14.0;1.0;1.0;14.0
EPS15L1;2.0;3.0;3.0;2.0;2.0;3.0
EPS8;3.0;7.0;7.0;3.0;3.0;7.0
EPX;0.0;1.0;1.0;0.0;0.0;1.0
ERBB2;2.0;3.0;3.0;2.0;2.0;3.0
ERBB3;1.0;14.0;14.0;1.0;1.0;14.0
ERBB4;3.0;17.0;17.0;3.0;3.0;17.0
ERC1;0.0;2.0;2.0;0.0;0.0;2.0
ERCC2;3.0;20.0;20.0;3.0;3.0;20.0
ERCC3;3.0;8.0;8.0;3.0;3.0;8.0
ERCC4;1.0;2.0;2.0;1.0;1.0;2.0
ERCC5;1.0;5.0;5.0;1.0;1.0;5.0
ERCC6;1.0;1.0;1.0;1.0;1.0;1.0
ERCC8;1.0;4.0;4.0;1.0;1.0;4.0
ERG;2.0;14.0;14.0;2.0;2.0;14.0
ERGIC1;1.0;0.0;0.0;1.0;1.0;0.0
ERGIC3;0.0;1.0;1.0;0.0;0.0;1.0
ERH;1.0;4.0;4.0;1.0;1.0;4.0
ERN1;0.0;1.0;1.0;0.0;0.0;1.0
ESPL1;0.0;1.0;1.0;0.0;0.0;1.0
ESR1;1.0;17.0;17.0;1.0;1.0;17.0
ESR2;0.0;12.0;12.0;0.0;0.0;12.0
ESRRA;0.0;5.0;5.0;0.0;0.0;5.0
ESRRB;0.0;1.0;1.0;0.0;0.0;1.0
ESRRG;0.0;1.0;1.0;0.0;0.0;1.0
ETF1;1.0;9.0;9.0;1.0;1.0;9.0
ETFA;1.0;4.0;4.0;1.0;1.0;4.0
ETFB;2.0;10.0;10.0;2.0;2.0;10.0
ETFDH;2.0;9.0;9.0;2.0;2.0;9.0
ETS1;3.0;18.0;18.0;3.0;3.0;18.0
ETS2;2.0;15.0;15.0;2.0;2.0;15.0
ETV1;0.0;3.0;3.0;0.0;0.0;3.0
ETV3;0.0;3.0;3.0;0.0;0.0;3.0
ETV4;3.0;23.0;23.0;3.0;3.0;23.0
ETV6;0.0;2.0;2.0;0.0;0.0;2.0
EVI2B;0.0;8.0;8.0;0.0;0.0;8.0
EVX1;0.0;4.0;4.0;0.0;0.0;4.0
EVX2;0.0;3.0;3.0;0.0;0.0;3.0
EWSR1;2.0;15.0;15.0;2.0;2.0;15.0
EXO1;0.0;2.0;2.0;0.0;0.0;2.0
EXOC1;2.0;1.0;1.0;2.0;2.0;1.0
EXOC3;1.0;4.0;4.0;1.0;1.0;4.0
EXOC4;1.0;3.0;3.0;1.0;1.0;3.0
EXOC5;1.0;0.0;0.0;1.0;1.0;0.0
EXOC6;1.0;3.0;3.0;1.0;1.0;3.0
EXOC7;2.0;1.0;1.0;2.0;2.0;1.0
EXOC8;2.0;7.0;7.0;2.0;2.0;7.0
EXOSC1;3.0;6.0;6.0;3.0;3.0;6.0
EXOSC10;1.0;4.0;4.0;1.0;1.0;4.0
EXOSC2;1.0;16.0;16.0;1.0;1.0;16.0
EXOSC3;2.0;11.0;11.0;2.0;2.0;11.0
EXOSC5;3.0;16.0;16.0;3.0;3.0;16.0
EXOSC7;2.0;14.0;14.0;2.0;2.0;14.0
EXOSC8;3.0;11.0;11.0;3.0;3.0;11.0
EXOSC9;0.0;3.0;3.0;0.0;0.0;3.0
EXT1;1.0;13.0;13.0;1.0;1.0;13.0
EXT2;1.0;3.0;3.0;1.0;1.0;3.0
EXTL1;0.0;1.0;1.0;0.0;0.0;1.0
EYA1;0.0;1.0;1.0;0.0;0.0;1.0
EYA2;2.0;5.0;5.0;2.0;2.0;5.0
EYA3;1.0;2.0;2.0;1.0;1.0;2.0
EYA4;0.0;1.0;1.0;0.0;0.0;1.0
EZH1;1.0;4.0;4.0;1.0;1.0;4.0
EZH2;2.0;11.0;11.0;2.0;2.0;11.0
EZR;2.0;14.0;14.0;2.0;2.0;14.0
F10;1.0;3.0;3.0;1.0;1.0;3.0
F11R;3.0;3.0;3.0;3.0;3.0;3.0
F12;1.0;2.0;2.0;1.0;1.0;2.0
F13A1;0.0;3.0;3.0;0.0;0.0;3.0
F2;1.0;2.0;2.0;1.0;1.0;2.0
F2R;0.0;11.0;11.0;0.0;0.0;11.0
F2RL1;2.0;13.0;13.0;2.0;2.0;13.0
F2RL3;2.0;8.0;8.0;2.0;2.0;8.0
F3;1.0;2.0;2.0;1.0;1.0;2.0
F7;1.0;0.0;0.0;1.0;1.0;0.0
F8;1.0;6.0;6.0;1.0;1.0;6.0
F9;0.0;2.0;2.0;0.0;0.0;2.0
FABP1;3.0;11.0;11.0;3.0;3.0;11.0
FABP2;0.0;2.0;2.0;0.0;0.0;2.0
FABP4;0.0;5.0;5.0;0.0;0.0;5.0
FABP6;2.0;9.0;9.0;2.0;2.0;9.0
FADD;1.0;7.0;7.0;1.0;1.0;7.0
FAF1;0.0;1.0;1.0;0.0;0.0;1.0
FANCA;2.0;6.0;6.0;2.0;2.0;6.0
FANCC;2.0;2.0;2.0;2.0;2.0;2.0
FANCD2;2.0;11.0;11.0;2.0;2.0;11.0
FANCE;0.0;4.0;4.0;0.0;0.0;4.0
FANCG;2.0;12.0;12.0;2.0;2.0;12.0
FANCL;0.0;2.0;2.0;0.0;0.0;2.0
FAR1;0.0;3.0;3.0;0.0;0.0;3.0
FAR2;1.0;0.0;0.0;1.0;1.0;0.0
FARSA;2.0;4.0;4.0;2.0;2.0;4.0
FARSB;0.0;6.0;6.0;0.0;0.0;6.0
FAS;2.0;16.0;16.0;2.0;2.0;16.0
FASLG;2.0;11.0;11.0;2.0;2.0;11.0
FASN;1.0;2.0;2.0;1.0;1.0;2.0
FAT1;1.0;3.0;3.0;1.0;1.0;3.0
FAT2;2.0;5.0;5.0;2.0;2.0;5.0
FAU;2.0;6.0;6.0;2.0;2.0;6.0
FBL;3.0;10.0;10.0;3.0;3.0;10.0
FBLIM1;0.0;1.0;1.0;0.0;0.0;1.0
FBLN1;2.0;16.0;16.0;2.0;2.0;16.0
FBLN2;0.0;6.0;6.0;0.0;0.0;6.0
FBLN5;0.0;3.0;3.0;0.0;0.0;3.0
FBN1;3.0;14.0;14.0;3.0;3.0;14.0
FBN2;1.0;0.0;0.0;1.0;1.0;0.0
FBXO2;0.0;1.0;1.0;0.0;0.0;1.0
FBXO32;0.0;5.0;5.0;0.0;0.0;5.0
FBXO5;3.0;11.0;11.0;3.0;3.0;11.0
FBXW11;2.0;2.0;2.0;2.0;2.0;2.0
FBXW7;1.0;1.0;1.0;1.0;1.0;1.0
FBXW8;0.0;2.0;2.0;0.0;0.0;2.0
FCAR;0.0;2.0;2.0;0.0;0.0;2.0
FCER1A;2.0;17.0;17.0;2.0;2.0;17.0
FCER1G;1.0;4.0;4.0;1.0;1.0;4.0
FCER2;0.0;3.0;3.0;0.0;0.0;3.0
FCGR1A;0.0;4.0;4.0;0.0;0.0;4.0
FCGR2A;0.0;6.0;6.0;0.0;0.0;6.0
FCGR3A;0.0;1.0;1.0;0.0;0.0;1.0
FCGR3B;1.0;6.0;6.0;1.0;1.0;6.0
FCGRT;0.0;3.0;3.0;0.0;0.0;3.0
FDX1;3.0;9.0;9.0;3.0;3.0;9.0
FDXR;0.0;1.0;1.0;0.0;0.0;1.0
FECH;2.0;14.0;14.0;2.0;2.0;14.0
FEN1;1.0;9.0;9.0;1.0;1.0;9.0
FER;0.0;1.0;1.0;0.0;0.0;1.0
FERMT2;0.0;14.0;14.0;0.0;0.0;14.0
FES;0.0;5.0;5.0;0.0;0.0;5.0
FEZ1;0.0;12.0;12.0;0.0;0.0;12.0
FGA;1.0;0.0;0.0;1.0;1.0;0.0
FGB;0.0;2.0;2.0;0.0;0.0;2.0
FGD3;0.0;1.0;1.0;0.0;0.0;1.0
FGF1;0.0;10.0;10.0;0.0;0.0;10.0
FGF10;0.0;15.0;15.0;0.0;0.0;15.0
FGF11;0.0;1.0;1.0;0.0;0.0;1.0
FGF12;0.0;2.0;2.0;0.0;0.0;2.0
FGF13;0.0;2.0;2.0;0.0;0.0;2.0
FGF16;0.0;11.0;11.0;0.0;0.0;11.0
FGF18;0.0;1.0;1.0;0.0;0.0;1.0
FGF19;0.0;1.0;1.0;0.0;0.0;1.0
FGF2;0.0;8.0;8.0;0.0;0.0;8.0
FGF23;0.0;1.0;1.0;0.0;0.0;1.0
FGF4;0.0;4.0;4.0;0.0;0.0;4.0
FGF5;0.0;2.0;2.0;0.0;0.0;2.0
FGF6;1.0;4.0;4.0;1.0;1.0;4.0
FGF7;0.0;7.0;7.0;0.0;0.0;7.0
FGF8;0.0;1.0;1.0;0.0;0.0;1.0
FGF9;0.0;3.0;3.0;0.0;0.0;3.0
FGFR1;3.0;18.0;18.0;3.0;3.0;18.0
FGFR1OP;0.0;4.0;4.0;0.0;0.0;4.0
FGFR2;2.0;13.0;13.0;2.0;2.0;13.0
FGFR3;1.0;1.0;1.0;1.0;1.0;1.0
FGR;2.0;11.0;11.0;2.0;2.0;11.0
FHL1;2.0;8.0;8.0;2.0;2.0;8.0
FHL2;1.0;6.0;6.0;1.0;1.0;6.0
FHL3;2.0;0.0;0.0;2.0;2.0;0.0
FHL5;0.0;9.0;9.0;0.0;0.0;9.0
FIBP;0.0;1.0;1.0;0.0;0.0;1.0
FKBP4;0.0;1.0;1.0;0.0;0.0;1.0
FKBP5;1.0;9.0;9.0;1.0;1.0;9.0
FKBP8;1.0;0.0;0.0;1.0;1.0;0.0
FLI1;1.0;16.0;16.0;1.0;1.0;16.0
FLII;0.0;1.0;1.0;0.0;0.0;1.0
FLNA;2.0;14.0;14.0;2.0;2.0;14.0
FLNB;3.0;16.0;16.0;3.0;3.0;16.0
FLNC;1.0;17.0;17.0;1.0;1.0;17.0
FLT1;2.0;9.0;9.0;2.0;2.0;9.0
FLT3;0.0;1.0;1.0;0.0;0.0;1.0
FLT4;1.0;7.0;7.0;1.0;1.0;7.0
FMN2;0.0;1.0;1.0;0.0;0.0;1.0
FMNL1;0.0;1.0;1.0;0.0;0.0;1.0
FMR1;0.0;3.0;3.0;0.0;0.0;3.0
FN1;2.0;17.0;17.0;2.0;2.0;17.0
FNBP1;2.0;13.0;13.0;2.0;2.0;13.0
FNTA;1.0;1.0;1.0;1.0;1.0;1.0
FNTB;1.0;0.0;0.0;1.0;1.0;0.0
FOS;2.0;17.0;17.0;2.0;2.0;17.0
FOSB;2.0;4.0;4.0;2.0;2.0;4.0
FOSL2;1.0;1.0;1.0;1.0;1.0;1.0
FOXA1;3.0;5.0;5.0;3.0;3.0;5.0
FOXA2;3.0;16.0;16.0;3.0;3.0;16.0
FOXD3;0.0;1.0;1.0;0.0;0.0;1.0
FOXE1;1.0;0.0;0.0;1.0;1.0;0.0
FOXF1;0.0;1.0;1.0;0.0;0.0;1.0
FOXF2;0.0;4.0;4.0;0.0;0.0;4.0
FOXG1;0.0;2.0;2.0;0.0;0.0;2.0
FOXH1;0.0;4.0;4.0;0.0;0.0;4.0
FOXJ3;0.0;2.0;2.0;0.0;0.0;2.0
FOXM1;0.0;4.0;4.0;0.0;0.0;4.0
FOXO1;3.0;14.0;14.0;3.0;3.0;14.0
FOXO3;1.0;5.0;5.0;1.0;1.0;5.0
FOXO4;1.0;13.0;13.0;1.0;1.0;13.0
FOXP1;0.0;2.0;2.0;0.0;0.0;2.0
FOXP2;1.0;9.0;9.0;1.0;1.0;9.0
FOXP4;0.0;4.0;4.0;0.0;0.0;4.0
FPR1;0.0;2.0;2.0;0.0;0.0;2.0
FPR2;0.0;4.0;4.0;0.0;0.0;4.0
FPR3;1.0;1.0;1.0;1.0;1.0;1.0
FRAT1;0.0;4.0;4.0;0.0;0.0;4.0
FRAT2;1.0;0.0;0.0;1.0;1.0;0.0
FRK;1.0;0.0;0.0;1.0;1.0;0.0
FRS2;2.0;2.0;2.0;2.0;2.0;2.0
FRS3;2.0;5.0;5.0;2.0;2.0;5.0
FRY;0.0;1.0;1.0;0.0;0.0;1.0
FRZB;0.0;3.0;3.0;0.0;0.0;3.0
FSHR;1.0;1.0;1.0;1.0;1.0;1.0
FST;0.0;10.0;10.0;0.0;0.0;10.0
FSTL1;0.0;3.0;3.0;0.0;0.0;3.0
FTH1;1.0;7.0;7.0;1.0;1.0;7.0
FTSJ1;3.0;11.0;11.0;3.0;3.0;11.0
FUBP1;1.0;9.0;9.0;1.0;1.0;9.0
FURIN;1.0;1.0;1.0;1.0;1.0;1.0
FUS;2.0;13.0;13.0;2.0;2.0;13.0
FXR1;1.0;2.0;2.0;1.0;1.0;2.0
FXR2;0.0;2.0;2.0;0.0;0.0;2.0
FXYD1;1.0;8.0;8.0;1.0;1.0;8.0
FYB;0.0;2.0;2.0;0.0;0.0;2.0
FYN;3.0;13.0;13.0;3.0;3.0;13.0
FZD1;1.0;13.0;13.0;1.0;1.0;13.0
FZD10;0.0;2.0;2.0;0.0;0.0;2.0
FZD2;0.0;1.0;1.0;0.0;0.0;1.0
FZD3;0.0;1.0;1.0;0.0;0.0;1.0
FZD4;1.0;11.0;11.0;1.0;1.0;11.0
FZD5;3.0;13.0;13.0;3.0;3.0;13.0
FZD6;1.0;3.0;3.0;1.0;1.0;3.0
FZD7;0.0;11.0;11.0;0.0;0.0;11.0
FZD9;1.0;0.0;0.0;1.0;1.0;0.0
FZR1;3.0;16.0;16.0;3.0;3.0;16.0
G3BP1;2.0;5.0;5.0;2.0;2.0;5.0
G3BP2;0.0;1.0;1.0;0.0;0.0;1.0
G6PC;2.0;9.0;9.0;2.0;2.0;9.0
G6PC2;1.0;2.0;2.0;1.0;1.0;2.0
GAB1;3.0;18.0;18.0;3.0;3.0;18.0
GAB2;1.0;7.0;7.0;1.0;1.0;7.0
GAB3;0.0;4.0;4.0;0.0;0.0;4.0
GABARAP;2.0;20.0;20.0;2.0;2.0;20.0
GABARAPL2;2.0;4.0;4.0;2.0;2.0;4.0
GABBR1;1.0;2.0;2.0;1.0;1.0;2.0
GABPA;0.0;1.0;1.0;0.0;0.0;1.0
GABPB1;1.0;3.0;3.0;1.0;1.0;3.0
GABRA1;0.0;8.0;8.0;0.0;0.0;8.0
GABRA2;1.0;5.0;5.0;1.0;1.0;5.0
GABRA3;0.0;1.0;1.0;0.0;0.0;1.0
GABRA4;1.0;2.0;2.0;1.0;1.0;2.0
GABRA5;0.0;3.0;3.0;0.0;0.0;3.0
GABRA6;0.0;1.0;1.0;0.0;0.0;1.0
GABRB1;0.0;1.0;1.0;0.0;0.0;1.0
GABRB2;0.0;6.0;6.0;0.0;0.0;6.0
GABRB3;1.0;3.0;3.0;1.0;1.0;3.0
GABRG1;1.0;8.0;8.0;1.0;1.0;8.0
GABRG2;2.0;20.0;20.0;2.0;2.0;20.0
GABRG3;0.0;4.0;4.0;0.0;0.0;4.0
GABRQ;0.0;3.0;3.0;0.0;0.0;3.0
GABRR1;0.0;1.0;1.0;0.0;0.0;1.0
GAD1;0.0;1.0;1.0;0.0;0.0;1.0
GADD45A;2.0;8.0;8.0;2.0;2.0;8.0
GADD45B;1.0;8.0;8.0;1.0;1.0;8.0
GADD45G;0.0;1.0;1.0;0.0;0.0;1.0
GAL;0.0;1.0;1.0;0.0;0.0;1.0
GALNS;1.0;5.0;5.0;1.0;1.0;5.0
GALR1;0.0;4.0;4.0;0.0;0.0;4.0
GALR2;0.0;3.0;3.0;0.0;0.0;3.0
GAPDH;1.0;2.0;2.0;1.0;1.0;2.0
GAPDHS;0.0;3.0;3.0;0.0;0.0;3.0
GARS;3.0;4.0;4.0;3.0;3.0;4.0
GAS1;0.0;4.0;4.0;0.0;0.0;4.0
GAS2;1.0;1.0;1.0;1.0;1.0;1.0
GATA1;1.0;10.0;10.0;1.0;1.0;10.0
GATA2;0.0;1.0;1.0;0.0;0.0;1.0
GATA3;0.0;6.0;6.0;0.0;0.0;6.0
GATA4;0.0;1.0;1.0;0.0;0.0;1.0
GATA6;0.0;1.0;1.0;0.0;0.0;1.0
GATAD2A;0.0;5.0;5.0;0.0;0.0;5.0
GATAD2B;0.0;4.0;4.0;0.0;0.0;4.0
GBA;2.0;3.0;3.0;2.0;2.0;3.0
GBF1;0.0;2.0;2.0;0.0;0.0;2.0
GBX2;0.0;1.0;1.0;0.0;0.0;1.0
GC;1.0;4.0;4.0;1.0;1.0;4.0
GCA;0.0;4.0;4.0;0.0;0.0;4.0
GCDH;2.0;3.0;3.0;2.0;2.0;3.0
GCG;1.0;17.0;17.0;1.0;1.0;17.0
GCGR;0.0;4.0;4.0;0.0;0.0;4.0
GCH1;0.0;2.0;2.0;0.0;0.0;2.0
GCHFR;0.0;1.0;1.0;0.0;0.0;1.0
GCK;1.0;14.0;14.0;1.0;1.0;14.0
GCLC;1.0;1.0;1.0;1.0;1.0;1.0
GCLM;0.0;1.0;1.0;0.0;0.0;1.0
GDF2;0.0;2.0;2.0;0.0;0.0;2.0
GDF5;1.0;9.0;9.0;1.0;1.0;9.0
GDF6;0.0;6.0;6.0;0.0;0.0;6.0
GDF7;2.0;1.0;1.0;2.0;2.0;1.0
GDF9;0.0;1.0;1.0;0.0;0.0;1.0
GDI1;1.0;5.0;5.0;1.0;1.0;5.0
GDI2;1.0;6.0;6.0;1.0;1.0;6.0
GDNF;2.0;21.0;21.0;2.0;2.0;21.0
GEM;1.0;7.0;7.0;1.0;1.0;7.0
GEMIN4;3.0;13.0;13.0;3.0;3.0;13.0
GEMIN5;2.0;4.0;4.0;2.0;2.0;4.0
GEMIN7;1.0;6.0;6.0;1.0;1.0;6.0
GFI1;0.0;1.0;1.0;0.0;0.0;1.0
GFI1B;0.0;1.0;1.0;0.0;0.0;1.0
GFM1;1.0;3.0;3.0;1.0;1.0;3.0
GFRA1;2.0;17.0;17.0;2.0;2.0;17.0
GFRA2;0.0;1.0;1.0;0.0;0.0;1.0
GFRA3;0.0;2.0;2.0;0.0;0.0;2.0
GGA1;1.0;6.0;6.0;1.0;1.0;6.0
GGA2;1.0;4.0;4.0;1.0;1.0;4.0
GGA3;1.0;1.0;1.0;1.0;1.0;1.0
GGCX;0.0;1.0;1.0;0.0;0.0;1.0
GGN;0.0;3.0;3.0;0.0;0.0;3.0
GGNBP2;0.0;1.0;1.0;0.0;0.0;1.0
GH1;0.0;11.0;11.0;0.0;0.0;11.0
GHR;2.0;21.0;21.0;2.0;2.0;21.0
GHRL;0.0;1.0;1.0;0.0;0.0;1.0
GIF;0.0;1.0;1.0;0.0;0.0;1.0
GINS1;0.0;2.0;2.0;0.0;0.0;2.0
GINS2;2.0;11.0;11.0;2.0;2.0;11.0
GINS4;0.0;2.0;2.0;0.0;0.0;2.0
GIPC1;0.0;7.0;7.0;0.0;0.0;7.0
GIT1;0.0;12.0;12.0;0.0;0.0;12.0
GIT2;0.0;3.0;3.0;0.0;0.0;3.0
GJA1;0.0;5.0;5.0;0.0;0.0;5.0
GJA3;0.0;2.0;2.0;0.0;0.0;2.0
GJA8;0.0;1.0;1.0;0.0;0.0;1.0
GJB1;0.0;1.0;1.0;0.0;0.0;1.0
GJB2;0.0;1.0;1.0;0.0;0.0;1.0
GJC1;0.0;4.0;4.0;0.0;0.0;4.0
GJD2;0.0;3.0;3.0;0.0;0.0;3.0
GLI1;1.0;6.0;6.0;1.0;1.0;6.0
GLI2;2.0;11.0;11.0;2.0;2.0;11.0
GLI3;2.0;15.0;15.0;2.0;2.0;15.0
GLIS1;0.0;3.0;3.0;0.0;0.0;3.0
GLIS3;1.0;8.0;8.0;1.0;1.0;8.0
GLMN;0.0;2.0;2.0;0.0;0.0;2.0
GLRB;0.0;1.0;1.0;0.0;0.0;1.0
GLRX;0.0;3.0;3.0;0.0;0.0;3.0
GLS2;0.0;1.0;1.0;0.0;0.0;1.0
GLUD1;1.0;2.0;2.0;1.0;1.0;2.0
GLUD2;0.0;1.0;1.0;0.0;0.0;1.0
GM2A;0.0;1.0;1.0;0.0;0.0;1.0
GMCL1;0.0;2.0;2.0;0.0;0.0;2.0
GMEB1;0.0;7.0;7.0;0.0;0.0;7.0
GMFB;1.0;2.0;2.0;1.0;1.0;2.0
GMFG;0.0;4.0;4.0;0.0;0.0;4.0
GMIP;0.0;1.0;1.0;0.0;0.0;1.0
GMNN;0.0;7.0;7.0;0.0;0.0;7.0
GMPPA;0.0;2.0;2.0;0.0;0.0;2.0
GMPPB;0.0;2.0;2.0;0.0;0.0;2.0
GMPS;2.0;12.0;12.0;2.0;2.0;12.0
GNA11;3.0;22.0;22.0;3.0;3.0;22.0
GNA12;3.0;15.0;15.0;3.0;3.0;15.0
GNA13;3.0;17.0;17.0;3.0;3.0;17.0
GNA14;1.0;10.0;10.0;1.0;1.0;10.0
GNA15;1.0;11.0;11.0;1.0;1.0;11.0
GNAI1;2.0;23.0;23.0;2.0;2.0;23.0
GNAI2;2.0;17.0;17.0;2.0;2.0;17.0
GNAL;3.0;23.0;23.0;3.0;3.0;23.0
GNAO1;2.0;22.0;22.0;2.0;2.0;22.0
GNAQ;3.0;14.0;14.0;3.0;3.0;14.0
GNAS;3.0;14.0;14.0;3.0;3.0;14.0
GNAT1;0.0;3.0;3.0;0.0;0.0;3.0
GNAT2;0.0;4.0;4.0;0.0;0.0;4.0
GNAT3;2.0;10.0;10.0;2.0;2.0;10.0
GNAZ;0.0;21.0;21.0;0.0;0.0;21.0
GNB1;3.0;19.0;19.0;3.0;3.0;19.0
GNB2;1.0;12.0;12.0;1.0;1.0;12.0
GNB3;1.0;3.0;3.0;1.0;1.0;3.0
GNB4;2.0;13.0;13.0;2.0;2.0;13.0
GNB5;1.0;14.0;14.0;1.0;1.0;14.0
GNG10;2.0;9.0;9.0;2.0;2.0;9.0
GNG11;3.0;18.0;18.0;3.0;3.0;18.0
GNG12;3.0;17.0;17.0;3.0;3.0;17.0
GNG13;2.0;11.0;11.0;2.0;2.0;11.0
GNG2;3.0;23.0;23.0;3.0;3.0;23.0
GNG3;3.0;21.0;21.0;3.0;3.0;21.0
GNG4;2.0;16.0;16.0;2.0;2.0;16.0
GNG5;3.0;10.0;10.0;3.0;3.0;10.0
GNG7;3.0;23.0;23.0;3.0;3.0;23.0
GNG8;3.0;22.0;22.0;3.0;3.0;22.0
GNGT1;3.0;23.0;23.0;3.0;3.0;23.0
GNGT2;2.0;18.0;18.0;2.0;2.0;18.0
GNL3;1.0;0.0;0.0;1.0;1.0;0.0
GNPAT;1.0;0.0;0.0;1.0;1.0;0.0
GNRH1;1.0;2.0;2.0;1.0;1.0;2.0
GOLGA4;0.0;1.0;1.0;0.0;0.0;1.0
GORASP1;1.0;2.0;2.0;1.0;1.0;2.0
GORASP2;2.0;4.0;4.0;2.0;2.0;4.0
GOT1;2.0;3.0;3.0;2.0;2.0;3.0
GOT2;1.0;0.0;0.0;1.0;1.0;0.0
GP1BA;1.0;6.0;6.0;1.0;1.0;6.0
GP5;1.0;3.0;3.0;1.0;1.0;3.0
GP6;0.0;2.0;2.0;0.0;0.0;2.0
GPAA1;1.0;3.0;3.0;1.0;1.0;3.0
GPAM;1.0;3.0;3.0;1.0;1.0;3.0
GPBP1L1;0.0;2.0;2.0;0.0;0.0;2.0
GPC1;1.0;5.0;5.0;1.0;1.0;5.0
GPD1;0.0;5.0;5.0;0.0;0.0;5.0
GPD1L;2.0;5.0;5.0;2.0;2.0;5.0
