driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
ABCC1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
ABCC2;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
ABCC3;21.0;4.0;14.0;4.0;7.0;8.0;2.0;11.0;4.0
ABCC4;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
ABCC6;10.0;0.0;5.0;0.0;5.0;3.0;0.0;7.0;0.0
ABCC8;49.0;5.0;36.0;5.0;13.0;22.0;1.0;26.0;5.0
ABCC9;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ABCD4;2.0;1.0;0.0;1.0;2.0;0.0;0.0;2.0;1.0
ABCE1;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
ABCF2;4.0;1.0;1.0;1.0;3.0;0.0;0.0;4.0;1.0
ABCG2;18.0;3.0;12.0;3.0;6.0;7.0;3.0;8.0;3.0
ABCG5;2.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0
ABCG8;2.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0
ABHD5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ABI1;75.0;13.0;52.0;14.0;22.0;34.0;7.0;35.0;12.0
ABI2;66.0;6.0;49.0;6.0;17.0;38.0;3.0;25.0;6.0
ABL1;94.0;20.0;69.0;21.0;24.0;38.0;10.0;47.0;19.0
ABL2;74.0;19.0;51.0;20.0;22.0;33.0;9.0;33.0;18.0
ABLIM2;88.0;13.0;56.0;14.0;31.0;37.0;10.0;42.0;12.0
ABLIM3;81.0;12.0;48.0;12.0;33.0;34.0;7.0;41.0;11.0
ABR;128.0;22.0;88.0;22.0;40.0;52.0;13.0;64.0;21.0
ACAA1;10.0;2.0;4.0;2.0;6.0;3.0;0.0;7.0;2.0
ACAA2;30.0;8.0;18.0;8.0;12.0;10.0;5.0;16.0;7.0
ACACB;114.0;15.0;83.0;15.0;31.0;54.0;7.0;54.0;14.0
ACAD10;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ACAD8;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0
ACAD9;8.0;3.0;5.0;3.0;3.0;2.0;1.0;5.0;3.0
ACADL;3.0;0.0;3.0;0.0;0.0;2.0;0.0;1.0;0.0
ACADM;52.0;8.0;31.0;10.0;19.0;19.0;9.0;24.0;8.0
ACADS;4.0;2.0;4.0;2.0;0.0;3.0;0.0;1.0;2.0
ACADSB;3.0;4.0;1.0;4.0;2.0;0.0;0.0;3.0;4.0
ACADVL;5.0;3.0;3.0;3.0;2.0;2.0;0.0;3.0;3.0
ACAN;49.0;7.0;34.0;7.0;15.0;26.0;2.0;21.0;7.0
ACAP1;17.0;6.0;9.0;6.0;8.0;4.0;1.0;12.0;6.0
ACAT1;15.0;0.0;11.0;0.0;4.0;7.0;2.0;6.0;0.0
ACAT2;15.0;2.0;11.0;2.0;4.0;6.0;2.0;7.0;2.0
ACD;33.0;1.0;21.0;1.0;12.0;11.0;3.0;19.0;1.0
ACE;68.0;13.0;49.0;13.0;19.0;30.0;6.0;33.0;12.0
ACE2;61.0;13.0;44.0;13.0;17.0;25.0;3.0;34.0;12.0
ACER1;5.0;2.0;2.0;2.0;3.0;4.0;0.0;1.0;2.0
ACER2;4.0;0.0;2.0;0.0;2.0;2.0;0.0;2.0;0.0
ACER3;2.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0
ACHE;77.0;10.0;55.0;11.0;21.0;31.0;10.0;37.0;9.0
ACIN1;9.0;1.0;4.0;1.0;5.0;3.0;0.0;6.0;1.0
ACKR1;4.0;1.0;4.0;1.0;0.0;2.0;0.0;2.0;1.0
ACKR3;75.0;9.0;54.0;10.0;20.0;44.0;6.0;26.0;8.0
ACKR4;30.0;4.0;18.0;4.0;12.0;8.0;5.0;18.0;3.0
ACLY;50.0;4.0;31.0;4.0;19.0;20.0;4.0;26.0;4.0
ACO2;14.0;5.0;7.0;5.0;7.0;7.0;0.0;7.0;5.0
ACOT12;19.0;4.0;12.0;4.0;7.0;9.0;1.0;9.0;4.0
ACOT7;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ACOT8;5.0;4.0;2.0;4.0;3.0;1.0;0.0;4.0;4.0
ACOX1;74.0;12.0;51.0;12.0;23.0;34.0;6.0;35.0;11.0
ACOX2;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
ACOX3;2.0;2.0;1.0;2.0;1.0;1.0;0.0;1.0;2.0
ACP1;36.0;0.0;30.0;0.0;6.0;19.0;1.0;16.0;0.0
ACSBG1;19.0;5.0;11.0;5.0;8.0;9.0;0.0;10.0;5.0
ACSF3;15.0;2.0;10.0;3.0;4.0;7.0;3.0;5.0;2.0
ACSL1;54.0;7.0;33.0;8.0;20.0;24.0;9.0;21.0;7.0
ACSL3;11.0;0.0;9.0;0.0;2.0;7.0;0.0;4.0;0.0
ACSL4;14.0;3.0;7.0;3.0;7.0;6.0;1.0;7.0;3.0
ACSL5;10.0;3.0;6.0;3.0;4.0;3.0;0.0;7.0;3.0
ACSL6;22.0;2.0;14.0;2.0;8.0;5.0;2.0;15.0;2.0
ACSM1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ACSM3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ACSM4;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ACSM5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ACSS1;66.0;7.0;50.0;8.0;15.0;30.0;7.0;29.0;7.0
ACSS2;75.0;9.0;56.0;10.0;18.0;35.0;8.0;32.0;9.0
ACSS3;23.0;2.0;17.0;2.0;6.0;11.0;0.0;12.0;2.0
ACTA1;93.0;18.0;64.0;19.0;28.0;40.0;9.0;44.0;18.0
ACTA2;63.0;13.0;43.0;14.0;19.0;27.0;7.0;30.0;12.0
ACTB;172.0;23.0;119.0;25.0;51.0;73.0;15.0;85.0;22.0
ACTBL2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ACTC1;10.0;3.0;5.0;3.0;5.0;2.0;2.0;6.0;3.0
ACTG1;103.0;17.0;74.0;17.0;29.0;48.0;7.0;49.0;16.0
ACTG2;52.0;5.0;40.0;5.0;12.0;32.0;2.0;19.0;4.0
ACTL6A;56.0;10.0;35.0;10.0;21.0;20.0;6.0;31.0;9.0
ACTL6B;45.0;6.0;31.0;7.0;13.0;18.0;6.0;21.0;6.0
ACTN1;132.0;21.0;95.0;21.0;37.0;60.0;13.0;61.0;19.0
ACTN2;97.0;21.0;70.0;22.0;26.0;42.0;9.0;46.0;21.0
ACTN4;95.0;12.0;68.0;12.0;27.0;48.0;3.0;44.0;12.0
ACTR10;2.0;3.0;2.0;3.0;0.0;1.0;0.0;1.0;3.0
ACTR1A;75.0;14.0;49.0;15.0;25.0;32.0;6.0;38.0;13.0
ACTR1B;58.0;9.0;43.0;9.0;15.0;34.0;3.0;22.0;8.0
ACTR2;67.0;6.0;54.0;6.0;13.0;39.0;1.0;27.0;6.0
ACTR3;59.0;9.0;44.0;9.0;15.0;35.0;3.0;22.0;8.0
ACTR3B;4.0;2.0;2.0;2.0;2.0;0.0;1.0;3.0;2.0
ACTR3C;5.0;2.0;3.0;2.0;2.0;1.0;1.0;3.0;2.0
ACTR5;37.0;6.0;22.0;6.0;15.0;13.0;1.0;23.0;6.0
ACTR6;4.0;1.0;2.0;1.0;2.0;2.0;0.0;2.0;1.0
ACTR8;14.0;3.0;6.0;3.0;8.0;5.0;0.0;9.0;3.0
ACVR1;51.0;7.0;36.0;7.0;15.0;31.0;2.0;18.0;7.0
ACVR1B;101.0;8.0;73.0;8.0;28.0;48.0;7.0;47.0;7.0
ACVR1C;60.0;7.0;43.0;7.0;17.0;38.0;2.0;20.0;7.0
ACVR2A;48.0;2.0;35.0;2.0;13.0;25.0;2.0;21.0;2.0
ACVR2B;56.0;6.0;36.0;6.0;20.0;26.0;3.0;27.0;6.0
ACVRL1;72.0;8.0;56.0;8.0;16.0;35.0;7.0;31.0;7.0
ACYP1;5.0;4.0;2.0;4.0;3.0;3.0;0.0;2.0;4.0
ACYP2;4.0;1.0;3.0;1.0;1.0;3.0;0.0;1.0;1.0
ADA;69.0;11.0;51.0;11.0;18.0;28.0;7.0;34.0;11.0
ADAD1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
ADAM10;111.0;20.0;81.0;21.0;29.0;54.0;13.0;46.0;18.0
ADAM11;6.0;0.0;3.0;0.0;3.0;1.0;1.0;4.0;0.0
ADAM12;80.0;13.0;56.0;14.0;23.0;29.0;7.0;45.0;12.0
ADAM15;42.0;9.0;27.0;9.0;15.0;19.0;3.0;20.0;9.0
ADAM17;65.0;6.0;50.0;6.0;15.0;36.0;1.0;28.0;6.0
ADAM2;77.0;17.0;53.0;17.0;24.0;34.0;5.0;38.0;17.0
ADAM20;40.0;9.0;28.0;9.0;12.0;20.0;6.0;15.0;8.0
ADAM22;18.0;5.0;12.0;5.0;6.0;6.0;2.0;10.0;5.0
ADAM23;10.0;0.0;7.0;0.0;3.0;4.0;1.0;5.0;0.0
ADAM28;71.0;17.0;49.0;17.0;22.0;30.0;3.0;38.0;17.0
ADAM30;1.0;2.0;1.0;2.0;0.0;1.0;0.0;0.0;2.0
ADAM8;37.0;8.0;29.0;8.0;8.0;14.0;5.0;18.0;8.0
ADAM9;22.0;5.0;14.0;5.0;8.0;6.0;3.0;13.0;5.0
ADAMTS1;37.0;7.0;24.0;7.0;13.0;14.0;3.0;20.0;7.0
ADAMTS10;22.0;2.0;16.0;2.0;6.0;9.0;1.0;12.0;2.0
ADAMTS12;33.0;7.0;21.0;7.0;12.0;11.0;4.0;18.0;7.0
ADAMTS13;29.0;8.0;22.0;8.0;7.0;11.0;5.0;13.0;8.0
ADAMTS14;23.0;4.0;15.0;4.0;8.0;9.0;3.0;11.0;4.0
ADAMTS15;26.0;3.0;19.0;3.0;7.0;12.0;1.0;13.0;3.0
ADAMTS16;47.0;9.0;34.0;9.0;13.0;20.0;5.0;22.0;9.0
ADAMTS17;32.0;6.0;20.0;6.0;12.0;15.0;2.0;15.0;6.0
ADAMTS18;40.0;6.0;28.0;6.0;12.0;11.0;5.0;24.0;6.0
ADAMTS19;35.0;5.0;23.0;5.0;12.0;12.0;4.0;19.0;5.0
ADAMTS2;34.0;5.0;23.0;5.0;11.0;12.0;4.0;18.0;5.0
ADAMTS20;37.0;1.0;27.0;1.0;10.0;15.0;3.0;19.0;1.0
ADAMTS3;29.0;8.0;20.0;8.0;9.0;16.0;2.0;11.0;8.0
ADAMTS4;40.0;8.0;26.0;8.0;14.0;18.0;2.0;20.0;8.0
ADAMTS5;42.0;10.0;29.0;10.0;13.0;17.0;4.0;21.0;10.0
ADAMTS6;34.0;4.0;23.0;4.0;11.0;13.0;4.0;17.0;4.0
ADAMTS7;33.0;8.0;23.0;8.0;10.0;16.0;3.0;14.0;8.0
ADAMTS8;30.0;3.0;21.0;3.0;9.0;12.0;3.0;15.0;3.0
ADAMTS9;26.0;3.0;16.0;3.0;10.0;13.0;1.0;12.0;3.0
ADAMTSL1;36.0;6.0;26.0;6.0;10.0;10.0;5.0;21.0;6.0
ADAMTSL2;28.0;7.0;21.0;7.0;7.0;10.0;5.0;13.0;7.0
ADAMTSL3;33.0;6.0;22.0;6.0;11.0;16.0;2.0;15.0;6.0
ADAMTSL4;33.0;5.0;23.0;5.0;10.0;13.0;2.0;18.0;5.0
ADAMTSL5;21.0;3.0;15.0;3.0;6.0;9.0;1.0;11.0;3.0
ADAP1;4.0;0.0;2.0;0.0;2.0;1.0;0.0;3.0;0.0
ADAR;13.0;3.0;5.0;3.0;8.0;7.0;0.0;6.0;3.0
ADCY1;166.0;23.0;118.0;24.0;47.0;72.0;13.0;83.0;21.0
ADCY10;73.0;16.0;52.0;16.0;21.0;33.0;6.0;34.0;16.0
ADCY2;105.0;15.0;73.0;15.0;32.0;48.0;8.0;49.0;15.0
ADCY3;70.0;5.0;54.0;5.0;16.0;37.0;3.0;30.0;5.0
ADCY4;123.0;17.0;86.0;17.0;37.0;53.0;10.0;62.0;15.0
ADCY5;77.0;9.0;55.0;9.0;22.0;31.0;9.0;39.0;7.0
ADCY6;100.0;8.0;73.0;8.0;27.0;44.0;9.0;48.0;7.0
ADCY7;100.0;9.0;71.0;9.0;29.0;43.0;7.0;50.0;9.0
ADCY8;181.0;26.0;119.0;27.0;61.0;82.0;14.0;87.0;24.0
ADCY9;108.0;14.0;72.0;14.0;36.0;47.0;7.0;55.0;13.0
ADCYAP1;127.0;17.0;85.0;17.0;42.0;56.0;16.0;57.0;15.0
ADCYAP1R1;122.0;17.0;86.0;17.0;36.0;56.0;9.0;58.0;16.0
ADD1;24.0;3.0;15.0;3.0;9.0;10.0;3.0;11.0;3.0
ADD3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ADGRA2;4.0;0.0;3.0;0.0;1.0;2.0;1.0;1.0;0.0
ADGRE5;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0
ADGRL3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ADGRV1;14.0;0.0;11.0;0.0;3.0;6.0;1.0;7.0;0.0
ADH1A;29.0;4.0;17.0;4.0;12.0;12.0;4.0;13.0;4.0
ADH1B;29.0;4.0;16.0;4.0;13.0;11.0;4.0;14.0;4.0
ADH4;27.0;4.0;15.0;4.0;12.0;11.0;4.0;12.0;4.0
ADH5;30.0;5.0;17.0;5.0;13.0;12.0;4.0;14.0;5.0
ADH6;29.0;5.0;17.0;5.0;12.0;11.0;4.0;14.0;5.0
ADH7;28.0;4.0;16.0;4.0;12.0;11.0;4.0;13.0;4.0
ADI1;3.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0
ADIPOQ;45.0;6.0;29.0;6.0;16.0;14.0;4.0;27.0;6.0
ADIPOR1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
ADIPOR2;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
ADK;44.0;11.0;32.0;11.0;12.0;19.0;5.0;21.0;10.0
ADM;58.0;7.0;36.0;8.0;21.0;24.0;2.0;32.0;7.0
ADM2;77.0;13.0;49.0;13.0;28.0;31.0;7.0;40.0;12.0
ADNP;2.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0
ADO;6.0;3.0;2.0;3.0;4.0;1.0;1.0;4.0;3.0
ADORA1;84.0;15.0;57.0;16.0;26.0;36.0;8.0;40.0;15.0
ADORA2A;85.0;17.0;54.0;18.0;30.0;37.0;7.0;42.0;16.0
ADORA2B;156.0;23.0;107.0;24.0;48.0;62.0;17.0;78.0;22.0
ADPGK;9.0;3.0;4.0;4.0;4.0;5.0;1.0;3.0;3.0
ADPRHL1;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0
ADPRM;9.0;3.0;6.0;3.0;3.0;5.0;1.0;3.0;3.0
ADRA1A;171.0;31.0;119.0;32.0;51.0;74.0;15.0;84.0;29.0
ADRA1B;87.0;11.0;52.0;11.0;35.0;39.0;6.0;43.0;10.0
ADRA1D;181.0;21.0;126.0;22.0;54.0;80.0;14.0;88.0;20.0
ADRA2A;76.0;16.0;51.0;17.0;24.0;31.0;8.0;38.0;15.0
ADRA2C;86.0;12.0;54.0;12.0;32.0;39.0;8.0;40.0;11.0
ADRB1;63.0;13.0;42.0;13.0;21.0;27.0;6.0;31.0;12.0
ADRB2;93.0;10.0;57.0;10.0;36.0;42.0;7.0;45.0;9.0
ADRB3;123.0;22.0;83.0;22.0;40.0;58.0;11.0;55.0;21.0
ADRM1;32.0;5.0;21.0;5.0;11.0;12.0;3.0;17.0;5.0
ADSL;68.0;14.0;39.0;15.0;28.0;26.0;8.0;35.0;13.0
ADSS;42.0;7.0;26.0;8.0;15.0;16.0;6.0;20.0;7.0
ADSSL1;41.0;6.0;23.0;7.0;17.0;14.0;5.0;22.0;6.0
AEBP2;23.0;3.0;15.0;3.0;8.0;9.0;2.0;12.0;3.0
AES;59.0;8.0;39.0;8.0;20.0;33.0;1.0;25.0;8.0
AFAP1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
AFF1;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0
AFF4;2.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0
AFG3L2;25.0;6.0;19.0;6.0;6.0;14.0;4.0;7.0;6.0
AFMID;10.0;5.0;5.0;5.0;5.0;3.0;1.0;6.0;5.0
AFP;60.0;11.0;38.0;11.0;22.0;28.0;7.0;26.0;10.0
AFTPH;35.0;3.0;29.0;3.0;6.0;22.0;1.0;12.0;3.0
AGA;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
AGAP2;93.0;12.0;65.0;12.0;28.0;40.0;9.0;46.0;10.0
AGER;80.0;10.0;52.0;11.0;27.0;36.0;6.0;39.0;9.0
AGFG1;74.0;6.0;54.0;7.0;19.0;41.0;4.0;29.0;6.0
AGGF1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
AGK;8.0;3.0;5.0;3.0;3.0;3.0;1.0;4.0;3.0
AGL;14.0;3.0;9.0;4.0;4.0;3.0;3.0;8.0;3.0
AGMAT;2.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0
AGO1;95.0;17.0;63.0;18.0;31.0;40.0;11.0;45.0;16.0
AGO2;162.0;24.0;110.0;26.0;50.0;75.0;19.0;70.0;22.0
AGO3;90.0;17.0;58.0;18.0;31.0;39.0;11.0;41.0;16.0
AGO4;91.0;17.0;59.0;18.0;31.0;38.0;11.0;43.0;16.0
AGPAT1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
AGPAT2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
AGPAT3;3.0;0.0;2.0;0.0;1.0;0.0;1.0;2.0;0.0
AGPAT4;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0
AGPAT5;6.0;0.0;4.0;0.0;2.0;1.0;0.0;5.0;0.0
AGRN;116.0;18.0;82.0;19.0;33.0;50.0;14.0;54.0;16.0
AGRP;54.0;5.0;39.0;5.0;15.0;25.0;4.0;25.0;5.0
AGT;94.0;19.0;70.0;20.0;23.0;41.0;9.0;44.0;19.0
AGTR1;75.0;8.0;50.0;8.0;25.0;26.0;5.0;45.0;7.0
AGTR2;87.0;13.0;59.0;13.0;28.0;34.0;8.0;46.0;12.0
AGXT;5.0;1.0;4.0;1.0;1.0;3.0;1.0;1.0;1.0
AGXT2;27.0;2.0;19.0;2.0;8.0;14.0;4.0;9.0;2.0
AHCTF1;91.0;19.0;64.0;19.0;27.0;39.0;10.0;42.0;19.0
AHCY;50.0;9.0;33.0;10.0;16.0;23.0;3.0;24.0;9.0
AHCYL1;59.0;13.0;37.0;15.0;20.0;20.0;9.0;30.0;13.0
AHCYL2;7.0;3.0;3.0;4.0;3.0;2.0;1.0;4.0;3.0
AHI1;78.0;13.0;50.0;13.0;28.0;33.0;8.0;38.0;12.0
AHNAK;6.0;1.0;4.0;1.0;2.0;3.0;0.0;3.0;1.0
AHR;29.0;4.0;21.0;4.0;8.0;10.0;1.0;18.0;4.0
AHRR;10.0;0.0;8.0;0.0;2.0;3.0;0.0;7.0;0.0
AHSA1;76.0;16.0;54.0;16.0;22.0;32.0;10.0;35.0;15.0
AHSG;79.0;10.0;53.0;10.0;26.0;29.0;8.0;43.0;9.0
AHSP;4.0;2.0;1.0;2.0;3.0;0.0;0.0;4.0;2.0
AICDA;8.0;0.0;4.0;0.0;4.0;4.0;0.0;4.0;0.0
AIFM1;20.0;8.0;12.0;8.0;8.0;8.0;1.0;11.0;8.0
AIFM2;18.0;2.0;12.0;2.0;6.0;7.0;3.0;8.0;2.0
AIMP1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
AIMP2;11.0;5.0;7.0;5.0;4.0;3.0;0.0;8.0;5.0
AIP;3.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0
AJUBA;128.0;18.0;92.0;18.0;36.0;59.0;10.0;61.0;16.0
AK1;42.0;9.0;26.0;9.0;16.0;18.0;5.0;20.0;8.0
AK2;50.0;11.0;29.0;11.0;21.0;20.0;8.0;23.0;10.0
AK3;51.0;9.0;31.0;9.0;20.0;21.0;6.0;25.0;8.0
AK4;43.0;11.0;26.0;11.0;17.0;15.0;7.0;22.0;10.0
AK5;45.0;11.0;25.0;11.0;20.0;16.0;5.0;24.0;11.0
AK7;72.0;12.0;50.0;12.0;22.0;33.0;8.0;32.0;11.0
AK8;42.0;9.0;26.0;9.0;16.0;18.0;5.0;20.0;8.0
AK9;69.0;13.0;45.0;13.0;24.0;34.0;7.0;30.0;11.0
AKAP1;79.0;14.0;55.0;14.0;24.0;34.0;6.0;40.0;13.0
AKAP10;117.0;14.0;81.0;14.0;36.0;48.0;11.0;58.0;14.0
AKAP11;132.0;21.0;93.0;21.0;39.0;62.0;13.0;58.0;20.0
AKAP13;116.0;18.0;78.0;19.0;37.0;54.0;11.0;52.0;17.0
AKAP14;67.0;10.0;47.0;10.0;20.0;28.0;6.0;34.0;9.0
AKAP4;72.0;11.0;49.0;11.0;23.0;32.0;4.0;36.0;11.0
AKAP5;98.0;19.0;66.0;19.0;32.0;44.0;13.0;43.0;17.0
AKAP6;94.0;17.0;64.0;17.0;30.0;42.0;11.0;44.0;14.0
AKAP7;56.0;11.0;33.0;11.0;23.0;24.0;5.0;28.0;10.0
AKAP8;56.0;6.0;36.0;6.0;20.0;28.0;2.0;26.0;6.0
AKAP9;166.0;22.0;120.0;23.0;45.0;68.0;14.0;85.0;21.0
AKR1A1;24.0;3.0;16.0;3.0;8.0;9.0;3.0;12.0;3.0
AKR1B1;65.0;12.0;44.0;14.0;19.0;29.0;7.0;29.0;12.0
AKR1B10;47.0;9.0;33.0;10.0;13.0;21.0;5.0;21.0;9.0
AKR1B15;17.0;5.0;11.0;5.0;6.0;6.0;1.0;10.0;5.0
AKR1C1;19.0;4.0;15.0;4.0;4.0;9.0;2.0;8.0;4.0
AKR1C2;18.0;2.0;14.0;2.0;4.0;10.0;1.0;7.0;2.0
AKR1C3;20.0;2.0;16.0;2.0;4.0;9.0;2.0;9.0;2.0
AKR1C4;19.0;3.0;15.0;3.0;4.0;10.0;2.0;7.0;3.0
AKR1D1;40.0;6.0;27.0;7.0;12.0;16.0;6.0;18.0;6.0
AKR7A2;56.0;11.0;34.0;11.0;22.0;25.0;8.0;24.0;10.0
AKR7A3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
AKT1;136.0;21.0;99.0;22.0;36.0;63.0;14.0;60.0;20.0
AKT1S1;58.0;9.0;40.0;9.0;18.0;32.0;3.0;23.0;9.0
AKT2;88.0;10.0;61.0;10.0;27.0;46.0;3.0;40.0;9.0
AKT3;101.0;18.0;71.0;19.0;29.0;42.0;9.0;50.0;18.0
AKTIP;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
ALAD;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ALAS1;62.0;8.0;34.0;8.0;28.0;27.0;5.0;31.0;7.0
ALAS2;3.0;2.0;2.0;2.0;1.0;0.0;0.0;3.0;2.0
ALB;94.0;16.0;60.0;17.0;33.0;43.0;9.0;43.0;15.0
ALDH16A1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0
ALDH18A1;6.0;3.0;2.0;3.0;4.0;1.0;1.0;4.0;3.0
ALDH1A1;23.0;4.0;15.0;4.0;8.0;8.0;3.0;12.0;4.0
ALDH1A2;33.0;8.0;24.0;8.0;9.0;22.0;2.0;9.0;8.0
ALDH1A3;43.0;7.0;25.0;8.0;17.0;22.0;3.0;18.0;7.0
ALDH1B1;33.0;4.0;20.0;4.0;13.0;13.0;3.0;17.0;4.0
ALDH1L1;3.0;3.0;2.0;3.0;1.0;2.0;0.0;1.0;3.0
ALDH1L2;3.0;4.0;3.0;4.0;0.0;3.0;0.0;0.0;4.0
ALDH2;26.0;1.0;19.0;1.0;7.0;14.0;1.0;11.0;1.0
ALDH3A1;51.0;11.0;30.0;11.0;21.0;16.0;5.0;30.0;11.0
ALDH3A2;56.0;10.0;34.0;10.0;22.0;18.0;6.0;32.0;10.0
ALDH3B2;25.0;3.0;15.0;3.0;10.0;9.0;1.0;15.0;3.0
ALDH4A1;31.0;5.0;19.0;5.0;12.0;13.0;3.0;15.0;5.0
ALDH5A1;13.0;1.0;7.0;2.0;5.0;5.0;1.0;7.0;1.0
ALDH6A1;43.0;7.0;33.0;7.0;10.0;20.0;4.0;19.0;7.0
ALDH7A1;40.0;4.0;25.0;4.0;15.0;16.0;6.0;18.0;4.0
ALDH9A1;56.0;8.0;36.0;10.0;18.0;23.0;5.0;28.0;8.0
ALDOB;27.0;4.0;16.0;5.0;10.0;10.0;5.0;12.0;4.0
ALDOC;32.0;6.0;18.0;6.0;14.0;12.0;3.0;17.0;6.0
ALG11;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ALG5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ALK;59.0;4.0;42.0;4.0;17.0;31.0;4.0;24.0;4.0
