drivers;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
ZNF275;11.0;1.0;9.0;2.0;1.0;1.0;9.0;1.0;1.0
ZNF276;12.0;0.0;11.0;1.0;0.0;2.0;9.0;1.0;0.0
ZNF277;24.0;1.0;23.0;2.0;0.0;4.0;19.0;2.0;0.0
ZNF280D;15.0;1.0;15.0;1.0;0.0;2.0;13.0;0.0;1.0
ZNF282;30.0;1.0;28.0;2.0;1.0;7.0;22.0;2.0;0.0
ZNF284;3.0;0.0;2.0;0.0;1.0;2.0;1.0;0.0;0.0
ZNF292;6.0;1.0;6.0;0.0;1.0;2.0;5.0;0.0;0.0
ZNF296;9.0;0.0;8.0;1.0;0.0;1.0;7.0;1.0;0.0
ZNF302;9.0;2.0;7.0;2.0;2.0;3.0;6.0;1.0;1.0
ZNF304;3.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
ZNF311;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ZNF317;14.0;2.0;13.0;1.0;2.0;3.0;12.0;0.0;1.0
ZNF318;15.0;1.0;15.0;1.0;0.0;2.0;13.0;0.0;1.0
ZNF319;8.0;0.0;8.0;0.0;0.0;2.0;6.0;0.0;0.0
ZNF32;18.0;1.0;18.0;0.0;1.0;4.0;15.0;0.0;0.0
ZNF320;3.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
ZNF322;14.0;2.0;14.0;1.0;1.0;3.0;12.0;0.0;1.0
ZNF324;4.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0
ZNF324B;4.0;1.0;4.0;1.0;0.0;0.0;4.0;0.0;1.0
ZNF326;15.0;0.0;14.0;0.0;1.0;3.0;12.0;0.0;0.0
ZNF329;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
ZNF333;7.0;1.0;7.0;1.0;0.0;1.0;6.0;0.0;1.0
ZNF335;48.0;1.0;46.0;0.0;3.0;11.0;38.0;0.0;0.0
ZNF337;40.0;0.0;40.0;0.0;0.0;4.0;36.0;0.0;0.0
ZNF33A;8.0;1.0;7.0;0.0;2.0;4.0;5.0;0.0;0.0
ZNF33B;5.0;1.0;5.0;0.0;1.0;2.0;4.0;0.0;0.0
ZNF341;38.0;1.0;38.0;0.0;1.0;7.0;32.0;0.0;0.0
ZNF343;8.0;0.0;8.0;0.0;0.0;2.0;6.0;0.0;0.0
ZNF354A;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF354B;10.0;0.0;9.0;0.0;1.0;2.0;8.0;0.0;0.0
ZNF354C;4.0;1.0;3.0;1.0;1.0;1.0;3.0;0.0;1.0
ZNF358;5.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
ZNF362;19.0;0.0;19.0;0.0;0.0;4.0;15.0;0.0;0.0
ZNF366;5.0;0.0;5.0;0.0;0.0;1.0;4.0;0.0;0.0
ZNF367;8.0;1.0;8.0;1.0;0.0;1.0;7.0;0.0;1.0
ZNF37A;3.0;0.0;2.0;0.0;1.0;1.0;2.0;0.0;0.0
ZNF383;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
ZNF384;21.0;0.0;21.0;0.0;0.0;3.0;18.0;0.0;0.0
ZNF385A;7.0;1.0;7.0;0.0;1.0;2.0;6.0;0.0;0.0
ZNF385D;4.0;0.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0
ZNF394;10.0;0.0;10.0;0.0;0.0;3.0;7.0;0.0;0.0
ZNF395;12.0;1.0;11.0;2.0;0.0;4.0;7.0;1.0;1.0
ZNF396;17.0;4.0;17.0;3.0;1.0;2.0;16.0;0.0;3.0
ZNF397;22.0;3.0;22.0;2.0;1.0;3.0;20.0;0.0;2.0
ZNF398;27.0;1.0;26.0;2.0;0.0;5.0;21.0;2.0;0.0
ZNF407;33.0;3.0;31.0;3.0;2.0;4.0;29.0;0.0;3.0
ZNF408;6.0;0.0;6.0;0.0;0.0;1.0;5.0;0.0;0.0
ZNF41;12.0;2.0;11.0;2.0;1.0;2.0;10.0;0.0;2.0
ZNF410;15.0;0.0;15.0;0.0;0.0;0.0;15.0;0.0;0.0
ZNF414;8.0;2.0;7.0;1.0;2.0;3.0;6.0;0.0;1.0
ZNF416;6.0;1.0;4.0;2.0;1.0;2.0;3.0;1.0;1.0
ZNF423;12.0;1.0;12.0;1.0;0.0;2.0;10.0;0.0;1.0
ZNF426;9.0;1.0;9.0;1.0;0.0;1.0;8.0;0.0;1.0
ZNF428;12.0;1.0;11.0;2.0;0.0;1.0;10.0;1.0;1.0
ZNF43;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
ZNF430;2.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
ZNF432;3.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0
ZNF44;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
ZNF440;12.0;2.0;11.0;1.0;2.0;3.0;10.0;0.0;1.0
ZNF441;7.0;2.0;5.0;2.0;2.0;3.0;4.0;0.0;2.0
ZNF443;3.0;0.0;2.0;0.0;1.0;1.0;2.0;0.0;0.0
ZNF444;14.0;1.0;12.0;2.0;1.0;3.0;10.0;1.0;1.0
ZNF445;7.0;0.0;7.0;0.0;0.0;1.0;6.0;0.0;0.0
ZNF446;17.0;1.0;14.0;2.0;2.0;4.0;12.0;1.0;1.0
ZNF449;3.0;1.0;3.0;1.0;0.0;0.0;3.0;0.0;1.0
ZNF45;7.0;1.0;5.0;2.0;1.0;2.0;4.0;1.0;1.0
ZNF451;15.0;2.0;15.0;1.0;1.0;3.0;13.0;0.0;1.0
ZNF469;15.0;0.0;15.0;0.0;0.0;1.0;14.0;0.0;0.0
ZNF473;5.0;1.0;5.0;1.0;0.0;1.0;4.0;0.0;1.0
ZNF474;19.0;1.0;18.0;1.0;1.0;5.0;14.0;0.0;1.0
ZNF48;11.0;1.0;11.0;0.0;1.0;3.0;9.0;0.0;0.0
ZNF493;6.0;1.0;6.0;1.0;0.0;1.0;5.0;0.0;1.0
ZNF496;8.0;1.0;7.0;1.0;1.0;1.0;7.0;0.0;1.0
ZNF497;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
ZNF500;12.0;0.0;12.0;0.0;0.0;2.0;10.0;0.0;0.0
ZNF502;9.0;0.0;9.0;0.0;0.0;1.0;8.0;0.0;0.0
ZNF503;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF507;15.0;2.0;13.0;2.0;2.0;3.0;12.0;1.0;1.0
ZNF510;14.0;1.0;13.0;1.0;1.0;2.0;12.0;0.0;1.0
ZNF511;18.0;0.0;18.0;0.0;0.0;3.0;15.0;0.0;0.0
ZNF512;10.0;2.0;10.0;1.0;1.0;3.0;8.0;1.0;0.0
ZNF512B;29.0;0.0;29.0;0.0;0.0;4.0;25.0;0.0;0.0
ZNF513;16.0;1.0;15.0;0.0;2.0;5.0;12.0;0.0;0.0
ZNF514;6.0;1.0;6.0;1.0;0.0;1.0;5.0;1.0;0.0
ZNF516;19.0;3.0;18.0;4.0;0.0;3.0;15.0;1.0;3.0
ZNF517;31.0;3.0;27.0;4.0;3.0;10.0;20.0;2.0;2.0
ZNF518A;5.0;0.0;5.0;0.0;0.0;2.0;3.0;0.0;0.0
ZNF521;38.0;3.0;37.0;2.0;2.0;7.0;32.0;0.0;2.0
ZNF524;17.0;1.0;15.0;2.0;1.0;4.0;12.0;1.0;1.0
ZNF526;12.0;1.0;11.0;2.0;0.0;1.0;10.0;1.0;1.0
ZNF527;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF528;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
ZNF529;6.0;1.0;4.0;2.0;1.0;2.0;3.0;1.0;1.0
ZNF532;43.0;5.0;42.0;4.0;2.0;8.0;36.0;0.0;4.0
ZNF541;10.0;0.0;8.0;1.0;1.0;2.0;7.0;1.0;0.0
ZNF543;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
ZNF546;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF548;3.0;1.0;2.0;1.0;1.0;1.0;2.0;0.0;1.0
ZNF549;4.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0
ZNF550;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
ZNF552;9.0;0.0;8.0;0.0;1.0;1.0;8.0;0.0;0.0
ZNF557;2.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
ZNF558;12.0;0.0;11.0;0.0;1.0;2.0;10.0;0.0;0.0
ZNF561;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
ZNF562;8.0;0.0;8.0;0.0;0.0;0.0;8.0;0.0;0.0
ZNF564;4.0;2.0;3.0;2.0;1.0;2.0;2.0;0.0;2.0
ZNF568;2.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
ZNF57;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0
ZNF572;32.0;3.0;29.0;4.0;2.0;8.0;23.0;2.0;2.0
ZNF574;14.0;1.0;12.0;2.0;1.0;2.0;11.0;1.0;1.0
ZNF576;13.0;1.0;11.0;2.0;1.0;2.0;10.0;1.0;1.0
ZNF579;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF580;7.0;0.0;7.0;0.0;0.0;0.0;7.0;0.0;0.0
ZNF581;15.0;0.0;13.0;1.0;1.0;4.0;10.0;1.0;0.0
ZNF585A;6.0;2.0;5.0;1.0;2.0;3.0;4.0;0.0;1.0
ZNF585B;4.0;1.0;3.0;1.0;1.0;1.0;3.0;0.0;1.0
ZNF587;16.0;1.0;14.0;2.0;1.0;3.0;12.0;1.0;1.0
ZNF587B;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF589;3.0;0.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0
ZNF592;14.0;1.0;12.0;1.0;2.0;3.0;11.0;1.0;0.0
ZNF594;16.0;2.0;16.0;1.0;1.0;2.0;15.0;0.0;1.0
ZNF598;20.0;0.0;20.0;0.0;0.0;4.0;16.0;0.0;0.0
ZNF599;9.0;1.0;9.0;0.0;1.0;2.0;8.0;0.0;0.0
ZNF605;14.0;0.0;13.0;1.0;0.0;2.0;11.0;1.0;0.0
ZNF606;2.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
ZNF607;6.0;0.0;5.0;1.0;0.0;0.0;5.0;1.0;0.0
ZNF609;15.0;1.0;14.0;1.0;1.0;3.0;12.0;1.0;0.0
ZNF614;5.0;0.0;4.0;1.0;0.0;0.0;4.0;1.0;0.0
ZNF615;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
ZNF616;9.0;1.0;7.0;2.0;1.0;2.0;6.0;1.0;1.0
ZNF618;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0
ZNF619;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
ZNF621;14.0;0.0;14.0;0.0;0.0;2.0;12.0;0.0;0.0
ZNF623;33.0;3.0;30.0;4.0;2.0;9.0;23.0;2.0;2.0
ZNF627;14.0;3.0;13.0;2.0;2.0;3.0;12.0;0.0;2.0
ZNF628;12.0;0.0;11.0;0.0;1.0;4.0;8.0;0.0;0.0
ZNF629;21.0;2.0;20.0;1.0;2.0;6.0;16.0;0.0;1.0
ZNF639;7.0;1.0;7.0;1.0;0.0;1.0;6.0;0.0;1.0
ZNF644;8.0;0.0;7.0;1.0;0.0;1.0;6.0;1.0;0.0
ZNF646;24.0;1.0;23.0;0.0;2.0;6.0;19.0;0.0;0.0
ZNF652;3.0;1.0;3.0;1.0;0.0;1.0;2.0;0.0;1.0
ZNF653;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF654;14.0;1.0;14.0;1.0;0.0;2.0;12.0;0.0;1.0
ZNF655;5.0;1.0;5.0;1.0;0.0;0.0;5.0;1.0;0.0
ZNF658;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0
ZNF664;20.0;0.0;19.0;0.0;1.0;4.0;16.0;0.0;0.0
ZNF668;18.0;1.0;17.0;0.0;2.0;6.0;13.0;0.0;0.0
ZNF669;14.0;0.0;13.0;0.0;1.0;5.0;9.0;0.0;0.0
ZNF671;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
ZNF672;14.0;2.0;13.0;1.0;2.0;4.0;11.0;0.0;1.0
ZNF675;15.0;1.0;14.0;0.0;2.0;3.0;13.0;0.0;0.0
ZNF678;8.0;0.0;7.0;1.0;0.0;0.0;7.0;1.0;0.0
ZNF680;31.0;2.0;30.0;2.0;1.0;8.0;23.0;2.0;0.0
ZNF683;15.0;1.0;15.0;1.0;0.0;1.0;14.0;0.0;1.0
ZNF687;19.0;2.0;17.0;1.0;3.0;6.0;14.0;0.0;1.0
ZNF688;11.0;1.0;11.0;0.0;1.0;3.0;9.0;0.0;0.0
ZNF689;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
ZNF69;4.0;1.0;4.0;0.0;1.0;1.0;4.0;0.0;0.0
ZNF691;4.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0
ZNF692;18.0;2.0;17.0;1.0;2.0;5.0;14.0;0.0;1.0
ZNF696;32.0;3.0;30.0;3.0;2.0;10.0;22.0;1.0;2.0
ZNF7;31.0;3.0;28.0;4.0;2.0;9.0;21.0;2.0;2.0
ZNF70;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF700;10.0;2.0;9.0;1.0;2.0;3.0;8.0;0.0;1.0
ZNF704;28.0;2.0;25.0;4.0;1.0;6.0;20.0;2.0;2.0
ZNF706;34.0;3.0;31.0;4.0;2.0;10.0;23.0;2.0;2.0
ZNF707;35.0;3.0;32.0;4.0;2.0;10.0;24.0;2.0;2.0
ZNF708;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF709;2.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0
ZNF736;12.0;0.0;12.0;0.0;0.0;2.0;10.0;0.0;0.0
ZNF737;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF74;18.0;0.0;18.0;0.0;0.0;2.0;16.0;0.0;0.0
ZNF740;16.0;1.0;16.0;0.0;1.0;4.0;13.0;0.0;0.0
ZNF746;31.0;1.0;29.0;2.0;1.0;7.0;23.0;2.0;0.0
ZNF747;7.0;0.0;7.0;0.0;0.0;1.0;6.0;0.0;0.0
ZNF75A;6.0;0.0;6.0;0.0;0.0;0.0;6.0;0.0;0.0
ZNF75D;20.0;3.0;17.0;3.0;3.0;6.0;14.0;1.0;2.0
ZNF76;7.0;1.0;7.0;1.0;0.0;1.0;6.0;0.0;1.0
ZNF761;11.0;1.0;11.0;1.0;0.0;1.0;10.0;0.0;1.0
ZNF765;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
ZNF766;12.0;1.0;10.0;2.0;1.0;2.0;9.0;1.0;1.0
ZNF768;19.0;1.0;18.0;1.0;1.0;4.0;15.0;1.0;0.0
ZNF770;22.0;1.0;22.0;1.0;0.0;2.0;20.0;0.0;1.0
ZNF771;19.0;1.0;19.0;0.0;1.0;5.0;15.0;0.0;0.0
ZNF773;3.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
ZNF775;12.0;0.0;11.0;1.0;0.0;0.0;11.0;1.0;0.0
ZNF776;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
ZNF777;28.0;1.0;27.0;2.0;0.0;6.0;21.0;2.0;0.0
ZNF783;30.0;3.0;29.0;3.0;1.0;7.0;23.0;2.0;1.0
ZNF784;2.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
ZNF785;8.0;1.0;8.0;0.0;1.0;2.0;7.0;0.0;0.0
ZNF786;7.0;1.0;7.0;1.0;0.0;2.0;5.0;1.0;0.0
ZNF787;14.0;1.0;12.0;2.0;1.0;3.0;10.0;1.0;1.0
ZNF789;29.0;1.0;28.0;2.0;0.0;6.0;22.0;2.0;0.0
ZNF791;4.0;1.0;3.0;1.0;1.0;2.0;2.0;0.0;1.0
ZNF792;3.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.0
ZNF793;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
ZNF8;5.0;0.0;4.0;0.0;1.0;1.0;4.0;0.0;0.0
ZNF800;30.0;1.0;29.0;2.0;0.0;6.0;23.0;2.0;0.0
ZNF813;5.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
ZNF816;6.0;1.0;4.0;2.0;1.0;2.0;3.0;1.0;1.0
ZNF823;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ZNF827;14.0;0.0;14.0;0.0;0.0;1.0;13.0;0.0;0.0
ZNF829;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
ZNF83;7.0;0.0;6.0;0.0;1.0;1.0;6.0;0.0;0.0
ZNF831;47.0;1.0;44.0;0.0;4.0;11.0;37.0;0.0;0.0
ZNF837;11.0;1.0;10.0;2.0;0.0;1.0;9.0;1.0;1.0
ZNF84;17.0;1.0;17.0;0.0;1.0;3.0;15.0;0.0;0.0
ZNF841;7.0;0.0;5.0;2.0;0.0;1.0;4.0;2.0;0.0
ZNF844;2.0;1.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0
ZNF845;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF853;32.0;2.0;31.0;2.0;1.0;8.0;24.0;2.0;0.0
ZNF865;14.0;1.0;12.0;2.0;1.0;4.0;9.0;1.0;1.0
ZNF891;15.0;1.0;15.0;0.0;1.0;4.0;12.0;0.0;0.0
ZNF91;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
ZNF92;6.0;1.0;5.0;2.0;0.0;1.0;4.0;2.0;0.0
ZSCAN12;2.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0
ZSCAN16;10.0;2.0;10.0;1.0;1.0;3.0;8.0;0.0;1.0
ZSCAN18;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
ZSCAN2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZSCAN20;3.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0
ZSCAN25;25.0;1.0;24.0;1.0;1.0;7.0;18.0;1.0;0.0
ZSCAN29;19.0;1.0;18.0;1.0;1.0;4.0;15.0;0.0;1.0
ZSCAN30;22.0;3.0;22.0;2.0;1.0;4.0;19.0;0.0;2.0
ZSCAN9;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0
ZUFSP;5.0;1.0;5.0;0.0;1.0;3.0;3.0;0.0;0.0
ZXDA;6.0;1.0;6.0;1.0;0.0;0.0;6.0;0.0;1.0
ZXDB;12.0;1.0;12.0;1.0;0.0;2.0;10.0;0.0;1.0
ZXDC;10.0;1.0;10.0;1.0;0.0;2.0;8.0;0.0;1.0
ZZZ3;19.0;0.0;19.0;0.0;0.0;2.0;17.0;0.0;0.0
