driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
CNTF;4.0;3.0;1.0;3.0;3.0;3.0;1.0;0.0;3.0
CNTFR;3.0;0.0;1.0;1.0;1.0;0.0;0.0;3.0;0.0
CNTN1;4.0;4.0;3.0;3.0;2.0;1.0;2.0;1.0;4.0
CNTN2;6.0;3.0;2.0;4.0;3.0;2.0;2.0;4.0;1.0
CNTN4;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
CNTN5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
CNTN6;7.0;2.0;4.0;2.0;3.0;4.0;2.0;2.0;1.0
CNTNAP1;3.0;1.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0
CNTNAP2;2.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0
CNTRL;13.0;3.0;8.0;6.0;2.0;4.0;4.0;4.0;4.0
COA7;2.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
COG1;17.0;9.0;10.0;8.0;8.0;5.0;3.0;11.0;7.0
COG2;12.0;3.0;6.0;4.0;5.0;3.0;4.0;5.0;3.0
COG3;11.0;2.0;5.0;5.0;3.0;4.0;3.0;4.0;2.0
COG4;6.0;3.0;4.0;3.0;2.0;3.0;0.0;4.0;2.0
COG5;4.0;3.0;2.0;0.0;5.0;2.0;0.0;2.0;3.0
COG6;8.0;2.0;5.0;3.0;2.0;2.0;2.0;4.0;2.0
COG7;5.0;1.0;4.0;0.0;2.0;0.0;2.0;3.0;1.0
COL10A1;5.0;0.0;1.0;2.0;2.0;2.0;2.0;1.0;0.0
COL11A1;6.0;4.0;7.0;1.0;2.0;2.0;2.0;2.0;4.0
COL12A1;4.0;1.0;2.0;2.0;1.0;3.0;0.0;1.0;1.0
COL13A1;2.0;2.0;2.0;0.0;2.0;0.0;0.0;2.0;2.0
COL14A1;9.0;4.0;4.0;3.0;6.0;4.0;3.0;3.0;3.0
COL15A1;4.0;1.0;2.0;0.0;3.0;0.0;2.0;1.0;2.0
COL16A1;6.0;2.0;5.0;1.0;2.0;3.0;1.0;2.0;2.0
COL17A1;6.0;2.0;5.0;0.0;3.0;1.0;1.0;2.0;4.0
COL18A1;7.0;6.0;4.0;6.0;3.0;4.0;1.0;5.0;3.0
COL1A1;8.0;4.0;5.0;3.0;4.0;4.0;2.0;3.0;3.0
COL1A2;11.0;6.0;6.0;4.0;7.0;4.0;2.0;7.0;4.0
COL20A1;7.0;2.0;4.0;2.0;3.0;3.0;3.0;2.0;1.0
COL21A1;5.0;0.0;4.0;1.0;0.0;1.0;2.0;2.0;0.0
COL22A1;10.0;3.0;8.0;2.0;3.0;4.0;2.0;3.0;4.0
COL23A1;3.0;1.0;3.0;0.0;1.0;2.0;1.0;0.0;1.0
COL24A1;5.0;4.0;4.0;3.0;2.0;2.0;4.0;1.0;2.0
COL25A1;2.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0
COL27A1;2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;2.0
COL28A1;4.0;1.0;4.0;0.0;1.0;1.0;2.0;0.0;2.0
COL2A1;9.0;2.0;5.0;2.0;4.0;4.0;3.0;2.0;2.0
COL3A1;6.0;2.0;4.0;1.0;3.0;1.0;4.0;0.0;3.0
COL4A1;10.0;1.0;3.0;4.0;4.0;4.0;4.0;2.0;1.0
COL4A2;8.0;4.0;3.0;3.0;6.0;4.0;4.0;2.0;2.0
COL4A3;11.0;1.0;8.0;1.0;3.0;4.0;3.0;2.0;3.0
COL4A4;13.0;2.0;8.0;4.0;3.0;5.0;6.0;2.0;2.0
COL4A5;17.0;2.0;10.0;4.0;5.0;7.0;4.0;5.0;3.0
COL4A6;10.0;1.0;7.0;3.0;1.0;3.0;4.0;3.0;1.0
COL5A1;5.0;0.0;2.0;2.0;1.0;2.0;2.0;0.0;1.0
COL5A2;7.0;2.0;5.0;1.0;3.0;2.0;4.0;2.0;1.0
COL5A3;2.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;2.0
COL6A1;2.0;5.0;1.0;3.0;3.0;1.0;2.0;1.0;3.0
COL6A2;3.0;6.0;2.0;4.0;3.0;2.0;1.0;3.0;3.0
COL6A3;15.0;2.0;9.0;5.0;3.0;4.0;3.0;6.0;4.0
COL6A5;14.0;5.0;9.0;4.0;6.0;6.0;6.0;5.0;2.0
COL6A6;4.0;4.0;3.0;1.0;4.0;3.0;2.0;1.0;2.0
COL7A1;11.0;6.0;7.0;5.0;5.0;3.0;2.0;7.0;5.0
COL8A1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
COL8A2;3.0;2.0;4.0;0.0;1.0;3.0;1.0;0.0;1.0
COL9A1;10.0;4.0;6.0;2.0;6.0;5.0;3.0;3.0;3.0
COL9A2;7.0;5.0;6.0;2.0;4.0;6.0;1.0;0.0;5.0
COL9A3;10.0;2.0;7.0;3.0;2.0;6.0;3.0;2.0;1.0
COLEC10;2.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0
COLGALT1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
COLGALT2;2.0;2.0;0.0;3.0;1.0;1.0;0.0;2.0;1.0
COMMD1;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0
COMMD3;3.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;1.0
COMMD4;6.0;1.0;2.0;4.0;1.0;3.0;1.0;2.0;1.0
COMMD6;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
COMP;6.0;1.0;2.0;3.0;2.0;2.0;0.0;3.0;2.0
COMT;2.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0
COP1;9.0;3.0;7.0;3.0;2.0;3.0;3.0;4.0;2.0
COPA;19.0;5.0;9.0;8.0;7.0;7.0;4.0;7.0;6.0
COPB1;11.0;1.0;7.0;1.0;4.0;4.0;4.0;2.0;2.0
COPB2;8.0;2.0;6.0;2.0;2.0;3.0;3.0;3.0;1.0
COPE;3.0;1.0;0.0;2.0;2.0;1.0;0.0;1.0;2.0
COPG1;6.0;1.0;2.0;2.0;3.0;3.0;0.0;1.0;3.0
COPRS;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
COPS2;8.0;4.0;5.0;3.0;4.0;1.0;1.0;6.0;4.0
COPS3;9.0;3.0;5.0;4.0;3.0;4.0;2.0;3.0;3.0
COPS4;4.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0
COPS5;12.0;5.0;9.0;3.0;5.0;5.0;2.0;4.0;6.0
COPS6;3.0;2.0;2.0;0.0;3.0;1.0;2.0;0.0;2.0
COPS7A;5.0;4.0;4.0;2.0;3.0;1.0;0.0;5.0;3.0
COPS7B;8.0;2.0;6.0;3.0;1.0;2.0;4.0;3.0;1.0
COPS8;11.0;5.0;8.0;1.0;7.0;3.0;4.0;4.0;5.0
COPZ1;5.0;1.0;4.0;1.0;1.0;2.0;2.0;1.0;1.0
COQ2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
CORO1C;9.0;2.0;6.0;2.0;3.0;4.0;2.0;3.0;2.0
CORT;5.0;4.0;3.0;3.0;3.0;1.0;3.0;2.0;3.0
COTL1;1.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0
COX15;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
COX17;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
COX19;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0
COX6A1;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
CP;4.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0
CPA3;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
CPB1;2.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0
CPB2;4.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0
CPD;9.0;5.0;7.0;2.0;5.0;2.0;3.0;5.0;4.0
CPE;2.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;2.0
CPEB2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
CPEB3;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
CPEB4;2.0;2.0;2.0;0.0;2.0;1.0;1.0;0.0;2.0
CPLX1;3.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0
CPLX2;3.0;1.0;3.0;0.0;1.0;2.0;1.0;0.0;1.0
CPN1;3.0;1.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0
CPS1;10.0;0.0;7.0;2.0;1.0;3.0;4.0;2.0;1.0
CPSF2;2.0;2.0;2.0;0.0;2.0;0.0;1.0;1.0;2.0
CPSF3;10.0;5.0;8.0;0.0;7.0;3.0;5.0;2.0;5.0
CPSF4;6.0;4.0;4.0;0.0;6.0;2.0;4.0;1.0;3.0
CPSF4L;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
CPSF6;13.0;1.0;9.0;2.0;3.0;3.0;3.0;6.0;2.0
CPSF7;9.0;9.0;6.0;4.0;8.0;4.0;1.0;4.0;9.0
CPT1A;17.0;12.0;11.0;7.0;11.0;8.0;5.0;7.0;9.0
CPT1B;3.0;0.0;2.0;1.0;0.0;2.0;0.0;1.0;0.0
CPT1C;5.0;1.0;3.0;1.0;2.0;2.0;2.0;0.0;2.0
CPT2;3.0;3.0;3.0;1.0;2.0;2.0;0.0;2.0;2.0
CR1;4.0;4.0;2.0;3.0;3.0;2.0;0.0;1.0;5.0
CR2;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0
CRABP1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
CRABP2;2.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0
CRADD;5.0;0.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0
CRAT;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
CRBN;4.0;1.0;1.0;3.0;1.0;2.0;0.0;2.0;1.0
CRCP;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
CREB1;6.0;3.0;4.0;3.0;2.0;3.0;2.0;3.0;1.0
CREB3;6.0;1.0;2.0;3.0;2.0;1.0;1.0;4.0;1.0
CREB3L2;8.0;3.0;4.0;3.0;4.0;1.0;1.0;5.0;4.0
CREB3L3;10.0;2.0;7.0;3.0;2.0;5.0;2.0;2.0;3.0
CREB3L4;21.0;6.0;14.0;7.0;6.0;8.0;3.0;10.0;6.0
CREB5;11.0;5.0;6.0;5.0;5.0;5.0;3.0;2.0;6.0
CREBBP;15.0;3.0;7.0;7.0;4.0;7.0;2.0;5.0;4.0
CREM;9.0;3.0;4.0;5.0;3.0;3.0;2.0;4.0;3.0
CRH;7.0;6.0;6.0;1.0;6.0;4.0;2.0;0.0;7.0
CRHR1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
CRHR2;3.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;2.0
CRIM1;3.0;1.0;2.0;0.0;2.0;1.0;1.0;1.0;1.0
CRIP1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
CRISP2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
CRK;2.0;1.0;2.0;0.0;1.0;0.0;0.0;2.0;1.0
CRKL;13.0;5.0;10.0;3.0;5.0;3.0;5.0;5.0;5.0
CRLF2;0.0;3.0;0.0;2.0;1.0;1.0;0.0;0.0;2.0
CRMP1;4.0;2.0;3.0;1.0;2.0;1.0;1.0;2.0;2.0
CRNKL1;6.0;0.0;5.0;0.0;1.0;2.0;2.0;1.0;1.0
CRP;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
CRTAP;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
CRTC1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0
CRTC2;16.0;5.0;11.0;6.0;4.0;6.0;2.0;8.0;5.0
CRTC3;3.0;4.0;2.0;2.0;3.0;1.0;2.0;1.0;3.0
CRY1;7.0;1.0;6.0;1.0;1.0;3.0;2.0;2.0;1.0
CRY2;6.0;1.0;3.0;4.0;0.0;2.0;1.0;3.0;1.0
CRYAB;3.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0
CRYL1;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0
CRYZ;0.0;3.0;1.0;0.0;2.0;1.0;0.0;0.0;2.0
CS;4.0;1.0;4.0;0.0;1.0;1.0;2.0;1.0;1.0
CSAD;5.0;0.0;4.0;1.0;0.0;1.0;2.0;2.0;0.0
CSDE1;4.0;5.0;4.0;0.0;5.0;1.0;2.0;0.0;6.0
CSE1L;4.0;1.0;4.0;1.0;0.0;3.0;1.0;1.0;0.0
CSF1;13.0;3.0;8.0;5.0;3.0;5.0;3.0;4.0;4.0
CSF1R;5.0;3.0;3.0;2.0;3.0;1.0;1.0;2.0;4.0
CSF2;4.0;4.0;2.0;3.0;3.0;2.0;0.0;3.0;3.0
CSF2RA;4.0;7.0;4.0;3.0;4.0;2.0;2.0;1.0;6.0
CSF2RB;9.0;1.0;4.0;5.0;1.0;4.0;1.0;3.0;2.0
CSF3;3.0;3.0;3.0;0.0;3.0;1.0;2.0;0.0;3.0
CSF3R;2.0;2.0;3.0;0.0;1.0;2.0;1.0;0.0;1.0
CSGALNACT2;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0
CSH1;9.0;3.0;6.0;4.0;2.0;3.0;1.0;4.0;4.0
CSH2;5.0;2.0;1.0;5.0;1.0;4.0;1.0;1.0;1.0
CSK;6.0;3.0;2.0;4.0;3.0;3.0;1.0;2.0;3.0
CSN2;3.0;1.0;3.0;0.0;1.0;1.0;2.0;0.0;1.0
CSN3;3.0;0.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0
CSNK1A1;6.0;5.0;4.0;3.0;4.0;3.0;1.0;4.0;3.0
CSNK1A1L;11.0;4.0;7.0;4.0;4.0;5.0;3.0;5.0;2.0
CSNK1D;16.0;8.0;12.0;5.0;7.0;6.0;3.0;8.0;7.0
CSNK1E;8.0;3.0;8.0;1.0;2.0;1.0;4.0;4.0;2.0
CSNK1G1;7.0;4.0;4.0;4.0;3.0;2.0;2.0;4.0;3.0
CSNK1G2;9.0;4.0;8.0;3.0;2.0;5.0;2.0;3.0;3.0
CSNK1G3;3.0;5.0;3.0;1.0;4.0;1.0;0.0;2.0;5.0
CSNK2A1;13.0;3.0;8.0;5.0;3.0;6.0;4.0;4.0;2.0
CSNK2A2;5.0;0.0;2.0;2.0;1.0;1.0;1.0;3.0;0.0
CSNK2B;8.0;0.0;4.0;3.0;1.0;2.0;3.0;2.0;1.0
CSPG4;2.0;2.0;1.0;2.0;1.0;1.0;0.0;1.0;2.0
CSPG5;3.0;3.0;2.0;2.0;2.0;1.0;0.0;1.0;4.0
CSPP1;11.0;5.0;9.0;3.0;4.0;4.0;4.0;3.0;5.0
CSRNP2;4.0;2.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0
CSRP1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
CSRP2;2.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
CST3;4.0;1.0;2.0;1.0;2.0;3.0;1.0;0.0;1.0
CST7;2.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0
CSTF1;11.0;3.0;9.0;4.0;1.0;7.0;2.0;4.0;1.0
CSTF2;4.0;1.0;2.0;2.0;1.0;1.0;0.0;2.0;2.0
CSTF2T;2.0;3.0;2.0;0.0;3.0;1.0;1.0;0.0;3.0
CSTF3;8.0;2.0;4.0;5.0;1.0;4.0;1.0;4.0;1.0
CTBP1;8.0;0.0;7.0;0.0;1.0;3.0;2.0;3.0;0.0
CTBP2;7.0;4.0;4.0;3.0;4.0;1.0;2.0;4.0;4.0
CTCF;9.0;4.0;9.0;2.0;2.0;6.0;1.0;5.0;1.0
CTDNEP1;2.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0
CTDP1;4.0;1.0;5.0;0.0;0.0;1.0;2.0;2.0;0.0
CTDSP1;6.0;1.0;4.0;2.0;1.0;1.0;3.0;2.0;1.0
CTDSP2;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
CTDSPL;3.0;1.0;1.0;2.0;1.0;1.0;0.0;2.0;1.0
CTF1;4.0;2.0;3.0;1.0;2.0;0.0;0.0;4.0;2.0
CTGF;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
CTH;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
CTHRC1;5.0;3.0;3.0;2.0;3.0;0.0;2.0;2.0;4.0
CTLA4;8.0;2.0;3.0;4.0;3.0;1.0;3.0;5.0;1.0
CTNNA1;7.0;5.0;2.0;5.0;5.0;4.0;0.0;3.0;5.0
CTNNA2;20.0;2.0;13.0;5.0;4.0;6.0;7.0;6.0;3.0
CTNNB1;8.0;2.0;3.0;6.0;1.0;4.0;0.0;4.0;2.0
CTNNBIP1;7.0;3.0;5.0;2.0;3.0;2.0;2.0;3.0;3.0
CTNNBL1;5.0;0.0;3.0;0.0;2.0;2.0;0.0;3.0;0.0
CTNND1;17.0;11.0;10.0;8.0;10.0;12.0;2.0;6.0;8.0
CTPS1;4.0;6.0;4.0;1.0;5.0;3.0;1.0;2.0;4.0
CTPS2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
CTR9;8.0;2.0;5.0;3.0;2.0;2.0;3.0;3.0;2.0
CTRB1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
CTRB2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
CTRC;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
CTSA;5.0;1.0;4.0;2.0;0.0;2.0;0.0;2.0;2.0
CTSB;14.0;3.0;12.0;2.0;3.0;5.0;6.0;3.0;3.0
CTSC;12.0;3.0;7.0;4.0;4.0;5.0;4.0;4.0;2.0
CTSD;9.0;3.0;6.0;3.0;3.0;2.0;3.0;4.0;3.0
CTSE;4.0;2.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0
CTSF;14.0;6.0;9.0;6.0;5.0;3.0;3.0;7.0;7.0
CTSG;6.0;1.0;3.0;2.0;2.0;2.0;2.0;1.0;2.0
CTSH;6.0;1.0;3.0;2.0;2.0;2.0;2.0;1.0;2.0
CTSK;17.0;8.0;10.0;8.0;7.0;7.0;3.0;8.0;7.0
CTSL;5.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0
CTSO;6.0;4.0;4.0;3.0;3.0;2.0;2.0;2.0;4.0
CTSS;23.0;7.0;13.0;8.0;9.0;9.0;3.0;9.0;9.0
CTSV;2.0;4.0;1.0;2.0;3.0;0.0;0.0;3.0;3.0
CTSW;13.0;7.0;10.0;5.0;5.0;4.0;3.0;7.0;6.0
CTSZ;15.0;4.0;11.0;6.0;2.0;8.0;3.0;6.0;2.0
CTTN;25.0;17.0;16.0;11.0;15.0;8.0;7.0;11.0;16.0
CTTNBP2;8.0;1.0;3.0;4.0;2.0;2.0;1.0;6.0;0.0
CTTNBP2NL;5.0;5.0;3.0;0.0;7.0;3.0;1.0;0.0;6.0
CUBN;5.0;0.0;3.0;2.0;0.0;1.0;2.0;2.0;0.0
CUEDC2;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
CUL1;11.0;3.0;6.0;3.0;5.0;2.0;4.0;5.0;3.0
CUL2;8.0;4.0;6.0;3.0;3.0;2.0;1.0;5.0;4.0
CUL3;11.0;1.0;8.0;2.0;2.0;4.0;4.0;3.0;1.0
CUL4A;12.0;0.0;6.0;6.0;0.0;4.0;3.0;4.0;1.0
CUL4B;7.0;3.0;4.0;3.0;3.0;4.0;1.0;3.0;2.0
CUL5;12.0;5.0;8.0;4.0;5.0;5.0;4.0;5.0;3.0
CUL7;15.0;5.0;11.0;4.0;5.0;4.0;4.0;8.0;4.0
CUX1;6.0;4.0;1.0;3.0;6.0;2.0;3.0;1.0;4.0
CUZD1;2.0;2.0;1.0;2.0;1.0;1.0;0.0;2.0;1.0
CWC22;6.0;2.0;3.0;2.0;3.0;3.0;3.0;1.0;1.0
CWC27;6.0;6.0;4.0;1.0;7.0;3.0;3.0;2.0;4.0
CX3CL1;3.0;0.0;1.0;2.0;0.0;0.0;1.0;2.0;0.0
CX3CR1;3.0;1.0;1.0;3.0;0.0;1.0;0.0;1.0;2.0
CXCL1;3.0;2.0;4.0;0.0;1.0;1.0;1.0;1.0;2.0
CXCL10;4.0;2.0;4.0;0.0;2.0;0.0;1.0;2.0;3.0
CXCL11;3.0;2.0;3.0;0.0;2.0;0.0;2.0;1.0;2.0
CXCL12;7.0;6.0;5.0;1.0;7.0;3.0;1.0;2.0;7.0
CXCL13;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
CXCL14;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
CXCL16;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
CXCL2;4.0;1.0;4.0;0.0;1.0;1.0;2.0;1.0;1.0
CXCL3;4.0;1.0;4.0;0.0;1.0;1.0;2.0;1.0;1.0
CXCL5;4.0;1.0;4.0;0.0;1.0;1.0;2.0;1.0;1.0
CXCL6;3.0;1.0;3.0;0.0;1.0;0.0;1.0;2.0;1.0
CXCL8;7.0;2.0;5.0;1.0;3.0;3.0;2.0;2.0;2.0
CXCL9;5.0;3.0;3.0;2.0;3.0;1.0;2.0;3.0;2.0
CXCR1;6.0;0.0;6.0;0.0;0.0;1.0;5.0;0.0;0.0
CXCR2;7.0;0.0;5.0;2.0;0.0;1.0;4.0;2.0;0.0
CXCR3;7.0;3.0;6.0;2.0;2.0;3.0;3.0;2.0;2.0
CXCR4;7.0;3.0;5.0;2.0;3.0;2.0;3.0;2.0;3.0
CXCR5;10.0;6.0;7.0;4.0;5.0;7.0;4.0;3.0;2.0
CXCR6;4.0;6.0;2.0;3.0;5.0;2.0;0.0;1.0;7.0
CYB5R1;7.0;2.0;4.0;3.0;2.0;1.0;3.0;4.0;1.0
CYBA;6.0;2.0;2.0;4.0;2.0;3.0;0.0;4.0;1.0
CYBB;4.0;1.0;2.0;3.0;0.0;3.0;1.0;1.0;0.0
CYC1;3.0;1.0;1.0;1.0;2.0;1.0;0.0;2.0;1.0
CYCS;5.0;4.0;4.0;2.0;3.0;2.0;1.0;1.0;5.0
CYLD;3.0;2.0;3.0;0.0;2.0;0.0;0.0;3.0;2.0
CYP11A1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
CYP11B1;4.0;0.0;3.0;0.0;1.0;1.0;2.0;1.0;0.0
CYP11B2;5.0;0.0;4.0;0.0;1.0;2.0;2.0;1.0;0.0
CYP17A1;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
CYP1A1;5.0;2.0;2.0;4.0;1.0;3.0;1.0;2.0;1.0
CYP1A2;3.0;3.0;2.0;3.0;1.0;2.0;1.0;2.0;1.0
CYP21A2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
CYP26A1;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0
CYP26B1;2.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
CYP26C1;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0
CYP27A1;3.0;1.0;3.0;0.0;1.0;1.0;2.0;0.0;1.0
CYP2A13;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
CYP2B6;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0
CYP2C18;2.0;2.0;0.0;2.0;2.0;1.0;0.0;0.0;3.0
CYP2C19;3.0;2.0;1.0;2.0;2.0;0.0;0.0;1.0;4.0
CYP2C8;2.0;2.0;0.0;1.0;3.0;1.0;0.0;0.0;3.0
CYP2C9;3.0;2.0;2.0;1.0;2.0;1.0;0.0;1.0;3.0
CYP2D6;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0
CYP2E1;3.0;1.0;2.0;0.0;2.0;0.0;0.0;1.0;3.0
CYP2F1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
CYP2J2;4.0;3.0;3.0;1.0;3.0;2.0;2.0;1.0;2.0
CYP2S1;1.0;2.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0
CYP2U1;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
CYP3A4;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0
CYP3A5;0.0;4.0;1.0;1.0;2.0;2.0;0.0;0.0;2.0
CYP3A7;1.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;2.0
CYP46A1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
CYP4A11;11.0;7.0;10.0;2.0;6.0;5.0;3.0;4.0;6.0
CYP4A22;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
CYP4F2;1.0;2.0;1.0;0.0;2.0;0.0;0.0;1.0;2.0
CYP4F3;1.0;2.0;1.0;0.0;2.0;0.0;0.0;1.0;2.0
CYP51A1;1.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0
CYP7A1;1.0;5.0;2.0;0.0;4.0;1.0;1.0;0.0;4.0
CYP7B1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
CYR61;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
CYSLTR1;4.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0
CYSLTR2;13.0;2.0;6.0;5.0;4.0;3.0;2.0;7.0;3.0
CYSTM1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
CYTH1;15.0;9.0;12.0;4.0;8.0;5.0;3.0;7.0;9.0
CYTH2;6.0;8.0;5.0;3.0;6.0;0.0;4.0;4.0;6.0
CYTH3;6.0;4.0;6.0;2.0;2.0;2.0;1.0;1.0;6.0
CYTH4;3.0;1.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0
DAAM2;8.0;0.0;5.0;3.0;0.0;2.0;3.0;3.0;0.0
DAB2;12.0;5.0;4.0;7.0;6.0;2.0;2.0;6.0;7.0
DAB2IP;5.0;3.0;3.0;4.0;1.0;1.0;0.0;4.0;3.0
DACT1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
DAD1;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
DAG1;9.0;5.0;5.0;6.0;3.0;4.0;0.0;5.0;5.0
DAO;3.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0
DAP3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
DAPK1;4.0;4.0;2.0;2.0;4.0;2.0;1.0;1.0;4.0
DAPK2;5.0;5.0;1.0;5.0;4.0;2.0;1.0;3.0;4.0
DAPK3;3.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;3.0
DAPP1;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
DARS;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
DAXX;7.0;0.0;3.0;3.0;1.0;2.0;2.0;2.0;1.0
