driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
ADAMTS15;5.0;0.0;1.0;1.0;3.0;1.0;3.0;1.0;0.0
ADAMTS16;3.0;1.0;2.0;1.0;1.0;2.0;2.0;0.0;0.0
ADAMTS17;5.0;1.0;4.0;0.0;2.0;1.0;4.0;0.0;1.0
ADAMTS18;2.0;1.0;1.0;0.0;2.0;0.0;1.0;2.0;0.0
ADAMTS19;1.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0
ADAMTS2;2.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0
ADAMTS20;4.0;1.0;1.0;2.0;2.0;1.0;2.0;0.0;2.0
ADAMTS3;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ADAMTS4;3.0;4.0;1.0;3.0;3.0;2.0;0.0;2.0;3.0
ADAMTS5;2.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
ADAMTS6;2.0;2.0;1.0;1.0;2.0;1.0;2.0;0.0;1.0
ADAMTS7;3.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0
ADAMTS8;4.0;0.0;1.0;1.0;2.0;1.0;2.0;1.0;0.0
ADAMTS9;2.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0
ADAMTSL1;4.0;1.0;4.0;0.0;1.0;0.0;3.0;2.0;0.0
ADAMTSL2;3.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0
ADAMTSL3;5.0;1.0;3.0;2.0;1.0;2.0;2.0;0.0;2.0
ADAMTSL4;8.0;4.0;3.0;5.0;4.0;5.0;1.0;2.0;4.0
ADAMTSL5;2.0;3.0;3.0;0.0;2.0;2.0;1.0;0.0;2.0
ADAR;4.0;0.0;2.0;2.0;0.0;1.0;0.0;3.0;0.0
ADCY1;5.0;5.0;3.0;4.0;3.0;3.0;1.0;3.0;3.0
ADCY10;10.0;7.0;6.0;4.0;7.0;4.0;2.0;6.0;5.0
ADCY2;15.0;8.0;13.0;4.0;6.0;7.0;4.0;5.0;7.0
ADCY3;9.0;3.0;8.0;0.0;4.0;2.0;3.0;4.0;3.0
ADCY4;10.0;1.0;5.0;4.0;2.0;3.0;4.0;2.0;2.0
ADCY5;10.0;3.0;4.0;8.0;1.0;2.0;0.0;10.0;1.0
ADCY6;9.0;2.0;6.0;3.0;2.0;3.0;2.0;4.0;2.0
ADCY7;8.0;1.0;6.0;2.0;1.0;3.0;1.0;5.0;0.0
ADCY8;28.0;11.0;18.0;10.0;11.0;9.0;7.0;12.0;11.0
ADCY9;8.0;5.0;6.0;1.0;6.0;4.0;1.0;4.0;4.0
ADCYAP1;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
ADCYAP1R1;3.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;2.0
ADD1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ADD2;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ADGRA2;10.0;7.0;7.0;2.0;8.0;4.0;3.0;4.0;6.0
ADGRD1;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
ADGRE2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
ADGRE3;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
ADGRE5;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
ADGRL1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
ADGRL2;3.0;1.0;2.0;0.0;2.0;2.0;1.0;1.0;0.0
ADGRL3;3.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0
ADGRV1;5.0;1.0;4.0;1.0;1.0;2.0;3.0;1.0;0.0
ADH1A;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ADH1B;2.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0
ADH4;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ADH5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ADH6;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
ADH7;2.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
ADI1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ADIPOQ;4.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0
ADIPOR1;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0
ADIPOR2;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
ADK;2.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0
ADM;7.0;0.0;6.0;1.0;0.0;2.0;3.0;2.0;0.0
ADM2;8.0;1.0;5.0;2.0;2.0;2.0;2.0;2.0;3.0
ADNP;4.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;0.0
ADO;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0
ADORA1;8.0;4.0;4.0;4.0;4.0;1.0;3.0;4.0;4.0
ADORA2A;9.0;1.0;7.0;1.0;2.0;3.0;5.0;1.0;1.0
ADORA2B;3.0;0.0;1.0;2.0;0.0;1.0;0.0;2.0;0.0
ADPGK;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
ADPRM;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
ADRA1A;10.0;4.0;9.0;1.0;4.0;4.0;3.0;4.0;3.0
ADRA1B;3.0;3.0;1.0;3.0;2.0;0.0;1.0;2.0;3.0
ADRA1D;13.0;4.0;7.0;6.0;4.0;5.0;3.0;6.0;3.0
ADRA2A;4.0;3.0;3.0;1.0;3.0;0.0;1.0;1.0;5.0
ADRA2C;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0
ADRB1;5.0;3.0;2.0;2.0;4.0;0.0;2.0;2.0;4.0
ADRB2;7.0;3.0;4.0;1.0;5.0;3.0;3.0;1.0;3.0
ADRB3;12.0;8.0;8.0;4.0;8.0;8.0;3.0;2.0;7.0
ADRM1;8.0;3.0;5.0;3.0;3.0;4.0;2.0;3.0;2.0
ADSL;5.0;1.0;2.0;3.0;1.0;2.0;1.0;2.0;1.0
ADSS;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0
AEBP2;2.0;2.0;1.0;1.0;2.0;1.0;0.0;2.0;1.0
AFDN;4.0;8.0;4.0;1.0;7.0;1.0;1.0;3.0;7.0
AFF1;6.0;0.0;3.0;3.0;0.0;2.0;1.0;3.0;0.0
AFF4;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0
AFMID;4.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0
AFP;6.0;1.0;5.0;1.0;1.0;2.0;2.0;2.0;1.0
AFTPH;5.0;0.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0
AGAP2;5.0;2.0;5.0;0.0;2.0;1.0;2.0;2.0;2.0
AGER;6.0;3.0;2.0;4.0;3.0;1.0;3.0;2.0;3.0
AGFG1;5.0;1.0;4.0;1.0;1.0;2.0;3.0;0.0;1.0
AGK;4.0;1.0;3.0;0.0;2.0;2.0;1.0;0.0;2.0
AGMAT;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
AGO1;13.0;8.0;13.0;2.0;6.0;7.0;4.0;5.0;5.0
AGO2;23.0;10.0;19.0;4.0;10.0;8.0;8.0;8.0;9.0
AGO3;12.0;5.0;12.0;2.0;3.0;8.0;2.0;3.0;4.0
AGO4;13.0;4.0;11.0;3.0;3.0;7.0;3.0;4.0;3.0
AGPAT1;4.0;0.0;2.0;2.0;0.0;1.0;1.0;2.0;0.0
AGPAT2;2.0;2.0;0.0;3.0;1.0;0.0;0.0;2.0;2.0
AGPAT3;1.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0
AGPAT4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
AGPAT5;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
AGRN;15.0;8.0;13.0;3.0;7.0;5.0;6.0;6.0;6.0
AGRP;2.0;2.0;2.0;1.0;1.0;2.0;0.0;2.0;0.0
AGT;20.0;10.0;15.0;8.0;7.0;8.0;7.0;9.0;6.0
AGTR1;6.0;2.0;3.0;3.0;2.0;2.0;2.0;3.0;1.0
AGTR2;4.0;1.0;4.0;1.0;0.0;2.0;1.0;1.0;1.0
AGXT;4.0;0.0;4.0;0.0;0.0;1.0;3.0;0.0;0.0
AGXT2;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
AHCTF1;24.0;9.0;14.0;9.0;10.0;7.0;8.0;9.0;9.0
AHCY;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
AHCYL1;7.0;2.0;4.0;2.0;3.0;3.0;2.0;1.0;3.0
AHCYL2;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
AHI1;8.0;5.0;4.0;3.0;6.0;1.0;0.0;6.0;6.0
AHNAK;3.0;1.0;1.0;2.0;1.0;2.0;0.0;0.0;2.0
AHR;2.0;2.0;0.0;0.0;4.0;1.0;1.0;0.0;2.0
AHRR;2.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0
AHSA1;3.0;1.0;2.0;1.0;1.0;2.0;0.0;1.0;1.0
AHSG;9.0;1.0;4.0;4.0;2.0;2.0;2.0;4.0;2.0
AICDA;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
AIFM1;2.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0
AIFM2;1.0;3.0;1.0;0.0;3.0;1.0;0.0;0.0;3.0
AIMP1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
AIP;1.0;2.0;0.0;1.0;2.0;0.0;0.0;1.0;2.0
AJUBA;4.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0
AK1;5.0;0.0;3.0;2.0;0.0;2.0;1.0;2.0;0.0
AK2;8.0;4.0;7.0;1.0;4.0;4.0;2.0;2.0;4.0
AK3;6.0;0.0;4.0;2.0;0.0;2.0;2.0;2.0;0.0
AK4;6.0;3.0;5.0;2.0;2.0;4.0;1.0;2.0;2.0
AK5;4.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0
AK7;2.0;3.0;3.0;0.0;2.0;1.0;1.0;1.0;2.0
AK8;5.0;1.0;4.0;1.0;1.0;2.0;2.0;1.0;1.0
AK9;16.0;6.0;6.0;7.0;9.0;4.0;4.0;8.0;6.0
AKAP1;9.0;7.0;6.0;4.0;6.0;3.0;3.0;3.0;7.0
AKAP10;1.0;5.0;2.0;1.0;3.0;0.0;0.0;1.0;5.0
AKAP11;9.0;3.0;5.0;4.0;3.0;2.0;3.0;4.0;3.0
AKAP13;13.0;6.0;7.0;6.0;6.0;5.0;4.0;2.0;8.0
AKAP14;3.0;0.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0
AKAP4;9.0;2.0;2.0;8.0;1.0;6.0;1.0;3.0;1.0
AKAP5;2.0;3.0;1.0;1.0;3.0;1.0;0.0;1.0;3.0
AKAP6;12.0;5.0;7.0;5.0;5.0;5.0;4.0;4.0;4.0
AKAP7;4.0;2.0;2.0;2.0;2.0;1.0;0.0;3.0;2.0
AKAP8;2.0;3.0;2.0;0.0;3.0;0.0;1.0;1.0;3.0
AKAP9;23.0;7.0;18.0;4.0;8.0;9.0;6.0;8.0;7.0
AKR1A1;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
AKR1B1;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0
AKR1B10;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
AKR1B15;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
AKR1C1;3.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0
AKR1C2;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
AKR1C3;2.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;2.0
AKR1C4;3.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0
AKR1D1;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
AKR7A2;6.0;2.0;4.0;1.0;3.0;1.0;1.0;3.0;3.0
AKT1;22.0;12.0;8.0;14.0;12.0;12.0;5.0;11.0;6.0
AKT1S1;9.0;2.0;6.0;1.0;4.0;3.0;2.0;3.0;3.0
AKT2;6.0;1.0;3.0;2.0;2.0;3.0;0.0;2.0;2.0
AKT3;21.0;13.0;13.0;9.0;12.0;6.0;9.0;11.0;8.0
ALAS1;9.0;4.0;4.0;6.0;3.0;4.0;1.0;4.0;4.0
ALAS2;2.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ALB;7.0;2.0;6.0;2.0;1.0;3.0;2.0;2.0;2.0
ALDH18A1;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0
ALDH1A1;2.0;2.0;1.0;0.0;3.0;2.0;0.0;0.0;2.0
ALDH1A2;0.0;3.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0
ALDH1A3;3.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;3.0
ALDH1B1;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0
ALDH1L1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
ALDH2;3.0;1.0;4.0;0.0;0.0;2.0;1.0;1.0;0.0
ALDH3A1;2.0;2.0;1.0;1.0;2.0;0.0;1.0;1.0;2.0
ALDH3A2;3.0;3.0;3.0;2.0;1.0;0.0;0.0;3.0;3.0
ALDH3B2;2.0;2.0;3.0;1.0;0.0;1.0;1.0;1.0;1.0
ALDH4A1;2.0;2.0;1.0;1.0;2.0;0.0;0.0;2.0;2.0
ALDH5A1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
ALDH6A1;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0
ALDH7A1;1.0;2.0;1.0;0.0;2.0;0.0;0.0;1.0;2.0
ALDH9A1;4.0;3.0;2.0;3.0;2.0;1.0;1.0;3.0;2.0
ALDOB;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0
ALDOC;4.0;2.0;3.0;1.0;2.0;1.0;1.0;1.0;3.0
ALG10B;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ALK;6.0;3.0;2.0;2.0;5.0;1.0;1.0;2.0;5.0
ALOX12;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
ALOX12B;1.0;2.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0
ALOX15;1.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0
ALOX15B;3.0;2.0;2.0;0.0;3.0;0.0;2.0;1.0;2.0
ALOX5;2.0;4.0;1.0;0.0;5.0;1.0;0.0;0.0;5.0
ALPG;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
ALPI;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0
ALPL;1.0;2.0;0.0;1.0;2.0;0.0;0.0;1.0;2.0
ALPP;3.0;1.0;3.0;0.0;1.0;1.0;2.0;0.0;1.0
ALS2;6.0;3.0;5.0;2.0;2.0;2.0;4.0;1.0;2.0
ALYREF;14.0;8.0;11.0;4.0;7.0;6.0;3.0;7.0;6.0
AMER1;13.0;5.0;10.0;4.0;4.0;4.0;2.0;7.0;5.0
AMFR;3.0;1.0;2.0;2.0;0.0;2.0;0.0;2.0;0.0
AMOTL1;8.0;1.0;2.0;5.0;2.0;3.0;2.0;4.0;0.0
AMPD1;4.0;2.0;2.0;1.0;3.0;1.0;2.0;1.0;2.0
AMPD2;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0
AMPD3;3.0;0.0;3.0;0.0;0.0;1.0;2.0;0.0;0.0
AMPH;8.0;6.0;5.0;4.0;5.0;3.0;4.0;3.0;4.0
ANAPC1;11.0;2.0;8.0;2.0;3.0;5.0;2.0;3.0;3.0
ANAPC10;5.0;3.0;4.0;2.0;2.0;2.0;2.0;1.0;3.0
ANAPC11;15.0;10.0;12.0;4.0;9.0;7.0;3.0;7.0;8.0
ANAPC13;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0
ANAPC15;10.0;8.0;8.0;4.0;6.0;5.0;3.0;3.0;7.0
ANAPC16;3.0;4.0;1.0;1.0;5.0;1.0;1.0;0.0;5.0
ANAPC2;5.0;3.0;3.0;3.0;2.0;2.0;1.0;2.0;3.0
ANAPC4;4.0;1.0;2.0;1.0;2.0;2.0;0.0;1.0;2.0
ANAPC5;12.0;3.0;9.0;3.0;3.0;6.0;4.0;3.0;2.0
ANAPC7;12.0;1.0;8.0;4.0;1.0;5.0;1.0;6.0;1.0
ANGEL2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ANGPT1;22.0;10.0;12.0;9.0;11.0;6.0;8.0;9.0;9.0
ANGPT2;5.0;3.0;4.0;1.0;3.0;2.0;2.0;1.0;3.0
ANGPT4;10.0;2.0;6.0;2.0;4.0;4.0;2.0;3.0;3.0
ANGPTL3;1.0;3.0;1.0;0.0;3.0;3.0;0.0;0.0;1.0
ANGPTL4;5.0;2.0;6.0;0.0;1.0;2.0;2.0;1.0;2.0
ANK1;22.0;11.0;15.0;6.0;12.0;8.0;7.0;6.0;12.0
ANK2;17.0;8.0;11.0;5.0;9.0;8.0;5.0;5.0;7.0
ANK3;19.0;9.0;13.0;6.0;9.0;7.0;4.0;11.0;6.0
ANKHD1;2.0;3.0;0.0;2.0;3.0;1.0;0.0;1.0;3.0
ANKHD1-EIF4EBP3;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0
