drivers;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
ZNF181;2.0;3.0;1.0;2.0;2.0;2.0;1.0;2.0;0.0
ZNF182;8.0;28.0;12.0;20.0;4.0;20.0;9.0;6.0;1.0
ZNF189;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
ZNF195;6.0;3.0;2.0;3.0;4.0;3.0;1.0;4.0;1.0
ZNF197;9.0;19.0;3.0;20.0;5.0;20.0;1.0;5.0;2.0
ZNF2;3.0;6.0;0.0;6.0;3.0;6.0;0.0;3.0;0.0
ZNF202;2.0;12.0;0.0;12.0;2.0;12.0;0.0;2.0;0.0
ZNF205;5.0;33.0;8.0;27.0;3.0;29.0;5.0;4.0;0.0
ZNF207;6.0;10.0;3.0;10.0;3.0;9.0;3.0;4.0;0.0
ZNF208;1.0;3.0;0.0;3.0;1.0;3.0;0.0;1.0;0.0
ZNF212;12.0;27.0;0.0;29.0;10.0;27.0;0.0;12.0;0.0
ZNF213;4.0;26.0;4.0;23.0;3.0;24.0;2.0;4.0;0.0
ZNF217;0.0;7.0;0.0;7.0;0.0;7.0;0.0;0.0;0.0
ZNF219;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF22;3.0;11.0;3.0;9.0;2.0;9.0;3.0;2.0;0.0
ZNF223;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF224;1.0;5.0;2.0;3.0;1.0;4.0;1.0;1.0;0.0
ZNF225;2.0;6.0;1.0;5.0;2.0;5.0;1.0;2.0;0.0
ZNF226;2.0;6.0;0.0;6.0;2.0;6.0;0.0;2.0;0.0
ZNF227;3.0;6.0;1.0;6.0;2.0;6.0;0.0;2.0;1.0
ZNF23;0.0;13.0;4.0;9.0;0.0;11.0;2.0;0.0;0.0
ZNF230;2.0;5.0;5.0;1.0;1.0;2.0;4.0;1.0;0.0
ZNF233;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF234;0.0;6.0;1.0;5.0;0.0;6.0;0.0;0.0;0.0
ZNF236;1.0;6.0;0.0;7.0;0.0;6.0;0.0;1.0;0.0
ZNF239;4.0;10.0;3.0;8.0;3.0;8.0;3.0;3.0;0.0
ZNF24;10.0;42.0;10.0;37.0;5.0;37.0;7.0;6.0;2.0
ZNF25;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
ZNF250;0.0;20.0;0.0;20.0;0.0;20.0;0.0;0.0;0.0
ZNF251;6.0;102.0;2.0;103.0;3.0;103.0;0.0;5.0;0.0
ZNF253;4.0;14.0;5.0;11.0;2.0;12.0;3.0;2.0;1.0
ZNF254;1.0;12.0;2.0;10.0;1.0;10.0;2.0;1.0;0.0
ZNF256;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF260;5.0;11.0;1.0;11.0;4.0;10.0;1.0;5.0;0.0
ZNF263;2.0;38.0;6.0;32.0;2.0;33.0;5.0;2.0;0.0
ZNF266;4.0;4.0;2.0;4.0;2.0;3.0;1.0;3.0;1.0
ZNF267;4.0;21.0;2.0;21.0;2.0;21.0;2.0;2.0;0.0
ZNF273;6.0;11.0;1.0;10.0;6.0;10.0;1.0;6.0;0.0
ZNF274;0.0;8.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0
ZNF276;8.0;38.0;14.0;30.0;2.0;28.0;9.0;7.0;2.0
ZNF277;24.0;36.0;1.0;39.0;20.0;37.0;1.0;22.0;0.0
ZNF280C;1.0;7.0;2.0;6.0;0.0;6.0;2.0;0.0;0.0
ZNF280D;0.0;7.0;0.0;7.0;0.0;7.0;0.0;0.0;0.0
ZNF281;1.0;8.0;2.0;7.0;0.0;7.0;1.0;0.0;1.0
ZNF282;41.0;45.0;0.0;50.0;36.0;48.0;0.0;38.0;0.0
ZNF292;3.0;8.0;3.0;7.0;1.0;7.0;2.0;1.0;1.0
ZNF296;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
ZNF3;4.0;12.0;0.0;12.0;4.0;12.0;0.0;4.0;0.0
ZNF30;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;0.0
ZNF302;3.0;7.0;3.0;5.0;2.0;5.0;3.0;2.0;0.0
ZNF304;2.0;15.0;2.0;14.0;1.0;14.0;2.0;1.0;0.0
ZNF311;2.0;12.0;1.0;11.0;2.0;11.0;1.0;2.0;0.0
ZNF318;1.0;2.0;0.0;3.0;0.0;2.0;0.0;1.0;0.0
ZNF319;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
ZNF32;9.0;30.0;9.0;24.0;6.0;25.0;6.0;7.0;1.0
ZNF320;1.0;2.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0
ZNF322;2.0;15.0;2.0;14.0;1.0;14.0;1.0;1.0;1.0
ZNF324;2.0;4.0;0.0;5.0;1.0;4.0;0.0;2.0;0.0
ZNF324B;0.0;4.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0
ZNF326;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
ZNF329;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
ZNF331;4.0;16.0;5.0;14.0;1.0;15.0;2.0;2.0;1.0
ZNF333;5.0;14.0;4.0;11.0;4.0;11.0;4.0;4.0;0.0
ZNF335;13.0;30.0;5.0;29.0;9.0;29.0;5.0;9.0;0.0
ZNF337;6.0;24.0;4.0;22.0;4.0;23.0;2.0;4.0;1.0
ZNF33A;0.0;7.0;2.0;5.0;0.0;5.0;2.0;0.0;0.0
ZNF33B;1.0;3.0;1.0;2.0;1.0;2.0;1.0;1.0;0.0
ZNF34;0.0;33.0;0.0;33.0;0.0;32.0;0.0;1.0;0.0
ZNF341;2.0;12.0;0.0;13.0;1.0;11.0;0.0;3.0;0.0
ZNF346;1.0;14.0;2.0;13.0;0.0;13.0;2.0;0.0;0.0
ZNF347;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF35;1.0;4.0;0.0;4.0;1.0;4.0;0.0;1.0;0.0
ZNF350;2.0;5.0;1.0;6.0;0.0;5.0;0.0;1.0;1.0
ZNF354A;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF354B;3.0;25.0;5.0;23.0;0.0;23.0;5.0;0.0;0.0
ZNF354C;1.0;7.0;2.0;6.0;0.0;6.0;2.0;0.0;0.0
ZNF358;2.0;9.0;3.0;8.0;0.0;7.0;3.0;1.0;0.0
ZNF362;4.0;15.0;2.0;16.0;1.0;15.0;2.0;2.0;0.0
ZNF367;4.0;6.0;3.0;5.0;2.0;5.0;2.0;2.0;1.0
ZNF37A;1.0;3.0;1.0;2.0;1.0;2.0;1.0;1.0;0.0
ZNF382;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF383;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
ZNF384;3.0;11.0;3.0;10.0;1.0;11.0;1.0;1.0;1.0
ZNF385A;1.0;12.0;1.0;11.0;1.0;12.0;0.0;1.0;0.0
ZNF385B;1.0;7.0;1.0;7.0;0.0;7.0;1.0;0.0;0.0
ZNF385C;2.0;3.0;0.0;4.0;1.0;2.0;0.0;3.0;0.0
ZNF385D;0.0;3.0;1.0;2.0;0.0;3.0;0.0;0.0;0.0
ZNF394;1.0;11.0;0.0;11.0;1.0;11.0;0.0;1.0;0.0
ZNF396;6.0;8.0;5.0;5.0;4.0;6.0;3.0;4.0;1.0
ZNF397;2.0;10.0;2.0;9.0;1.0;9.0;2.0;1.0;0.0
ZNF398;25.0;28.0;0.0;33.0;20.0;31.0;0.0;22.0;0.0
ZNF404;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF407;4.0;15.0;4.0;14.0;1.0;13.0;2.0;2.0;2.0
ZNF408;5.0;3.0;3.0;3.0;2.0;3.0;2.0;2.0;1.0
ZNF41;8.0;29.0;8.0;24.0;5.0;24.0;6.0;6.0;1.0
ZNF410;4.0;12.0;5.0;9.0;2.0;11.0;2.0;2.0;1.0
ZNF414;8.0;11.0;6.0;10.0;3.0;9.0;4.0;4.0;2.0
ZNF415;6.0;14.0;3.0;13.0;4.0;13.0;2.0;5.0;0.0
ZNF416;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF423;7.0;23.0;9.0;21.0;0.0;20.0;6.0;1.0;3.0
ZNF425;2.0;6.0;0.0;7.0;1.0;6.0;0.0;2.0;0.0
ZNF426;4.0;6.0;3.0;5.0;2.0;4.0;3.0;3.0;0.0
ZNF428;6.0;18.0;6.0;15.0;3.0;15.0;5.0;3.0;1.0
ZNF429;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
ZNF430;0.0;3.0;1.0;2.0;0.0;2.0;1.0;0.0;0.0
ZNF432;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF433;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF439;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
ZNF44;3.0;9.0;4.0;7.0;1.0;7.0;4.0;1.0;0.0
ZNF440;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
ZNF441;1.0;5.0;1.0;4.0;1.0;4.0;1.0;1.0;0.0
ZNF442;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF443;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF444;1.0;10.0;1.0;9.0;1.0;9.0;1.0;1.0;0.0
ZNF445;6.0;11.0;0.0;12.0;5.0;12.0;0.0;5.0;0.0
ZNF446;7.0;20.0;4.0;19.0;4.0;19.0;3.0;4.0;1.0
ZNF449;1.0;3.0;0.0;4.0;0.0;3.0;0.0;1.0;0.0
ZNF45;5.0;9.0;3.0;7.0;4.0;7.0;3.0;4.0;0.0
ZNF451;5.0;14.0;5.0;12.0;2.0;12.0;3.0;2.0;2.0
ZNF460;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
ZNF461;2.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0
ZNF462;2.0;13.0;4.0;10.0;1.0;11.0;2.0;1.0;1.0
ZNF469;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
ZNF471;4.0;15.0;1.0;15.0;3.0;15.0;1.0;3.0;0.0
ZNF473;1.0;7.0;0.0;7.0;1.0;7.0;0.0;1.0;0.0
ZNF474;17.0;37.0;14.0;35.0;5.0;36.0;11.0;5.0;2.0
ZNF48;3.0;36.0;8.0;30.0;1.0;31.0;7.0;1.0;0.0
ZNF484;1.0;2.0;0.0;2.0;1.0;2.0;0.0;1.0;0.0
ZNF487;2.0;9.0;4.0;6.0;1.0;7.0;2.0;2.0;0.0
ZNF491;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
ZNF493;4.0;7.0;3.0;5.0;3.0;5.0;3.0;3.0;0.0
ZNF496;4.0;19.0;4.0;16.0;3.0;17.0;2.0;3.0;1.0
ZNF497;0.0;6.0;0.0;6.0;0.0;6.0;0.0;0.0;0.0
ZNF500;3.0;24.0;4.0;21.0;2.0;21.0;3.0;3.0;0.0
ZNF507;4.0;12.0;1.0;12.0;3.0;12.0;1.0;3.0;0.0
ZNF510;7.0;17.0;5.0;16.0;3.0;16.0;4.0;3.0;1.0
ZNF511;11.0;31.0;16.0;23.0;3.0;22.0;11.0;5.0;4.0
ZNF512;2.0;5.0;1.0;5.0;1.0;5.0;1.0;1.0;0.0
ZNF512B;7.0;30.0;2.0;30.0;5.0;30.0;0.0;6.0;1.0
ZNF513;3.0;17.0;3.0;16.0;1.0;17.0;1.0;1.0;1.0
ZNF514;2.0;1.0;0.0;1.0;2.0;1.0;0.0;2.0;0.0
ZNF517;1.0;65.0;1.0;65.0;0.0;66.0;0.0;0.0;0.0
ZNF518A;4.0;12.0;3.0;9.0;4.0;10.0;2.0;4.0;0.0
ZNF521;3.0;4.0;1.0;4.0;2.0;4.0;1.0;2.0;0.0
ZNF524;7.0;27.0;4.0;25.0;5.0;26.0;3.0;5.0;0.0
ZNF525;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF527;6.0;8.0;1.0;9.0;4.0;8.0;1.0;5.0;0.0
ZNF528;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF529;4.0;4.0;0.0;5.0;3.0;4.0;0.0;4.0;0.0
ZNF532;5.0;23.0;7.0;17.0;4.0;16.0;7.0;5.0;0.0
ZNF543;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
ZNF548;2.0;17.0;1.0;17.0;1.0;17.0;1.0;1.0;0.0
ZNF549;4.0;13.0;2.0;12.0;3.0;12.0;1.0;3.0;1.0
ZNF552;4.0;6.0;3.0;6.0;1.0;6.0;2.0;2.0;0.0
ZNF558;7.0;16.0;4.0;15.0;4.0;14.0;4.0;5.0;0.0
ZNF561;4.0;8.0;3.0;7.0;2.0;7.0;2.0;3.0;0.0
ZNF562;1.0;2.0;0.0;2.0;1.0;2.0;0.0;1.0;0.0
ZNF563;0.0;3.0;1.0;2.0;0.0;2.0;1.0;0.0;0.0
ZNF564;1.0;3.0;0.0;3.0;1.0;3.0;0.0;1.0;0.0
ZNF568;2.0;4.0;0.0;5.0;1.0;4.0;0.0;2.0;0.0
ZNF569;3.0;9.0;1.0;9.0;2.0;9.0;0.0;3.0;0.0
ZNF570;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
ZNF571;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
ZNF572;4.0;42.0;1.0;43.0;2.0;43.0;0.0;3.0;0.0
ZNF574;2.0;4.0;2.0;3.0;1.0;3.0;2.0;1.0;0.0
ZNF576;1.0;15.0;2.0;13.0;1.0;13.0;2.0;1.0;0.0
ZNF579;1.0;13.0;1.0;12.0;1.0;13.0;0.0;1.0;0.0
ZNF580;3.0;14.0;1.0;13.0;3.0;14.0;0.0;3.0;0.0
ZNF581;7.0;21.0;3.0;20.0;5.0;21.0;2.0;5.0;0.0
ZNF583;0.0;4.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0
ZNF585A;2.0;4.0;0.0;5.0;1.0;4.0;0.0;2.0;0.0
ZNF585B;2.0;2.0;0.0;3.0;1.0;2.0;0.0;2.0;0.0
ZNF587;2.0;5.0;3.0;4.0;0.0;4.0;1.0;1.0;1.0
ZNF589;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
ZNF592;1.0;19.0;5.0;14.0;1.0;16.0;3.0;1.0;0.0
ZNF594;0.0;3.0;2.0;1.0;0.0;1.0;2.0;0.0;0.0
ZNF597;2.0;7.0;3.0;5.0;1.0;5.0;2.0;1.0;1.0
ZNF598;5.0;37.0;5.0;33.0;4.0;34.0;3.0;5.0;0.0
ZNF599;8.0;16.0;4.0;14.0;6.0;14.0;4.0;6.0;0.0
ZNF605;6.0;23.0;5.0;23.0;1.0;24.0;2.0;3.0;0.0
ZNF606;2.0;20.0;2.0;19.0;1.0;19.0;2.0;1.0;0.0
ZNF607;4.0;4.0;1.0;4.0;3.0;3.0;1.0;4.0;0.0
ZNF609;2.0;12.0;5.0;8.0;1.0;10.0;2.0;1.0;1.0
ZNF610;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF614;1.0;4.0;2.0;3.0;0.0;3.0;2.0;0.0;0.0
ZNF616;0.0;7.0;1.0;6.0;0.0;6.0;1.0;0.0;0.0
ZNF618;6.0;26.0;8.0;23.0;1.0;24.0;5.0;1.0;2.0
ZNF619;6.0;19.0;1.0;20.0;4.0;20.0;0.0;4.0;1.0
ZNF621;13.0;25.0;3.0;26.0;9.0;26.0;1.0;9.0;2.0
ZNF623;6.0;93.0;0.0;97.0;2.0;98.0;0.0;1.0;0.0
ZNF624;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF626;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
ZNF627;8.0;13.0;4.0;12.0;5.0;11.0;4.0;6.0;0.0
ZNF628;3.0;13.0;3.0;12.0;1.0;13.0;2.0;1.0;0.0
ZNF629;2.0;26.0;6.0;22.0;0.0;22.0;5.0;0.0;1.0
ZNF639;20.0;40.0;14.0;37.0;9.0;35.0;6.0;12.0;7.0
ZNF644;3.0;6.0;3.0;6.0;0.0;5.0;1.0;1.0;2.0
ZNF646;5.0;27.0;9.0;22.0;1.0;23.0;6.0;2.0;1.0
ZNF649;3.0;8.0;0.0;9.0;2.0;8.0;0.0;3.0;0.0
ZNF652;0.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0
ZNF653;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF654;10.0;22.0;5.0;19.0;8.0;20.0;3.0;9.0;0.0
ZNF655;2.0;3.0;0.0;3.0;2.0;3.0;0.0;2.0;0.0
ZNF658;2.0;9.0;3.0;7.0;1.0;8.0;2.0;1.0;0.0
ZNF662;7.0;11.0;2.0;11.0;5.0;11.0;0.0;5.0;2.0
ZNF664;8.0;26.0;6.0;25.0;3.0;26.0;4.0;3.0;1.0
ZNF667;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF668;3.0;19.0;5.0;16.0;1.0;17.0;4.0;1.0;0.0
ZNF671;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF672;2.0;4.0;1.0;3.0;2.0;3.0;1.0;2.0;0.0
ZNF675;3.0;9.0;4.0;6.0;2.0;7.0;3.0;2.0;0.0
ZNF677;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF678;3.0;4.0;2.0;4.0;1.0;4.0;1.0;1.0;1.0
ZNF680;21.0;26.0;0.0;27.0;20.0;26.0;0.0;21.0;0.0
ZNF682;2.0;6.0;3.0;4.0;1.0;5.0;2.0;1.0;0.0
ZNF683;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF687;5.0;25.0;4.0;23.0;3.0;22.0;3.0;4.0;1.0
ZNF688;0.0;9.0;0.0;9.0;0.0;9.0;0.0;0.0;0.0
ZNF691;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF692;10.0;33.0;8.0;28.0;7.0;28.0;5.0;8.0;2.0
ZNF696;5.0;67.0;0.0;70.0;2.0;69.0;0.0;3.0;0.0
ZNF7;7.0;111.0;1.0;115.0;2.0;114.0;0.0;4.0;0.0
ZNF700;5.0;17.0;4.0;14.0;4.0;15.0;3.0;4.0;0.0
ZNF704;5.0;73.0;0.0;74.0;4.0;74.0;0.0;4.0;0.0
ZNF706;13.0;113.0;0.0;119.0;7.0;117.0;0.0;9.0;0.0
ZNF707;6.0;82.0;1.0;86.0;1.0;88.0;0.0;0.0;0.0
ZNF709;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
ZNF71;1.0;9.0;1.0;9.0;0.0;9.0;1.0;0.0;0.0
ZNF711;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF726;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF736;3.0;11.0;0.0;11.0;3.0;11.0;0.0;3.0;0.0
ZNF737;3.0;4.0;4.0;2.0;1.0;3.0;3.0;1.0;0.0
ZNF74;7.0;23.0;8.0;19.0;3.0;19.0;6.0;5.0;0.0
ZNF740;2.0;7.0;2.0;7.0;0.0;7.0;0.0;0.0;2.0
ZNF746;23.0;37.0;2.0;40.0;18.0;38.0;1.0;20.0;1.0
ZNF747;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF75A;4.0;29.0;7.0;23.0;3.0;24.0;5.0;3.0;1.0
ZNF75D;6.0;19.0;5.0;17.0;3.0;17.0;3.0;4.0;1.0
ZNF76;4.0;17.0;2.0;17.0;2.0;17.0;1.0;2.0;1.0
ZNF764;1.0;4.0;1.0;3.0;1.0;3.0;1.0;1.0;0.0
ZNF768;7.0;30.0;5.0;28.0;4.0;28.0;5.0;4.0;0.0
ZNF770;8.0;33.0;7.0;30.0;4.0;29.0;4.0;6.0;2.0
ZNF771;0.0;3.0;1.0;2.0;0.0;2.0;1.0;0.0;0.0
ZNF775;34.0;36.0;0.0;41.0;29.0;39.0;0.0;31.0;0.0
ZNF777;36.0;42.0;1.0;47.0;30.0;45.0;0.0;33.0;0.0
ZNF783;35.0;40.0;2.0;45.0;28.0;44.0;0.0;31.0;0.0
ZNF784;1.0;9.0;1.0;8.0;1.0;8.0;1.0;1.0;0.0
ZNF786;13.0;17.0;1.0;21.0;8.0;18.0;0.0;11.0;1.0
ZNF787;6.0;22.0;3.0;22.0;3.0;22.0;3.0;3.0;0.0
ZNF789;34.0;39.0;2.0;40.0;31.0;41.0;0.0;32.0;0.0
ZNF79;0.0;4.0;1.0;3.0;0.0;3.0;1.0;0.0;0.0
ZNF791;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZNF792;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF793;5.0;6.0;2.0;6.0;3.0;6.0;1.0;4.0;0.0
ZNF8;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF800;46.0;49.0;3.0;53.0;39.0;52.0;3.0;40.0;0.0
ZNF804A;1.0;7.0;2.0;5.0;1.0;6.0;1.0;1.0;0.0
ZNF805;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
ZNF813;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF816;2.0;6.0;3.0;4.0;1.0;5.0;2.0;1.0;0.0
ZNF823;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0
ZNF83;8.0;21.0;4.0;21.0;4.0;20.0;4.0;5.0;0.0
ZNF830;3.0;2.0;1.0;3.0;1.0;2.0;1.0;2.0;0.0
ZNF831;3.0;17.0;0.0;17.0;3.0;15.0;0.0;5.0;0.0
ZNF837;2.0;7.0;1.0;7.0;1.0;7.0;1.0;1.0;0.0
ZNF84;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
ZNF841;2.0;8.0;1.0;8.0;1.0;8.0;1.0;1.0;0.0
ZNF844;3.0;7.0;2.0;6.0;2.0;6.0;2.0;2.0;0.0
ZNF845;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
ZNF846;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF853;21.0;31.0;0.0;35.0;17.0;32.0;0.0;20.0;0.0
ZNF865;3.0;16.0;3.0;14.0;2.0;15.0;2.0;2.0;0.0
ZNF891;2.0;3.0;0.0;3.0;2.0;3.0;0.0;2.0;0.0
ZNF91;0.0;5.0;2.0;3.0;0.0;3.0;1.0;1.0;0.0
ZNF92;7.0;9.0;0.0;10.0;6.0;10.0;0.0;6.0;0.0
ZSCAN12;0.0;7.0;0.0;7.0;0.0;7.0;0.0;0.0;0.0
ZSCAN18;4.0;15.0;2.0;14.0;3.0;14.0;2.0;3.0;0.0
ZSCAN22;0.0;6.0;0.0;6.0;0.0;6.0;0.0;0.0;0.0
ZSCAN25;5.0;10.0;1.0;10.0;4.0;11.0;0.0;4.0;0.0
ZSCAN29;10.0;22.0;6.0;20.0;6.0;20.0;3.0;7.0;2.0
ZSCAN30;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZSCAN9;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
ZXDA;5.0;12.0;5.0;10.0;2.0;10.0;4.0;2.0;1.0
ZXDB;7.0;16.0;9.0;12.0;2.0;12.0;7.0;2.0;2.0
ZXDC;14.0;33.0;9.0;29.0;9.0;30.0;4.0;9.0;4.0
ZZZ3;7.0;6.0;6.0;6.0;1.0;6.0;4.0;2.0;1.0
