drivers;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
MYNN;23.0;40.0;18.0;36.0;9.0;35.0;8.0;11.0;9.0
MYRF;3.0;13.0;5.0;11.0;0.0;13.0;2.0;0.0;1.0
MYSM1;3.0;4.0;4.0;3.0;0.0;3.0;2.0;0.0;2.0
MZF1;4.0;13.0;3.0;12.0;2.0;12.0;2.0;2.0;1.0
NACC2;11.0;31.0;6.0;29.0;7.0;30.0;3.0;7.0;2.0
NAIF1;1.0;12.0;2.0;11.0;0.0;12.0;1.0;0.0;0.0
NCOA1;3.0;19.0;1.0;18.0;3.0;19.0;0.0;3.0;0.0
NCOA2;10.0;120.0;2.0;122.0;6.0;118.0;1.0;11.0;0.0
NCOA3;12.0;29.0;3.0;30.0;8.0;28.0;3.0;10.0;0.0
NFAT5;8.0;26.0;13.0;19.0;2.0;20.0;8.0;3.0;3.0
NFATC2;0.0;6.0;0.0;6.0;0.0;6.0;0.0;0.0;0.0
NFATC3;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
NFATC4;2.0;5.0;2.0;4.0;1.0;4.0;1.0;1.0;1.0
NFE2L1;4.0;14.0;4.0;12.0;2.0;12.0;4.0;2.0;0.0
NFE2L2;1.0;8.0;1.0;7.0;1.0;8.0;0.0;1.0;0.0
NFE2L3;5.0;12.0;0.0;12.0;5.0;12.0;0.0;5.0;0.0
NFIA;1.0;2.0;1.0;2.0;0.0;2.0;0.0;0.0;1.0
NFIL3;5.0;14.0;1.0;15.0;3.0;14.0;1.0;4.0;0.0
NFIX;7.0;19.0;5.0;16.0;5.0;16.0;5.0;5.0;0.0
NFKB1;4.0;13.0;3.0;12.0;2.0;12.0;1.0;3.0;1.0
NFKB2;4.0;17.0;9.0;10.0;2.0;10.0;8.0;3.0;0.0
NFX1;10.0;20.0;7.0;18.0;5.0;18.0;4.0;5.0;3.0
NFXL1;2.0;4.0;0.0;4.0;2.0;4.0;0.0;2.0;0.0
NFYA;5.0;23.0;3.0;22.0;3.0;22.0;2.0;3.0;1.0
NFYB;3.0;13.0;0.0;14.0;2.0;13.0;0.0;3.0;0.0
NFYC;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
NME2;6.0;20.0;4.0;19.0;3.0;18.0;3.0;4.0;1.0
NR1D2;2.0;13.0;1.0;13.0;1.0;13.0;1.0;1.0;0.0
NR1H2;1.0;15.0;1.0;14.0;1.0;14.0;1.0;1.0;0.0
NR1H3;2.0;6.0;2.0;5.0;1.0;6.0;0.0;1.0;1.0
NR1I2;2.0;3.0;0.0;3.0;2.0;3.0;0.0;2.0;0.0
NR2C1;0.0;7.0;0.0;7.0;0.0;7.0;0.0;0.0;0.0
NR2C2;10.0;23.0;2.0;24.0;7.0;24.0;1.0;7.0;1.0
NR2F1;31.0;49.0;22.0;46.0;12.0;44.0;21.0;15.0;0.0
NR2F2;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
NR2F6;3.0;9.0;2.0;7.0;3.0;7.0;2.0;3.0;0.0
NR3C2;5.0;16.0;3.0;16.0;2.0;16.0;2.0;3.0;0.0
NR4A1;0.0;10.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0
NR4A2;2.0;6.0;2.0;5.0;1.0;6.0;0.0;1.0;1.0
NR4A3;0.0;4.0;1.0;3.0;0.0;3.0;1.0;0.0;0.0
NR5A2;1.0;15.0;3.0;13.0;0.0;13.0;3.0;0.0;0.0
NR6A1;1.0;3.0;0.0;3.0;1.0;3.0;0.0;1.0;0.0
NRF1;18.0;34.0;3.0;33.0;16.0;31.0;2.0;19.0;0.0
OSR1;1.0;6.0;0.0;6.0;1.0;6.0;0.0;1.0;0.0
OSR2;1.0;40.0;1.0;39.0;1.0;40.0;0.0;1.0;0.0
OVOL1;2.0;15.0;3.0;13.0;1.0;14.0;1.0;1.0;1.0
OVOL2;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
PA2G4;10.0;28.0;6.0;28.0;4.0;29.0;1.0;4.0;4.0
PATZ1;9.0;26.0;12.0;19.0;4.0;19.0;8.0;6.0;2.0
PAX5;1.0;6.0;1.0;6.0;0.0;5.0;1.0;1.0;0.0
PAX9;10.0;31.0;10.0;25.0;6.0;25.0;8.0;8.0;0.0
PBX1;1.0;4.0;1.0;4.0;0.0;4.0;1.0;0.0;0.0
PBX2;1.0;8.0;2.0;7.0;0.0;7.0;2.0;0.0;0.0
PBX4;2.0;9.0;0.0;9.0;2.0;9.0;0.0;2.0;0.0
PCGF6;3.0;12.0;2.0;11.0;2.0;11.0;1.0;3.0;0.0
PEG3;2.0;11.0;4.0;8.0;1.0;10.0;2.0;1.0;0.0
PGR;0.0;7.0;0.0;7.0;0.0;7.0;0.0;0.0;0.0
PHF1;1.0;5.0;0.0;5.0;1.0;5.0;0.0;1.0;0.0
PHF20;4.0;21.0;2.0;20.0;3.0;20.0;1.0;4.0;0.0
PHF21A;2.0;3.0;0.0;3.0;2.0;3.0;0.0;2.0;0.0
PIN1;9.0;18.0;6.0;17.0;4.0;16.0;5.0;5.0;1.0
PITX1;3.0;12.0;5.0;9.0;1.0;10.0;3.0;1.0;1.0
PKNOX2;1.0;14.0;2.0;12.0;1.0;13.0;1.0;1.0;0.0
PLAGL2;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
PLSCR1;9.0;24.0;4.0;24.0;5.0;22.0;2.0;7.0;2.0
POGK;3.0;14.0;5.0;11.0;1.0;10.0;5.0;2.0;0.0
POU2AF1;1.0;7.0;2.0;6.0;0.0;6.0;1.0;0.0;1.0
POU2F1;4.0;7.0;3.0;6.0;2.0;6.0;2.0;3.0;0.0
POU2F2;1.0;5.0;0.0;5.0;1.0;5.0;0.0;1.0;0.0
POU2F3;2.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;0.0
POU6F1;2.0;20.0;2.0;20.0;0.0;21.0;0.0;1.0;0.0
PPARA;2.0;7.0;2.0;5.0;2.0;6.0;1.0;2.0;0.0
PPARD;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
PPARG;2.0;10.0;0.0;10.0;2.0;10.0;0.0;2.0;0.0
PRDM1;11.0;15.0;10.0;14.0;2.0;13.0;3.0;3.0;7.0
PRDM10;8.0;23.0;5.0;23.0;3.0;23.0;3.0;4.0;1.0
PRDM16;4.0;14.0;3.0;13.0;2.0;14.0;1.0;3.0;0.0
PRDM2;4.0;23.0;7.0;19.0;1.0;21.0;3.0;1.0;2.0
PRDM4;5.0;15.0;4.0;15.0;1.0;15.0;3.0;1.0;1.0
PRDM5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
PRDM6;1.0;5.0;0.0;5.0;1.0;5.0;0.0;1.0;0.0
PRDM8;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
PREB;1.0;4.0;1.0;4.0;0.0;4.0;0.0;0.0;1.0
PRMT3;9.0;15.0;3.0;16.0;5.0;16.0;1.0;5.0;2.0
PROX1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
PRR12;7.0;17.0;3.0;16.0;5.0;16.0;3.0;5.0;0.0
PRRX1;4.0;14.0;3.0;12.0;3.0;12.0;2.0;3.0;1.0
PRRX2;1.0;10.0;1.0;10.0;0.0;10.0;0.0;0.0;1.0
PURA;1.0;16.0;3.0;14.0;0.0;15.0;2.0;0.0;0.0
PURB;33.0;41.0;0.0;45.0;29.0;45.0;0.0;29.0;0.0
RARA;0.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0
RARG;4.0;9.0;3.0;8.0;2.0;9.0;1.0;2.0;1.0
RBAK;17.0;27.0;0.0;29.0;15.0;28.0;0.0;16.0;0.0
RBCK1;8.0;16.0;3.0;17.0;4.0;17.0;2.0;5.0;0.0
REL;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
RELA;13.0;29.0;10.0;28.0;4.0;28.0;4.0;5.0;5.0
RELB;7.0;16.0;6.0;13.0;4.0;12.0;6.0;5.0;0.0
REPIN1;41.0;42.0;0.0;49.0;34.0;46.0;0.0;37.0;0.0
REST;5.0;16.0;3.0;15.0;3.0;15.0;2.0;4.0;0.0
REXO4;11.0;36.0;6.0;36.0;5.0;35.0;4.0;7.0;1.0
RFX1;3.0;6.0;1.0;5.0;3.0;5.0;1.0;3.0;0.0
RFX2;4.0;11.0;1.0;10.0;4.0;10.0;1.0;4.0;0.0
RFX3;5.0;11.0;3.0;11.0;2.0;11.0;3.0;2.0;0.0
RFX5;4.0;19.0;5.0;16.0;2.0;15.0;4.0;4.0;0.0
RFX7;2.0;4.0;3.0;2.0;1.0;3.0;1.0;1.0;1.0
RLF;5.0;18.0;7.0;14.0;2.0;14.0;5.0;3.0;1.0
RORC;6.0;21.0;7.0;18.0;2.0;16.0;5.0;4.0;2.0
RREB1;2.0;5.0;1.0;6.0;0.0;5.0;1.0;1.0;0.0
RUNX1;3.0;20.0;8.0;14.0;1.0;16.0;5.0;1.0;1.0
RUNX2;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
RUNX3;3.0;20.0;5.0;16.0;2.0;18.0;3.0;2.0;0.0
RXRA;2.0;18.0;3.0;16.0;1.0;16.0;2.0;2.0;0.0
RXRB;1.0;10.0;1.0;9.0;1.0;9.0;1.0;1.0;0.0
RXRG;1.0;5.0;0.0;5.0;1.0;5.0;0.0;1.0;0.0
SAFB;6.0;16.0;7.0;13.0;2.0;13.0;6.0;3.0;0.0
SAFB2;5.0;7.0;5.0;6.0;1.0;5.0;4.0;2.0;1.0
SATB1;6.0;7.0;3.0;5.0;5.0;5.0;2.0;5.0;1.0
SCMH1;0.0;6.0;0.0;6.0;0.0;6.0;0.0;0.0;0.0
SCML4;2.0;7.0;3.0;5.0;1.0;5.0;2.0;1.0;1.0
SETBP1;3.0;10.0;4.0;8.0;1.0;7.0;3.0;2.0;1.0
SETDB1;6.0;26.0;8.0;22.0;2.0;22.0;5.0;3.0;2.0
SETDB2;14.0;27.0;13.0;21.0;7.0;22.0;7.0;7.0;5.0
SGSM2;2.0;5.0;1.0;5.0;1.0;5.0;0.0;1.0;1.0
SIM2;2.0;16.0;4.0;12.0;2.0;13.0;3.0;2.0;0.0
SIX1;14.0;30.0;9.0;28.0;7.0;28.0;4.0;9.0;3.0
SIX4;14.0;30.0;9.0;27.0;8.0;26.0;4.0;11.0;3.0
SKI;7.0;32.0;8.0;28.0;3.0;27.0;6.0;5.0;1.0
SKIL;10.0;23.0;6.0;22.0;5.0;21.0;2.0;7.0;3.0
SLC2A4RG;5.0;13.0;2.0;12.0;4.0;13.0;1.0;4.0;0.0
SMAD1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
SMAD3;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
SMAD4;4.0;21.0;5.0;18.0;2.0;19.0;3.0;2.0;1.0
SMAD5;5.0;24.0;6.0;23.0;0.0;22.0;6.0;1.0;0.0
SMYD3;6.0;20.0;5.0;17.0;4.0;17.0;4.0;4.0;1.0
SNAI1;2.0;11.0;0.0;12.0;1.0;11.0;0.0;2.0;0.0
SNAPC2;6.0;12.0;6.0;9.0;3.0;9.0;5.0;4.0;0.0
SNAPC4;11.0;45.0;8.0;41.0;7.0;40.0;7.0;8.0;1.0
SNAPC5;0.0;6.0;1.0;5.0;0.0;5.0;1.0;0.0;0.0
SOHLH2;10.0;15.0;10.0;12.0;3.0;12.0;5.0;3.0;5.0
SON;2.0;17.0;4.0;14.0;1.0;13.0;4.0;2.0;0.0
SOX12;1.0;7.0;1.0;7.0;0.0;7.0;1.0;0.0;0.0
SOX13;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
SOX17;2.0;31.0;2.0;29.0;2.0;29.0;2.0;2.0;0.0
SOX18;1.0;10.0;0.0;10.0;1.0;10.0;0.0;1.0;0.0
SOX2;19.0;36.0;8.0;35.0;12.0;31.0;6.0;16.0;2.0
SOX7;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
SOX8;0.0;8.0;1.0;7.0;0.0;7.0;1.0;0.0;0.0
SP1;9.0;24.0;6.0;24.0;3.0;25.0;1.0;3.0;4.0
SP100;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
SP110;1.0;6.0;0.0;6.0;1.0;6.0;0.0;1.0;0.0
SP140;4.0;12.0;5.0;9.0;2.0;9.0;5.0;2.0;0.0
SP140L;4.0;10.0;6.0;7.0;1.0;9.0;3.0;2.0;0.0
SP2;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
SP3;2.0;9.0;0.0;10.0;1.0;9.0;0.0;2.0;0.0
SP4;4.0;5.0;0.0;5.0;4.0;5.0;0.0;4.0;0.0
SP6;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
SPDEF;2.0;18.0;2.0;17.0;1.0;17.0;2.0;1.0;0.0
SPEN;3.0;9.0;3.0;8.0;1.0;8.0;2.0;1.0;1.0
SPI1;17.0;30.0;9.0;30.0;8.0;30.0;2.0;10.0;5.0
SPIB;2.0;5.0;1.0;5.0;1.0;5.0;1.0;1.0;0.0
SRCAP;4.0;20.0;4.0;18.0;2.0;19.0;2.0;3.0;0.0
SREBF2;0.0;4.0;2.0;2.0;0.0;3.0;1.0;0.0;0.0
SRF;1.0;10.0;2.0;8.0;1.0;8.0;2.0;1.0;0.0
STAT1;4.0;15.0;5.0;13.0;1.0;14.0;3.0;1.0;1.0
STAT2;7.0;19.0;4.0;18.0;4.0;20.0;1.0;4.0;1.0
STAT3;2.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;0.0
STAT4;4.0;19.0;8.0;14.0;1.0;16.0;5.0;1.0;1.0
STAT5B;2.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0
STAT6;0.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0
TAL1;2.0;7.0;4.0;5.0;0.0;5.0;3.0;0.0;1.0
TBPL1;4.0;13.0;3.0;13.0;1.0;12.0;2.0;2.0;1.0
TBX1;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
TBX15;5.0;19.0;5.0;18.0;1.0;18.0;4.0;2.0;0.0
TBX18;0.0;7.0;1.0;6.0;0.0;6.0;1.0;0.0;0.0
TBX2;2.0;6.0;1.0;6.0;1.0;6.0;1.0;1.0;0.0
TBX21;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
TBX3;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
TBX4;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
TCF12;3.0;17.0;7.0;11.0;2.0;12.0;6.0;2.0;0.0
TCF20;3.0;16.0;5.0;13.0;1.0;14.0;3.0;2.0;0.0
TCF21;2.0;7.0;1.0;6.0;2.0;6.0;1.0;2.0;0.0
TCF3;5.0;18.0;11.0;10.0;2.0;12.0;8.0;2.0;1.0
TCF4;7.0;23.0;5.0;20.0;5.0;21.0;3.0;5.0;1.0
TCF7;0.0;5.0;1.0;4.0;0.0;4.0;1.0;0.0;0.0
TCFL5;0.0;6.0;1.0;5.0;0.0;6.0;0.0;0.0;0.0
TEAD1;6.0;21.0;4.0;20.0;3.0;20.0;2.0;4.0;1.0
TEAD2;2.0;4.0;0.0;4.0;2.0;4.0;0.0;2.0;0.0
TEAD3;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
TEAD4;5.0;11.0;5.0;9.0;2.0;10.0;2.0;3.0;1.0
TERF1;5.0;99.0;0.0;102.0;2.0;100.0;0.0;4.0;0.0
TERF2;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
TET2;2.0;3.0;0.0;3.0;2.0;3.0;0.0;2.0;0.0
TET3;7.0;7.0;1.0;8.0;5.0;7.0;1.0;6.0;0.0
TFAP2A;0.0;3.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0
TFAP2C;8.0;20.0;4.0;19.0;5.0;19.0;1.0;6.0;2.0
TFAP4;0.0;11.0;1.0;10.0;0.0;10.0;1.0;0.0;0.0
TFCP2;7.0;18.0;3.0;19.0;3.0;19.0;1.0;4.0;1.0
TFCP2L1;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
TFDP1;0.0;8.0;1.0;7.0;0.0;7.0;1.0;0.0;0.0
TFE3;5.0;26.0;9.0;19.0;3.0;21.0;6.0;3.0;1.0
TFEC;34.0;49.0;2.0;55.0;26.0;51.0;2.0;30.0;0.0
TGIF1;2.0;2.0;0.0;2.0;2.0;2.0;0.0;2.0;0.0
THAP1;9.0;63.0;8.0;61.0;3.0;60.0;3.0;6.0;3.0
THAP3;3.0;13.0;5.0;10.0;1.0;11.0;3.0;1.0;1.0
THAP4;1.0;6.0;2.0;5.0;0.0;6.0;0.0;0.0;1.0
THAP5;13.0;37.0;1.0;38.0;11.0;38.0;1.0;11.0;0.0
THAP6;4.0;13.0;3.0;12.0;2.0;12.0;1.0;3.0;1.0
THAP7;10.0;34.0;13.0;26.0;5.0;26.0;10.0;7.0;1.0
THAP8;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
THRA;2.0;9.0;2.0;7.0;2.0;8.0;1.0;2.0;0.0
THRB;5.0;17.0;1.0;17.0;4.0;17.0;1.0;4.0;0.0
THYN1;7.0;26.0;2.0;26.0;5.0;25.0;0.0;7.0;1.0
TIGD1;0.0;10.0;1.0;9.0;0.0;10.0;0.0;0.0;0.0
TIGD2;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
TIGD4;6.0;24.0;4.0;23.0;3.0;22.0;4.0;4.0;0.0
TIGD5;3.0;54.0;1.0;56.0;0.0;55.0;0.0;1.0;1.0
TMF1;5.0;21.0;3.0;21.0;2.0;21.0;3.0;2.0;0.0
TOPORS;5.0;18.0;5.0;15.0;3.0;16.0;3.0;3.0;1.0
TP53;9.0;17.0;8.0;14.0;4.0;13.0;5.0;5.0;3.0
TP63;2.0;4.0;1.0;3.0;2.0;2.0;1.0;3.0;0.0
TP73;10.0;32.0;11.0;28.0;3.0;29.0;7.0;4.0;2.0
TRAFD1;4.0;9.0;3.0;9.0;1.0;9.0;2.0;1.0;1.0
TRPS1;2.0;46.0;1.0;46.0;1.0;46.0;0.0;2.0;0.0
TSC22D1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
TSHZ1;8.0;16.0;6.0;16.0;2.0;15.0;1.0;4.0;4.0
TSHZ2;0.0;3.0;1.0;2.0;0.0;3.0;0.0;0.0;0.0
TSHZ3;5.0;14.0;4.0;13.0;2.0;13.0;3.0;2.0;1.0
TTF1;5.0;16.0;5.0;15.0;1.0;15.0;4.0;2.0;0.0
TWIST1;14.0;19.0;2.0;19.0;12.0;19.0;0.0;13.0;1.0
TWIST2;4.0;8.0;4.0;6.0;2.0;6.0;2.0;2.0;2.0
UBP1;6.0;22.0;3.0;20.0;5.0;22.0;0.0;5.0;1.0
USF1;2.0;23.0;5.0;19.0;1.0;19.0;5.0;1.0;0.0
USF2;2.0;6.0;0.0;6.0;2.0;6.0;0.0;2.0;0.0
VDR;6.0;16.0;6.0;14.0;2.0;16.0;2.0;2.0;2.0
VENTX;4.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0
VEZF1;0.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0
WIZ;8.0;17.0;4.0;16.0;5.0;16.0;2.0;5.0;2.0
WT1;0.0;9.0;1.0;8.0;0.0;9.0;0.0;0.0;0.0
XBP1;4.0;19.0;8.0;12.0;3.0;12.0;7.0;4.0;0.0
XPA;7.0;32.0;5.0;31.0;3.0;31.0;5.0;3.0;0.0
YBX1;5.0;19.0;6.0;16.0;2.0;15.0;5.0;3.0;1.0
YBX3;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
YY1;11.0;28.0;8.0;23.0;8.0;23.0;6.0;9.0;1.0
ZBED4;3.0;12.0;3.0;9.0;3.0;10.0;2.0;3.0;0.0
ZBED5;8.0;16.0;7.0;15.0;2.0;16.0;3.0;2.0;3.0
ZBED6;1.0;12.0;3.0;9.0;1.0;9.0;3.0;1.0;0.0
ZBTB1;7.0;17.0;4.0;16.0;4.0;15.0;3.0;5.0;1.0
ZBTB10;3.0;55.0;1.0;56.0;1.0;55.0;0.0;2.0;1.0
ZBTB11;15.0;23.0;6.0;22.0;10.0;21.0;4.0;11.0;2.0
ZBTB12;1.0;5.0;3.0;3.0;0.0;3.0;3.0;0.0;0.0
ZBTB14;0.0;8.0;1.0;7.0;0.0;8.0;0.0;0.0;0.0
ZBTB16;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZBTB17;3.0;19.0;5.0;15.0;2.0;16.0;3.0;3.0;0.0
ZBTB2;1.0;4.0;1.0;4.0;0.0;4.0;1.0;0.0;0.0
ZBTB21;4.0;14.0;7.0;10.0;1.0;11.0;4.0;2.0;1.0
ZBTB22;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZBTB24;6.0;21.0;4.0;22.0;1.0;22.0;2.0;1.0;2.0
ZBTB25;1.0;2.0;0.0;3.0;0.0;2.0;0.0;1.0;0.0
ZBTB26;11.0;31.0;7.0;29.0;6.0;28.0;6.0;7.0;1.0
ZBTB33;5.0;27.0;8.0;21.0;3.0;22.0;6.0;3.0;1.0
ZBTB34;6.0;30.0;6.0;27.0;3.0;27.0;4.0;4.0;1.0
ZBTB37;2.0;22.0;4.0;19.0;1.0;18.0;3.0;2.0;1.0
ZBTB38;16.0;30.0;11.0;25.0;10.0;25.0;7.0;10.0;4.0
ZBTB39;0.0;5.0;0.0;5.0;0.0;4.0;0.0;1.0;0.0
ZBTB4;8.0;21.0;11.0;16.0;2.0;16.0;8.0;2.0;3.0
ZBTB40;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
ZBTB41;6.0;26.0;7.0;21.0;4.0;22.0;5.0;4.0;1.0
ZBTB42;8.0;11.0;5.0;10.0;4.0;10.0;3.0;5.0;1.0
ZBTB44;11.0;23.0;7.0;22.0;5.0;22.0;3.0;7.0;2.0
ZBTB45;7.0;18.0;4.0;16.0;5.0;16.0;4.0;5.0;0.0
ZBTB46;1.0;11.0;1.0;11.0;0.0;11.0;0.0;0.0;1.0
ZBTB47;11.0;28.0;4.0;28.0;7.0;27.0;2.0;8.0;2.0
ZBTB48;3.0;9.0;3.0;8.0;1.0;9.0;2.0;1.0;0.0
ZBTB5;1.0;7.0;1.0;7.0;0.0;6.0;1.0;1.0;0.0
ZBTB6;5.0;18.0;4.0;18.0;1.0;17.0;3.0;2.0;1.0
ZBTB7A;3.0;5.0;4.0;3.0;1.0;3.0;4.0;1.0;0.0
ZBTB7B;2.0;14.0;5.0;10.0;1.0;11.0;3.0;2.0;0.0
ZBTB7C;2.0;4.0;2.0;3.0;1.0;4.0;1.0;1.0;0.0
ZBTB9;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZEB1;15.0;33.0;16.0;26.0;6.0;26.0;9.0;9.0;4.0
ZEB2;23.0;35.0;13.0;33.0;12.0;34.0;6.0;13.0;5.0
ZFAT;6.0;63.0;6.0;62.0;1.0;62.0;1.0;3.0;3.0
ZFHX3;5.0;29.0;14.0;18.0;2.0;19.0;11.0;3.0;1.0
ZFHX4;0.0;15.0;1.0;14.0;0.0;15.0;0.0;0.0;0.0
ZFP14;2.0;5.0;2.0;4.0;1.0;3.0;2.0;2.0;0.0
ZFP2;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
ZFP28;3.0;13.0;0.0;13.0;3.0;13.0;0.0;3.0;0.0
ZFP3;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZFP30;1.0;6.0;1.0;6.0;0.0;5.0;1.0;1.0;0.0
ZFP41;7.0;103.0;0.0;107.0;3.0;107.0;0.0;3.0;0.0
ZFP62;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ZFP64;7.0;20.0;2.0;20.0;5.0;19.0;2.0;6.0;0.0
ZFP90;1.0;9.0;3.0;7.0;0.0;7.0;2.0;0.0;1.0
ZFP91;8.0;22.0;4.0;22.0;4.0;21.0;2.0;6.0;1.0
ZFPM2;5.0;44.0;2.0;44.0;3.0;43.0;1.0;5.0;0.0
ZFX;1.0;4.0;3.0;2.0;0.0;2.0;3.0;0.0;0.0
ZGLP1;6.0;14.0;4.0;13.0;3.0;12.0;4.0;4.0;0.0
ZGPAT;4.0;14.0;1.0;13.0;4.0;14.0;0.0;4.0;0.0
ZHX1;7.0;112.0;0.0;116.0;3.0;111.0;0.0;8.0;0.0
ZHX2;3.0;44.0;0.0;47.0;0.0;46.0;0.0;1.0;0.0
ZHX3;6.0;25.0;2.0;24.0;5.0;22.0;2.0;7.0;0.0
ZKSCAN1;7.0;18.0;0.0;19.0;6.0;19.0;0.0;6.0;0.0
ZKSCAN4;0.0;13.0;2.0;11.0;0.0;11.0;2.0;0.0;0.0
ZKSCAN5;27.0;38.0;2.0;41.0;22.0;43.0;0.0;22.0;0.0
ZKSCAN7;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
ZKSCAN8;2.0;9.0;2.0;8.0;1.0;9.0;1.0;1.0;0.0
ZMAT1;8.0;36.0;12.0;27.0;5.0;27.0;10.0;6.0;1.0
ZNF112;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ZNF117;5.0;15.0;0.0;15.0;5.0;15.0;0.0;5.0;0.0
ZNF12;8.0;16.0;0.0;17.0;7.0;16.0;0.0;8.0;0.0
ZNF121;3.0;5.0;1.0;6.0;1.0;5.0;1.0;2.0;0.0
ZNF124;2.0;5.0;0.0;5.0;2.0;5.0;0.0;2.0;0.0
ZNF131;5.0;25.0;3.0;24.0;3.0;24.0;3.0;3.0;0.0
ZNF132;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF133;1.0;3.0;0.0;3.0;1.0;3.0;0.0;1.0;0.0
ZNF134;0.0;12.0;1.0;11.0;0.0;11.0;1.0;0.0;0.0
ZNF135;1.0;17.0;1.0;16.0;1.0;16.0;1.0;1.0;0.0
ZNF136;2.0;10.0;3.0;8.0;1.0;8.0;3.0;1.0;0.0
ZNF138;1.0;9.0;0.0;9.0;1.0;9.0;0.0;1.0;0.0
ZNF14;0.0;6.0;2.0;4.0;0.0;5.0;1.0;0.0;0.0
ZNF140;2.0;8.0;2.0;8.0;0.0;8.0;1.0;1.0;0.0
ZNF142;5.0;11.0;4.0;9.0;3.0;11.0;2.0;3.0;0.0
ZNF146;6.0;16.0;2.0;15.0;5.0;15.0;2.0;5.0;0.0
ZNF148;28.0;38.0;18.0;34.0;14.0;33.0;8.0;16.0;9.0
ZNF16;1.0;27.0;0.0;28.0;0.0;28.0;0.0;0.0;0.0
ZNF160;6.0;20.0;5.0;18.0;3.0;18.0;4.0;4.0;0.0
ZNF165;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF169;3.0;8.0;1.0;8.0;2.0;8.0;1.0;2.0;0.0
ZNF174;0.0;17.0;3.0;14.0;0.0;15.0;2.0;0.0;0.0
ZNF177;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ZNF18;1.0;4.0;0.0;4.0;1.0;4.0;0.0;1.0;0.0
ZNF180;2.0;5.0;1.0;4.0;2.0;4.0;1.0;2.0;0.0
