drivers;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
DRAP1;13.0;58.0;20.0;46.0;5.0;8.0;14.0;5.0;44.0
DZIP1;22.0;31.0;17.0;25.0;11.0;9.0;10.0;11.0;23.0
E2F1;2.0;3.0;1.0;2.0;2.0;0.0;1.0;2.0;2.0
E2F2;11.0;23.0;6.0;22.0;6.0;1.0;5.0;6.0;22.0
E2F3;26.0;34.0;20.0;28.0;12.0;7.0;15.0;12.0;26.0
E2F4;5.0;13.0;5.0;12.0;1.0;3.0;3.0;1.0;11.0
E2F5;21.0;46.0;19.0;37.0;11.0;11.0;7.0;11.0;38.0
E2F6;11.0;17.0;9.0;15.0;4.0;3.0;6.0;4.0;15.0
E2F7;4.0;4.0;3.0;3.0;2.0;1.0;1.0;2.0;4.0
E2F8;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
E4F1;10.0;44.0;16.0;33.0;5.0;4.0;13.0;5.0;32.0
EBF1;7.0;32.0;12.0;24.0;3.0;5.0;7.0;3.0;24.0
EBF2;11.0;37.0;13.0;28.0;7.0;4.0;10.0;7.0;27.0
EBF3;14.0;45.0;8.0;41.0;10.0;3.0;8.0;10.0;38.0
EBF4;14.0;27.0;9.0;25.0;7.0;2.0;7.0;7.0;25.0
EEA1;15.0;29.0;14.0;21.0;9.0;4.0;10.0;9.0;21.0
EGR1;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0
EGR2;3.0;7.0;4.0;5.0;1.0;0.0;3.0;1.0;6.0
EGR3;2.0;16.0;3.0;13.0;2.0;0.0;3.0;2.0;13.0
EHF;11.0;27.0;11.0;21.0;6.0;3.0;8.0;6.0;21.0
ELF1;14.0;31.0;14.0;26.0;5.0;10.0;5.0;5.0;25.0
ELF2;7.0;25.0;8.0;21.0;3.0;2.0;6.0;3.0;21.0
ELF3;18.0;46.0;16.0;41.0;7.0;6.0;10.0;7.0;41.0
ELF4;6.0;21.0;6.0;17.0;4.0;1.0;7.0;4.0;15.0
ELK1;4.0;13.0;0.0;14.0;3.0;1.0;0.0;3.0;13.0
ELK3;14.0;37.0;16.0;28.0;7.0;6.0;11.0;7.0;27.0
ELK4;17.0;48.0;14.0;43.0;8.0;7.0;10.0;8.0;40.0
EOMES;9.0;19.0;9.0;15.0;4.0;2.0;8.0;4.0;14.0
EPAS1;10.0;17.0;6.0;17.0;4.0;4.0;4.0;4.0;15.0
ERF;5.0;6.0;2.0;6.0;3.0;2.0;0.0;3.0;6.0
ERG;11.0;22.0;9.0;17.0;7.0;3.0;6.0;7.0;17.0
ESR1;11.0;17.0;9.0;14.0;5.0;5.0;4.0;5.0;14.0
ESRRA;3.0;13.0;6.0;10.0;0.0;1.0;5.0;0.0;10.0
ESRRG;15.0;30.0;8.0;31.0;6.0;5.0;6.0;6.0;28.0
ETS1;13.0;35.0;10.0;31.0;7.0;2.0;10.0;7.0;29.0
ETS2;8.0;15.0;8.0;11.0;4.0;3.0;6.0;4.0;10.0
ETV2;4.0;4.0;3.0;3.0;2.0;1.0;1.0;2.0;4.0
ETV3;23.0;39.0;15.0;32.0;15.0;5.0;11.0;15.0;31.0
ETV5;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
ETV6;9.0;15.0;4.0;16.0;4.0;3.0;4.0;4.0;13.0
ETV7;13.0;24.0;9.0;21.0;7.0;3.0;6.0;7.0;21.0
FAM200B;10.0;15.0;5.0;13.0;7.0;2.0;4.0;7.0;12.0
FBXL19;16.0;31.0;12.0;23.0;12.0;4.0;10.0;12.0;21.0
FIZ1;12.0;35.0;16.0;28.0;3.0;4.0;11.0;3.0;29.0
FLI1;22.0;47.0;18.0;42.0;9.0;6.0;18.0;9.0;36.0
FLYWCH1;10.0;36.0;11.0;28.0;7.0;3.0;8.0;7.0;28.0
FOSB;8.0;16.0;5.0;13.0;6.0;0.0;4.0;6.0;14.0
FOSL1;11.0;56.0;18.0;47.0;2.0;6.0;13.0;2.0;46.0
FOSL2;7.0;13.0;4.0;13.0;3.0;1.0;4.0;3.0;12.0
FOXA3;8.0;11.0;4.0;9.0;6.0;2.0;2.0;6.0;9.0
FOXC1;9.0;11.0;8.0;9.0;3.0;4.0;5.0;3.0;8.0
FOXC2;8.0;12.0;5.0;11.0;4.0;3.0;4.0;4.0;9.0
FOXD2;5.0;14.0;4.0;13.0;2.0;2.0;2.0;2.0;13.0
FOXF1;14.0;26.0;8.0;26.0;6.0;4.0;8.0;6.0;22.0
FOXF2;31.0;40.0;27.0;32.0;12.0;12.0;14.0;12.0;33.0
FOXJ1;31.0;82.0;33.0;62.0;18.0;11.0;20.0;18.0;64.0
FOXJ2;20.0;26.0;11.0;24.0;11.0;4.0;7.0;11.0;24.0
FOXJ3;17.0;39.0;13.0;34.0;9.0;4.0;10.0;9.0;33.0
FOXK1;15.0;35.0;9.0;30.0;11.0;2.0;9.0;11.0;28.0
FOXK2;35.0;75.0;31.0;59.0;20.0;11.0;19.0;20.0;60.0
FOXL1;8.0;8.0;4.0;8.0;4.0;2.0;4.0;4.0;6.0
FOXM1;17.0;23.0;11.0;19.0;10.0;4.0;8.0;10.0;18.0
FOXN2;7.0;14.0;4.0;14.0;3.0;1.0;4.0;3.0;13.0
FOXN3;5.0;5.0;5.0;3.0;2.0;2.0;3.0;2.0;3.0
FOXO1;9.0;15.0;9.0;11.0;4.0;6.0;3.0;4.0;11.0
FOXO3;15.0;37.0;14.0;31.0;7.0;7.0;8.0;7.0;30.0
FOXO4;6.0;20.0;11.0;12.0;3.0;2.0;8.0;3.0;13.0
FOXO6;1.0;2.0;2.0;1.0;0.0;0.0;1.0;0.0;2.0
FOXP1;2.0;2.0;3.0;0.0;1.0;2.0;1.0;1.0;0.0
FOXP2;4.0;7.0;4.0;5.0;2.0;0.0;4.0;2.0;5.0
FOXP3;4.0;14.0;2.0;12.0;4.0;0.0;2.0;4.0;12.0
FOXP4;14.0;18.0;6.0;15.0;11.0;2.0;4.0;11.0;15.0
FOXS1;11.0;30.0;6.0;27.0;8.0;2.0;6.0;8.0;25.0
GABPA;10.0;27.0;12.0;22.0;3.0;5.0;7.0;3.0;22.0
GATA2;18.0;13.0;13.0;10.0;8.0;5.0;7.0;8.0;11.0
GATA3;1.0;6.0;3.0;4.0;0.0;1.0;2.0;0.0;4.0
GATA6;0.0;6.0;4.0;2.0;0.0;0.0;4.0;0.0;2.0
GATAD2A;14.0;31.0;10.0;27.0;8.0;5.0;5.0;8.0;27.0
GATAD2B;37.0;60.0;27.0;49.0;21.0;11.0;18.0;21.0;47.0
GFI1;15.0;42.0;11.0;36.0;10.0;5.0;7.0;10.0;35.0
GLI1;6.0;8.0;4.0;7.0;3.0;2.0;2.0;3.0;7.0
GLI2;9.0;21.0;8.0;20.0;2.0;4.0;1.0;2.0;23.0
GLI3;6.0;13.0;7.0;11.0;1.0;3.0;5.0;1.0;10.0
GLI4;24.0;53.0;21.0;44.0;12.0;8.0;14.0;12.0;43.0
GLIS2;9.0;41.0;12.0;31.0;7.0;3.0;10.0;7.0;30.0
GLIS3;11.0;11.0;4.0;11.0;7.0;4.0;2.0;7.0;9.0
GLMP;33.0;57.0;20.0;50.0;20.0;10.0;14.0;20.0;46.0
GLYR1;9.0;37.0;13.0;28.0;5.0;4.0;10.0;5.0;27.0
GMEB1;6.0;19.0;4.0;16.0;5.0;0.0;6.0;5.0;14.0
GMEB2;25.0;57.0;27.0;46.0;9.0;11.0;18.0;9.0;44.0
GPBP1;5.0;21.0;5.0;18.0;3.0;2.0;3.0;3.0;18.0
GPBP1L1;9.0;22.0;7.0;20.0;4.0;2.0;7.0;4.0;18.0
GRHL1;6.0;5.0;4.0;6.0;1.0;3.0;1.0;1.0;6.0
GRHL3;4.0;12.0;3.0;11.0;2.0;1.0;2.0;2.0;11.0
GTF2B;11.0;34.0;10.0;27.0;8.0;4.0;6.0;8.0;27.0
GTF2I;19.0;22.0;11.0;21.0;9.0;5.0;5.0;9.0;22.0
GTF2IRD1;9.0;9.0;4.0;10.0;4.0;2.0;1.0;4.0;11.0
GTF2IRD2B;4.0;1.0;2.0;1.0;2.0;0.0;1.0;2.0;2.0
GTF3A;16.0;45.0;13.0;39.0;9.0;7.0;9.0;9.0;36.0
GZF1;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0
HBP1;4.0;19.0;4.0;17.0;2.0;2.0;4.0;2.0;15.0
HES1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
HES4;18.0;44.0;14.0;36.0;12.0;3.0;11.0;12.0;36.0
HES6;3.0;14.0;7.0;10.0;0.0;3.0;3.0;0.0;11.0
HEYL;15.0;35.0;14.0;29.0;7.0;3.0;12.0;7.0;28.0
HHEX;10.0;22.0;8.0;20.0;4.0;2.0;5.0;4.0;21.0
HIC1;9.0;26.0;9.0;22.0;4.0;4.0;7.0;4.0;20.0
HIC2;1.0;7.0;1.0;6.0;1.0;1.0;0.0;1.0;6.0
HIF1A;13.0;17.0;13.0;12.0;5.0;4.0;8.0;5.0;13.0
HIF3A;13.0;26.0;11.0;21.0;7.0;3.0;7.0;7.0;22.0
HINFP;1.0;7.0;2.0;5.0;1.0;0.0;3.0;1.0;4.0
HIVEP1;14.0;26.0;13.0;20.0;7.0;4.0;13.0;7.0;16.0
HIVEP2;15.0;30.0;18.0;22.0;5.0;6.0;11.0;5.0;23.0
HKR1;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0
HLF;5.0;11.0;8.0;7.0;1.0;2.0;5.0;1.0;8.0
HLX;12.0;24.0;8.0;21.0;7.0;2.0;6.0;7.0;21.0
HMBOX1;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
HMG20A;10.0;18.0;8.0;17.0;3.0;4.0;5.0;3.0;16.0
HMG20B;20.0;47.0;13.0;41.0;13.0;6.0;8.0;13.0;40.0
HMGA1;13.0;20.0;9.0;16.0;8.0;4.0;5.0;8.0;16.0
HMGN3;9.0;26.0;10.0;20.0;5.0;3.0;7.0;5.0;20.0
HOMEZ;2.0;1.0;1.0;0.0;2.0;0.0;1.0;2.0;0.0
HOXA2;5.0;17.0;6.0;14.0;2.0;2.0;4.0;2.0;14.0
HOXA3;5.0;13.0;4.0;12.0;2.0;2.0;3.0;2.0;11.0
HOXA4;5.0;13.0;3.0;12.0;3.0;1.0;3.0;3.0;11.0
HOXA5;5.0;18.0;5.0;15.0;3.0;1.0;5.0;3.0;14.0
HOXA7;2.0;11.0;2.0;10.0;1.0;0.0;2.0;1.0;10.0
HOXB2;21.0;43.0;26.0;29.0;9.0;12.0;13.0;9.0;30.0
HOXB3;23.0;47.0;27.0;34.0;9.0;13.0;14.0;9.0;34.0
HOXB4;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
HOXB5;17.0;38.0;21.0;27.0;7.0;11.0;11.0;7.0;26.0
HOXB6;12.0;26.0;20.0;16.0;2.0;8.0;12.0;2.0;16.0
HOXB7;19.0;40.0;25.0;27.0;7.0;11.0;14.0;7.0;27.0
HOXD3;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
HSF1;36.0;78.0;26.0;69.0;19.0;9.0;17.0;19.0;69.0
HSF2;1.0;2.0;0.0;2.0;1.0;0.0;0.0;1.0;2.0
HSF4;10.0;20.0;8.0;19.0;3.0;4.0;5.0;3.0;18.0
IKZF1;9.0;19.0;7.0;15.0;6.0;2.0;5.0;6.0;15.0
IKZF2;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
IKZF3;30.0;64.0;29.0;50.0;15.0;15.0;14.0;15.0;50.0
IKZF4;4.0;6.0;3.0;5.0;2.0;1.0;1.0;2.0;6.0
IKZF5;9.0;22.0;4.0;22.0;5.0;2.0;2.0;5.0;22.0
IRF1;1.0;9.0;2.0;8.0;0.0;1.0;1.0;0.0;8.0
IRF2;2.0;15.0;2.0;14.0;1.0;0.0;1.0;1.0;15.0
IRF3;17.0;39.0;17.0;32.0;7.0;5.0;10.0;7.0;34.0
IRF4;9.0;11.0;6.0;11.0;3.0;4.0;1.0;3.0;12.0
IRF5;6.0;8.0;2.0;8.0;4.0;1.0;1.0;4.0;8.0
IRF6;25.0;47.0;19.0;40.0;13.0;7.0;14.0;13.0;38.0
IRF7;1.0;8.0;1.0;8.0;0.0;1.0;1.0;0.0;7.0
IRF8;3.0;8.0;1.0;9.0;1.0;0.0;3.0;1.0;7.0
IRF9;13.0;30.0;17.0;19.0;7.0;5.0;11.0;7.0;20.0
IRX3;5.0;14.0;6.0;11.0;2.0;3.0;3.0;2.0;11.0
IRX5;3.0;7.0;4.0;6.0;0.0;2.0;2.0;0.0;6.0
JAZF1;10.0;26.0;7.0;23.0;6.0;3.0;5.0;6.0;22.0
JDP2;2.0;8.0;4.0;5.0;1.0;2.0;2.0;1.0;5.0
JRK;5.0;4.0;3.0;4.0;2.0;1.0;3.0;2.0;3.0
JRKL;5.0;6.0;2.0;4.0;5.0;0.0;2.0;5.0;4.0
JUN;3.0;14.0;3.0;13.0;1.0;2.0;2.0;1.0;12.0
JUNB;9.0;28.0;6.0;26.0;5.0;3.0;2.0;5.0;27.0
JUND;7.0;20.0;6.0;17.0;4.0;3.0;3.0;4.0;17.0
KAT7;22.0;64.0;34.0;45.0;7.0;18.0;17.0;7.0;44.0
KCMF1;8.0;21.0;5.0;18.0;6.0;1.0;5.0;6.0;17.0
KCNIP3;7.0;18.0;8.0;14.0;3.0;2.0;5.0;3.0;15.0
KDM2A;24.0;73.0;33.0;55.0;9.0;12.0;23.0;9.0;53.0
KDM2B;6.0;10.0;4.0;9.0;3.0;0.0;2.0;3.0;11.0
KDM5B;19.0;56.0;18.0;51.0;6.0;8.0;13.0;6.0;48.0
KIN;19.0;36.0;13.0;31.0;11.0;7.0;12.0;11.0;25.0
KLF10;13.0;37.0;15.0;32.0;3.0;8.0;8.0;3.0;31.0
KLF11;0.0;3.0;1.0;2.0;0.0;0.0;1.0;0.0;2.0
KLF12;12.0;17.0;7.0;14.0;8.0;3.0;4.0;8.0;14.0
KLF15;9.0;11.0;7.0;7.0;6.0;2.0;4.0;6.0;8.0
KLF16;10.0;39.0;11.0;32.0;6.0;3.0;10.0;6.0;30.0
KLF2;2.0;6.0;0.0;6.0;2.0;0.0;0.0;2.0;6.0
KLF3;2.0;7.0;2.0;6.0;1.0;1.0;1.0;1.0;6.0
KLF4;2.0;10.0;3.0;8.0;1.0;2.0;1.0;1.0;8.0
KLF5;11.0;25.0;7.0;21.0;8.0;1.0;6.0;8.0;21.0
KLF6;17.0;41.0;14.0;34.0;10.0;5.0;13.0;10.0;30.0
KLF7;12.0;23.0;12.0;19.0;4.0;5.0;8.0;4.0;18.0
KLF8;3.0;8.0;3.0;6.0;2.0;0.0;4.0;2.0;5.0
KLF9;9.0;19.0;6.0;16.0;6.0;1.0;4.0;6.0;17.0
KMT2A;16.0;46.0;16.0;38.0;8.0;4.0;16.0;8.0;34.0
KMT2B;15.0;28.0;14.0;22.0;7.0;4.0;12.0;7.0;20.0
L3MBTL1;16.0;30.0;10.0;28.0;8.0;4.0;10.0;8.0;24.0
L3MBTL4;6.0;9.0;4.0;7.0;4.0;0.0;4.0;4.0;7.0
LCOR;12.0;16.0;10.0;13.0;5.0;4.0;3.0;5.0;16.0
LCORL;6.0;8.0;2.0;8.0;4.0;1.0;2.0;4.0;7.0
LEF1;3.0;12.0;4.0;10.0;1.0;2.0;2.0;1.0;10.0
LHX4;9.0;14.0;5.0;12.0;6.0;3.0;4.0;6.0;10.0
LHX6;10.0;24.0;9.0;20.0;5.0;5.0;4.0;5.0;20.0
LIN54;14.0;29.0;11.0;25.0;7.0;7.0;5.0;7.0;24.0
LTF;3.0;4.0;3.0;4.0;0.0;1.0;2.0;0.0;4.0
LYL1;6.0;25.0;3.0;25.0;3.0;1.0;1.0;3.0;26.0
MAF;17.0;23.0;9.0;22.0;9.0;6.0;6.0;9.0;19.0
MAFB;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
MAFF;4.0;11.0;2.0;11.0;2.0;1.0;1.0;2.0;11.0
MAFG;24.0;71.0;24.0;56.0;15.0;6.0;16.0;15.0;58.0
MAFK;8.0;24.0;9.0;18.0;5.0;1.0;7.0;5.0;19.0
MAX;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
MAZ;13.0;27.0;12.0;20.0;8.0;4.0;10.0;8.0;18.0
MBD1;4.0;17.0;4.0;15.0;2.0;2.0;3.0;2.0;14.0
MBD3;22.0;41.0;8.0;39.0;16.0;5.0;7.0;16.0;35.0
MBD4;11.0;16.0;11.0;12.0;4.0;4.0;7.0;4.0;12.0
MBD6;12.0;19.0;8.0;16.0;7.0;4.0;5.0;7.0;15.0
MBNL2;19.0;27.0;14.0;22.0;10.0;7.0;9.0;10.0;20.0
MECOM;30.0;48.0;20.0;39.0;19.0;8.0;13.0;19.0;38.0
MECP2;14.0;12.0;8.0;12.0;6.0;3.0;6.0;6.0;11.0
MEF2A;21.0;41.0;16.0;37.0;9.0;6.0;9.0;9.0;38.0
MEF2C;11.0;22.0;7.0;20.0;6.0;3.0;4.0;6.0;20.0
MEF2D;11.0;20.0;7.0;16.0;8.0;3.0;7.0;8.0;13.0
MEIS1;8.0;21.0;7.0;18.0;4.0;2.0;5.0;4.0;18.0
MEIS2;12.0;24.0;8.0;22.0;6.0;4.0;4.0;6.0;22.0
MEIS3;15.0;33.0;13.0;27.0;8.0;3.0;9.0;8.0;28.0
MGA;18.0;42.0;17.0;35.0;8.0;8.0;10.0;8.0;34.0
MITF;21.0;44.0;17.0;40.0;8.0;8.0;10.0;8.0;39.0
MKX;3.0;9.0;2.0;8.0;2.0;0.0;2.0;2.0;8.0
MLX;8.0;24.0;7.0;20.0;5.0;3.0;5.0;5.0;19.0
MLXIP;9.0;11.0;4.0;11.0;5.0;1.0;1.0;5.0;13.0
MLXIPL;7.0;18.0;6.0;14.0;5.0;0.0;5.0;5.0;15.0
MNT;2.0;7.0;3.0;5.0;1.0;1.0;3.0;1.0;4.0
MSANTD3;5.0;15.0;8.0;11.0;1.0;2.0;7.0;1.0;10.0
MSANTD4;1.0;6.0;2.0;4.0;1.0;0.0;3.0;1.0;3.0
MSC;7.0;40.0;10.0;33.0;4.0;3.0;7.0;4.0;33.0
MSX1;15.0;19.0;8.0;17.0;9.0;4.0;5.0;9.0;16.0
MTERF1;5.0;7.0;2.0;7.0;3.0;1.0;3.0;3.0;5.0
MTERF2;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0
MTERF3;30.0;55.0;20.0;46.0;19.0;9.0;12.0;19.0;45.0
MTERF4;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
MTF1;11.0;25.0;10.0;21.0;5.0;2.0;7.0;5.0;22.0
MTF2;10.0;26.0;11.0;20.0;5.0;5.0;6.0;5.0;20.0
MXD1;3.0;7.0;3.0;6.0;1.0;1.0;2.0;1.0;6.0
MXD3;13.0;35.0;11.0;28.0;9.0;4.0;6.0;9.0;29.0
MXD4;8.0;21.0;7.0;18.0;4.0;3.0;4.0;4.0;18.0
MXI1;8.0;22.0;5.0;21.0;4.0;1.0;3.0;4.0;22.0
MYB;23.0;36.0;18.0;31.0;10.0;10.0;9.0;10.0;30.0
MYBL1;20.0;46.0;13.0;41.0;12.0;6.0;6.0;12.0;42.0
