drivers;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
MYBL2;11.0;24.0;7.0;21.0;7.0;2.0;7.0;7.0;19.0
MYC;32.0;73.0;28.0;60.0;17.0;11.0;17.0;17.0;60.0
MYCL;3.0;15.0;7.0;10.0;1.0;0.0;6.0;1.0;11.0
MYNN;30.0;50.0;21.0;39.0;20.0;7.0;16.0;20.0;37.0
MYPOP;5.0;6.0;2.0;6.0;3.0;1.0;0.0;3.0;7.0
MYRF;9.0;29.0;11.0;26.0;1.0;6.0;6.0;1.0;25.0
MYSM1;15.0;36.0;9.0;33.0;9.0;6.0;6.0;9.0;30.0
MZF1;15.0;40.0;14.0;35.0;6.0;5.0;8.0;6.0;36.0
NACC2;12.0;29.0;12.0;23.0;6.0;4.0;7.0;6.0;24.0
NAIF1;10.0;17.0;10.0;12.0;5.0;4.0;5.0;5.0;13.0
NCOA1;11.0;12.0;6.0;13.0;4.0;2.0;5.0;4.0;12.0
NCOA2;30.0;58.0;27.0;48.0;13.0;12.0;16.0;13.0;47.0
NCOA3;20.0;42.0;20.0;36.0;6.0;12.0;12.0;6.0;32.0
NFAT5;16.0;18.0;10.0;19.0;5.0;4.0;9.0;5.0;16.0
NFATC1;3.0;13.0;5.0;9.0;2.0;1.0;5.0;2.0;8.0
NFATC2;12.0;36.0;12.0;31.0;5.0;3.0;10.0;5.0;30.0
NFATC3;9.0;17.0;4.0;18.0;4.0;0.0;6.0;4.0;16.0
NFATC4;12.0;40.0;16.0;29.0;7.0;4.0;12.0;7.0;29.0
NFE2;1.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0
NFE2L1;19.0;39.0;26.0;26.0;6.0;12.0;12.0;6.0;28.0
NFE2L2;10.0;17.0;10.0;16.0;1.0;6.0;7.0;1.0;13.0
NFE2L3;5.0;12.0;5.0;10.0;2.0;2.0;3.0;2.0;10.0
NFIA;15.0;34.0;10.0;30.0;9.0;5.0;7.0;9.0;28.0
NFIB;11.0;17.0;6.0;15.0;7.0;3.0;4.0;7.0;14.0
NFIC;12.0;25.0;6.0;24.0;7.0;4.0;3.0;7.0;23.0
NFIL3;5.0;11.0;7.0;6.0;3.0;2.0;5.0;3.0;6.0
NFIX;9.0;28.0;4.0;27.0;6.0;2.0;1.0;6.0;28.0
NFKB1;11.0;28.0;6.0;27.0;6.0;2.0;4.0;6.0;27.0
NFKB2;10.0;18.0;5.0;18.0;5.0;2.0;4.0;5.0;17.0
NFX1;10.0;16.0;5.0;14.0;7.0;1.0;4.0;7.0;14.0
NFXL1;1.0;3.0;1.0;3.0;0.0;1.0;0.0;0.0;3.0
NFYA;15.0;26.0;12.0;20.0;9.0;2.0;9.0;9.0;21.0
NFYB;3.0;3.0;2.0;2.0;2.0;0.0;1.0;2.0;3.0
NFYC;10.0;15.0;10.0;11.0;4.0;2.0;9.0;4.0;10.0
NKRF;5.0;22.0;7.0;17.0;3.0;1.0;6.0;3.0;17.0
NKX3-1;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
NME2;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0
NPAS3;5.0;21.0;10.0;14.0;2.0;2.0;9.0;2.0;13.0
NR1D1;8.0;29.0;12.0;21.0;4.0;5.0;7.0;4.0;21.0
NR1D2;13.0;31.0;11.0;24.0;9.0;4.0;7.0;9.0;24.0
NR1H2;13.0;26.0;12.0;21.0;6.0;4.0;7.0;6.0;22.0
NR1H3;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0
NR1I3;9.0;12.0;6.0;9.0;6.0;2.0;4.0;6.0;9.0
NR2C1;6.0;6.0;6.0;3.0;3.0;2.0;4.0;3.0;3.0
NR2C2;21.0;45.0;15.0;37.0;14.0;4.0;11.0;14.0;37.0
NR2F1;9.0;20.0;4.0;19.0;6.0;1.0;4.0;6.0;18.0
NR2F2;21.0;37.0;16.0;33.0;9.0;5.0;11.0;9.0;33.0
NR2F6;11.0;25.0;8.0;22.0;6.0;4.0;4.0;6.0;22.0
NR3C1;5.0;12.0;2.0;11.0;4.0;1.0;1.0;4.0;11.0
NR3C2;1.0;3.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0
NR4A1;6.0;12.0;6.0;10.0;2.0;3.0;3.0;2.0;10.0
NR4A2;3.0;5.0;1.0;6.0;1.0;1.0;0.0;1.0;6.0
NR4A3;2.0;10.0;5.0;6.0;1.0;3.0;2.0;1.0;6.0
NR5A2;15.0;49.0;16.0;40.0;8.0;6.0;12.0;8.0;38.0
NR6A1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
NRF1;12.0;19.0;5.0;18.0;8.0;2.0;6.0;8.0;15.0
NRL;3.0;13.0;5.0;8.0;3.0;0.0;5.0;3.0;8.0
OSR1;14.0;18.0;7.0;18.0;7.0;3.0;4.0;7.0;18.0
OSR2;32.0;57.0;24.0;46.0;19.0;10.0;15.0;19.0;45.0
PA2G4;13.0;17.0;8.0;15.0;7.0;4.0;5.0;7.0;14.0
PATZ1;7.0;10.0;5.0;7.0;5.0;1.0;4.0;5.0;7.0
PBX1;38.0;59.0;27.0;49.0;21.0;13.0;18.0;21.0;45.0
PBX2;15.0;29.0;8.0;25.0;11.0;4.0;5.0;11.0;24.0
PBX3;0.0;6.0;1.0;5.0;0.0;1.0;0.0;0.0;5.0
PBX4;11.0;26.0;10.0;22.0;5.0;5.0;5.0;5.0;22.0
PCGF2;11.0;22.0;12.0;16.0;5.0;7.0;6.0;5.0;15.0
PCGF6;10.0;29.0;7.0;28.0;4.0;3.0;4.0;4.0;28.0
PEG3;16.0;35.0;19.0;28.0;4.0;6.0;12.0;4.0;29.0
PHF1;17.0;25.0;11.0;21.0;10.0;6.0;6.0;10.0;20.0
PHF20;9.0;30.0;11.0;24.0;4.0;2.0;12.0;4.0;21.0
PHF21A;7.0;17.0;6.0;14.0;4.0;0.0;7.0;4.0;13.0
PIN1;13.0;36.0;8.0;33.0;8.0;6.0;2.0;8.0;33.0
PKNOX2;23.0;50.0;20.0;44.0;9.0;9.0;17.0;9.0;38.0
PLAGL1;1.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0
PLAGL2;5.0;15.0;3.0;13.0;4.0;0.0;4.0;4.0;12.0
PLSCR1;17.0;25.0;13.0;18.0;11.0;4.0;8.0;11.0;19.0
POGK;28.0;47.0;18.0;41.0;16.0;7.0;14.0;16.0;38.0
POU2AF1;3.0;23.0;8.0;18.0;0.0;3.0;5.0;0.0;18.0
POU2F1;27.0;46.0;16.0;42.0;15.0;8.0;13.0;15.0;37.0
POU2F2;16.0;20.0;11.0;18.0;7.0;4.0;7.0;7.0;18.0
POU2F3;4.0;14.0;6.0;10.0;2.0;1.0;6.0;2.0;9.0
POU6F1;4.0;6.0;3.0;5.0;2.0;0.0;3.0;2.0;5.0
PPARA;9.0;23.0;5.0;20.0;7.0;1.0;5.0;7.0;19.0
PPARD;8.0;12.0;3.0;11.0;6.0;2.0;2.0;6.0;10.0
PPARG;3.0;20.0;2.0;18.0;3.0;0.0;3.0;3.0;17.0
PRDM1;3.0;8.0;4.0;7.0;0.0;2.0;1.0;0.0;8.0
PRDM10;9.0;9.0;3.0;9.0;6.0;2.0;2.0;6.0;8.0
PRDM15;2.0;2.0;0.0;2.0;2.0;0.0;0.0;2.0;2.0
PRDM16;30.0;52.0;18.0;46.0;18.0;4.0;16.0;18.0;44.0
PRDM2;7.0;17.0;4.0;17.0;3.0;2.0;4.0;3.0;15.0
PRDM4;10.0;25.0;12.0;20.0;3.0;3.0;10.0;3.0;19.0
PRDM5;3.0;15.0;4.0;13.0;1.0;2.0;2.0;1.0;13.0
PRDM6;3.0;8.0;1.0;8.0;2.0;1.0;0.0;2.0;8.0
PREB;4.0;5.0;3.0;5.0;1.0;2.0;2.0;1.0;4.0
PRMT3;9.0;22.0;10.0;17.0;4.0;4.0;5.0;4.0;18.0
PROX1;10.0;31.0;9.0;25.0;7.0;3.0;8.0;7.0;23.0
PRR12;14.0;38.0;14.0;31.0;7.0;4.0;9.0;7.0;32.0
PRRX1;29.0;52.0;21.0;45.0;15.0;9.0;17.0;15.0;40.0
PURA;6.0;16.0;5.0;14.0;3.0;3.0;2.0;3.0;14.0
PURB;11.0;17.0;8.0;14.0;6.0;3.0;6.0;6.0;13.0
RARA;20.0;47.0;22.0;39.0;6.0;13.0;9.0;6.0;39.0
RARB;1.0;5.0;0.0;5.0;1.0;0.0;0.0;1.0;5.0
RARG;1.0;9.0;2.0;7.0;1.0;0.0;2.0;1.0;7.0
RBAK;12.0;31.0;9.0;27.0;7.0;2.0;8.0;7.0;26.0
RBCK1;9.0;22.0;8.0;20.0;3.0;2.0;6.0;3.0;20.0
RBSN;20.0;44.0;15.0;36.0;13.0;4.0;11.0;13.0;36.0
REL;6.0;14.0;3.0;12.0;5.0;2.0;1.0;5.0;12.0
RELA;13.0;57.0;19.0;48.0;3.0;7.0;13.0;3.0;47.0
RELB;16.0;21.0;11.0;18.0;8.0;2.0;8.0;8.0;19.0
REPIN1;17.0;18.0;8.0;18.0;9.0;5.0;6.0;9.0;15.0
REST;16.0;24.0;9.0;21.0;10.0;4.0;5.0;10.0;21.0
REXO4;7.0;24.0;7.0;20.0;4.0;3.0;4.0;4.0;20.0
RFX1;7.0;25.0;7.0;22.0;3.0;5.0;2.0;3.0;22.0
RFX2;11.0;22.0;5.0;21.0;7.0;2.0;6.0;7.0;18.0
RFX3;18.0;15.0;9.0;14.0;10.0;6.0;4.0;10.0;13.0
RFX5;32.0;59.0;20.0;51.0;20.0;7.0;14.0;20.0;50.0
RFX7;11.0;23.0;7.0;23.0;4.0;4.0;5.0;4.0;21.0
RLF;17.0;36.0;15.0;31.0;7.0;5.0;12.0;7.0;29.0
RORC;7.0;8.0;2.0;8.0;5.0;1.0;1.0;5.0;8.0
RREB1;21.0;31.0;19.0;24.0;9.0;12.0;8.0;9.0;23.0
RUNX1;17.0;18.0;15.0;14.0;6.0;9.0;6.0;6.0;14.0
RUNX2;14.0;19.0;8.0;18.0;7.0;3.0;6.0;7.0;17.0
RUNX3;23.0;43.0;14.0;38.0;14.0;5.0;10.0;14.0;37.0
RXRA;12.0;26.0;10.0;21.0;7.0;5.0;5.0;7.0;21.0
RXRB;14.0;28.0;9.0;24.0;9.0;4.0;7.0;9.0;22.0
SAFB;11.0;24.0;6.0;22.0;7.0;4.0;3.0;7.0;21.0
SAFB2;18.0;31.0;12.0;30.0;7.0;6.0;9.0;7.0;27.0
SALL2;15.0;37.0;18.0;29.0;5.0;6.0;12.0;5.0;29.0
SATB1;15.0;25.0;9.0;21.0;10.0;3.0;6.0;10.0;21.0
SCMH1;12.0;32.0;10.0;28.0;6.0;2.0;9.0;6.0;27.0
SCML4;3.0;9.0;4.0;7.0;1.0;1.0;2.0;1.0;8.0
SCX;33.0;72.0;24.0;64.0;17.0;9.0;16.0;17.0;63.0
SETBP1;4.0;24.0;8.0;18.0;2.0;2.0;7.0;2.0;17.0
SETDB1;41.0;70.0;26.0;61.0;24.0;10.0;21.0;24.0;56.0
SETDB2;4.0;10.0;3.0;8.0;3.0;0.0;2.0;3.0;9.0
SGSM2;9.0;23.0;9.0;19.0;4.0;3.0;8.0;4.0;17.0
SIM2;5.0;9.0;4.0;8.0;2.0;1.0;3.0;2.0;8.0
SIX4;14.0;24.0;13.0;18.0;7.0;4.0;9.0;7.0;18.0
SIX5;4.0;4.0;1.0;4.0;3.0;0.0;1.0;3.0;4.0
SKI;24.0;54.0;17.0;47.0;14.0;6.0;11.0;14.0;47.0
SKIL;28.0;50.0;19.0;40.0;19.0;7.0;14.0;19.0;38.0
SLC2A4RG;24.0;56.0;26.0;45.0;9.0;10.0;18.0;9.0;43.0
SMAD1;11.0;24.0;9.0;20.0;6.0;2.0;6.0;6.0;21.0
SMAD4;5.0;12.0;4.0;11.0;2.0;2.0;3.0;2.0;10.0
SMAD5;6.0;18.0;6.0;15.0;3.0;3.0;3.0;3.0;15.0
SMAD9;16.0;34.0;17.0;26.0;7.0;8.0;11.0;7.0;24.0
SMYD3;23.0;52.0;14.0;46.0;15.0;4.0;14.0;15.0;42.0
SNAI1;16.0;49.0;15.0;42.0;8.0;6.0;13.0;8.0;38.0
SNAI2;5.0;12.0;6.0;9.0;2.0;0.0;5.0;2.0;10.0
SNAI3;1.0;3.0;0.0;3.0;1.0;0.0;0.0;1.0;3.0
SNAPC2;12.0;23.0;7.0;23.0;5.0;5.0;4.0;5.0;21.0
SNAPC4;14.0;35.0;13.0;28.0;8.0;4.0;9.0;8.0;28.0
SNAPC5;12.0;29.0;10.0;24.0;7.0;3.0;7.0;7.0;24.0
SON;15.0;17.0;12.0;15.0;5.0;6.0;7.0;5.0;14.0
SOX12;12.0;20.0;10.0;17.0;5.0;3.0;7.0;5.0;17.0
SOX13;11.0;40.0;9.0;37.0;5.0;4.0;7.0;5.0;35.0
SOX17;22.0;50.0;19.0;42.0;11.0;7.0;13.0;11.0;41.0
SOX18;17.0;45.0;16.0;39.0;7.0;8.0;11.0;7.0;36.0
SOX5;4.0;7.0;4.0;5.0;2.0;1.0;2.0;2.0;6.0
SOX7;2.0;8.0;3.0;7.0;0.0;1.0;2.0;0.0;7.0
SOX8;2.0;9.0;1.0;8.0;2.0;0.0;1.0;2.0;8.0
SOX9;19.0;34.0;18.0;23.0;12.0;5.0;10.0;12.0;26.0
SP1;7.0;16.0;6.0;12.0;5.0;1.0;6.0;5.0;11.0
SP100;7.0;17.0;8.0;14.0;2.0;5.0;3.0;2.0;14.0
SP110;8.0;11.0;7.0;10.0;2.0;4.0;3.0;2.0;10.0
SP140;12.0;27.0;12.0;20.0;7.0;5.0;8.0;7.0;19.0
SP140L;4.0;11.0;3.0;10.0;2.0;2.0;1.0;2.0;10.0
SP2;15.0;23.0;17.0;16.0;5.0;5.0;10.0;5.0;18.0
SP3;11.0;18.0;9.0;18.0;2.0;5.0;5.0;2.0;17.0
SP4;8.0;24.0;10.0;18.0;4.0;1.0;8.0;4.0;19.0
SP6;7.0;13.0;7.0;9.0;4.0;3.0;4.0;4.0;9.0
SPDEF;16.0;21.0;10.0;19.0;8.0;6.0;6.0;8.0;17.0
SPEN;6.0;12.0;6.0;9.0;3.0;1.0;4.0;3.0;10.0
SPI1;11.0;24.0;9.0;21.0;5.0;3.0;8.0;5.0;19.0
SPIB;0.0;12.0;2.0;10.0;0.0;0.0;2.0;0.0;10.0
SRCAP;19.0;36.0;20.0;24.0;11.0;9.0;12.0;11.0;23.0
SREBF2;5.0;10.0;4.0;8.0;3.0;1.0;2.0;3.0;9.0
SRF;12.0;28.0;7.0;25.0;8.0;1.0;7.0;8.0;24.0
STAT1;12.0;26.0;7.0;26.0;5.0;5.0;5.0;5.0;23.0
STAT2;10.0;16.0;9.0;11.0;6.0;3.0;5.0;6.0;12.0
STAT3;15.0;23.0;11.0;20.0;7.0;7.0;5.0;7.0;19.0
STAT4;6.0;15.0;3.0;15.0;3.0;1.0;4.0;3.0;13.0
STAT5A;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
STAT5B;2.0;5.0;2.0;4.0;1.0;1.0;0.0;1.0;5.0
STAT6;3.0;4.0;1.0;3.0;3.0;0.0;1.0;3.0;3.0
TAL1;11.0;23.0;9.0;21.0;4.0;3.0;5.0;4.0;22.0
TBP;15.0;18.0;12.0;11.0;10.0;5.0;7.0;10.0;11.0
TBPL1;20.0;36.0;16.0;31.0;9.0;8.0;9.0;9.0;30.0
TBX1;7.0;19.0;8.0;15.0;3.0;3.0;4.0;3.0;16.0
TBX15;5.0;17.0;7.0;13.0;2.0;4.0;3.0;2.0;13.0
TBX19;18.0;22.0;8.0;19.0;13.0;5.0;5.0;13.0;17.0
TBX2;28.0;70.0;31.0;52.0;15.0;14.0;15.0;15.0;54.0
TBX21;1.0;7.0;3.0;5.0;0.0;0.0;3.0;0.0;5.0
TBX6;3.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0
TCF12;13.0;33.0;13.0;30.0;3.0;7.0;8.0;3.0;28.0
TCF20;14.0;20.0;11.0;16.0;7.0;6.0;5.0;7.0;16.0
TCF3;26.0;55.0;14.0;50.0;17.0;6.0;11.0;17.0;47.0
TCF4;10.0;21.0;4.0;21.0;6.0;3.0;3.0;6.0;19.0
TCF7L1;5.0;19.0;3.0;17.0;4.0;1.0;3.0;4.0;16.0
TCF7L2;4.0;3.0;2.0;3.0;2.0;0.0;1.0;2.0;4.0
TEAD1;19.0;25.0;14.0;22.0;8.0;8.0;6.0;8.0;22.0
TEAD2;16.0;35.0;16.0;28.0;7.0;6.0;9.0;7.0;29.0
TEAD3;20.0;30.0;12.0;27.0;11.0;6.0;7.0;11.0;26.0
TEAD4;23.0;32.0;17.0;29.0;9.0;9.0;10.0;9.0;27.0
TERF1;25.0;50.0;19.0;43.0;13.0;10.0;9.0;13.0;43.0
TERF2;8.0;11.0;4.0;12.0;3.0;1.0;5.0;3.0;10.0
TET2;11.0;26.0;8.0;25.0;4.0;5.0;4.0;4.0;24.0
TET3;10.0;13.0;7.0;12.0;4.0;3.0;4.0;4.0;12.0
TFAP2A;34.0;42.0;26.0;33.0;17.0;13.0;15.0;17.0;31.0
TFAP4;6.0;26.0;7.0;20.0;5.0;1.0;7.0;5.0;19.0
TFCP2;11.0;20.0;7.0;17.0;7.0;2.0;7.0;7.0;15.0
TFCP2L1;3.0;13.0;3.0;12.0;1.0;2.0;1.0;1.0;12.0
TFDP1;25.0;28.0;14.0;25.0;14.0;9.0;8.0;14.0;22.0
TFDP2;14.0;14.0;9.0;11.0;8.0;3.0;5.0;8.0;12.0
TFE3;8.0;14.0;6.0;12.0;4.0;4.0;2.0;4.0;12.0
TFEB;3.0;4.0;0.0;4.0;3.0;0.0;0.0;3.0;4.0
TFEC;11.0;22.0;4.0;21.0;8.0;1.0;4.0;8.0;20.0
TGIF1;6.0;18.0;7.0;13.0;4.0;1.0;6.0;4.0;13.0
TGIF2;3.0;6.0;3.0;5.0;1.0;2.0;2.0;1.0;4.0
THAP1;34.0;57.0;27.0;49.0;15.0;11.0;16.0;15.0;49.0
THAP11;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
THAP3;22.0;38.0;13.0;34.0;13.0;3.0;11.0;13.0;33.0
THAP4;11.0;22.0;11.0;20.0;2.0;6.0;5.0;2.0;20.0
THAP5;9.0;25.0;9.0;20.0;5.0;3.0;7.0;5.0;19.0
THAP6;24.0;34.0;18.0;30.0;10.0;11.0;9.0;10.0;28.0
THAP7;11.0;30.0;14.0;22.0;5.0;5.0;7.0;5.0;24.0
THAP8;10.0;24.0;10.0;18.0;6.0;3.0;9.0;6.0;16.0
THRA;25.0;57.0;28.0;44.0;10.0;14.0;14.0;10.0;44.0
THRB;14.0;29.0;10.0;23.0;10.0;2.0;7.0;10.0;24.0
THYN1;22.0;37.0;17.0;31.0;11.0;6.0;12.0;11.0;30.0
TIGD1;3.0;7.0;1.0;7.0;2.0;2.0;1.0;2.0;5.0
TIGD2;7.0;15.0;3.0;14.0;5.0;1.0;3.0;5.0;13.0
TIGD4;14.0;26.0;13.0;21.0;6.0;6.0;7.0;6.0;21.0
TIGD5;27.0;69.0;22.0;61.0;13.0;7.0;15.0;13.0;61.0
TMF1;24.0;40.0;21.0;36.0;7.0;10.0;13.0;7.0;34.0
TOPORS;4.0;8.0;4.0;5.0;3.0;0.0;4.0;3.0;5.0
TP53;55.0;40.0;16.0;33.0;46.0;6.0;11.0;46.0;32.0
TP73;36.0;66.0;24.0;57.0;21.0;8.0;17.0;21.0;56.0
TRAFD1;4.0;11.0;3.0;10.0;2.0;2.0;2.0;2.0;9.0
TRERF1;0.0;7.0;1.0;6.0;0.0;0.0;1.0;0.0;6.0
TRPS1;27.0;39.0;19.0;30.0;17.0;8.0;12.0;17.0;29.0
TSC22D1;10.0;11.0;10.0;7.0;4.0;5.0;5.0;4.0;7.0
TSHZ1;6.0;4.0;3.0;3.0;4.0;2.0;1.0;4.0;3.0
TSHZ2;5.0;15.0;7.0;12.0;1.0;1.0;6.0;1.0;12.0
TSHZ3;18.0;26.0;16.0;20.0;8.0;3.0;11.0;8.0;22.0
TTF1;14.0;22.0;13.0;18.0;5.0;6.0;6.0;5.0;19.0
TWIST1;3.0;3.0;3.0;3.0;0.0;0.0;2.0;0.0;4.0
TWIST2;15.0;36.0;14.0;29.0;8.0;5.0;8.0;8.0;30.0
UBP1;14.0;24.0;9.0;18.0;11.0;1.0;9.0;11.0;17.0
USF1;37.0;53.0;23.0;45.0;22.0;10.0;16.0;22.0;42.0
USF2;7.0;16.0;7.0;11.0;5.0;2.0;4.0;5.0;12.0
VDR;11.0;25.0;8.0;23.0;5.0;4.0;3.0;5.0;24.0
VEZF1;24.0;64.0;30.0;48.0;10.0;14.0;16.0;10.0;48.0
WIZ;12.0;34.0;7.0;31.0;8.0;2.0;5.0;8.0;31.0
XBP1;7.0;14.0;8.0;11.0;2.0;2.0;5.0;2.0;12.0
XPA;4.0;3.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0
YBX1;16.0;39.0;12.0;35.0;8.0;4.0;9.0;8.0;34.0
YBX3;10.0;14.0;7.0;12.0;5.0;4.0;4.0;5.0;11.0
YY1;16.0;32.0;16.0;22.0;10.0;5.0;12.0;10.0;21.0
ZBED3;3.0;5.0;1.0;5.0;2.0;0.0;0.0;2.0;6.0
ZBED4;16.0;29.0;10.0;26.0;9.0;2.0;8.0;9.0;26.0
ZBED5;19.0;23.0;13.0;21.0;8.0;7.0;7.0;8.0;20.0
ZBED6;17.0;49.0;14.0;45.0;7.0;8.0;9.0;7.0;42.0
ZBED9;2.0;4.0;2.0;3.0;1.0;0.0;1.0;1.0;4.0
ZBTB1;5.0;9.0;5.0;8.0;1.0;1.0;4.0;1.0;8.0
ZBTB10;24.0;53.0;20.0;43.0;14.0;8.0;10.0;14.0;45.0
ZBTB11;18.0;22.0;14.0;20.0;6.0;7.0;9.0;6.0;18.0
ZBTB12;6.0;13.0;6.0;10.0;3.0;3.0;4.0;3.0;9.0
ZBTB14;7.0;13.0;4.0;13.0;3.0;0.0;7.0;3.0;10.0
ZBTB16;1.0;7.0;3.0;4.0;1.0;0.0;3.0;1.0;4.0
ZBTB17;16.0;46.0;13.0;41.0;8.0;5.0;11.0;8.0;38.0
ZBTB2;12.0;34.0;13.0;27.0;6.0;4.0;9.0;6.0;27.0
ZBTB21;7.0;13.0;3.0;12.0;5.0;2.0;3.0;5.0;10.0
ZBTB22;3.0;4.0;4.0;2.0;1.0;3.0;1.0;1.0;2.0
ZBTB24;10.0;22.0;9.0;17.0;6.0;4.0;5.0;6.0;17.0
ZBTB26;9.0;28.0;8.0;24.0;5.0;4.0;4.0;5.0;24.0
ZBTB3;1.0;3.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0
ZBTB32;2.0;5.0;2.0;4.0;1.0;0.0;1.0;1.0;5.0
ZBTB33;4.0;16.0;6.0;11.0;3.0;2.0;4.0;3.0;11.0
ZBTB34;2.0;7.0;3.0;6.0;0.0;1.0;1.0;0.0;7.0
ZBTB37;16.0;43.0;16.0;35.0;8.0;5.0;15.0;8.0;31.0
ZBTB38;18.0;27.0;15.0;19.0;11.0;5.0;9.0;11.0;20.0
ZBTB39;6.0;5.0;2.0;6.0;3.0;2.0;0.0;3.0;6.0
ZBTB4;1.0;6.0;1.0;6.0;0.0;0.0;1.0;0.0;6.0
ZBTB40;23.0;46.0;13.0;42.0;14.0;7.0;8.0;14.0;40.0
ZBTB41;23.0;43.0;16.0;40.0;10.0;8.0;13.0;10.0;35.0
ZBTB42;5.0;21.0;10.0;15.0;1.0;3.0;7.0;1.0;15.0
ZBTB44;14.0;26.0;3.0;26.0;11.0;4.0;3.0;11.0;22.0
ZBTB45;13.0;31.0;13.0;27.0;4.0;5.0;7.0;4.0;28.0
ZBTB46;16.0;48.0;21.0;38.0;5.0;8.0;13.0;5.0;38.0
ZBTB47;21.0;36.0;18.0;30.0;9.0;6.0;13.0;9.0;29.0
ZBTB48;15.0;44.0;11.0;39.0;9.0;3.0;10.0;9.0;37.0
ZBTB49;2.0;5.0;2.0;4.0;1.0;1.0;1.0;1.0;4.0
ZBTB5;10.0;15.0;5.0;12.0;8.0;2.0;2.0;8.0;13.0
ZBTB6;8.0;23.0;8.0;21.0;2.0;4.0;4.0;2.0;21.0
ZBTB7A;3.0;11.0;3.0;10.0;1.0;1.0;2.0;1.0;10.0
ZBTB7B;27.0;47.0;19.0;40.0;15.0;10.0;13.0;15.0;36.0
ZBTB7C;1.0;3.0;1.0;2.0;1.0;0.0;1.0;1.0;2.0
ZBTB9;12.0;17.0;8.0;14.0;7.0;4.0;6.0;7.0;12.0
ZC3H8;1.0;10.0;2.0;9.0;0.0;1.0;0.0;0.0;10.0
ZEB1;7.0;28.0;10.0;21.0;4.0;3.0;8.0;4.0;20.0
ZEB2;13.0;26.0;8.0;26.0;5.0;5.0;7.0;5.0;22.0
ZFAT;14.0;28.0;14.0;21.0;7.0;4.0;11.0;7.0;20.0
ZFHX3;12.0;18.0;8.0;18.0;4.0;5.0;6.0;4.0;15.0
ZFHX4;6.0;17.0;7.0;15.0;1.0;3.0;4.0;1.0;15.0
ZFP1;4.0;2.0;1.0;3.0;2.0;1.0;2.0;2.0;1.0
ZFP14;11.0;23.0;9.0;20.0;5.0;3.0;7.0;5.0;19.0
ZFP2;6.0;17.0;4.0;15.0;4.0;2.0;3.0;4.0;14.0
ZFP28;10.0;28.0;10.0;23.0;5.0;4.0;5.0;5.0;24.0
ZFP3;7.0;15.0;5.0;13.0;4.0;2.0;4.0;4.0;12.0
ZFP30;15.0;29.0;11.0;26.0;7.0;2.0;8.0;7.0;27.0
ZFP37;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ZFP41;32.0;77.0;28.0;65.0;16.0;10.0;20.0;16.0;63.0
ZFP62;2.0;8.0;2.0;7.0;1.0;1.0;2.0;1.0;6.0
ZFP64;14.0;56.0;17.0;48.0;5.0;5.0;15.0;5.0;45.0
ZFP69;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0
ZFP69B;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
ZFP82;7.0;14.0;6.0;11.0;4.0;1.0;4.0;4.0;12.0
ZFP90;6.0;11.0;5.0;11.0;1.0;1.0;5.0;1.0;10.0
ZFP91;18.0;45.0;20.0;39.0;4.0;11.0;12.0;4.0;36.0
ZFPM2;44.0;68.0;33.0;55.0;24.0;17.0;16.0;24.0;55.0
ZFX;6.0;6.0;4.0;4.0;4.0;1.0;3.0;4.0;4.0
ZGLP1;9.0;35.0;6.0;32.0;6.0;4.0;2.0;6.0;32.0
ZGPAT;24.0;57.0;26.0;46.0;9.0;10.0;18.0;9.0;44.0
ZHX1;36.0;72.0;30.0;59.0;19.0;13.0;18.0;19.0;58.0
ZHX2;12.0;19.0;9.0;17.0;5.0;4.0;6.0;5.0;16.0
ZHX3;6.0;22.0;8.0;18.0;2.0;2.0;6.0;2.0;18.0
ZIK1;0.0;3.0;1.0;2.0;0.0;0.0;1.0;0.0;2.0
ZKSCAN1;14.0;17.0;5.0;18.0;8.0;5.0;4.0;8.0;14.0
ZKSCAN2;2.0;6.0;3.0;4.0;1.0;0.0;3.0;1.0;4.0
ZKSCAN3;12.0;16.0;10.0;13.0;5.0;3.0;8.0;5.0;12.0
ZKSCAN4;13.0;16.0;9.0;11.0;9.0;3.0;6.0;9.0;11.0
