driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
ABCC3;2.0;10.0;4.0;6.0;2.0;6.0;1.0;2.0;3.0
ABCC4;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ABCC6;0.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0
ABCC8;4.0;10.0;2.0;10.0;2.0;10.0;1.0;3.0;0.0
ABCC9;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
ABCD1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ABCD4;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ABCE1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ABCF2;0.0;4.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0
ABCG2;1.0;7.0;0.0;7.0;1.0;6.0;1.0;0.0;1.0
ABCG5;0.0;3.0;0.0;3.0;0.0;2.0;0.0;0.0;1.0
ABCG8;0.0;3.0;0.0;3.0;0.0;2.0;0.0;0.0;1.0
ABHD5;1.0;6.0;1.0;5.0;1.0;4.0;1.0;1.0;1.0
ABI1;5.0;32.0;6.0;28.0;3.0;30.0;1.0;3.0;3.0
ABI2;4.0;21.0;3.0;19.0;3.0;20.0;1.0;3.0;1.0
ABL1;15.0;38.0;15.0;30.0;8.0;36.0;3.0;9.0;5.0
ABL2;6.0;19.0;2.0;19.0;4.0;18.0;3.0;2.0;2.0
ABLIM2;6.0;16.0;4.0;15.0;3.0;15.0;0.0;5.0;2.0
ABLIM3;1.0;21.0;4.0;18.0;0.0;18.0;0.0;2.0;2.0
ABR;11.0;27.0;9.0;23.0;6.0;24.0;3.0;8.0;3.0
ABTB1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ACAA1;4.0;8.0;4.0;6.0;2.0;5.0;1.0;4.0;2.0
ACAA2;12.0;14.0;7.0;12.0;7.0;11.0;5.0;6.0;4.0
ACACB;11.0;24.0;10.0;19.0;6.0;22.0;1.0;10.0;2.0
ACAD8;2.0;4.0;4.0;2.0;0.0;4.0;0.0;2.0;0.0
ACAD9;4.0;9.0;5.0;8.0;0.0;8.0;0.0;4.0;1.0
ACADL;2.0;7.0;3.0;5.0;1.0;6.0;1.0;2.0;0.0
ACADM;7.0;20.0;14.0;12.0;1.0;15.0;3.0;5.0;4.0
ACADS;4.0;5.0;4.0;3.0;2.0;6.0;1.0;2.0;0.0
ACADSB;4.0;6.0;2.0;4.0;4.0;6.0;2.0;2.0;0.0
ACADVL;6.0;14.0;5.0;12.0;3.0;10.0;3.0;3.0;4.0
ACAN;8.0;11.0;6.0;8.0;5.0;11.0;1.0;6.0;1.0
ACAP1;8.0;9.0;2.0;10.0;5.0;7.0;1.0;4.0;5.0
ACAP2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ACAT1;6.0;9.0;7.0;5.0;3.0;11.0;2.0;2.0;0.0
ACAT2;2.0;13.0;4.0;10.0;1.0;11.0;0.0;3.0;1.0
ACD;10.0;21.0;11.0;16.0;4.0;19.0;1.0;7.0;4.0
ACE;2.0;3.0;0.0;3.0;2.0;4.0;1.0;0.0;0.0
ACE2;3.0;9.0;1.0;9.0;2.0;8.0;0.0;2.0;2.0
ACER1;3.0;4.0;0.0;4.0;3.0;4.0;2.0;1.0;0.0
ACER2;0.0;4.0;1.0;3.0;0.0;3.0;0.0;1.0;0.0
ACER3;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
ACHE;14.0;24.0;12.0;20.0;6.0;20.0;5.0;9.0;4.0
ACIN1;1.0;2.0;1.0;2.0;0.0;1.0;0.0;1.0;1.0
ACKR1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ACKR3;6.0;17.0;6.0;16.0;1.0;15.0;1.0;4.0;3.0
ACKR4;2.0;3.0;2.0;3.0;0.0;2.0;0.0;2.0;1.0
ACLY;3.0;13.0;3.0;11.0;2.0;10.0;1.0;3.0;2.0
ACMSD;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ACO1;0.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
ACO2;4.0;6.0;2.0;5.0;3.0;6.0;1.0;2.0;1.0
ACOT1;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
ACOT12;6.0;8.0;3.0;9.0;2.0;9.0;2.0;1.0;2.0
ACOT2;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
ACOT4;0.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
ACOT7;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
ACOT8;5.0;5.0;6.0;3.0;1.0;7.0;1.0;2.0;0.0
ACOX1;12.0;19.0;11.0;13.0;7.0;18.0;3.0;7.0;3.0
ACOX2;2.0;6.0;2.0;5.0;1.0;4.0;1.0;2.0;1.0
ACOX3;3.0;5.0;4.0;3.0;1.0;4.0;1.0;2.0;1.0
ACP1;5.0;12.0;4.0;11.0;2.0;11.0;0.0;4.0;2.0
ACSBG1;6.0;6.0;8.0;3.0;1.0;7.0;2.0;2.0;1.0
ACSF3;9.0;15.0;9.0;11.0;4.0;11.0;1.0;8.0;4.0
ACSL1;7.0;12.0;9.0;8.0;2.0;11.0;1.0;5.0;2.0
ACSL3;2.0;7.0;4.0;4.0;1.0;6.0;1.0;2.0;0.0
ACSL4;4.0;5.0;4.0;4.0;1.0;7.0;1.0;0.0;1.0
ACSL5;12.0;13.0;12.0;9.0;4.0;14.0;3.0;6.0;2.0
ACSL6;3.0;8.0;5.0;5.0;1.0;8.0;1.0;1.0;1.0
ACSM1;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0
ACSM2A;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
ACSM3;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0
ACSM4;1.0;3.0;3.0;1.0;0.0;2.0;1.0;1.0;0.0
ACSM5;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0
ACSS1;5.0;14.0;7.0;10.0;2.0;14.0;2.0;3.0;0.0
ACSS2;5.0;14.0;6.0;12.0;1.0;14.0;1.0;2.0;2.0
ACSS3;5.0;5.0;6.0;3.0;1.0;5.0;0.0;3.0;2.0
ACTA1;16.0;38.0;16.0;32.0;6.0;31.0;4.0;12.0;7.0
ACTA2;13.0;42.0;9.0;40.0;6.0;36.0;4.0;8.0;7.0
ACTB;19.0;55.0;26.0;41.0;7.0;47.0;8.0;13.0;6.0
ACTBL2;2.0;3.0;1.0;3.0;1.0;3.0;0.0;1.0;1.0
ACTC1;2.0;12.0;1.0;12.0;1.0;14.0;0.0;0.0;0.0
ACTG1;6.0;20.0;5.0;18.0;3.0;19.0;1.0;3.0;3.0
ACTG2;4.0;15.0;3.0;14.0;2.0;13.0;0.0;4.0;2.0
ACTL6A;10.0;36.0;11.0;30.0;5.0;32.0;2.0;8.0;4.0
ACTL6B;6.0;23.0;8.0;19.0;2.0;21.0;1.0;4.0;3.0
ACTN1;10.0;29.0;11.0;24.0;4.0;26.0;3.0;6.0;4.0
ACTN2;17.0;37.0;15.0;30.0;9.0;31.0;5.0;11.0;7.0
ACTN4;9.0;21.0;5.0;19.0;6.0;22.0;1.0;5.0;2.0
ACTR10;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
ACTR1A;15.0;36.0;13.0;33.0;5.0;37.0;1.0;9.0;4.0
ACTR1B;2.0;14.0;2.0;13.0;1.0;12.0;0.0;3.0;1.0
ACTR2;4.0;22.0;5.0;19.0;2.0;20.0;0.0;3.0;3.0
ACTR3;6.0;29.0;7.0;26.0;2.0;26.0;0.0;6.0;3.0
ACTR3B;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ACTR3C;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ACTR5;1.0;16.0;3.0;14.0;0.0;16.0;0.0;1.0;0.0
ACTR6;1.0;5.0;0.0;5.0;1.0;4.0;0.0;1.0;1.0
ACTR8;2.0;17.0;2.0;16.0;1.0;17.0;0.0;1.0;1.0
ACVR1;9.0;24.0;6.0;21.0;6.0;23.0;3.0;5.0;2.0
ACVR1B;4.0;16.0;4.0;13.0;3.0;17.0;0.0;3.0;0.0
ACVR1C;8.0;27.0;6.0;23.0;6.0;25.0;3.0;4.0;3.0
ACVR2A;13.0;30.0;8.0;26.0;9.0;28.0;7.0;4.0;4.0
ACVR2B;9.0;17.0;7.0;15.0;4.0;15.0;2.0;7.0;2.0
ACVRL1;7.0;14.0;7.0;11.0;3.0;15.0;0.0;6.0;0.0
ACYP1;4.0;2.0;4.0;1.0;1.0;2.0;1.0;3.0;0.0
ACYP2;0.0;4.0;0.0;4.0;0.0;4.0;0.0;0.0;0.0
ADA;4.0;10.0;4.0;9.0;1.0;11.0;1.0;2.0;0.0
ADAD1;1.0;3.0;0.0;3.0;1.0;4.0;0.0;0.0;0.0
ADAM10;11.0;33.0;10.0;31.0;3.0;33.0;3.0;4.0;4.0
ADAM12;7.0;28.0;5.0;26.0;4.0;24.0;3.0;4.0;4.0
ADAM15;1.0;14.0;3.0;11.0;1.0;11.0;0.0;3.0;1.0
ADAM17;3.0;22.0;5.0;19.0;1.0;21.0;0.0;3.0;1.0
ADAM2;4.0;59.0;8.0;53.0;2.0;54.0;2.0;4.0;3.0
ADAM20;3.0;5.0;2.0;5.0;1.0;4.0;0.0;4.0;0.0
ADAM22;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ADAM23;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ADAM28;7.0;77.0;7.0;74.0;3.0;59.0;1.0;5.0;19.0
ADAM30;1.0;2.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0
ADAM8;5.0;16.0;3.0;15.0;3.0;11.0;2.0;3.0;5.0
ADAM9;1.0;33.0;5.0;29.0;0.0;32.0;0.0;2.0;0.0
ADAMTS1;3.0;10.0;3.0;8.0;2.0;8.0;1.0;3.0;1.0
ADAMTS10;2.0;6.0;1.0;5.0;2.0;7.0;0.0;1.0;0.0
ADAMTS12;1.0;8.0;2.0;6.0;1.0;6.0;1.0;0.0;2.0
ADAMTS13;6.0;15.0;5.0;12.0;4.0;12.0;1.0;6.0;2.0
ADAMTS14;4.0;12.0;3.0;11.0;2.0;9.0;1.0;3.0;3.0
ADAMTS15;4.0;12.0;5.0;9.0;2.0;10.0;1.0;4.0;1.0
ADAMTS16;4.0;8.0;2.0;7.0;3.0;4.0;1.0;3.0;4.0
ADAMTS17;4.0;12.0;4.0;9.0;3.0;11.0;1.0;3.0;1.0
ADAMTS18;14.0;32.0;14.0;26.0;6.0;26.0;0.0;17.0;3.0
ADAMTS19;2.0;16.0;2.0;15.0;1.0;13.0;0.0;2.0;3.0
ADAMTS2;1.0;9.0;3.0;7.0;0.0;6.0;0.0;2.0;2.0
ADAMTS20;4.0;7.0;2.0;5.0;4.0;8.0;0.0;3.0;0.0
ADAMTS3;2.0;8.0;3.0;6.0;1.0;6.0;0.0;3.0;1.0
ADAMTS4;1.0;8.0;2.0;6.0;1.0;6.0;0.0;2.0;1.0
ADAMTS5;4.0;10.0;3.0;8.0;3.0;8.0;1.0;4.0;1.0
ADAMTS6;5.0;20.0;4.0;18.0;3.0;16.0;1.0;4.0;4.0
ADAMTS7;3.0;8.0;2.0;7.0;2.0;8.0;1.0;1.0;1.0
ADAMTS8;5.0;14.0;6.0;10.0;3.0;12.0;1.0;5.0;1.0
ADAMTS9;6.0;14.0;4.0;11.0;5.0;12.0;2.0;4.0;2.0
ADAMTSL1;3.0;11.0;2.0;9.0;3.0;10.0;2.0;1.0;1.0
ADAMTSL2;6.0;15.0;5.0;12.0;4.0;12.0;1.0;6.0;2.0
ADAMTSL3;5.0;8.0;2.0;7.0;4.0;8.0;1.0;3.0;1.0
ADAMTSL4;3.0;10.0;4.0;8.0;1.0;8.0;0.0;4.0;1.0
ADAMTSL5;2.0;10.0;2.0;8.0;2.0;9.0;1.0;1.0;1.0
ADAP1;0.0;3.0;1.0;2.0;0.0;3.0;0.0;0.0;0.0
ADAR;3.0;6.0;1.0;6.0;2.0;7.0;0.0;2.0;0.0
ADCY1;18.0;45.0;16.0;40.0;7.0;38.0;10.0;10.0;5.0
ADCY10;10.0;21.0;5.0;20.0;6.0;18.0;4.0;5.0;4.0
ADCY2;9.0;29.0;10.0;24.0;4.0;25.0;2.0;5.0;6.0
ADCY3;5.0;21.0;4.0;19.0;3.0;19.0;0.0;6.0;1.0
ADCY4;14.0;15.0;9.0;13.0;7.0;14.0;5.0;9.0;1.0
ADCY5;14.0;39.0;14.0;32.0;7.0;33.0;2.0;13.0;5.0
ADCY6;4.0;20.0;7.0;15.0;2.0;18.0;0.0;5.0;1.0
ADCY7;19.0;52.0;18.0;43.0;10.0;40.0;4.0;19.0;8.0
ADCY8;21.0;77.0;30.0;61.0;7.0;76.0;3.0;14.0;5.0
ADCY9;15.0;28.0;11.0;25.0;7.0;26.0;4.0;10.0;3.0
ADCYAP1;9.0;21.0;8.0;19.0;3.0;17.0;4.0;5.0;4.0
ADCYAP1R1;16.0;20.0;14.0;16.0;6.0;16.0;8.0;9.0;3.0
ADD1;3.0;7.0;1.0;7.0;2.0;8.0;0.0;2.0;0.0
ADD2;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ADD3;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
ADGRA2;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
ADGRV1;1.0;2.0;0.0;2.0;1.0;2.0;0.0;1.0;0.0
ADH1A;6.0;5.0;6.0;3.0;2.0;4.0;2.0;3.0;2.0
ADH1B;6.0;5.0;6.0;3.0;2.0;4.0;2.0;3.0;2.0
ADH4;6.0;5.0;6.0;3.0;2.0;4.0;2.0;3.0;2.0
ADH5;6.0;5.0;6.0;3.0;2.0;4.0;2.0;3.0;2.0
ADH6;6.0;5.0;6.0;3.0;2.0;4.0;2.0;3.0;2.0
ADH7;6.0;5.0;6.0;3.0;2.0;4.0;2.0;3.0;2.0
ADIPOQ;10.0;24.0;12.0;17.0;5.0;17.0;5.0;8.0;4.0
ADIPOR2;1.0;3.0;1.0;2.0;1.0;2.0;0.0;1.0;1.0
ADK;4.0;8.0;2.0;8.0;2.0;6.0;1.0;3.0;2.0
ADM;2.0;13.0;3.0;12.0;0.0;11.0;0.0;3.0;1.0
ADM2;4.0;15.0;4.0;12.0;3.0;13.0;1.0;2.0;3.0
ADO;7.0;3.0;3.0;3.0;4.0;2.0;1.0;6.0;1.0
ADORA1;4.0;15.0;2.0;14.0;3.0;13.0;0.0;5.0;1.0
ADORA2A;6.0;18.0;4.0;16.0;4.0;16.0;2.0;2.0;4.0
ADORA2B;15.0;31.0;7.0;31.0;8.0;27.0;3.0;9.0;7.0
ADPGK;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
ADPRM;2.0;4.0;1.0;4.0;1.0;4.0;1.0;1.0;0.0
ADRA1A;11.0;136.0;10.0;135.0;2.0;104.0;0.0;6.0;37.0
ADRA1B;5.0;22.0;6.0;20.0;1.0;21.0;2.0;2.0;2.0
ADRA1D;7.0;21.0;5.0;21.0;2.0;21.0;1.0;4.0;2.0
ADRA2A;5.0;32.0;7.0;27.0;3.0;26.0;2.0;3.0;6.0
ADRA2C;8.0;18.0;6.0;16.0;4.0;18.0;1.0;5.0;2.0
ADRB1;8.0;19.0;6.0;17.0;4.0;17.0;4.0;4.0;2.0
ADRB2;5.0;27.0;9.0;23.0;0.0;23.0;1.0;4.0;4.0
ADRB3;6.0;73.0;8.0;68.0;3.0;66.0;3.0;3.0;7.0
ADRM1;0.0;9.0;2.0;7.0;0.0;9.0;0.0;0.0;0.0
ADSL;5.0;9.0;1.0;9.0;4.0;9.0;2.0;2.0;1.0
ADSS;4.0;14.0;3.0;12.0;3.0;11.0;1.0;5.0;1.0
ADSSL1;6.0;10.0;3.0;10.0;3.0;9.0;2.0;3.0;2.0
AEBP2;2.0;10.0;4.0;8.0;0.0;11.0;0.0;1.0;0.0
AES;5.0;20.0;3.0;18.0;4.0;17.0;2.0;2.0;4.0
AFAP1;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0
AFF1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
AFF4;1.0;2.0;1.0;2.0;0.0;3.0;0.0;0.0;0.0
AFG3L2;6.0;3.0;4.0;2.0;3.0;2.0;1.0;5.0;1.0
AFMID;6.0;4.0;4.0;4.0;2.0;4.0;1.0;4.0;1.0
AFP;6.0;14.0;7.0;12.0;1.0;13.0;0.0;5.0;2.0
AFTPH;2.0;9.0;1.0;9.0;1.0;7.0;0.0;2.0;2.0
AGA;2.0;1.0;2.0;1.0;0.0;1.0;0.0;2.0;0.0
AGAP2;1.0;13.0;1.0;12.0;1.0;11.0;0.0;2.0;1.0
AGER;6.0;17.0;6.0;15.0;2.0;13.0;0.0;6.0;4.0
AGFG1;8.0;19.0;5.0;18.0;4.0;20.0;1.0;4.0;2.0
AGK;3.0;14.0;5.0;10.0;2.0;12.0;2.0;2.0;1.0
AGL;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
AGMAT;0.0;3.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0
AGO1;7.0;17.0;3.0;17.0;4.0;17.0;2.0;4.0;1.0
AGO2;14.0;59.0;18.0;50.0;5.0;60.0;1.0;8.0;4.0
AGO3;6.0;16.0;3.0;16.0;3.0;16.0;1.0;4.0;1.0
AGO4;5.0;16.0;3.0;16.0;2.0;16.0;1.0;3.0;1.0
AGPAT1;0.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0
AGPAT2;1.0;6.0;3.0;4.0;0.0;5.0;0.0;1.0;1.0
AGPAT3;2.0;5.0;1.0;5.0;1.0;5.0;0.0;1.0;1.0
AGPAT4;1.0;4.0;2.0;2.0;1.0;3.0;0.0;2.0;0.0
AGPAT5;0.0;13.0;2.0;11.0;0.0;10.0;0.0;1.0;2.0
AGPS;0.0;3.0;1.0;2.0;0.0;3.0;0.0;0.0;0.0
AGRN;9.0;27.0;13.0;19.0;4.0;24.0;2.0;7.0;3.0
AGRP;8.0;21.0;11.0;16.0;2.0;17.0;1.0;9.0;2.0
AGT;14.0;38.0;14.0;31.0;7.0;29.0;3.0;13.0;7.0
AGTR1;13.0;38.0;11.0;32.0;8.0;32.0;3.0;11.0;5.0
AGTR2;6.0;26.0;4.0;24.0;4.0;25.0;1.0;3.0;3.0
AGXT;3.0;5.0;0.0;6.0;2.0;5.0;0.0;2.0;1.0
AGXT2;6.0;11.0;7.0;8.0;2.0;12.0;2.0;3.0;0.0
AHCTF1;3.0;22.0;5.0;19.0;1.0;17.0;1.0;3.0;4.0
AHCY;3.0;6.0;3.0;6.0;0.0;7.0;0.0;2.0;0.0
AHCYL1;4.0;8.0;3.0;8.0;1.0;8.0;0.0;4.0;0.0
AHCYL2;5.0;7.0;5.0;7.0;0.0;8.0;0.0;4.0;0.0
AHI1;8.0;30.0;9.0;27.0;2.0;29.0;0.0;6.0;3.0
AHNAK;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0
AHR;4.0;22.0;4.0;19.0;3.0;18.0;2.0;3.0;3.0
AHRR;0.0;3.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0
AHSA1;3.0;15.0;5.0;12.0;1.0;14.0;0.0;3.0;1.0
AHSG;12.0;39.0;12.0;32.0;7.0;32.0;5.0;9.0;5.0
AHSP;4.0;2.0;3.0;1.0;2.0;1.0;1.0;3.0;1.0
AICDA;2.0;5.0;1.0;6.0;0.0;5.0;1.0;0.0;1.0
AIFM1;3.0;12.0;2.0;11.0;2.0;11.0;1.0;2.0;1.0
AIFM2;6.0;10.0;2.0;10.0;4.0;11.0;1.0;3.0;1.0
AIM2;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
AIMP1;1.0;2.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0
AIMP2;2.0;6.0;2.0;6.0;0.0;5.0;0.0;2.0;1.0
AIP;4.0;10.0;2.0;10.0;2.0;9.0;0.0;4.0;1.0
AJUBA;10.0;20.0;9.0;18.0;3.0;19.0;3.0;6.0;2.0
AK1;1.0;12.0;2.0;10.0;1.0;12.0;0.0;1.0;0.0
AK2;1.0;5.0;0.0;5.0;1.0;5.0;0.0;1.0;0.0
AK3;1.0;9.0;1.0;8.0;1.0;7.0;1.0;0.0;2.0
AK4;0.0;6.0;0.0;6.0;0.0;5.0;0.0;0.0;1.0
AK5;0.0;12.0;1.0;11.0;0.0;10.0;0.0;0.0;2.0
AK7;2.0;8.0;0.0;8.0;2.0;7.0;1.0;1.0;1.0
AK8;1.0;10.0;2.0;8.0;1.0;10.0;0.0;1.0;0.0
AK9;23.0;41.0;17.0;36.0;11.0;37.0;6.0;14.0;7.0
AKAP1;4.0;12.0;1.0;11.0;4.0;12.0;2.0;1.0;1.0
AKAP10;6.0;14.0;2.0;14.0;4.0;16.0;2.0;2.0;0.0
AKAP11;13.0;36.0;1.0;37.0;11.0;32.0;5.0;6.0;6.0
AKAP13;8.0;24.0;4.0;23.0;5.0;22.0;2.0;6.0;2.0
AKAP14;2.0;21.0;1.0;20.0;2.0;20.0;1.0;0.0;2.0
AKAP4;5.0;20.0;5.0;17.0;3.0;19.0;2.0;2.0;2.0
AKAP5;7.0;15.0;4.0;15.0;3.0;15.0;2.0;4.0;1.0
AKAP6;4.0;8.0;1.0;9.0;2.0;9.0;0.0;3.0;0.0
AKAP7;2.0;11.0;3.0;10.0;0.0;10.0;0.0;3.0;0.0
AKAP8;3.0;10.0;1.0;10.0;2.0;11.0;0.0;1.0;1.0
AKAP9;22.0;52.0;22.0;42.0;10.0;47.0;7.0;15.0;5.0
AKR1A1;5.0;7.0;6.0;5.0;1.0;5.0;1.0;4.0;2.0
AKR1B1;11.0;27.0;12.0;22.0;4.0;23.0;3.0;8.0;4.0
AKR1B10;10.0;22.0;9.0;18.0;5.0;19.0;2.0;8.0;3.0
AKR1B15;5.0;11.0;5.0;10.0;1.0;8.0;0.0;5.0;3.0
AKR1C1;7.0;14.0;11.0;8.0;2.0;11.0;1.0;5.0;4.0
AKR1C2;7.0;11.0;10.0;6.0;2.0;8.0;1.0;5.0;4.0
AKR1C3;7.0;15.0;12.0;8.0;2.0;11.0;1.0;6.0;4.0
AKR1C4;7.0;13.0;11.0;7.0;2.0;10.0;1.0;5.0;4.0
AKR1D1;12.0;19.0;14.0;12.0;5.0;14.0;2.0;11.0;4.0
AKR7A2;4.0;14.0;4.0;12.0;2.0;11.0;0.0;5.0;2.0
AKT1;12.0;31.0;14.0;25.0;4.0;30.0;4.0;7.0;2.0
AKT1S1;6.0;12.0;3.0;12.0;3.0;13.0;0.0;3.0;2.0
AKT2;10.0;21.0;6.0;19.0;6.0;22.0;1.0;7.0;1.0
AKT3;9.0;27.0;9.0;23.0;4.0;23.0;3.0;7.0;3.0
ALAD;0.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0
ALAS1;10.0;20.0;11.0;16.0;3.0;16.0;2.0;9.0;3.0
ALAS2;2.0;7.0;3.0;6.0;0.0;7.0;0.0;2.0;0.0
ALB;5.0;22.0;9.0;17.0;1.0;18.0;1.0;6.0;2.0
ALDH18A1;4.0;9.0;3.0;8.0;2.0;5.0;1.0;4.0;3.0
ALDH1A1;6.0;9.0;6.0;7.0;2.0;7.0;1.0;4.0;3.0
ALDH1A2;8.0;7.0;7.0;6.0;2.0;8.0;2.0;4.0;1.0
ALDH1A3;7.0;8.0;8.0;5.0;2.0;6.0;3.0;4.0;2.0
ALDH1B1;3.0;12.0;7.0;7.0;1.0;10.0;1.0;2.0;2.0
ALDH1L1;3.0;8.0;5.0;6.0;0.0;8.0;0.0;3.0;0.0
ALDH1L2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
ALDH2;6.0;7.0;6.0;4.0;3.0;7.0;1.0;5.0;0.0
ALDH3A1;6.0;8.0;5.0;5.0;4.0;7.0;4.0;2.0;1.0
ALDH3A2;9.0;12.0;8.0;8.0;5.0;10.0;4.0;4.0;3.0
ALDH3B2;5.0;9.0;7.0;7.0;0.0;7.0;1.0;4.0;2.0
ALDH4A1;7.0;9.0;6.0;7.0;3.0;7.0;2.0;5.0;2.0
ALDH5A1;3.0;3.0;4.0;2.0;0.0;4.0;0.0;2.0;0.0
ALDH6A1;9.0;10.0;9.0;8.0;2.0;9.0;2.0;6.0;2.0
ALDH7A1;3.0;9.0;4.0;7.0;1.0;7.0;1.0;2.0;2.0
ALDH9A1;9.0;21.0;7.0;17.0;6.0;17.0;5.0;5.0;3.0
ALDOB;2.0;6.0;2.0;5.0;1.0;6.0;1.0;0.0;1.0
ALDOC;2.0;4.0;0.0;4.0;2.0;4.0;1.0;0.0;1.0
ALG10;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
