driver;Driver_2_cluster_label_2.0;Driver_2_cluster_label_2.1;Driver_3_cluster_label_3.0;Driver_3_cluster_label_3.1;Driver_3_cluster_label_3.2;Driver_4_cluster_label_4.0;Driver_4_cluster_label_4.1;Driver_4_cluster_label_4.2;Driver_4_cluster_label_4.3
ACVR1C;12.0;92.0;3.0;90.0;11.0;11.0;1.0;1.0;91.0
ACVR2A;12.0;93.0;3.0;91.0;11.0;11.0;1.0;1.0;92.0
ACVR2B;12.0;93.0;3.0;91.0;11.0;11.0;1.0;1.0;92.0
ACVRL1;12.0;87.0;3.0;85.0;11.0;11.0;1.0;1.0;86.0
ACY1;2.0;15.0;0.0;15.0;2.0;2.0;0.0;0.0;15.0
ADA;3.0;17.0;1.0;17.0;2.0;2.0;1.0;0.0;17.0
ADAM10;10.0;85.0;3.0;83.0;9.0;9.0;1.0;1.0;84.0
ADAM12;7.0;57.0;1.0;56.0;7.0;7.0;0.0;0.0;57.0
ADAM15;7.0;60.0;2.0;59.0;6.0;6.0;1.0;0.0;60.0
ADAM17;12.0;90.0;3.0;88.0;11.0;11.0;1.0;1.0;89.0
ADAM19;10.0;82.0;2.0;80.0;10.0;10.0;0.0;1.0;81.0
ADAM21;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0
ADAM33;12.0;93.0;3.0;91.0;11.0;11.0;1.0;1.0;92.0
ADAM8;12.0;92.0;3.0;90.0;11.0;11.0;1.0;1.0;91.0
ADAM9;2.0;6.0;0.0;6.0;2.0;2.0;0.0;0.0;6.0
ADAMTS1;2.0;5.0;1.0;5.0;1.0;1.0;1.0;0.0;5.0
ADAMTS10;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
ADAMTS12;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
ADAMTS14;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ADAMTS16;2.0;3.0;1.0;3.0;1.0;1.0;1.0;0.0;3.0
ADAMTS17;1.0;8.0;0.0;8.0;1.0;1.0;0.0;0.0;8.0
ADAMTS18;5.0;33.0;1.0;33.0;4.0;4.0;1.0;0.0;33.0
ADAMTS19;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ADAMTS4;0.0;18.0;0.0;18.0;0.0;0.0;0.0;0.0;18.0
ADAMTS5;1.0;5.0;0.0;5.0;1.0;1.0;0.0;0.0;5.0
ADAMTS6;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ADAMTS8;1.0;4.0;0.0;4.0;1.0;1.0;0.0;0.0;4.0
ADAMTS9;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
ADAP1;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
ADCY1;1.0;24.0;0.0;24.0;1.0;1.0;0.0;0.0;24.0
ADCY2;8.0;50.0;1.0;49.0;8.0;8.0;0.0;0.0;50.0
ADCY3;8.0;76.0;1.0;75.0;8.0;8.0;0.0;0.0;76.0
ADCY4;10.0;79.0;2.0;77.0;10.0;10.0;0.0;1.0;78.0
ADCY5;3.0;40.0;3.0;38.0;2.0;2.0;1.0;1.0;39.0
ADCY6;0.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0
ADCY7;9.0;79.0;3.0;77.0;8.0;8.0;1.0;1.0;78.0
ADCY8;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ADCY9;6.0;35.0;1.0;35.0;5.0;5.0;1.0;0.0;35.0
ADCYAP1;6.0;53.0;2.0;52.0;5.0;5.0;1.0;1.0;52.0
ADCYAP1R1;1.0;5.0;0.0;5.0;1.0;1.0;0.0;0.0;5.0
ADD1;1.0;11.0;0.0;11.0;1.0;1.0;0.0;0.0;11.0
ADD2;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
ADH1A;2.0;52.0;1.0;51.0;2.0;2.0;0.0;0.0;52.0
ADH1B;2.0;20.0;2.0;19.0;1.0;1.0;1.0;1.0;19.0
ADH1C;12.0;77.0;3.0;75.0;11.0;11.0;1.0;1.0;76.0
ADH4;3.0;10.0;1.0;9.0;3.0;3.0;0.0;1.0;9.0
ADH5;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
ADIPOQ;1.0;9.0;1.0;9.0;0.0;0.0;1.0;0.0;9.0
ADIPOR1;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0
ADIPOR2;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
ADM;0.0;9.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0
ADNP;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0
ADORA1;10.0;74.0;2.0;73.0;9.0;9.0;1.0;0.0;74.0
ADORA2A;0.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0
ADRA1A;1.0;4.0;0.0;4.0;1.0;1.0;0.0;0.0;4.0
ADRA1B;1.0;9.0;1.0;8.0;1.0;1.0;0.0;0.0;9.0
ADRA1D;5.0;53.0;1.0;52.0;5.0;5.0;0.0;0.0;53.0
ADRA2A;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0
ADRA2C;3.0;1.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0
ADRB1;1.0;16.0;1.0;15.0;1.0;1.0;0.0;0.0;16.0
ADRB2;6.0;30.0;0.0;30.0;6.0;6.0;0.0;0.0;30.0
ADRB3;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0
ADRM1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
AES;0.0;8.0;1.0;7.0;0.0;0.0;0.0;1.0;7.0
AFF4;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
AFG3L2;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0
AGAP2;3.0;19.0;2.0;18.0;2.0;2.0;1.0;1.0;18.0
AGER;1.0;14.0;1.0;13.0;1.0;1.0;0.0;0.0;14.0
AGGF1;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
AGL;1.0;7.0;1.0;6.0;1.0;1.0;0.0;0.0;7.0
AGPS;0.0;9.0;0.0;9.0;0.0;0.0;0.0;0.0;9.0
AGRN;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
AGRP;3.0;30.0;2.0;28.0;3.0;3.0;0.0;1.0;29.0
AGT;10.0;85.0;2.0;84.0;9.0;9.0;1.0;0.0;85.0
AGTR1;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
AGXT;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
AHCTF1;3.0;22.0;0.0;22.0;3.0;3.0;0.0;0.0;22.0
AHR;1.0;16.0;0.0;16.0;1.0;1.0;0.0;0.0;16.0
AHSA1;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
AHSG;1.0;7.0;0.0;7.0;1.0;1.0;0.0;0.0;7.0
AHSP;11.0;84.0;3.0;82.0;10.0;10.0;1.0;1.0;83.0
AIFM1;4.0;63.0;2.0;61.0;4.0;4.0;0.0;1.0;62.0
AIP;1.0;3.0;0.0;3.0;1.0;1.0;0.0;0.0;3.0
AKAP1;1.0;12.0;0.0;12.0;1.0;1.0;0.0;0.0;12.0
AKAP3;3.0;49.0;3.0;47.0;2.0;2.0;1.0;1.0;48.0
AKAP4;2.0;18.0;0.0;18.0;2.0;2.0;0.0;0.0;18.0
AKAP5;1.0;15.0;1.0;14.0;1.0;1.0;0.0;1.0;14.0
AKAP6;2.0;9.0;1.0;9.0;1.0;1.0;1.0;0.0;9.0
AKAP7;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
AKAP8;0.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0
AKAP8L;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
AKAP9;2.0;36.0;1.0;35.0;2.0;2.0;0.0;0.0;36.0
AKR1A1;5.0;21.0;1.0;21.0;4.0;4.0;1.0;0.0;21.0
AKR1B1;2.0;9.0;0.0;9.0;2.0;2.0;0.0;0.0;9.0
AKR1B10;6.0;58.0;1.0;57.0;6.0;6.0;0.0;0.0;58.0
AKR1C1;6.0;46.0;0.0;46.0;6.0;6.0;0.0;0.0;46.0
AKR1C2;5.0;43.0;3.0;41.0;4.0;4.0;1.0;1.0;42.0
AKR7A2;2.0;12.0;0.0;12.0;2.0;2.0;0.0;0.0;12.0
AKR7A3;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
AKT1;12.0;93.0;3.0;91.0;11.0;11.0;1.0;1.0;92.0
AKT1S1;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
AKT2;11.0;89.0;2.0;87.0;11.0;11.0;0.0;1.0;88.0
AKT3;12.0;88.0;3.0;86.0;11.0;11.0;1.0;1.0;87.0
ALAD;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
ALAS1;1.0;6.0;0.0;6.0;1.0;1.0;0.0;0.0;6.0
ALAS2;6.0;49.0;2.0;48.0;5.0;5.0;1.0;1.0;48.0
ALB;10.0;82.0;3.0;80.0;9.0;9.0;1.0;1.0;81.0
ALCAM;2.0;9.0;1.0;8.0;2.0;2.0;0.0;0.0;9.0
ALDH1A1;2.0;3.0;0.0;3.0;2.0;2.0;0.0;0.0;3.0
ALDH1L1;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0
ALDH3A2;0.0;21.0;1.0;20.0;0.0;0.0;0.0;0.0;21.0
ALDH4A1;9.0;35.0;1.0;35.0;8.0;8.0;1.0;0.0;35.0
ALDH5A1;0.0;11.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0
ALDOA;1.0;12.0;0.0;12.0;1.0;1.0;0.0;0.0;12.0
ALDOB;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
ALG1;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
ALG11;4.0;51.0;1.0;50.0;4.0;4.0;0.0;1.0;50.0
ALG2;8.0;35.0;2.0;34.0;7.0;7.0;1.0;0.0;35.0
ALK;6.0;69.0;3.0;67.0;5.0;5.0;1.0;1.0;68.0
ALMS1;0.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0
ALOX12B;1.0;34.0;0.0;34.0;1.0;1.0;0.0;0.0;34.0
ALOX5;5.0;44.0;1.0;43.0;5.0;5.0;0.0;1.0;43.0
ALOX5AP;4.0;28.0;1.0;27.0;4.0;4.0;0.0;0.0;28.0
ALPL;2.0;8.0;0.0;8.0;2.0;2.0;0.0;0.0;8.0
ALX1;3.0;33.0;3.0;31.0;2.0;2.0;1.0;1.0;32.0
ALX3;1.0;6.0;0.0;6.0;1.0;1.0;0.0;0.0;6.0
ALX4;10.0;74.0;2.0;73.0;9.0;9.0;1.0;0.0;74.0
AMBP;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0
AMFR;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
AMHR2;12.0;93.0;3.0;91.0;11.0;11.0;1.0;1.0;92.0
AMIGO1;0.0;14.0;1.0;13.0;0.0;0.0;0.0;0.0;14.0
AMIGO2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
AMIGO3;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0
AMPH;7.0;57.0;1.0;56.0;7.0;7.0;0.0;1.0;56.0
ANAPC1;0.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0
ANAPC10;12.0;91.0;3.0;89.0;11.0;11.0;1.0;1.0;90.0
ANAPC11;12.0;87.0;3.0;85.0;11.0;11.0;1.0;1.0;86.0
ANAPC2;12.0;92.0;3.0;90.0;11.0;11.0;1.0;1.0;91.0
ANAPC4;12.0;89.0;3.0;87.0;11.0;11.0;1.0;1.0;88.0
ANAPC5;5.0;27.0;0.0;27.0;5.0;5.0;0.0;0.0;27.0
ANAPC7;12.0;92.0;3.0;90.0;11.0;11.0;1.0;1.0;91.0
ANG;0.0;8.0;1.0;7.0;0.0;0.0;0.0;1.0;7.0
ANGPT1;2.0;25.0;0.0;25.0;2.0;2.0;0.0;0.0;25.0
ANGPT2;1.0;9.0;0.0;9.0;1.0;1.0;0.0;0.0;9.0
ANGPTL1;4.0;18.0;1.0;18.0;3.0;3.0;1.0;0.0;18.0
ANGPTL4;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0
ANK1;1.0;20.0;1.0;20.0;0.0;0.0;1.0;0.0;20.0
ANK2;5.0;16.0;0.0;16.0;5.0;5.0;0.0;0.0;16.0
ANK3;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0
ANKRA2;1.0;6.0;0.0;6.0;1.0;1.0;0.0;0.0;6.0
ANKRD28;2.0;1.0;0.0;1.0;2.0;2.0;0.0;0.0;1.0
ANP32A;0.0;8.0;1.0;7.0;0.0;0.0;0.0;1.0;7.0
ANP32B;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ANPEP;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0
ANTXR1;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0
ANTXR2;0.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0
ANXA1;1.0;15.0;1.0;14.0;1.0;1.0;0.0;1.0;14.0
ANXA11;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
ANXA2;2.0;14.0;1.0;14.0;1.0;1.0;1.0;0.0;14.0
ANXA5;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
ANXA6;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ANXA7;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0
AOX1;1.0;3.0;1.0;3.0;0.0;0.0;1.0;0.0;3.0
AP1B1;2.0;12.0;1.0;11.0;2.0;2.0;0.0;1.0;11.0
AP1G1;12.0;88.0;3.0;86.0;11.0;11.0;1.0;1.0;87.0
AP1G2;3.0;14.0;1.0;13.0;3.0;3.0;0.0;1.0;13.0
AP1M1;5.0;33.0;1.0;32.0;5.0;5.0;0.0;1.0;32.0
AP1M2;2.0;28.0;1.0;27.0;2.0;2.0;0.0;1.0;27.0
AP1S1;6.0;52.0;2.0;51.0;5.0;5.0;1.0;0.0;52.0
AP1S2;5.0;57.0;2.0;56.0;4.0;4.0;1.0;0.0;57.0
AP1S3;8.0;64.0;2.0;63.0;7.0;7.0;1.0;0.0;64.0
AP2A1;3.0;30.0;2.0;29.0;2.0;2.0;1.0;1.0;29.0
AP2A2;0.0;13.0;0.0;13.0;0.0;0.0;0.0;0.0;13.0
AP2B1;1.0;9.0;0.0;9.0;1.0;1.0;0.0;0.0;9.0
AP2S1;1.0;13.0;0.0;13.0;1.0;1.0;0.0;0.0;13.0
AP3B1;6.0;45.0;1.0;44.0;6.0;6.0;0.0;0.0;45.0
AP3B2;0.0;7.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0
AP3D1;1.0;19.0;0.0;19.0;1.0;1.0;0.0;0.0;19.0
AP3S1;10.0;63.0;2.0;62.0;9.0;9.0;1.0;0.0;63.0
AP3S2;3.0;24.0;2.0;23.0;2.0;2.0;1.0;1.0;23.0
AP4B1;0.0;7.0;1.0;6.0;0.0;0.0;0.0;1.0;6.0
AP4E1;4.0;48.0;2.0;46.0;4.0;4.0;0.0;1.0;47.0
AP4M1;6.0;30.0;0.0;30.0;6.0;6.0;0.0;0.0;30.0
AP4S1;5.0;21.0;0.0;21.0;5.0;5.0;0.0;0.0;21.0
APAF1;9.0;67.0;3.0;65.0;8.0;8.0;1.0;1.0;66.0
APBA1;10.0;84.0;3.0;82.0;9.0;9.0;1.0;1.0;83.0
APBA2;1.0;6.0;0.0;6.0;1.0;1.0;0.0;0.0;6.0
APBA3;0.0;4.0;1.0;3.0;0.0;0.0;0.0;0.0;4.0
APBB1;5.0;21.0;1.0;21.0;4.0;4.0;1.0;0.0;21.0
APBB1IP;2.0;15.0;1.0;14.0;2.0;2.0;0.0;0.0;15.0
APBB2;0.0;11.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0
APC;12.0;93.0;3.0;91.0;11.0;11.0;1.0;1.0;92.0
APC2;9.0;56.0;3.0;54.0;8.0;8.0;1.0;1.0;55.0
APCS;7.0;36.0;1.0;35.0;7.0;7.0;0.0;1.0;35.0
APEX1;2.0;34.0;1.0;34.0;1.0;1.0;1.0;0.0;34.0
APH1A;3.0;19.0;0.0;19.0;3.0;3.0;0.0;0.0;19.0
APH1B;3.0;15.0;0.0;15.0;3.0;3.0;0.0;0.0;15.0
APLN;1.0;15.0;0.0;15.0;1.0;1.0;0.0;0.0;15.0
APLNR;9.0;52.0;2.0;51.0;8.0;8.0;1.0;0.0;52.0
APLP1;11.0;67.0;1.0;66.0;11.0;11.0;0.0;0.0;67.0
APLP2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
APOA1;12.0;93.0;3.0;91.0;11.0;11.0;1.0;1.0;92.0
APOA2;11.0;89.0;3.0;87.0;10.0;10.0;1.0;1.0;88.0
APOA4;12.0;89.0;3.0;87.0;11.0;11.0;1.0;1.0;88.0
APOA5;5.0;36.0;0.0;36.0;5.0;5.0;0.0;0.0;36.0
APOB;12.0;93.0;3.0;91.0;11.0;11.0;1.0;1.0;92.0
APOBEC1;4.0;19.0;1.0;19.0;3.0;3.0;1.0;0.0;19.0
APOBEC2;1.0;2.0;0.0;2.0;1.0;1.0;0.0;0.0;2.0
APOBEC3G;1.0;27.0;0.0;27.0;1.0;1.0;0.0;0.0;27.0
APOC1;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
APOC3;0.0;17.0;1.0;16.0;0.0;0.0;0.0;0.0;17.0
APOE;5.0;39.0;2.0;38.0;4.0;4.0;1.0;1.0;38.0
APOF;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
APP;5.0;74.0;2.0;73.0;4.0;4.0;1.0;1.0;73.0
APPL1;2.0;29.0;2.0;27.0;2.0;2.0;0.0;1.0;28.0
APPL2;3.0;22.0;1.0;22.0;2.0;2.0;1.0;0.0;22.0
APTX;1.0;13.0;0.0;13.0;1.0;1.0;0.0;0.0;13.0
AQP1;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0
AQP3;3.0;29.0;1.0;28.0;3.0;3.0;0.0;0.0;29.0
AQP4;1.0;21.0;2.0;20.0;0.0;0.0;1.0;0.0;21.0
AQP5;9.0;50.0;2.0;49.0;8.0;8.0;1.0;1.0;49.0
AQP6;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
AQP7;9.0;87.0;3.0;85.0;8.0;8.0;1.0;1.0;86.0
AR;12.0;88.0;3.0;86.0;11.0;11.0;1.0;1.0;87.0
ARAF;1.0;10.0;0.0;10.0;1.0;1.0;0.0;0.0;10.0
ARAP1;5.0;23.0;2.0;22.0;4.0;4.0;1.0;0.0;23.0
ARAP2;0.0;4.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0
ARCN1;0.0;6.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0
AREG;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
ARF3;6.0;62.0;2.0;61.0;5.0;5.0;1.0;1.0;61.0
ARF4;5.0;36.0;2.0;34.0;5.0;5.0;0.0;1.0;35.0
ARF5;3.0;14.0;1.0;13.0;3.0;3.0;0.0;1.0;13.0
ARF6;12.0;83.0;2.0;82.0;11.0;11.0;1.0;1.0;82.0
ARFGAP1;3.0;15.0;0.0;15.0;3.0;3.0;0.0;0.0;15.0
ARFGAP3;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
ARFGEF1;0.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;15.0
ARFGEF2;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0
ARFIP1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
ARFIP2;3.0;7.0;0.0;7.0;3.0;3.0;0.0;0.0;7.0
ARG1;3.0;28.0;3.0;26.0;2.0;2.0;1.0;1.0;27.0
ARG2;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0
ARHGAP1;5.0;51.0;0.0;51.0;5.0;5.0;0.0;0.0;51.0
ARHGAP10;0.0;11.0;1.0;10.0;0.0;0.0;0.0;1.0;10.0
ARHGAP25;4.0;55.0;2.0;54.0;3.0;3.0;1.0;1.0;54.0
